"hydroid"	"bundle"	"ftype"	"hydrocode"	"name"	"fstatus"	"address1"	"address2"	"city"	"state"	"postal_code"	"description"	"uid"	"status"	"module"	"feed_nid"	"dh_link_facility_mps"	"dh_nextdown_id"	"dh_areasqkm"	"dh_link_admin_location"	"field_dh_from_entity"	"field_dh_to_entity"	"dh_geofield"	"geom"
"442761"	"transfer"	"release"	"vahydro_VA0020630001"	"TO VA0020630001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441166"	""	""	""	""	""	"POINT (-77.36052 37.71208)"	"POINT (-77.36052 37.71208)"
"442762"	"transfer"	"release"	"vahydro_VA0020656001"	"TO VA0020656001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441167"	""	""	""	""	""	"POINT (-77.905511 37.667733)"	"POINT (-77.905511 37.667733)"
"442763"	"transfer"	"release"	"vahydro_VA0020664001"	"TO VA0020664001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441168"	""	""	""	""	""	"POINT (-77.34036 37.75409)"	"POINT (-77.34036 37.75409)"
"442764"	"transfer"	"release"	"vahydro_VA0020672001"	"TO VA0020672001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441169"	""	""	""	""	""	"POINT (-81.9275 36.999722)"	"POINT (-81.9275 36.999722)"
"442765"	"transfer"	"release"	"vahydro_VA0020681002"	"TO VA0020681002"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441170"	""	""	""	""	""	"POINT (-77.828889 37.634444)"	"POINT (-77.828889 37.634444)"
"442766"	"transfer"	"release"	"vahydro_VA0020699001"	"TO VA0020699001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441171"	""	""	""	""	""	"POINT (-77.830959 37.640484)"	"POINT (-77.830959 37.640484)"
"442767"	"transfer"	"release"	"vahydro_VA0020702002"	"TO VA0020702002"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441172"	""	""	""	""	""	"POINT (-77.88606 37.67588)"	"POINT (-77.88606 37.67588)"
"442768"	"transfer"	"release"	"vahydro_VA0020729001"	"TO VA0020729001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441173"	""	""	""	""	""	"POINT (-80.887523 37.170398)"	"POINT (-80.887523 37.170398)"
"442769"	"transfer"	"release"	"vahydro_VA0020737001"	"TO VA0020737001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441174"	""	""	""	""	""	"POINT (-77.35875 38.04871)"	"POINT (-77.35875 38.04871)"
"442770"	"transfer"	"release"	"vahydro_VA0020745001"	"TO VA0020745001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441175"	""	""	""	""	""	"POINT (-82.052778 36.921667)"	"POINT (-82.052778 36.921667)"
"442771"	"transfer"	"release"	"vahydro_VA0020761001"	"TO VA0020761001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441176"	""	""	""	""	""	"POINT (-77.474161 36.804211)"	"POINT (-77.474161 36.804211)"
"442772"	"transfer"	"release"	"vahydro_VA0020788001"	"TO VA0020788001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441177"	""	""	""	""	""	"POINT (-76.37407 37.7088)"	"POINT (-76.37407 37.7088)"
"442773"	"transfer"	"release"	"vahydro_VA0020851001"	"TO VA0020851001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441181"	""	""	""	""	""	"POINT (-79.4343 37.36521)"	"POINT (-79.4343 37.36521)"
"442774"	"transfer"	"release"	"vahydro_VA0020877001"	"TO VA0020877001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441183"	""	""	""	""	""	"POINT (-76.483056 37.918889)"	"POINT (-76.483056 37.918889)"
"442775"	"transfer"	"release"	"vahydro_VA0020940001"	"TO VA0020940001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441184"	""	""	""	""	""	"POINT (-82.800341 36.856618)"	"POINT (-82.800341 36.856618)"
"442776"	"transfer"	"release"	"vahydro_VA0020974001"	"TO VA0020974001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441185"	""	""	""	""	""	"POINT (-77.663843 39.136835)"	"POINT (-77.663843 39.136835)"
"442777"	"transfer"	"release"	"vahydro_VA0020982001"	"TO VA0020982001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441186"	""	""	""	""	""	"POINT (-78.288436 39.035016)"	"POINT (-78.288436 39.035016)"
"442778"	"transfer"	"release"	"vahydro_VA0020991001"	"TO VA0020991001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441187"	""	""	""	""	""	"POINT (-79.3645 37.72405)"	"POINT (-79.3645 37.72405)"
"442779"	"transfer"	"release"	"vahydro_VA0020991002"	"TO VA0020991002"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441187"	""	""	""	""	""	"POINT (-79.3645 37.72405)"	"POINT (-79.3645 37.72405)"
"442780"	"transfer"	"release"	"vahydro_VA0021016001"	"TO VA0021016001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441188"	""	""	""	""	""	"POINT (-82.162222 36.938055)"	"POINT (-82.162222 36.938055)"
"442781"	"transfer"	"release"	"vahydro_VA0021067001"	"TO VA0021067001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441190"	""	""	""	""	""	"POINT (-77.026944 38.326667)"	"POINT (-77.026944 38.326667)"
"442782"	"transfer"	"release"	"vahydro_VA0021083001"	"TO VA0021083001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441191"	""	""	""	""	""	"POINT (-82.463055 36.653888)"	"POINT (-82.463055 36.653888)"
"442783"	"transfer"	"release"	"vahydro_VA0021105001"	"TO VA0021105001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441192"	""	""	""	""	""	"POINT (-78.1934 38.12952)"	"POINT (-78.1934 38.12952)"
"442784"	"transfer"	"release"	"vahydro_VA0021113001"	"TO VA0021113001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441193"	""	""	""	""	""	"POINT (-80.81005 37.33347)"	"POINT (-80.81005 37.33347)"
"442785"	"transfer"	"release"	"vahydro_VA0021130001"	"TO VA0021130001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441194"	""	""	""	""	""	"POINT (-81.838346 36.650874)"	"POINT (-81.838346 36.650874)"
"442786"	"transfer"	"release"	"vahydro_VA0021148001"	"TO VA0021148001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441195"	""	""	""	""	""	"POINT (-79.298718 37.899983)"	"POINT (-79.298718 37.899983)"
"442787"	"transfer"	"release"	"vahydro_VA0021172001"	"TO VA0021172001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441196"	""	""	""	""	""	"POINT (-77.81612 38.71584)"	"POINT (-77.81612 38.71584)"
"442788"	"transfer"	"release"	"vahydro_VA0021199001"	"TO VA0021199001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441197"	""	""	""	""	""	"POINT (-81.8325 37.0914)"	"POINT (-81.8325 37.0914)"
"442789"	"transfer"	"release"	"vahydro_VA0021253001"	"TO VA0021253001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441198"	""	""	""	""	""	"POINT (-75.747799 37.717132)"	"POINT (-75.747799 37.717132)"
"442790"	"transfer"	"release"	"vahydro_VA0021261001"	"TO VA0021261001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441199"	""	""	""	""	""	"POINT (-77.04689 37.37398)"	"POINT (-77.04689 37.37398)"
"442791"	"transfer"	"release"	"vahydro_VA0021318001"	"TO VA0021318001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441201"	""	""	""	""	""	"POINT (-78.606303 38.562962)"	"POINT (-78.606303 38.562962)"
"442792"	"transfer"	"release"	"vahydro_VA0021326001"	"TO VA0021326001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441202"	""	""	""	""	""	"POINT (-81.25325 36.892518)"	"POINT (-81.25325 36.892518)"
"442793"	"transfer"	"release"	"vahydro_VA0021342001"	"TO VA0021342001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441203"	""	""	""	""	""	"POINT (-78.66864 38.6612)"	"POINT (-78.66864 38.6612)"
"442794"	"transfer"	"release"	"vahydro_VA0021385001"	"TO VA0021385001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441204"	""	""	""	""	""	"POINT (-78.15161 38.261)"	"POINT (-78.15161 38.261)"
"442795"	"transfer"	"release"	"vahydro_VA0021750001"	"TO VA0021750001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441206"	""	""	""	""	""	"POINT (-77.5353 39.213)"	"POINT (-77.5353 39.213)"
"442796"	"transfer"	"release"	"vahydro_VA0021768001"	"TO VA0021768001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441207"	""	""	""	""	""	"POINT (-78.182635 36.703419)"	"POINT (-78.182635 36.703419)"
"442797"	"transfer"	"release"	"vahydro_VA0021776001"	"TO VA0021776001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441208"	""	""	""	""	""	"POINT (-78.49531 36.70573)"	"POINT (-78.49531 36.70573)"
"442798"	"transfer"	"release"	"vahydro_VA0021849001"	"TO VA0021849001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441209"	""	""	""	""	""	"POINT (-78.19766 36.68824)"	"POINT (-78.19766 36.68824)"
"442799"	"transfer"	"release"	"vahydro_VA0021857001"	"TO VA0021857001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441210"	""	""	""	""	""	"POINT (-78.53997 36.70939)"	"POINT (-78.53997 36.70939)"
"442800"	"transfer"	"release"	"vahydro_VA0021989001"	"TO VA0021989001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441211"	""	""	""	""	""	"POINT (-79.854444 36.626111)"	"POINT (-79.854444 36.626111)"
"442801"	"transfer"	"release"	"vahydro_VA0022012001"	"TO VA0022012001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441212"	""	""	""	""	""	"POINT (-82.79624 36.92263)"	"POINT (-82.79624 36.92263)"
"442802"	"transfer"	"release"	"vahydro_VA0022225001"	"TO VA0022225001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441213"	""	""	""	""	""	"POINT (-79.66899 37.52836)"	"POINT (-79.66899 37.52836)"
"442803"	"transfer"	"release"	"vahydro_VA0022241001"	"TO VA0022241001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441214"	""	""	""	""	""	"POINT (-78.94161 37.03889)"	"POINT (-78.94161 37.03889)"
"442804"	"transfer"	"release"	"vahydro_VA0022250001"	"TO VA0022250001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441215"	""	""	""	""	""	"POINT (-78.9325 37.051667)"	"POINT (-78.9325 37.051667)"
"442805"	"transfer"	"release"	"vahydro_VA0022322001"	"TO VA0022322001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441216"	""	""	""	""	""	"POINT (-78.959444 38.247778)"	"POINT (-78.959444 38.247778)"
"442806"	"transfer"	"release"	"vahydro_VA0022349001"	"TO VA0022349001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441217"	""	""	""	""	""	"POINT (-78.8825 38.297777)"	"POINT (-78.8825 38.297777)"
"442807"	"transfer"	"release"	"vahydro_VA0022373001"	"TO VA0022373001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441218"	""	""	""	""	""	"POINT (-76.30847 37.48558)"	"POINT (-76.30847 37.48558)"
"442808"	"transfer"	"release"	"vahydro_VA0022390001"	"TO VA0022390001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441219"	""	""	""	""	""	"POINT (-79.506667 37.333611)"	"POINT (-79.506667 37.333611)"
"442809"	"transfer"	"release"	"vahydro_VA0022471001"	"TO VA0022471001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441220"	""	""	""	""	""	"POINT (-78.17744 38.6901)"	"POINT (-78.17744 38.6901)"
"442810"	"transfer"	"release"	"vahydro_VA0022705001"	"TO VA0022705001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441222"	""	""	""	""	""	"POINT (-78.918005 36.624133)"	"POINT (-78.918005 36.624133)"
"442811"	"transfer"	"release"	"vahydro_VA0022721001"	"TO VA0022721001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441223"	""	""	""	""	""	"POINT (-79.042903 36.837179)"	"POINT (-79.042903 36.837179)"
"442812"	"transfer"	"release"	"vahydro_VA0022730001"	"TO VA0022730001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441224"	""	""	""	""	""	"POINT (-79.013496 36.924563)"	"POINT (-79.013496 36.924563)"
"442813"	"transfer"	"release"	"vahydro_VA0022748001"	"TO VA0022748001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441225"	""	""	""	""	""	"POINT (-78.875 36.83)"	"POINT (-78.875 36.83)"
"442814"	"transfer"	"release"	"vahydro_VA0022772001"	"TO VA0022772001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441226"	""	""	""	""	""	"POINT (-79.81571 37.81334)"	"POINT (-79.81571 37.81334)"
"442815"	"transfer"	"release"	"vahydro_VA0022802002"	"TO VA0022802002"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441227"	""	""	""	""	""	"POINT (-77.71092 39.12141)"	"POINT (-77.71092 39.12141)"
"442816"	"transfer"	"release"	"vahydro_VA0022845001"	"TO VA0022845001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441228"	""	""	""	""	""	"POINT (-78.24016 38.38787)"	"POINT (-78.24016 38.38787)"
"442817"	"transfer"	"release"	"vahydro_VA0022985001"	"TO VA0022985001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441231"	""	""	""	""	""	"POINT (-80.254756 36.632415)"	"POINT (-80.254756 36.632415)"
"442818"	"transfer"	"release"	"vahydro_VA0022993001"	"TO VA0022993001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441232"	""	""	""	""	""	"POINT (-81.422673 36.811341)"	"POINT (-81.422673 36.811341)"
"442819"	"transfer"	"release"	"vahydro_VA0023027001"	"TO VA0023027001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441233"	""	""	""	""	""	"POINT (-82.460507 36.8956)"	"POINT (-82.460507 36.8956)"
"442820"	"transfer"	"release"	"vahydro_VA0023108001"	"TO VA0023108001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441235"	""	""	""	""	""	"POINT (-77.766111 37.704444)"	"POINT (-77.766111 37.704444)"
"442821"	"transfer"	"release"	"vahydro_VA0023141001"	"TO VA0023141001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441236"	""	""	""	""	""	"POINT (-79.81227 37.4691)"	"POINT (-79.81227 37.4691)"
"442822"	"transfer"	"release"	"vahydro_VA0023183001"	"TO VA0023183001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441237"	""	""	""	""	""	"POINT (-77.64911 39.28172)"	"POINT (-77.64911 39.28172)"
"442823"	"transfer"	"release"	"vahydro_VA0023281001"	"TO VA0023281001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441239"	""	""	""	""	""	"POINT (-79.573046 38.414977)"	"POINT (-79.573046 38.414977)"
"442824"	"transfer"	"release"	"vahydro_VA0023299001"	"TO VA0023299001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441240"	""	""	""	""	""	"POINT (-77.20874 38.68489)"	"POINT (-77.20874 38.68489)"
"442825"	"transfer"	"release"	"vahydro_VA0023329001"	"TO VA0023329001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441241"	""	""	""	""	""	"POINT (-77.331943 37.833192)"	"POINT (-77.331943 37.833192)"
"442826"	"transfer"	"release"	"vahydro_VA0023345001"	"TO VA0023345001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441242"	""	""	""	""	""	"POINT (-78.302871 36.723334)"	"POINT (-78.302871 36.723334)"
"442827"	"transfer"	"release"	"vahydro_VA0023370001"	"TO VA0023370001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441243"	""	""	""	""	""	"POINT (-78.13846 39.0531)"	"POINT (-78.13846 39.0531)"
"442828"	"transfer"	"release"	"vahydro_VA0023400001"	"TO VA0023400001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441245"	""	""	""	""	""	"POINT (-79.15454 37.991)"	"POINT (-79.15454 37.991)"
"442829"	"transfer"	"release"	"vahydro_VA0023418001"	"TO VA0023418001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441246"	""	""	""	""	""	"POINT (-78.270288 37.984788)"	"POINT (-78.270288 37.984788)"
"442830"	"transfer"	"release"	"vahydro_VA0023426001"	"TO VA0023426001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441247"	""	""	""	""	""	"POINT (-77.5613 37.40349)"	"POINT (-77.5613 37.40349)"
"442831"	"transfer"	"release"	"vahydro_VA0023469001"	"TO VA0023469001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441249"	""	""	""	""	""	"POINT (-76.676169 37.953623)"	"POINT (-76.676169 37.953623)"
"442832"	"transfer"	"release"	"vahydro_VA0023477001"	"TO VA0023477001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441250"	""	""	""	""	""	"POINT (-82.463611 36.918333)"	"POINT (-82.463611 36.918333)"
"442833"	"transfer"	"release"	"vahydro_VA0023558001"	"TO VA0023558001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441252"	""	""	""	""	""	"POINT (-79.952222 36.622222)"	"POINT (-79.952222 36.622222)"
"442834"	"transfer"	"release"	"vahydro_VA0023817001"	"TO VA0023817001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441254"	""	""	""	""	""	"POINT (-75.91096 37.40323)"	"POINT (-75.91096 37.40323)"
"442835"	"transfer"	"release"	"vahydro_VA0023825001"	"TO VA0023825001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441255"	""	""	""	""	""	"POINT (-78.6324 38.48752)"	"POINT (-78.6324 38.48752)"
"442836"	"transfer"	"release"	"vahydro_VA0023892001"	"TO VA0023892001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441256"	""	""	""	""	""	"POINT (-82.298333 37.288333)"	"POINT (-82.298333 37.288333)"
"442837"	"transfer"	"release"	"vahydro_VA0023914001"	"TO VA0023914001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441257"	""	""	""	""	""	"POINT (-77.0375 37.695833)"	"POINT (-77.0375 37.695833)"
"442838"	"transfer"	"release"	"vahydro_VA0023965001"	"TO VA0023965001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441259"	""	""	""	""	""	"POINT (-79.099167 37.273056)"	"POINT (-79.099167 37.273056)"
"442839"	"transfer"	"release"	"vahydro_VA0024031001"	"TO VA0024031001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441260"	""	""	""	""	""	"POINT (-80.2438 37.1803)"	"POINT (-80.2438 37.1803)"
"442840"	"transfer"	"release"	"vahydro_VA0024040001"	"TO VA0024040001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441261"	""	""	""	""	""	"POINT (-80.441416 37.058637)"	"POINT (-80.441416 37.058637)"
"442841"	"transfer"	"release"	"vahydro_VA0024058001"	"TO VA0024058001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441262"	""	""	""	""	""	"POINT (-78.492778 37.038333)"	"POINT (-78.492778 37.038333)"
"442842"	"transfer"	"release"	"vahydro_VA0024101001"	"TO VA0024101001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441265"	""	""	""	""	""	"POINT (-79.543484 37.631986)"	"POINT (-79.543484 37.631986)"
"442843"	"transfer"	"release"	"vahydro_VA0024112001"	"TO VA0024112001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441266"	""	""	""	""	""	"POINT (-77.75433 39.0097)"	"POINT (-77.75433 39.0097)"
"442844"	"transfer"	"release"	"vahydro_VA0024121001"	"TO VA0024121001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441267"	""	""	""	""	""	"POINT (-77.23458 38.96506)"	"POINT (-77.23458 38.96506)"
"442845"	"transfer"	"release"	"vahydro_VA0024147002"	"TO VA0024147002"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441268"	""	""	""	""	""	"POINT (-78.26267 37.76195)"	"POINT (-78.26267 37.76195)"
"442846"	"transfer"	"release"	"vahydro_VA0024163001"	"TO VA0024163001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441269"	""	""	""	""	""	"POINT (-77.675833 37.578611)"	"POINT (-77.675833 37.578611)"
"442847"	"transfer"	"release"	"vahydro_VA0024406001"	"TO VA0024406001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441271"	""	""	""	""	""	"POINT (-78.46527 38.66105)"	"POINT (-78.46527 38.66105)"
"442848"	"transfer"	"release"	"vahydro_VA0024414001"	"TO VA0024414001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441272"	""	""	""	""	""	"POINT (-78.4595 38.6654)"	"POINT (-78.4595 38.6654)"
"442849"	"transfer"	"release"	"vahydro_VA0024422001"	"TO VA0024422001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441273"	""	""	""	""	""	"POINT (-78.46527 38.66105)"	"POINT (-78.46527 38.66105)"
"442850"	"transfer"	"release"	"vahydro_VA0024431001"	"TO VA0024431001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441274"	""	""	""	""	""	"POINT (-78.46527 38.66105)"	"POINT (-78.46527 38.66105)"
"442851"	"transfer"	"release"	"vahydro_VA0024457001"	"TO VA0024457001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441276"	""	""	""	""	""	"POINT (-75.469901 37.93581)"	"POINT (-75.469901 37.93581)"
"442852"	"transfer"	"release"	"vahydro_VA0024481001"	"TO VA0024481001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441277"	""	""	""	""	""	"POINT (-82.004281 36.603994)"	"POINT (-82.004281 36.603994)"
"442853"	"transfer"	"release"	"vahydro_VA0024490001"	"TO VA0024490001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441278"	""	""	""	""	""	"POINT (-81.04657 36.94453)"	"POINT (-81.04657 36.94453)"
"442854"	"transfer"	"release"	"vahydro_VA0024678001"	"TO VA0024678001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441279"	""	""	""	""	""	"POINT (-77.34706 38.646133)"	"POINT (-77.34706 38.646133)"
"442855"	"transfer"	"release"	"vahydro_VA0024724001"	"TO VA0024724001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441280"	""	""	""	""	""	"POINT (-77.31043 38.62768)"	"POINT (-77.31043 38.62768)"
"442856"	"transfer"	"release"	"vahydro_VA0024732001"	"TO VA0024732001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441281"	""	""	""	""	""	"POINT (-78.71682 38.40488)"	"POINT (-78.71682 38.40488)"
"442857"	"transfer"	"release"	"vahydro_VA0024759001"	"TO VA0024759001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441283"	""	""	""	""	""	"POINT (-77.88855 39.06444)"	"POINT (-77.88855 39.06444)"
"442858"	"transfer"	"release"	"vahydro_VA0024775001"	"TO VA0024775001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441284"	""	""	""	""	""	"POINT (-77.728198 38.971563)"	"POINT (-77.728198 38.971563)"
"442859"	"transfer"	"release"	"vahydro_VA0024899001"	"TO VA0024899001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441285"	""	""	""	""	""	"POINT (-77.47916 37.77145)"	"POINT (-77.47916 37.77145)"
"442860"	"transfer"	"release"	"vahydro_VA0024945001"	"TO VA0024945001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441286"	""	""	""	""	""	"POINT (-78.29935 37.91735)"	"POINT (-78.29935 37.91735)"
"442861"	"transfer"	"release"	"vahydro_VA0024970001"	"TO VA0024970001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441287"	""	""	""	""	""	"POINT (-79.113797 37.395561)"	"POINT (-79.113797 37.395561)"
"442862"	"transfer"	"release"	"vahydro_VA0024988001"	"TO VA0024988001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441288"	""	""	""	""	""	"POINT (-77.45508 38.81142)"	"POINT (-77.45508 38.81142)"
"442863"	"transfer"	"release"	"vahydro_VA0024996001"	"TO VA0024996001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441289"	""	""	""	""	""	"POINT (-77.43384 37.44059)"	"POINT (-77.43384 37.44059)"
"442864"	"transfer"	"release"	"vahydro_VA0024996003"	"TO VA0024996003"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441289"	""	""	""	""	""	"POINT (-77.43384 37.44059)"	"POINT (-77.43384 37.44059)"
"442865"	"transfer"	"release"	"vahydro_VA0024996004"	"TO VA0024996004"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441289"	""	""	""	""	""	"POINT (-77.43384 37.44059)"	"POINT (-77.43384 37.44059)"
"442866"	"transfer"	"release"	"vahydro_VA0025020001"	"TO VA0025020001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441290"	""	""	""	""	""	"POINT (-79.91236 37.263578)"	"POINT (-79.91236 37.263578)"
"442867"	"transfer"	"release"	"vahydro_VA0025054001"	"TO VA0025054001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441291"	""	""	""	""	""	"POINT (-81.2818 37.261)"	"POINT (-81.2818 37.261)"
"442868"	"transfer"	"release"	"vahydro_VA0025101001"	"TO VA0025101001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441292"	""	""	""	""	""	"POINT (-77.26961 38.61623)"	"POINT (-77.26961 38.61623)"
"442869"	"transfer"	"release"	"vahydro_VA0025127001"	"TO VA0025127001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441293"	""	""	""	""	""	"POINT (-77.451111 38.288972)"	"POINT (-77.451111 38.288972)"
"442870"	"transfer"	"release"	"vahydro_VA0025143001"	"TO VA0025143001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441294"	""	""	""	""	""	"POINT (-77.05692 38.8439)"	"POINT (-77.05692 38.8439)"
"442871"	"transfer"	"release"	"vahydro_VA0025151002"	"TO VA0025151002"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441295"	""	""	""	""	""	"POINT (-78.874625 38.080536)"	"POINT (-78.874625 38.080536)"
"442872"	"transfer"	"release"	"vahydro_VA0025160001"	"TO VA0025160001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441296"	""	""	""	""	""	"POINT (-77.0606 38.7989)"	"POINT (-77.0606 38.7989)"
"442873"	"transfer"	"release"	"vahydro_VA0025160002"	"TO VA0025160002"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441296"	""	""	""	""	""	"POINT (-77.0606 38.7989)"	"POINT (-77.0606 38.7989)"
"442874"	"transfer"	"release"	"vahydro_VA0025194001"	"TO VA0025194001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441297"	""	""	""	""	""	"POINT (-77.99797 37.07953)"	"POINT (-77.99797 37.07953)"
"442875"	"transfer"	"release"	"vahydro_VA0025291001"	"TO VA0025291001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441299"	""	""	""	""	""	"POINT (-78.9961 38.1276)"	"POINT (-78.9961 38.1276)"
