"hydroid"	"bundle"	"ftype"	"hydrocode"	"name"	"fstatus"	"address1"	"address2"	"city"	"state"	"postal_code"	"description"	"uid"	"status"	"module"	"feed_nid"	"dh_link_facility_mps"	"dh_nextdown_id"	"dh_areasqkm"	"dh_link_admin_location"	"field_dh_from_entity"	"field_dh_to_entity"	"dh_geofield"	"geom"
"443817"	"transfer"	"outfall"	"echo_DC0022004001"	"FROM DC0022004"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441037"	""	""	""	""	""	"POINT (-77.04167 38.81953)"	"POINT (-77.04167 38.81953)"
"443818"	"transfer"	"outfall"	"echo_DC0022004101"	"FROM DC0022004"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441037"	""	""	""	""	""	"POINT (-77.04167 38.81953)"	"POINT (-77.04167 38.81953)"
"443819"	"transfer"	"outfall"	"echo_DC0022004102"	"FROM DC0022004"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441037"	""	""	""	""	""	"POINT (-77.04167 38.81953)"	"POINT (-77.04167 38.81953)"
"443820"	"transfer"	"outfall"	"echo_VA0000248006"	"FROM VA0000248"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441049"	""	""	""	""	""	"POINT (-80.540277778038 37.193611110988)"	"POINT (-80.540277778038 37.193611110988)"
"443821"	"transfer"	"outfall"	"echo_VA0000248402"	"FROM VA0000248"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441049"	""	""	""	""	""	"POINT (-80.556944444287 37.185000000353)"	"POINT (-80.556944444287 37.185000000353)"
"443822"	"transfer"	"outfall"	"echo_VA0000281001"	"FROM VA0000281"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441050"	""	""	""	""	""	"POINT (-80.785698 37.048018)"	"POINT (-80.785698 37.048018)"
"443823"	"transfer"	"outfall"	"echo_VA0000370001"	"FROM VA0000370"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441052"	""	""	""	""	""	"POINT (-80.862222222309 37.371388888842)"	"POINT (-80.862222222309 37.371388888842)"
"443824"	"transfer"	"outfall"	"echo_VA0000370002"	"FROM VA0000370"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441052"	""	""	""	""	""	"POINT (-80.863333333213 37.371666666749)"	"POINT (-80.863333333213 37.371666666749)"
"443825"	"transfer"	"outfall"	"echo_VA0000370003"	"FROM VA0000370"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441052"	""	""	""	""	""	"POINT (-80.863888889114 37.371944444342)"	"POINT (-80.863888889114 37.371944444342)"
"443826"	"transfer"	"outfall"	"echo_VA0000370004"	"FROM VA0000370"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441052"	""	""	""	""	""	"POINT (-80.867222221825 37.373611111143)"	"POINT (-80.867222221825 37.373611111143)"
"443827"	"transfer"	"outfall"	"echo_VA0000370005"	"FROM VA0000370"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441052"	""	""	""	""	""	"POINT (-80.867222221825 37.372777778088)"	"POINT (-80.867222221825 37.372777778088)"
"443828"	"transfer"	"outfall"	"echo_VA0000370006"	"FROM VA0000370"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441052"	""	""	""	""	""	"POINT (-80.86944444453 37.374166666605)"	"POINT (-80.86944444453 37.374166666605)"
"443829"	"transfer"	"outfall"	"echo_VA0000370007"	"FROM VA0000370"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441052"	""	""	""	""	""	"POINT (-80.879722222409 37.383333333677)"	"POINT (-80.879722222409 37.383333333677)"
"443830"	"transfer"	"outfall"	"echo_VA0000523001"	"FROM VA0000523"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441053"	""	""	""	""	""	"POINT (-80.665277777596 37.381111111041)"	"POINT (-80.665277777596 37.381111111041)"
"443831"	"transfer"	"outfall"	"echo_VA0001015003"	"FROM VA0001015"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441054"	""	""	""	""	""	"POINT (-82.198055555181 36.934999999804)"	"POINT (-82.198055555181 36.934999999804)"
"443832"	"transfer"	"outfall"	"echo_VA0001015007"	"FROM VA0001015"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441054"	""	""	""	""	""	"POINT (-82.198888889033 36.92388888909)"	"POINT (-82.198888889033 36.92388888909)"
"443833"	"transfer"	"outfall"	"echo_VA0001015008"	"FROM VA0001015"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441054"	""	""	""	""	""	"POINT (-82.201666666741 36.931666666963)"	"POINT (-82.201666666741 36.931666666963)"
"443834"	"transfer"	"outfall"	"echo_VA0001015015"	"FROM VA0001015"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441054"	""	""	""	""	""	"POINT (-82.191111110911 36.939444444663)"	"POINT (-82.191111110911 36.939444444663)"
"443835"	"transfer"	"outfall"	"echo_VA0001015D03"	"FROM VA0001015"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441054"	""	""	""	""	""	"POINT (-82.198036999581 36.935122000334)"	"POINT (-82.198036999581 36.935122000334)"
"443836"	"transfer"	"outfall"	"echo_VA0001309001"	"FROM VA0001309"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441056"	""	""	""	""	""	"POINT (-79.411421 36.777769)"	"POINT (-79.411421 36.777769)"
"443837"	"transfer"	"outfall"	"echo_VA0001309101"	"FROM VA0001309"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441056"	""	""	""	""	""	"POINT (-79.411421 36.777769)"	"POINT (-79.411421 36.777769)"
"443838"	"transfer"	"outfall"	"echo_VA0001431001"	"FROM VA0001431"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441058"	""	""	""	""	""	"POINT (-79.99166666632 37.212777777848)"	"POINT (-79.99166666632 37.212777777848)"
"443839"	"transfer"	"outfall"	"echo_VA0001449001"	"FROM VA0001449"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441059"	""	""	""	""	""	"POINT (-79.402760000175 37.408389999853)"	"POINT (-79.402760000175 37.408389999853)"
"443840"	"transfer"	"outfall"	"echo_VA0001490001"	"FROM VA0001490"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441061"	""	""	""	""	""	"POINT (-79.732150000423 37.380010000346)"	"POINT (-79.732150000423 37.380010000346)"
"443841"	"transfer"	"outfall"	"echo_VA0001554001"	"FROM VA0001554"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441062"	""	""	""	""	""	"POINT (-80.259750000041 36.773388888997)"	"POINT (-80.259750000041 36.773388888997)"
"443842"	"transfer"	"outfall"	"echo_VA0001589005"	"FROM VA0001589"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441063"	""	""	""	""	""	"POINT (-79.996871000223 37.274144000151)"	"POINT (-79.996871000223 37.274144000151)"
"443843"	"transfer"	"outfall"	"echo_VA0001597002"	"FROM VA0001597"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441064"	""	""	""	""	""	"POINT (-79.975555555972 37.278888888999)"	"POINT (-79.975555555972 37.278888888999)"
"443844"	"transfer"	"outfall"	"echo_VA0001678001"	"FROM VA0001678"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441065"	""	""	""	""	""	"POINT (-79.30821 37.09389)"	"POINT (-79.30821 37.09389)"
"443845"	"transfer"	"outfall"	"echo_VA0001767001"	"FROM VA0001767"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441066"	""	""	""	""	""	"POINT (-78.830750000433 38.258666666594)"	"POINT (-78.830750000433 38.258666666594)"
"443846"	"transfer"	"outfall"	"echo_VA0001767101"	"FROM VA0001767"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441066"	""	""	""	""	""	"POINT (-78.831388888551 38.258888888562)"	"POINT (-78.831388888551 38.258888888562)"
"443847"	"transfer"	"outfall"	"echo_VA0001872001"	"FROM VA0001872"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441067"	""	""	""	""	""	"POINT (-77.277777778155 38.850555555539)"	"POINT (-77.277777778155 38.850555555539)"
"443848"	"transfer"	"outfall"	"echo_VA0001872101"	"FROM VA0001872"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441067"	""	""	""	""	""	"POINT (-77.193333333314 38.853055555777)"	"POINT (-77.193333333314 38.853055555777)"
"443849"	"transfer"	"outfall"	"echo_VA0001872102"	"FROM VA0001872"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441067"	""	""	""	""	""	"POINT (-77.277777778155 38.850555555539)"	"POINT (-77.277777778155 38.850555555539)"
"443850"	"transfer"	"outfall"	"echo_VA0001945001"	"FROM VA0001945"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441068"	""	""	""	""	""	"POINT (-77.19333300004 38.734443999898)"	"POINT (-77.19333300004 38.734443999898)"
"443851"	"transfer"	"outfall"	"echo_VA0001945901"	"FROM VA0001945"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441068"	""	""	""	""	""	"POINT (-77.193611111265 38.735833333244)"	"POINT (-77.193611111265 38.735833333244)"
"443852"	"transfer"	"outfall"	"echo_VA0001961001"	"FROM VA0001961"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441069"	""	""	""	""	""	"POINT (-78.566111111141 38.589999999845)"	"POINT (-78.566111111141 38.589999999845)"
"443853"	"transfer"	"outfall"	"echo_VA0001988001"	"FROM VA0001988"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441070"	""	""	""	""	""	"POINT (-77.193888889215 38.731111111185)"	"POINT (-77.193888889215 38.731111111185)"
"443854"	"transfer"	"outfall"	"echo_VA0002071001"	"FROM VA0002071"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441071"	""	""	""	""	""	"POINT (-77.283333333571 38.536666666737)"	"POINT (-77.283333333571 38.536666666737)"
"443855"	"transfer"	"outfall"	"echo_VA0002071003"	"FROM VA0002071"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441071"	""	""	""	""	""	"POINT (-77.282777777671 38.538055555348)"	"POINT (-77.282777777671 38.538055555348)"
"443856"	"transfer"	"outfall"	"echo_VA0002071007"	"FROM VA0002071"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441071"	""	""	""	""	""	"POINT (-77.279388888651 38.536055555516)"	"POINT (-77.279388888651 38.536055555516)"
"443857"	"transfer"	"outfall"	"echo_VA0002071008"	"FROM VA0002071"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441071"	""	""	""	""	""	"POINT (-77.279444444061 38.536111111233)"	"POINT (-77.279444444061 38.536111111233)"
"443858"	"transfer"	"outfall"	"echo_VA0002071009"	"FROM VA0002071"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441071"	""	""	""	""	""	"POINT (-77.279333333241 38.536527778088)"	"POINT (-77.279333333241 38.536527778088)"
"443859"	"transfer"	"outfall"	"echo_VA0002151003"	"FROM VA0002151"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441072"	""	""	""	""	""	"POINT (-77.368888889316 38.519166666382)"	"POINT (-77.368888889316 38.519166666382)"
"443860"	"transfer"	"outfall"	"echo_VA0002151007"	"FROM VA0002151"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441072"	""	""	""	""	""	"POINT (-77.298272 38.518351)"	"POINT (-77.298272 38.518351)"
"443861"	"transfer"	"outfall"	"echo_VA0002151009"	"FROM VA0002151"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441072"	""	""	""	""	""	"POINT (-77.309449000103 38.505555999742)"	"POINT (-77.309449000103 38.505555999742)"
"443862"	"transfer"	"outfall"	"echo_VA0002151010"	"FROM VA0002151"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441072"	""	""	""	""	""	"POINT (-77.298272 38.518351)"	"POINT (-77.298272 38.518351)"
"443863"	"transfer"	"outfall"	"echo_VA0002151014"	"FROM VA0002151"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441072"	""	""	""	""	""	"POINT (-77.298272 38.518351)"	"POINT (-77.298272 38.518351)"
"443864"	"transfer"	"outfall"	"echo_VA0002151016"	"FROM VA0002151"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441072"	""	""	""	""	""	"POINT (-77.303055555478 38.513055555637)"	"POINT (-77.303055555478 38.513055555637)"
"443865"	"transfer"	"outfall"	"echo_VA0002151030"	"FROM VA0002151"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441072"	""	""	""	""	""	"POINT (-77.298272 38.518351)"	"POINT (-77.298272 38.518351)"
"443866"	"transfer"	"outfall"	"echo_VA0002151035"	"FROM VA0002151"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441072"	""	""	""	""	""	"POINT (-77.303055555478 38.511944444771)"	"POINT (-77.303055555478 38.511944444771)"
"443867"	"transfer"	"outfall"	"echo_VA0002151072"	"FROM VA0002151"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441072"	""	""	""	""	""	"POINT (-77.411111110838 38.523888889095)"	"POINT (-77.411111110838 38.523888889095)"
"443868"	"transfer"	"outfall"	"echo_VA0002151073"	"FROM VA0002151"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441072"	""	""	""	""	""	"POINT (-77.425277777329 38.522499999687)"	"POINT (-77.425277777329 38.522499999687)"
"443869"	"transfer"	"outfall"	"echo_VA0002151074"	"FROM VA0002151"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441072"	""	""	""	""	""	"POINT (-77.421944444618 38.523055555574)"	"POINT (-77.421944444618 38.523055555574)"
"443870"	"transfer"	"outfall"	"echo_VA0002151086"	"FROM VA0002151"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441072"	""	""	""	""	""	"POINT (-77.373055555878 38.525277777702)"	"POINT (-77.373055555878 38.525277777702)"
"443871"	"transfer"	"outfall"	"echo_VA0002151090"	"FROM VA0002151"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441072"	""	""	""	""	""	"POINT (-77.368333333415 38.524999999736)"	"POINT (-77.368333333415 38.524999999736)"
"443872"	"transfer"	"outfall"	"echo_VA0002151091"	"FROM VA0002151"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441072"	""	""	""	""	""	"POINT (-77.300833333671 38.503611111193)"	"POINT (-77.300833333671 38.503611111193)"
"443873"	"transfer"	"outfall"	"echo_VA0002151721"	"FROM VA0002151"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441072"	""	""	""	""	""	"POINT (-77.298272 38.518351)"	"POINT (-77.298272 38.518351)"
"443874"	"transfer"	"outfall"	"echo_VA0002160001"	"FROM VA0002160"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441073"	""	""	""	""	""	"POINT (-78.890977999611 38.059105000309)"	"POINT (-78.890977999611 38.059105000309)"
"443875"	"transfer"	"outfall"	"echo_VA0002160003"	"FROM VA0002160"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441073"	""	""	""	""	""	"POINT (-78.888574000112 38.059816000225)"	"POINT (-78.888574000112 38.059816000225)"
"443876"	"transfer"	"outfall"	"echo_VA0002160011"	"FROM VA0002160"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441073"	""	""	""	""	""	"POINT (-78.884439000062 38.063955999903)"	"POINT (-78.884439000062 38.063955999903)"
"443877"	"transfer"	"outfall"	"echo_VA0002160013"	"FROM VA0002160"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441073"	""	""	""	""	""	"POINT (-78.886643000442 38.060801999872)"	"POINT (-78.886643000442 38.060801999872)"
"443878"	"transfer"	"outfall"	"echo_VA0002160014"	"FROM VA0002160"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441073"	""	""	""	""	""	"POINT (-78.883333 38.061111)"	"POINT (-78.883333 38.061111)"
"443879"	"transfer"	"outfall"	"echo_VA0002160101"	"FROM VA0002160"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441073"	""	""	""	""	""	"POINT (-78.890816999952 38.058479000337)"	"POINT (-78.890816999952 38.058479000337)"
"443880"	"transfer"	"outfall"	"echo_VA0002178001"	"FROM VA0002178"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441074"	""	""	""	""	""	"POINT (-78.644722222615 38.387777778053)"	"POINT (-78.644722222615 38.387777778053)"
"443881"	"transfer"	"outfall"	"echo_VA0002178101"	"FROM VA0002178"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441074"	""	""	""	""	""	"POINT (-78.646388888522 38.386111111392)"	"POINT (-78.646388888522 38.386111111392)"
"443882"	"transfer"	"outfall"	"echo_VA0002178102"	"FROM VA0002178"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441074"	""	""	""	""	""	"POINT (-78.646388888522 38.386111111392)"	"POINT (-78.646388888522 38.386111111392)"
"443883"	"transfer"	"outfall"	"echo_VA0002194001"	"FROM VA0002194"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441075"	""	""	""	""	""	"POINT (-78.984638888874 38.191527777605)"	"POINT (-78.984638888874 38.191527777605)"
"443884"	"transfer"	"outfall"	"echo_VA0002194003"	"FROM VA0002194"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441075"	""	""	""	""	""	"POINT (-78.986638889039 38.191083333569)"	"POINT (-78.986638889039 38.191083333569)"
"443885"	"transfer"	"outfall"	"echo_VA0002283001"	"FROM VA0002283"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441076"	""	""	""	""	""	"POINT (-77.274805555612 38.846083333494)"	"POINT (-77.274805555612 38.846083333494)"
"443886"	"transfer"	"outfall"	"echo_VA0002283002"	"FROM VA0002283"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441076"	""	""	""	""	""	"POINT (-77.273888888645 38.847222222099)"	"POINT (-77.273888888645 38.847222222099)"
"443887"	"transfer"	"outfall"	"echo_VA0002313001"	"FROM VA0002313"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441077"	""	""	""	""	""	"POINT (-78.975573000296 38.466273999705)"	"POINT (-78.975573000296 38.466273999705)"
"443888"	"transfer"	"outfall"	"echo_VA0002313101"	"FROM VA0002313"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441077"	""	""	""	""	""	"POINT (-78.97773400012 38.466761000269)"	"POINT (-78.97773400012 38.466761000269)"
"443889"	"transfer"	"outfall"	"echo_VA0002402001"	"FROM VA0002402"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441078"	""	""	""	""	""	"POINT (-78.872472222362 38.091944444511)"	"POINT (-78.872472222362 38.091944444511)"
"443890"	"transfer"	"outfall"	"echo_VA0002585001"	"FROM VA0002585"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441079"	""	""	""	""	""	"POINT (-77.262777777813 38.686388889075)"	"POINT (-77.262777777813 38.686388889075)"
"443891"	"transfer"	"outfall"	"echo_VA0002585007"	"FROM VA0002585"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441079"	""	""	""	""	""	"POINT (-77.276666666353 38.693888888833)"	"POINT (-77.276666666353 38.693888888833)"
"443892"	"transfer"	"outfall"	"echo_VA0002585008"	"FROM VA0002585"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441079"	""	""	""	""	""	"POINT (-77.276111111351 38.693888888833)"	"POINT (-77.276111111351 38.693888888833)"
"443893"	"transfer"	"outfall"	"echo_VA0002585009"	"FROM VA0002585"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441079"	""	""	""	""	""	"POINT (-77.264166666667 38.687222221941)"	"POINT (-77.264166666667 38.687222221941)"
"443894"	"transfer"	"outfall"	"echo_VA0002674001"	"FROM VA0002674"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441083"	""	""	""	""	""	"POINT (-78.91194444478 38.359166666852)"	"POINT (-78.91194444478 38.359166666852)"
"443895"	"transfer"	"outfall"	"echo_VA0002771001"	"FROM VA0002771"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441084"	""	""	""	""	""	"POINT (-79.359444444511 37.726944444762)"	"POINT (-79.359444444511 37.726944444762)"
"443896"	"transfer"	"outfall"	"echo_VA0002780001"	"FROM VA0002780"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441085"	""	""	""	""	""	"POINT (-77.305277778184 37.358333333018)"	"POINT (-77.305277778184 37.358333333018)"
"443897"	"transfer"	"outfall"	"echo_VA0003018001"	"FROM VA0003018"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441087"	""	""	""	""	""	"POINT (-76.45366 37.21022)"	"POINT (-76.45366 37.21022)"
"443898"	"transfer"	"outfall"	"echo_VA0003018002"	"FROM VA0003018"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441087"	""	""	""	""	""	"POINT (-76.437499999903 37.2180555554)"	"POINT (-76.437499999903 37.2180555554)"
"443899"	"transfer"	"outfall"	"echo_VA0003018101"	"FROM VA0003018"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441087"	""	""	""	""	""	"POINT (-76.45366 37.21022)"	"POINT (-76.45366 37.21022)"
"443900"	"transfer"	"outfall"	"echo_VA0003018102"	"FROM VA0003018"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441087"	""	""	""	""	""	"POINT (-76.45366 37.21022)"	"POINT (-76.45366 37.21022)"
"443901"	"transfer"	"outfall"	"echo_VA0003026001"	"FROM VA0003026"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441088"	""	""	""	""	""	"POINT (-79.355595 37.532832)"	"POINT (-79.355595 37.532832)"
"443902"	"transfer"	"outfall"	"echo_VA0003026002"	"FROM VA0003026"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441088"	""	""	""	""	""	"POINT (-79.356810000193 37.533399999794)"	"POINT (-79.356810000193 37.533399999794)"
"443903"	"transfer"	"outfall"	"echo_VA0003026301"	"FROM VA0003026"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441088"	""	""	""	""	""	"POINT (-79.364999999927 37.511111111203)"	"POINT (-79.364999999927 37.511111111203)"
"443904"	"transfer"	"outfall"	"echo_VA0003077001"	"FROM VA0003077"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441089"	""	""	""	""	""	"POINT (-77.291280000356 37.35300000025)"	"POINT (-77.291280000356 37.35300000025)"
"443905"	"transfer"	"outfall"	"echo_VA0003077002"	"FROM VA0003077"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441089"	""	""	""	""	""	"POINT (-77.29172800007 37.353098000103)"	"POINT (-77.29172800007 37.353098000103)"
"443906"	"transfer"	"outfall"	"echo_VA0003077003"	"FROM VA0003077"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441089"	""	""	""	""	""	"POINT (-77.290100000349 37.352700999901)"	"POINT (-77.290100000349 37.352700999901)"
"443907"	"transfer"	"outfall"	"echo_VA0003077101"	"FROM VA0003077"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441089"	""	""	""	""	""	"POINT (-77.292222222597 37.351388888721)"	"POINT (-77.292222222597 37.351388888721)"
"443908"	"transfer"	"outfall"	"echo_VA0003077102"	"FROM VA0003077"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441089"	""	""	""	""	""	"POINT (-77.292222222597 37.351388888721)"	"POINT (-77.292222222597 37.351388888721)"
"443909"	"transfer"	"outfall"	"echo_VA0003115001"	"FROM VA0003115"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441090"	""	""	""	""	""	"POINT (-76.810555555619 37.543055555522)"	"POINT (-76.810555555619 37.543055555522)"
"443910"	"transfer"	"outfall"	"echo_VA0003115002"	"FROM VA0003115"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441090"	""	""	""	""	""	"POINT (-76.8038888893 37.535833333488)"	"POINT (-76.8038888893 37.535833333488)"
"443911"	"transfer"	"outfall"	"echo_VA0003115003"	"FROM VA0003115"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441090"	""	""	""	""	""	"POINT (-76.8038888893 37.535833333488)"	"POINT (-76.8038888893 37.535833333488)"
"443912"	"transfer"	"outfall"	"echo_VA0003115004"	"FROM VA0003115"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441090"	""	""	""	""	""	"POINT (-76.8038888893 37.535833333488)"	"POINT (-76.8038888893 37.535833333488)"
"443913"	"transfer"	"outfall"	"echo_VA0003115007"	"FROM VA0003115"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441090"	""	""	""	""	""	"POINT (-76.8038888893 37.535833333488)"	"POINT (-76.8038888893 37.535833333488)"
"443914"	"transfer"	"outfall"	"echo_VA0003115008"	"FROM VA0003115"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441090"	""	""	""	""	""	"POINT (-76.8038888893 37.535833333488)"	"POINT (-76.8038888893 37.535833333488)"
"443915"	"transfer"	"outfall"	"echo_VA0003115101"	"FROM VA0003115"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441090"	""	""	""	""	""	"POINT (-76.810555555619 37.543055555522)"	"POINT (-76.810555555619 37.543055555522)"
"443916"	"transfer"	"outfall"	"echo_VA0003344001"	"FROM VA0003344"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441093"	""	""	""	""	""	"POINT (-79.83877 37.81103)"	"POINT (-79.83877 37.81103)"
"443917"	"transfer"	"outfall"	"echo_VA0003433002"	"FROM VA0003433"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441096"	""	""	""	""	""	"POINT (-77.00305555582 36.651944444382)"	"POINT (-77.00305555582 36.651944444382)"
"443918"	"transfer"	"outfall"	"echo_VA0003433201"	"FROM VA0003433"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441096"	""	""	""	""	""	"POINT (-77.00305555582 36.551944444367)"	"POINT (-77.00305555582 36.551944444367)"
"443919"	"transfer"	"outfall"	"echo_VA0003492005"	"FROM VA0003492"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441098"	""	""	""	""	""	"POINT (-77.272750000037 37.284120000259)"	"POINT (-77.272750000037 37.284120000259)"
"443920"	"transfer"	"outfall"	"echo_VA0003492006"	"FROM VA0003492"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441098"	""	""	""	""	""	"POINT (-77.274140999932 37.283104999924)"	"POINT (-77.274140999932 37.283104999924)"
"443921"	"transfer"	"outfall"	"echo_VA0003646003"	"FROM VA0003646"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441099"	""	""	""	""	""	"POINT (-79.992777778122 37.800277778054)"	"POINT (-79.992777778122 37.800277778054)"
"443922"	"transfer"	"outfall"	"echo_VA0003697001"	"FROM VA0003697"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441101"	""	""	""	""	""	"POINT (-79.05833333305 37.419444444197)"	"POINT (-79.05833333305 37.419444444197)"
"443923"	"transfer"	"outfall"	"echo_VA0003697101"	"FROM VA0003697"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441101"	""	""	""	""	""	"POINT (-79.059166666901 37.41583333335)"	"POINT (-79.059166666901 37.41583333335)"
"443924"	"transfer"	"outfall"	"echo_VA0003697601"	"FROM VA0003697"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441101"	""	""	""	""	""	"POINT (-79.058888888951 37.4166666666)"	"POINT (-79.058888888951 37.4166666666)"
"443925"	"transfer"	"outfall"	"echo_VA0003697701"	"FROM VA0003697"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	"441101"	""	""	""	""	""	"POINT (-79.058055555998 37.417222221943)"	"POINT (-79.058055555998 37.417222221943)"
