"hydroid"	"bundle"	"ftype"	"hydrocode"	"name"	"fstatus"	"address1"	"address2"	"city"	"state"	"postal_code"	"description"	"uid"	"status"	"module"	"feed_nid"	"dh_link_facility_mps"	"dh_nextdown_id"	"dh_areasqkm"	"dh_link_admin_location"	"field_dh_from_entity"	"field_dh_to_entity"	"dh_geofield"	"geom"
"445147"	"conveyance"	"water_transfer"	"vahydro_VA0000370_VA0000370005"	"VA0000370 TO VA0000370005"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442507"	"443827"	"LINESTRING (-80.8616 37.37039, -80.867222221825 37.372777778088)"	"LINESTRING (-80.8616 37.37039, -80.867222221825 37.372777778088)"
"445148"	"conveyance"	"water_transfer"	"vahydro_VA0000370_VA0000370006"	"VA0000370 TO VA0000370006"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442508"	"443828"	"LINESTRING (-80.8616 37.37039, -80.86944444453 37.374166666605)"	"LINESTRING (-80.8616 37.37039, -80.86944444453 37.374166666605)"
"445149"	"conveyance"	"water_transfer"	"vahydro_VA0000370_VA0000370007"	"VA0000370 TO VA0000370007"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442509"	"443829"	"LINESTRING (-80.8616 37.37039, -80.879722222409 37.383333333677)"	"LINESTRING (-80.8616 37.37039, -80.879722222409 37.383333333677)"
"445150"	"conveyance"	"water_transfer"	"vahydro_VA0000523_VA0000523001"	"VA0000523 TO VA0000523001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442510"	"443830"	"LINESTRING (-80.6625 37.3828, -80.665277777596 37.381111111041)"	"LINESTRING (-80.6625 37.3828, -80.665277777596 37.381111111041)"
"445151"	"conveyance"	"water_transfer"	"vahydro_VA0001015_VA0001015003"	"VA0001015 TO VA0001015003"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442511"	"443831"	"LINESTRING (-82.145269 36.990541, -82.198055555181 36.934999999804)"	"LINESTRING (-82.145269 36.990541, -82.198055555181 36.934999999804)"
"445152"	"conveyance"	"water_transfer"	"vahydro_VA0001015_VA0001015007"	"VA0001015 TO VA0001015007"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442512"	"443832"	"LINESTRING (-82.145269 36.990541, -82.198888889033 36.92388888909)"	"LINESTRING (-82.145269 36.990541, -82.198888889033 36.92388888909)"
"445153"	"conveyance"	"water_transfer"	"vahydro_VA0001015_VA0001015008"	"VA0001015 TO VA0001015008"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442513"	"443833"	"LINESTRING (-82.145269 36.990541, -82.201666666741 36.931666666963)"	"LINESTRING (-82.145269 36.990541, -82.201666666741 36.931666666963)"
"445154"	"conveyance"	"water_transfer"	"vahydro_VA0001015_VA0001015015"	"VA0001015 TO VA0001015015"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442514"	"443834"	"LINESTRING (-82.145269 36.990541, -82.191111110911 36.939444444663)"	"LINESTRING (-82.145269 36.990541, -82.191111110911 36.939444444663)"
"445155"	"conveyance"	"water_transfer"	"vahydro_VA0001015_VA0001015D03"	"VA0001015 TO VA0001015D03"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442515"	"443835"	"LINESTRING (-82.145269 36.990541, -82.198036999581 36.935122000334)"	"LINESTRING (-82.145269 36.990541, -82.198036999581 36.935122000334)"
"445156"	"conveyance"	"water_transfer"	"vahydro_VA0001309_VA0001309001"	"VA0001309 TO VA0001309001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442516"	"443836"	"LINESTRING (-79.411421 36.777769, -79.411421 36.777769)"	"LINESTRING (-79.411421 36.777769, -79.411421 36.777769)"
"445157"	"conveyance"	"water_transfer"	"vahydro_VA0001309_VA0001309101"	"VA0001309 TO VA0001309101"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442517"	"443837"	"LINESTRING (-79.411421 36.777769, -79.411421 36.777769)"	"LINESTRING (-79.411421 36.777769, -79.411421 36.777769)"
"445158"	"conveyance"	"water_transfer"	"vahydro_VA0001431_VA0001431001"	"VA0001431 TO VA0001431001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442518"	"443838"	"LINESTRING (-79.9897 37.21328, -79.99166666632 37.212777777848)"	"LINESTRING (-79.9897 37.21328, -79.99166666632 37.212777777848)"
"445159"	"conveyance"	"water_transfer"	"vahydro_VA0001449_VA0001449001"	"VA0001449 TO VA0001449001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442519"	"443839"	"LINESTRING (-79.40356 37.40734, -79.402760000175 37.408389999853)"	"LINESTRING (-79.40356 37.40734, -79.402760000175 37.408389999853)"
"445160"	"conveyance"	"water_transfer"	"vahydro_VA0001490_VA0001490001"	"VA0001490 TO VA0001490001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442520"	"443840"	"LINESTRING (-79.726847 37.383623, -79.732150000423 37.380010000346)"	"LINESTRING (-79.726847 37.383623, -79.732150000423 37.380010000346)"
"445161"	"conveyance"	"water_transfer"	"vahydro_VA0001554_VA0001554001"	"VA0001554 TO VA0001554001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442521"	"443841"	"LINESTRING (-80.263324 36.775033, -80.259750000041 36.773388888997)"	"LINESTRING (-80.263324 36.775033, -80.259750000041 36.773388888997)"
"445162"	"conveyance"	"water_transfer"	"vahydro_VA0001589_VA0001589005"	"VA0001589 TO VA0001589005"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442522"	"443842"	"LINESTRING (-79.99861 37.27251, -79.996871000223 37.274144000151)"	"LINESTRING (-79.99861 37.27251, -79.996871000223 37.274144000151)"
"445163"	"conveyance"	"water_transfer"	"vahydro_VA0001597_VA0001597002"	"VA0001597 TO VA0001597002"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442523"	"443843"	"LINESTRING (-79.976829 37.282513, -79.975555555972 37.278888888999)"	"LINESTRING (-79.976829 37.282513, -79.975555555972 37.278888888999)"
"445164"	"conveyance"	"water_transfer"	"vahydro_VA0001678_VA0001678001"	"VA0001678 TO VA0001678001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442524"	"443844"	"LINESTRING (-79.30821 37.09389, -79.30821 37.09389)"	"LINESTRING (-79.30821 37.09389, -79.30821 37.09389)"
"445165"	"conveyance"	"water_transfer"	"vahydro_VA0001767_VA0001767001"	"VA0001767 TO VA0001767001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442525"	"443845"	"LINESTRING (-78.8277 38.25863, -78.830750000433 38.258666666594)"	"LINESTRING (-78.8277 38.25863, -78.830750000433 38.258666666594)"
"445166"	"conveyance"	"water_transfer"	"vahydro_VA0001767_VA0001767101"	"VA0001767 TO VA0001767101"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442526"	"443846"	"LINESTRING (-78.8277 38.25863, -78.831388888551 38.258888888562)"	"LINESTRING (-78.8277 38.25863, -78.831388888551 38.258888888562)"
"445167"	"conveyance"	"water_transfer"	"vahydro_VA0001872_VA0001872001"	"VA0001872 TO VA0001872001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442527"	"443847"	"LINESTRING (-77.27795 38.84781, -77.277777778155 38.850555555539)"	"LINESTRING (-77.27795 38.84781, -77.277777778155 38.850555555539)"
"445168"	"conveyance"	"water_transfer"	"vahydro_VA0001872_VA0001872101"	"VA0001872 TO VA0001872101"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442528"	"443848"	"LINESTRING (-77.27795 38.84781, -77.193333333314 38.853055555777)"	"LINESTRING (-77.27795 38.84781, -77.193333333314 38.853055555777)"
"445169"	"conveyance"	"water_transfer"	"vahydro_VA0001872_VA0001872102"	"VA0001872 TO VA0001872102"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442529"	"443849"	"LINESTRING (-77.27795 38.84781, -77.277777778155 38.850555555539)"	"LINESTRING (-77.27795 38.84781, -77.277777778155 38.850555555539)"
"445170"	"conveyance"	"water_transfer"	"vahydro_VA0001945_VA0001945001"	"VA0001945 TO VA0001945001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442530"	"443850"	"LINESTRING (-77.193611 38.735833, -77.19333300004 38.734443999898)"	"LINESTRING (-77.193611 38.735833, -77.19333300004 38.734443999898)"
"445171"	"conveyance"	"water_transfer"	"vahydro_VA0001945_VA0001945901"	"VA0001945 TO VA0001945901"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442531"	"443851"	"LINESTRING (-77.193611 38.735833, -77.193611111265 38.735833333244)"	"LINESTRING (-77.193611 38.735833, -77.193611111265 38.735833333244)"
"445172"	"conveyance"	"water_transfer"	"vahydro_VA0001961_VA0001961001"	"VA0001961 TO VA0001961001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442532"	"443852"	"LINESTRING (-78.59135 38.587847, -78.566111111141 38.589999999845)"	"LINESTRING (-78.59135 38.587847, -78.566111111141 38.589999999845)"
"445173"	"conveyance"	"water_transfer"	"vahydro_VA0001988_VA0001988001"	"VA0001988 TO VA0001988001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442533"	"443853"	"LINESTRING (-77.1909 38.73367, -77.193888889215 38.731111111185)"	"LINESTRING (-77.1909 38.73367, -77.193888889215 38.731111111185)"
"445174"	"conveyance"	"water_transfer"	"vahydro_VA0002071_VA0002071001"	"VA0002071 TO VA0002071001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442534"	"443854"	"LINESTRING (-77.2786 38.5391, -77.283333333571 38.536666666737)"	"LINESTRING (-77.2786 38.5391, -77.283333333571 38.536666666737)"
"445175"	"conveyance"	"water_transfer"	"vahydro_VA0002071_VA0002071003"	"VA0002071 TO VA0002071003"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442535"	"443855"	"LINESTRING (-77.2786 38.5391, -77.282777777671 38.538055555348)"	"LINESTRING (-77.2786 38.5391, -77.282777777671 38.538055555348)"
"445176"	"conveyance"	"water_transfer"	"vahydro_VA0002071_VA0002071007"	"VA0002071 TO VA0002071007"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442536"	"443856"	"LINESTRING (-77.2786 38.5391, -77.279388888651 38.536055555516)"	"LINESTRING (-77.2786 38.5391, -77.279388888651 38.536055555516)"
"445177"	"conveyance"	"water_transfer"	"vahydro_VA0002071_VA0002071008"	"VA0002071 TO VA0002071008"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442537"	"443857"	"LINESTRING (-77.2786 38.5391, -77.279444444061 38.536111111233)"	"LINESTRING (-77.2786 38.5391, -77.279444444061 38.536111111233)"
"445178"	"conveyance"	"water_transfer"	"vahydro_VA0002071_VA0002071009"	"VA0002071 TO VA0002071009"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442538"	"443858"	"LINESTRING (-77.2786 38.5391, -77.279333333241 38.536527778088)"	"LINESTRING (-77.2786 38.5391, -77.279333333241 38.536527778088)"
"445179"	"conveyance"	"water_transfer"	"vahydro_VA0002151_VA0002151003"	"VA0002151 TO VA0002151003"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442539"	"443859"	"LINESTRING (-77.298272 38.518351, -77.368888889316 38.519166666382)"	"LINESTRING (-77.298272 38.518351, -77.368888889316 38.519166666382)"
"445180"	"conveyance"	"water_transfer"	"vahydro_VA0002151_VA0002151007"	"VA0002151 TO VA0002151007"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442540"	"443860"	"LINESTRING (-77.298272 38.518351, -77.298272 38.518351)"	"LINESTRING (-77.298272 38.518351, -77.298272 38.518351)"
"445181"	"conveyance"	"water_transfer"	"vahydro_VA0002151_VA0002151009"	"VA0002151 TO VA0002151009"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442541"	"443861"	"LINESTRING (-77.298272 38.518351, -77.309449000103 38.505555999742)"	"LINESTRING (-77.298272 38.518351, -77.309449000103 38.505555999742)"
"445182"	"conveyance"	"water_transfer"	"vahydro_VA0002151_VA0002151010"	"VA0002151 TO VA0002151010"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442542"	"443862"	"LINESTRING (-77.298272 38.518351, -77.298272 38.518351)"	"LINESTRING (-77.298272 38.518351, -77.298272 38.518351)"
"445183"	"conveyance"	"water_transfer"	"vahydro_VA0002151_VA0002151014"	"VA0002151 TO VA0002151014"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442543"	"443863"	"LINESTRING (-77.298272 38.518351, -77.298272 38.518351)"	"LINESTRING (-77.298272 38.518351, -77.298272 38.518351)"
"445184"	"conveyance"	"water_transfer"	"vahydro_VA0002151_VA0002151016"	"VA0002151 TO VA0002151016"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442544"	"443864"	"LINESTRING (-77.298272 38.518351, -77.303055555478 38.513055555637)"	"LINESTRING (-77.298272 38.518351, -77.303055555478 38.513055555637)"
"445185"	"conveyance"	"water_transfer"	"vahydro_VA0002151_VA0002151030"	"VA0002151 TO VA0002151030"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442545"	"443865"	"LINESTRING (-77.298272 38.518351, -77.298272 38.518351)"	"LINESTRING (-77.298272 38.518351, -77.298272 38.518351)"
"445186"	"conveyance"	"water_transfer"	"vahydro_VA0002151_VA0002151035"	"VA0002151 TO VA0002151035"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442546"	"443866"	"LINESTRING (-77.298272 38.518351, -77.303055555478 38.511944444771)"	"LINESTRING (-77.298272 38.518351, -77.303055555478 38.511944444771)"
"445187"	"conveyance"	"water_transfer"	"vahydro_VA0002151_VA0002151072"	"VA0002151 TO VA0002151072"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442547"	"443867"	"LINESTRING (-77.298272 38.518351, -77.411111110838 38.523888889095)"	"LINESTRING (-77.298272 38.518351, -77.411111110838 38.523888889095)"
"445188"	"conveyance"	"water_transfer"	"vahydro_VA0002151_VA0002151073"	"VA0002151 TO VA0002151073"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442548"	"443868"	"LINESTRING (-77.298272 38.518351, -77.425277777329 38.522499999687)"	"LINESTRING (-77.298272 38.518351, -77.425277777329 38.522499999687)"
"445189"	"conveyance"	"water_transfer"	"vahydro_VA0002151_VA0002151074"	"VA0002151 TO VA0002151074"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442549"	"443869"	"LINESTRING (-77.298272 38.518351, -77.421944444618 38.523055555574)"	"LINESTRING (-77.298272 38.518351, -77.421944444618 38.523055555574)"
"445190"	"conveyance"	"water_transfer"	"vahydro_VA0002151_VA0002151086"	"VA0002151 TO VA0002151086"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442550"	"443870"	"LINESTRING (-77.298272 38.518351, -77.373055555878 38.525277777702)"	"LINESTRING (-77.298272 38.518351, -77.373055555878 38.525277777702)"
"445191"	"conveyance"	"water_transfer"	"vahydro_VA0002151_VA0002151090"	"VA0002151 TO VA0002151090"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442551"	"443871"	"LINESTRING (-77.298272 38.518351, -77.368333333415 38.524999999736)"	"LINESTRING (-77.298272 38.518351, -77.368333333415 38.524999999736)"
"445192"	"conveyance"	"water_transfer"	"vahydro_VA0002151_VA0002151091"	"VA0002151 TO VA0002151091"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442552"	"443872"	"LINESTRING (-77.298272 38.518351, -77.300833333671 38.503611111193)"	"LINESTRING (-77.298272 38.518351, -77.300833333671 38.503611111193)"
"445193"	"conveyance"	"water_transfer"	"vahydro_VA0002151_VA0002151721"	"VA0002151 TO VA0002151721"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442553"	"443873"	"LINESTRING (-77.298272 38.518351, -77.298272 38.518351)"	"LINESTRING (-77.298272 38.518351, -77.298272 38.518351)"
"445194"	"conveyance"	"water_transfer"	"vahydro_VA0002160_VA0002160001"	"VA0002160 TO VA0002160001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442554"	"443874"	"LINESTRING (-78.883333 38.061111, -78.890977999611 38.059105000309)"	"LINESTRING (-78.883333 38.061111, -78.890977999611 38.059105000309)"
"445195"	"conveyance"	"water_transfer"	"vahydro_VA0002160_VA0002160003"	"VA0002160 TO VA0002160003"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442555"	"443875"	"LINESTRING (-78.883333 38.061111, -78.888574000112 38.059816000225)"	"LINESTRING (-78.883333 38.061111, -78.888574000112 38.059816000225)"
"445196"	"conveyance"	"water_transfer"	"vahydro_VA0002160_VA0002160011"	"VA0002160 TO VA0002160011"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442556"	"443876"	"LINESTRING (-78.883333 38.061111, -78.884439000062 38.063955999903)"	"LINESTRING (-78.883333 38.061111, -78.884439000062 38.063955999903)"
"445197"	"conveyance"	"water_transfer"	"vahydro_VA0002160_VA0002160013"	"VA0002160 TO VA0002160013"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442557"	"443877"	"LINESTRING (-78.883333 38.061111, -78.886643000442 38.060801999872)"	"LINESTRING (-78.883333 38.061111, -78.886643000442 38.060801999872)"
"445198"	"conveyance"	"water_transfer"	"vahydro_VA0002160_VA0002160014"	"VA0002160 TO VA0002160014"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442558"	"443878"	"LINESTRING (-78.883333 38.061111, -78.883333 38.061111)"	"LINESTRING (-78.883333 38.061111, -78.883333 38.061111)"
"445199"	"conveyance"	"water_transfer"	"vahydro_VA0002160_VA0002160101"	"VA0002160 TO VA0002160101"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442559"	"443879"	"LINESTRING (-78.883333 38.061111, -78.890816999952 38.058479000337)"	"LINESTRING (-78.883333 38.061111, -78.890816999952 38.058479000337)"
"445200"	"conveyance"	"water_transfer"	"vahydro_VA0002178_VA0002178001"	"VA0002178 TO VA0002178001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442560"	"443880"	"LINESTRING (-78.65199 38.38433, -78.644722222615 38.387777778053)"	"LINESTRING (-78.65199 38.38433, -78.644722222615 38.387777778053)"
"445201"	"conveyance"	"water_transfer"	"vahydro_VA0002178_VA0002178101"	"VA0002178 TO VA0002178101"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442561"	"443881"	"LINESTRING (-78.65199 38.38433, -78.646388888522 38.386111111392)"	"LINESTRING (-78.65199 38.38433, -78.646388888522 38.386111111392)"
"445202"	"conveyance"	"water_transfer"	"vahydro_VA0002178_VA0002178102"	"VA0002178 TO VA0002178102"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442562"	"443882"	"LINESTRING (-78.65199 38.38433, -78.646388888522 38.386111111392)"	"LINESTRING (-78.65199 38.38433, -78.646388888522 38.386111111392)"
"445203"	"conveyance"	"water_transfer"	"vahydro_VA0002194_VA0002194001"	"VA0002194 TO VA0002194001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442563"	"443883"	"LINESTRING (-78.990422 38.191062, -78.984638888874 38.191527777605)"	"LINESTRING (-78.990422 38.191062, -78.984638888874 38.191527777605)"
"445204"	"conveyance"	"water_transfer"	"vahydro_VA0002194_VA0002194003"	"VA0002194 TO VA0002194003"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442564"	"443884"	"LINESTRING (-78.990422 38.191062, -78.986638889039 38.191083333569)"	"LINESTRING (-78.990422 38.191062, -78.986638889039 38.191083333569)"
"445205"	"conveyance"	"water_transfer"	"vahydro_VA0002283_VA0002283001"	"VA0002283 TO VA0002283001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442565"	"443885"	"LINESTRING (-77.27281 38.84724, -77.274805555612 38.846083333494)"	"LINESTRING (-77.27281 38.84724, -77.274805555612 38.846083333494)"
"445206"	"conveyance"	"water_transfer"	"vahydro_VA0002283_VA0002283002"	"VA0002283 TO VA0002283002"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442566"	"443886"	"LINESTRING (-77.27281 38.84724, -77.273888888645 38.847222222099)"	"LINESTRING (-77.27281 38.84724, -77.273888888645 38.847222222099)"
"445207"	"conveyance"	"water_transfer"	"vahydro_VA0002313_VA0002313001"	"VA0002313 TO VA0002313001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442567"	"443887"	"LINESTRING (-78.976586 38.4684, -78.975573000296 38.466273999705)"	"LINESTRING (-78.976586 38.4684, -78.975573000296 38.466273999705)"
"445208"	"conveyance"	"water_transfer"	"vahydro_VA0002313_VA0002313101"	"VA0002313 TO VA0002313101"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442568"	"443888"	"LINESTRING (-78.976586 38.4684, -78.97773400012 38.466761000269)"	"LINESTRING (-78.976586 38.4684, -78.97773400012 38.466761000269)"
"445209"	"conveyance"	"water_transfer"	"vahydro_VA0002402_VA0002402001"	"VA0002402 TO VA0002402001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442569"	"443889"	"LINESTRING (-78.871999 38.089784, -78.872472222362 38.091944444511)"	"LINESTRING (-78.871999 38.089784, -78.872472222362 38.091944444511)"
"445210"	"conveyance"	"water_transfer"	"vahydro_VA0002585_VA0002585001"	"VA0002585 TO VA0002585001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442570"	"443890"	"LINESTRING (-77.256377 38.693388, -77.262777777813 38.686388889075)"	"LINESTRING (-77.256377 38.693388, -77.262777777813 38.686388889075)"
"445211"	"conveyance"	"water_transfer"	"vahydro_VA0002585_VA0002585007"	"VA0002585 TO VA0002585007"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442571"	"443891"	"LINESTRING (-77.256377 38.693388, -77.276666666353 38.693888888833)"	"LINESTRING (-77.256377 38.693388, -77.276666666353 38.693888888833)"
"445212"	"conveyance"	"water_transfer"	"vahydro_VA0002585_VA0002585008"	"VA0002585 TO VA0002585008"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442572"	"443892"	"LINESTRING (-77.256377 38.693388, -77.276111111351 38.693888888833)"	"LINESTRING (-77.256377 38.693388, -77.276111111351 38.693888888833)"
"445213"	"conveyance"	"water_transfer"	"vahydro_VA0002585_VA0002585009"	"VA0002585 TO VA0002585009"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442573"	"443893"	"LINESTRING (-77.256377 38.693388, -77.264166666667 38.687222221941)"	"LINESTRING (-77.256377 38.693388, -77.264166666667 38.687222221941)"
"445214"	"conveyance"	"water_transfer"	"vahydro_VA0002674_VA0002674001"	"VA0002674 TO VA0002674001"	"active"	""	""	""	""	""	""	"6115"	"1"	""	""	""	""	""	""	"442574"	"443894"	"LINESTRING (-78.9113 38.45868, -78.91194444478 38.359166666852)"	"LINESTRING (-78.9113 38.45868, -78.91194444478 38.359166666852)"
