"FacilityID"	"CWPName"	"OutfallID"	"DesignFlow_mgd"	"Measured_Effluent"	"Units"	"MP_Begin_Date"	"MP_End_Date"	"dmr_flag_desflow"
"VA0000248"	"US ARMY - RADFORD ARMY AMMUNITION PLANT"	"VA0000248006"	1.07	9.6628	"MGD"	"04/01/2012"	"04/30/2012"	"dmr_flag_desflow"
"VA0000248"	"US ARMY - RADFORD ARMY AMMUNITION PLANT"	"VA0000248006"	1.07	9.6243	"MGD"	"11/01/2015"	"11/30/2015"	"dmr_flag_desflow"
"VA0052655"	"ALBEMARLE US INC"	"VA0052655004"	0.2	8.6	"MGD"	"06/01/2017"	"06/30/2017"	"dmr_flag_desflow"
"VA0000248"	"US ARMY - RADFORD ARMY AMMUNITION PLANT"	"VA0000248006"	1.07	9.4341	"MGD"	"10/01/2015"	"10/31/2015"	"dmr_flag_desflow"
"VA0000248"	"US ARMY - RADFORD ARMY AMMUNITION PLANT"	"VA0000248006"	1.07	9.3887	"MGD"	"01/01/2012"	"01/31/2012"	"dmr_flag_desflow"
"VA0004138"	"DOMINION - BREMO POWER STATION"	"VA0004138001"	4.59	12.9	"MGD"	"04/01/2017"	"04/30/2017"	"dmr_flag_desflow"
"VA0000248"	"US ARMY - RADFORD ARMY AMMUNITION PLANT"	"VA0000248006"	1.07	9.3389	"MGD"	"03/01/2013"	"03/31/2013"	"dmr_flag_desflow"
"VA0000248"	"US ARMY - RADFORD ARMY AMMUNITION PLANT"	"VA0000248006"	1.07	9.2757	"MGD"	"08/01/2012"	"08/31/2012"	"dmr_flag_desflow"
"VA0000248"	"US ARMY - RADFORD ARMY AMMUNITION PLANT"	"VA0000248006"	1.07	9.236	"MGD"	"12/01/2017"	"12/31/2017"	"dmr_flag_desflow"
"VA0000248"	"US ARMY - RADFORD ARMY AMMUNITION PLANT"	"VA0000248006"	1.07	9.1054	"MGD"	"01/01/2013"	"01/31/2013"	"dmr_flag_desflow"
"VA0052655"	"ALBEMARLE US INC"	"VA0052655004"	0.2	8.1	"MGD"	"04/01/2017"	"04/30/2017"	"dmr_flag_desflow"
"VA0000248"	"US ARMY - RADFORD ARMY AMMUNITION PLANT"	"VA0000248006"	1.07	8.93	"MGD"	"05/01/2012"	"05/31/2012"	"dmr_flag_desflow"
"VA0000248"	"US ARMY - RADFORD ARMY AMMUNITION PLANT"	"VA0000248006"	1.07	8.7446	"MGD"	"04/01/2013"	"04/30/2013"	"dmr_flag_desflow"
"VA0000523"	"LHOIST NORTH AMERICA - KIMBALLTON PLANT"	"VA0000523001"	5.25	12.92	"MGD"	"04/01/2017"	"04/30/2017"	"dmr_flag_desflow"
"VA0000248"	"US ARMY - RADFORD ARMY AMMUNITION PLANT"	"VA0000248006"	1.07	8.6661	"MGD"	"10/01/2013"	"10/31/2013"	"dmr_flag_desflow"
"VA0000523"	"LHOIST NORTH AMERICA - KIMBALLTON PLANT"	"VA0000523001"	5.25	12.74	"MGD"	"05/01/2018"	"05/31/2018"	"dmr_flag_desflow"
"VA0000248"	"US ARMY - RADFORD ARMY AMMUNITION PLANT"	"VA0000248006"	1.07	8.3759	"MGD"	"09/01/2017"	"09/30/2017"	"dmr_flag_desflow"
"VA0000248"	"US ARMY - RADFORD ARMY AMMUNITION PLANT"	"VA0000248006"	1.07	8.3504	"MGD"	"02/01/2018"	"02/28/2018"	"dmr_flag_desflow"
"VA0052451"	"DOMINION - NORTH ANNA POWER STATION"	"VA0052451107"	0	7.2	"MGD"	"11/01/2010"	"10/31/2011"	"dmr_flag_desflow"
"VA0000523"	"LHOIST NORTH AMERICA - KIMBALLTON PLANT"	"VA0000523001"	5.25	11.98	"MGD"	"01/01/2017"	"01/31/2017"	"dmr_flag_desflow"
"VA0053317"	"DOMINION ENERGY - BATH COUNTY POWER STATION"	"VA0053317018"	0.04	6.73	"MGD"	"01/01/2015"	"12/31/2015"	"dmr_flag_desflow"
"VA0000523"	"LHOIST NORTH AMERICA - KIMBALLTON PLANT"	"VA0000523001"	5.25	11.92	"MGD"	"04/01/2018"	"04/30/2018"	"dmr_flag_desflow"
"VA0053317"	"DOMINION ENERGY - BATH COUNTY POWER STATION"	"VA0053317021"	0.04	6.68	"MGD"	"01/01/2015"	"12/31/2015"	"dmr_flag_desflow"
"VA0004138"	"DOMINION - BREMO POWER STATION"	"VA0004138001"	4.59	11.2	"MGD"	"04/01/2015"	"04/30/2015"	"dmr_flag_desflow"
"VA0031321"	"RUTLEDGE CREEK WWTP"	"VA0031321001"	0.4	6.98	"MGD"	"02/01/2017"	"02/28/2017"	"dmr_flag_desflow"
"VA0053317"	"DOMINION ENERGY - BATH COUNTY POWER STATION"	"VA0053317020"	0.04	6.6	"MGD"	"01/01/2015"	"12/31/2015"	"dmr_flag_desflow"
"VA0053317"	"DOMINION ENERGY - BATH COUNTY POWER STATION"	"VA0053317017"	0.04	6.48	"MGD"	"01/01/2015"	"12/31/2015"	"dmr_flag_desflow"
"VA0000248"	"US ARMY - RADFORD ARMY AMMUNITION PLANT"	"VA0000248006"	1.07	7.3946	"MGD"	"04/01/2018"	"04/30/2018"	"dmr_flag_desflow"
"VA0000523"	"LHOIST NORTH AMERICA - KIMBALLTON PLANT"	"VA0000523001"	5.25	11.5	"MGD"	"03/01/2017"	"03/31/2017"	"dmr_flag_desflow"
"VA0053317"	"DOMINION ENERGY - BATH COUNTY POWER STATION"	"VA0053317022"	0.04	6.24	"MGD"	"01/01/2015"	"12/31/2015"	"dmr_flag_desflow"
"VA0053317"	"DOMINION ENERGY - BATH COUNTY POWER STATION"	"VA0053317019"	0.04	6.21	"MGD"	"01/01/2015"	"12/31/2015"	"dmr_flag_desflow"
"VA0000248"	"US ARMY - RADFORD ARMY AMMUNITION PLANT"	"VA0000248006"	1.07	7.1819	"MGD"	"02/01/2013"	"02/28/2013"	"dmr_flag_desflow"
"VA0000523"	"LHOIST NORTH AMERICA - KIMBALLTON PLANT"	"VA0000523001"	5.25	11.33	"MGD"	"02/01/2017"	"02/28/2017"	"dmr_flag_desflow"
"VA0087114"	"REUSENS HYDROELECTRIC PLANT"	"VA0087114006"	0.177	6.22	"MGD"	"10/01/2017"	"12/31/2017"	"dmr_flag_desflow"
"VA0000248"	"US ARMY - RADFORD ARMY AMMUNITION PLANT"	"VA0000248006"	1.07	7.08	"MGD"	"05/01/2018"	"05/31/2018"	"dmr_flag_desflow"
"VA0053317"	"DOMINION ENERGY - BATH COUNTY POWER STATION"	"VA0053317018"	0.04	5.99	"MGD"	"01/01/2017"	"12/31/2017"	"dmr_flag_desflow"
"VA0000248"	"US ARMY - RADFORD ARMY AMMUNITION PLANT"	"VA0000248006"	1.07	6.9502	"MGD"	"03/01/2018"	"03/31/2018"	"dmr_flag_desflow"
"VA0053317"	"DOMINION ENERGY - BATH COUNTY POWER STATION"	"VA0053317019"	0.04	5.91	"MGD"	"01/01/2017"	"12/31/2017"	"dmr_flag_desflow"
"VA0053317"	"DOMINION ENERGY - BATH COUNTY POWER STATION"	"VA0053317022"	0.04	5.91	"MGD"	"01/01/2017"	"12/31/2017"	"dmr_flag_desflow"
"VA0053317"	"DOMINION ENERGY - BATH COUNTY POWER STATION"	"VA0053317020"	0.04	5.89	"MGD"	"01/01/2017"	"12/31/2017"	"dmr_flag_desflow"
"VA0053317"	"DOMINION ENERGY - BATH COUNTY POWER STATION"	"VA0053317018"	0.04	5.88	"MGD"	"01/01/2016"	"12/31/2016"	"dmr_flag_desflow"
"VA0052655"	"ALBEMARLE US INC"	"VA0052655004"	0.2	6	"MGD"	"01/01/2017"	"01/31/2017"	"dmr_flag_desflow"
"VA0000523"	"LHOIST NORTH AMERICA - KIMBALLTON PLANT"	"VA0000523001"	5.25	11.03	"MGD"	"08/01/2016"	"08/31/2016"	"dmr_flag_desflow"
"VA0000523"	"LHOIST NORTH AMERICA - KIMBALLTON PLANT"	"VA0000523001"	5.25	11.02	"MGD"	"05/01/2017"	"05/31/2017"	"dmr_flag_desflow"
"VA0053317"	"DOMINION ENERGY - BATH COUNTY POWER STATION"	"VA0053317022"	0.04	5.78	"MGD"	"01/01/2016"	"12/31/2016"	"dmr_flag_desflow"
"VA0053317"	"DOMINION ENERGY - BATH COUNTY POWER STATION"	"VA0053317019"	0.04	5.77	"MGD"	"01/01/2016"	"12/31/2016"	"dmr_flag_desflow"
"VA0053317"	"DOMINION ENERGY - BATH COUNTY POWER STATION"	"VA0053317021"	0.04	5.76	"MGD"	"01/01/2017"	"12/31/2017"	"dmr_flag_desflow"
"VA0000248"	"US ARMY - RADFORD ARMY AMMUNITION PLANT"	"VA0000248006"	1.07	6.732	"MGD"	"02/01/2012"	"02/29/2012"	"dmr_flag_desflow"
"VA0053317"	"DOMINION ENERGY - BATH COUNTY POWER STATION"	"VA0053317017"	0.04	5.7	"MGD"	"01/01/2017"	"12/31/2017"	"dmr_flag_desflow"
"VA0000523"	"LHOIST NORTH AMERICA - KIMBALLTON PLANT"	"VA0000523001"	5.25	10.85	"MGD"	"12/01/2016"	"12/31/2016"	"dmr_flag_desflow"
"VA0081281"	"HRSD - VIRGINIA INITIATIVE WWTP"	"VA0081281001"	40	45.52	"MGD"	"02/01/2016"	"02/29/2016"	"dmr_flag_desflow"
"VA0000248"	"US ARMY - RADFORD ARMY AMMUNITION PLANT"	"VA0000248006"	1.07	6.5474	"MGD"	"05/01/2013"	"05/31/2013"	"dmr_flag_desflow"
"VA0053317"	"DOMINION ENERGY - BATH COUNTY POWER STATION"	"VA0053317021"	0.04	5.49	"MGD"	"01/01/2016"	"12/31/2016"	"dmr_flag_desflow"
"VA0090590"	"UNIMIN CORPORATION"	"VA0090590006"	1.4	6.7	"MGD"	"01/01/2017"	"03/31/2017"	"dmr_flag_desflow"
"VA0052451"	"DOMINION - NORTH ANNA POWER STATION"	"VA0052451016"	0	5.242	"MGD"	"01/01/2016"	"12/31/2016"	"dmr_flag_desflow"
"VA0052451"	"DOMINION - NORTH ANNA POWER STATION"	"VA0052451016"	0	5.2416	"MGD"	"11/01/2012"	"10/31/2013"	"dmr_flag_desflow"
"VA0052451"	"DOMINION - NORTH ANNA POWER STATION"	"VA0052451016"	0	5.2416	"MGD"	"01/01/2015"	"12/31/2015"	"dmr_flag_desflow"
"VA0053317"	"DOMINION ENERGY - BATH COUNTY POWER STATION"	"VA0053317020"	0.04	5.27	"MGD"	"01/01/2016"	"12/31/2016"	"dmr_flag_desflow"
"VA0004138"	"DOMINION - BREMO POWER STATION"	"VA0004138001"	4.59	9.8	"MGD"	"12/01/2017"	"12/31/2017"	"dmr_flag_desflow"
"VA0053317"	"DOMINION ENERGY - BATH COUNTY POWER STATION"	"VA0053317017"	0.04	5.15	"MGD"	"01/01/2016"	"12/31/2016"	"dmr_flag_desflow"
"VA0000523"	"LHOIST NORTH AMERICA - KIMBALLTON PLANT"	"VA0000523001"	5.25	9.95	"MGD"	"02/01/2018"	"02/28/2018"	"dmr_flag_desflow"
"VA0000523"	"LHOIST NORTH AMERICA - KIMBALLTON PLANT"	"VA0000523001"	5.25	9.86	"MGD"	"11/01/2017"	"11/30/2017"	"dmr_flag_desflow"
"VA0000523"	"LHOIST NORTH AMERICA - KIMBALLTON PLANT"	"VA0000523001"	5.25	9.81	"MGD"	"11/01/2016"	"11/30/2016"	"dmr_flag_desflow"
"VA0000523"	"LHOIST NORTH AMERICA - KIMBALLTON PLANT"	"VA0000523001"	5.25	9.72	"MGD"	"10/01/2016"	"10/31/2016"	"dmr_flag_desflow"
"VA0003018"	"PLAINS MARKETING LP YORKTOWN"	"VA0003018002"	6.3	10.7	"MGD"	"01/01/2013"	"01/31/2013"	"dmr_flag_desflow"
"VA0000248"	"US ARMY - RADFORD ARMY AMMUNITION PLANT"	"VA0000248006"	1.07	5.4373	"MGD"	"03/01/2012"	"03/31/2012"	"dmr_flag_desflow"
"VA0000523"	"LHOIST NORTH AMERICA - KIMBALLTON PLANT"	"VA0000523001"	5.25	9.45	"MGD"	"09/01/2016"	"09/30/2016"	"dmr_flag_desflow"
"VA0004138"	"DOMINION - BREMO POWER STATION"	"VA0004138001"	4.59	8.7	"MGD"	"02/01/2018"	"02/28/2018"	"dmr_flag_desflow"
"VA0020362"	"MAPLE AVE WWTP"	"VA0020362001"	3	7	"MGD"	"12/01/2017"	"12/31/2017"	"dmr_flag_desflow"
"VA0087106"	"AMERICAN ELECTRIC POWER - LEESVILLE HYDRO PLANT"	"VA0087106005"	1.465	5.46	"MGD"	"07/01/2016"	"09/30/2016"	"dmr_flag_desflow"
"VA0087882"	"CALLEBS COVE CAMPGROUND  STP"	"VA0087882001"	0.007	4	"MGD"	"03/01/2018"	"03/31/2018"	"dmr_flag_desflow"
"VA0002194"	"ACCUTEC BLADES INC"	"VA0002194003"	0.242	4.22	"MGD"	"05/01/2018"	"05/31/2018"	"dmr_flag_desflow"
"VA0003018"	"PLAINS MARKETING LP YORKTOWN"	"VA0003018002"	6.3	10.23	"MGD"	"11/01/2013"	"11/30/2013"	"dmr_flag_desflow"
"VA0052655"	"ALBEMARLE US INC"	"VA0052655004"	0.2	4.1	"MGD"	"02/01/2016"	"02/29/2016"	"dmr_flag_desflow"
"VA0052655"	"ALBEMARLE US INC"	"VA0052655004"	0.2	3.98	"MGD"	"03/01/2018"	"03/31/2018"	"dmr_flag_desflow"
"VA0000523"	"LHOIST NORTH AMERICA - KIMBALLTON PLANT"	"VA0000523001"	5.25	8.96	"MGD"	"07/01/2016"	"07/31/2016"	"dmr_flag_desflow"
"VA0004669"	"E I DU PONT DE NEMOURS AND COMPANY - SPRUANCE PLT"	"VA0004669001"	43.67	47.3	"MGD"	"09/01/2016"	"09/30/2016"	"dmr_flag_desflow"
"VA0052655"	"ALBEMARLE US INC"	"VA0052655004"	0.2	3.8	"MGD"	"12/01/2016"	"12/31/2016"	"dmr_flag_desflow"
"VA0072397"	"ROANOKE CEMENT CO - BOTETOURT COUNTY"	"VA0072397004"	3.4	6.912	"MGD"	"05/01/2017"	"05/31/2017"	"dmr_flag_desflow"
"VA0000523"	"LHOIST NORTH AMERICA - KIMBALLTON PLANT"	"VA0000523001"	5.25	8.7	"MGD"	"03/01/2018"	"03/31/2018"	"dmr_flag_desflow"
"VA0004880"	"VEOLIA JAMES RIVER PLANT"	"VA0004880001"	3.63	7.02	"MGD"	"07/01/2017"	"07/31/2017"	"dmr_flag_desflow"
"VA0000523"	"LHOIST NORTH AMERICA - KIMBALLTON PLANT"	"VA0000523001"	5.25	8.55	"MGD"	"12/01/2017"	"12/31/2017"	"dmr_flag_desflow"
"VA0005851"	"DOWNTOWN ELIZABETH RIVER TUNNEL"	"VA0005851002"	0.22	3.3	"MGD"	"11/01/2016"	"11/30/2016"	"dmr_flag_desflow"
"VA0006408"	"GREIF RIVERVILLE LLC - FIBRE PLANT"	"VA0006408001"	5.44	8.49	"MGD"	"09/01/2014"	"09/30/2014"	"dmr_flag_desflow"
"VA0089541"	"MWAA - WASHINGTON DULLES INTERNATIONAL AIRPORT"	"VA0089541552"	0	3.049	"MGD"	"01/01/2018"	"03/31/2018"	"dmr_flag_desflow"
"VA0057576"	"DOMINION TERMINAL ASSOCIATES LLP"	"VA0057576001"	1.01	3.96	"MGD"	"01/01/2016"	"01/31/2016"	"dmr_flag_desflow"
"VA0004669"	"E I DU PONT DE NEMOURS AND COMPANY - SPRUANCE PLT"	"VA0004669001"	43.67	46.59	"MGD"	"08/01/2016"	"08/31/2016"	"dmr_flag_desflow"
"VA0059137"	"DGIF - WYTHEVILLE FISH CULTURA"	"VA0059137001"	0.54	3.45	"MGD"	"03/01/2018"	"03/31/2018"	"dmr_flag_desflow"
"VA0059137"	"DGIF - WYTHEVILLE FISH CULTURA"	"VA0059137001"	0.54	3.45	"MGD"	"05/01/2016"	"05/31/2016"	"dmr_flag_desflow"
"VA0059137"	"DGIF - WYTHEVILLE FISH CULTURA"	"VA0059137001"	0.54	3.45	"MGD"	"03/01/2017"	"03/31/2017"	"dmr_flag_desflow"
"VA0059137"	"DGIF - WYTHEVILLE FISH CULTURA"	"VA0059137001"	0.54	3.45	"MGD"	"11/01/2015"	"11/30/2015"	"dmr_flag_desflow"
"VA0059137"	"DGIF - WYTHEVILLE FISH CULTURA"	"VA0059137001"	0.54	3.45	"MGD"	"09/01/2017"	"09/30/2017"	"dmr_flag_desflow"
"VA0059137"	"DGIF - WYTHEVILLE FISH CULTURA"	"VA0059137001"	0.54	3.45	"MGD"	"07/01/2016"	"07/31/2016"	"dmr_flag_desflow"
"VA0059137"	"DGIF - WYTHEVILLE FISH CULTURA"	"VA0059137001"	0.54	3.45	"MGD"	"05/01/2018"	"05/31/2018"	"dmr_flag_desflow"
"VA0059137"	"DGIF - WYTHEVILLE FISH CULTURA"	"VA0059137001"	0.54	3.45	"MGD"	"11/01/2017"	"11/30/2017"	"dmr_flag_desflow"
"VA0059137"	"DGIF - WYTHEVILLE FISH CULTURA"	"VA0059137001"	0.54	3.45	"MGD"	"01/01/2017"	"01/31/2017"	"dmr_flag_desflow"
"VA0059137"	"DGIF - WYTHEVILLE FISH CULTURA"	"VA0059137001"	0.54	3.45	"MGD"	"09/01/2016"	"09/30/2016"	"dmr_flag_desflow"
"VA0059137"	"DGIF - WYTHEVILLE FISH CULTURA"	"VA0059137001"	0.54	3.45	"MGD"	"07/01/2017"	"07/31/2017"	"dmr_flag_desflow"
"VA0059137"	"DGIF - WYTHEVILLE FISH CULTURA"	"VA0059137001"	0.54	3.45	"MGD"	"03/01/2016"	"03/31/2016"	"dmr_flag_desflow"
"VA0059137"	"DGIF - WYTHEVILLE FISH CULTURA"	"VA0059137001"	0.54	3.45	"MGD"	"05/01/2017"	"05/31/2017"	"dmr_flag_desflow"
"VA0059137"	"DGIF - WYTHEVILLE FISH CULTURA"	"VA0059137001"	0.54	3.45	"MGD"	"01/01/2016"	"01/31/2016"	"dmr_flag_desflow"
"VA0059137"	"DGIF - WYTHEVILLE FISH CULTURA"	"VA0059137001"	0.54	3.45	"MGD"	"11/01/2016"	"11/30/2016"	"dmr_flag_desflow"
"VA0059137"	"DGIF - WYTHEVILLE FISH CULTURA"	"VA0059137001"	0.54	3.45	"MGD"	"01/01/2018"	"01/31/2018"	"dmr_flag_desflow"
"VA0004669"	"E I DU PONT DE NEMOURS AND COMPANY - SPRUANCE PLT"	"VA0004669001"	43.67	46.56	"MGD"	"07/01/2013"	"07/31/2013"	"dmr_flag_desflow"
"VA0091251"	"COURSEY SPRINGS FISH CULTURAL STATION"	"VA0091251007"	11.52	14.4	"MGD"	"04/01/2018"	"04/30/2018"	"dmr_flag_desflow"
"VA0091251"	"COURSEY SPRINGS FISH CULTURAL STATION"	"VA0091251007"	11.52	14.4	"MGD"	"11/01/2015"	"11/30/2015"	"dmr_flag_desflow"
"VA0091251"	"COURSEY SPRINGS FISH CULTURAL STATION"	"VA0091251007"	11.52	14.4	"MGD"	"12/01/2015"	"12/31/2015"	"dmr_flag_desflow"
"VA0000523"	"LHOIST NORTH AMERICA - KIMBALLTON PLANT"	"VA0000523001"	5.25	8.09	"MGD"	"01/01/2018"	"01/31/2018"	"dmr_flag_desflow"
"VA0091251"	"COURSEY SPRINGS FISH CULTURAL STATION"	"VA0091251007"	11.52	14.34	"MGD"	"05/01/2018"	"05/31/2018"	"dmr_flag_desflow"
"VA0073636"	"NAVAL SUPPORT FACILITY, DAHLGR"	"VA0073636004"	0.29	3.098	"MGD"	"01/01/2016"	"12/31/2016"	"dmr_flag_desflow"
"VA0091251"	"COURSEY SPRINGS FISH CULTURAL STATION"	"VA0091251007"	11.52	14.26	"MGD"	"01/01/2016"	"01/31/2016"	"dmr_flag_desflow"
"VA0003018"	"PLAINS MARKETING LP YORKTOWN"	"VA0003018002"	6.3	9.01	"MGD"	"09/01/2014"	"09/30/2014"	"dmr_flag_desflow"
"VA0052655"	"ALBEMARLE US INC"	"VA0052655004"	0.2	2.9	"MGD"	"10/01/2015"	"10/31/2015"	"dmr_flag_desflow"
"VA0004880"	"VEOLIA JAMES RIVER PLANT"	"VA0004880001"	3.63	6.28	"MGD"	"10/01/2015"	"10/31/2015"	"dmr_flag_desflow"
"VA0052451"	"DOMINION - NORTH ANNA POWER STATION"	"VA0052451016"	0	2.621	"MGD"	"01/01/2017"	"12/31/2017"	"dmr_flag_desflow"
"VA0052451"	"DOMINION - NORTH ANNA POWER STATION"	"VA0052451016"	0	2.6208	"MGD"	"11/01/2011"	"10/31/2012"	"dmr_flag_desflow"
"VA0057576"	"DOMINION TERMINAL ASSOCIATES LLP"	"VA0057576001"	1.01	3.528	"MGD"	"10/01/2015"	"10/31/2015"	"dmr_flag_desflow"
"VA0004880"	"VEOLIA JAMES RIVER PLANT"	"VA0004880001"	3.63	6.12	"MGD"	"08/01/2016"	"08/31/2016"	"dmr_flag_desflow"
"VA0091251"	"COURSEY SPRINGS FISH CULTURAL STATION"	"VA0091251007"	11.52	14	"MGD"	"02/01/2018"	"02/28/2018"	"dmr_flag_desflow"
"VA0004880"	"VEOLIA JAMES RIVER PLANT"	"VA0004880001"	3.63	6.1	"MGD"	"03/01/2017"	"03/31/2017"	"dmr_flag_desflow"
"VA0004880"	"VEOLIA JAMES RIVER PLANT"	"VA0004880001"	3.63	5.99	"MGD"	"07/01/2016"	"07/31/2016"	"dmr_flag_desflow"
"VA0091251"	"COURSEY SPRINGS FISH CULTURAL STATION"	"VA0091251007"	11.52	13.86	"MGD"	"03/01/2018"	"03/31/2018"	"dmr_flag_desflow"
"VA0003115"	"WESTROCK CP LLC - WEST POINT"	"VA0003115001"	19	21.31	"MGD"	"09/01/2011"	"09/30/2011"	"dmr_flag_desflow"
"VA0091251"	"COURSEY SPRINGS FISH CULTURAL STATION"	"VA0091251007"	11.52	13.74	"MGD"	"12/01/2016"	"12/31/2016"	"dmr_flag_desflow"
"VA0062812"	"FRONT ROYAL STP"	"VA0062812001"	4	6.215	"MGD"	"05/01/2017"	"05/31/2017"	"dmr_flag_desflow"
"VA0091251"	"COURSEY SPRINGS FISH CULTURAL STATION"	"VA0091251007"	11.52	13.72	"MGD"	"01/01/2018"	"01/31/2018"	"dmr_flag_desflow"
"VA0004880"	"VEOLIA JAMES RIVER PLANT"	"VA0004880001"	3.63	5.82	"MGD"	"04/01/2017"	"04/30/2017"	"dmr_flag_desflow"
"VA0091251"	"COURSEY SPRINGS FISH CULTURAL STATION"	"VA0091251007"	11.52	13.68	"MGD"	"02/01/2016"	"02/29/2016"	"dmr_flag_desflow"
"VA0091251"	"COURSEY SPRINGS FISH CULTURAL STATION"	"VA0091251007"	11.52	13.68	"MGD"	"10/01/2015"	"10/31/2015"	"dmr_flag_desflow"
"VA0091251"	"COURSEY SPRINGS FISH CULTURAL STATION"	"VA0091251007"	11.52	13.68	"MGD"	"03/01/2016"	"03/31/2016"	"dmr_flag_desflow"
"VA0091251"	"COURSEY SPRINGS FISH CULTURAL STATION"	"VA0091251007"	11.52	13.68	"MGD"	"05/01/2016"	"05/31/2016"	"dmr_flag_desflow"
"VA0091251"	"COURSEY SPRINGS FISH CULTURAL STATION"	"VA0091251007"	11.52	13.68	"MGD"	"04/01/2017"	"04/30/2017"	"dmr_flag_desflow"
"VA0057576"	"DOMINION TERMINAL ASSOCIATES LLP"	"VA0057576001"	1.01	3.168	"MGD"	"02/01/2016"	"02/29/2016"	"dmr_flag_desflow"
"VA0004880"	"VEOLIA JAMES RIVER PLANT"	"VA0004880001"	3.63	5.78	"MGD"	"03/01/2016"	"03/31/2016"	"dmr_flag_desflow"
"VA0062812"	"FRONT ROYAL STP"	"VA0062812001"	4	6.086	"MGD"	"05/01/2018"	"05/31/2018"	"dmr_flag_desflow"
"VA0089541"	"MWAA - WASHINGTON DULLES INTERNATIONAL AIRPORT"	"VA0089541554"	0	2.036	"MGD"	"01/01/2018"	"03/31/2018"	"dmr_flag_desflow"
"VA0004880"	"VEOLIA JAMES RIVER PLANT"	"VA0004880001"	3.63	5.65	"MGD"	"05/01/2016"	"05/31/2016"	"dmr_flag_desflow"
"VA0000523"	"LHOIST NORTH AMERICA - KIMBALLTON PLANT"	"VA0000523001"	5.25	7.24	"MGD"	"10/01/2017"	"10/31/2017"	"dmr_flag_desflow"
"VA0004880"	"VEOLIA JAMES RIVER PLANT"	"VA0004880001"	3.63	5.54	"MGD"	"05/01/2017"	"05/31/2017"	"dmr_flag_desflow"
"VA0052655"	"ALBEMARLE US INC"	"VA0052655004"	0.2	2.1	"MGD"	"03/01/2016"	"03/31/2016"	"dmr_flag_desflow"
"VA0052655"	"ALBEMARLE US INC"	"VA0052655004"	0.2	2.1	"MGD"	"03/01/2017"	"03/31/2017"	"dmr_flag_desflow"
"VA0052655"	"ALBEMARLE US INC"	"VA0052655004"	0.2	2.1	"MGD"	"05/01/2017"	"05/31/2017"	"dmr_flag_desflow"
"VA0052655"	"ALBEMARLE US INC"	"VA0052655004"	0.2	2.1	"MGD"	"08/01/2016"	"08/31/2016"	"dmr_flag_desflow"
"VA0006408"	"GREIF RIVERVILLE LLC - FIBRE PLANT"	"VA0006408001"	5.44	7.34	"MGD"	"04/01/2016"	"04/30/2016"	"dmr_flag_desflow"
"VA0052655"	"ALBEMARLE US INC"	"VA0052655004"	0.2	2.08	"MGD"	"02/01/2018"	"02/28/2018"	"dmr_flag_desflow"
"VA0091278"	"VIRGINIA TROUT - TERRY PLACE"	"VA0091278001"	4.43	6.27	"MGD"	"01/01/2016"	"03/31/2016"	"dmr_flag_desflow"
"VA0091278"	"VIRGINIA TROUT - TERRY PLACE"	"VA0091278001"	4.43	6.27	"MGD"	"01/01/2017"	"03/31/2017"	"dmr_flag_desflow"
"VA0091251"	"COURSEY SPRINGS FISH CULTURAL STATION"	"VA0091251007"	11.52	13.34	"MGD"	"11/01/2017"	"11/30/2017"	"dmr_flag_desflow"
"VA0091324"	"DGIF - PAINT BANK FISH CULTURAL STATION"	"VA0091324001"	3.09	4.9	"MGD"	"03/01/2016"	"03/31/2016"	"dmr_flag_desflow"
"VA0091324"	"DGIF - PAINT BANK FISH CULTURAL STATION"	"VA0091324001"	3.09	4.9	"MGD"	"02/01/2016"	"02/29/2016"	"dmr_flag_desflow"
"VA0088510"	"PRINCE WILLIAM COUNTY - BALLS FORD YARD WASTE"	"VA0088510001"	0.192	2	"MGD"	"10/01/2015"	"10/31/2015"	"dmr_flag_desflow"
"VA0088510"	"PRINCE WILLIAM COUNTY - BALLS FORD YARD WASTE"	"VA0088510001"	0.192	2	"MGD"	"11/01/2015"	"11/30/2015"	"dmr_flag_desflow"
"VA0091251"	"COURSEY SPRINGS FISH CULTURAL STATION"	"VA0091251007"	11.52	13.3	"MGD"	"01/01/2017"	"01/31/2017"	"dmr_flag_desflow"
"VA0091251"	"COURSEY SPRINGS FISH CULTURAL STATION"	"VA0091251007"	11.52	13.3	"MGD"	"02/01/2017"	"02/28/2017"	"dmr_flag_desflow"
"VA0091251"	"COURSEY SPRINGS FISH CULTURAL STATION"	"VA0091251007"	11.52	13.3	"MGD"	"03/01/2017"	"03/31/2017"	"dmr_flag_desflow"
"VA0004880"	"VEOLIA JAMES RIVER PLANT"	"VA0004880001"	3.63	5.39	"MGD"	"09/01/2017"	"09/30/2017"	"dmr_flag_desflow"
"VA0004880"	"VEOLIA JAMES RIVER PLANT"	"VA0004880001"	3.63	5.39	"MGD"	"06/01/2016"	"06/30/2016"	"dmr_flag_desflow"
"VA0003115"	"WESTROCK CP LLC - WEST POINT"	"VA0003115001"	19	20.75	"MGD"	"08/01/2011"	"08/31/2011"	"dmr_flag_desflow"
"VA0089541"	"MWAA - WASHINGTON DULLES INTERNATIONAL AIRPORT"	"VA0089541553"	0	1.741	"MGD"	"01/01/2018"	"03/31/2018"	"dmr_flag_desflow"
