"hydrocode"	"desflow"	"tsvalue"	"limit"	"tstime"	"tsendtime"	"varkey"	"vardesc"
"echo_VA0004146104"	NA	2.44	NA	"05/01/2015"	"05/31/2015"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004146005"	1089	2.28	NA	"02/01/2013"	"02/28/2013"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004146104"	NA	2.17	NA	"04/01/2016"	"04/30/2016"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004146104"	NA	2.17	NA	"05/01/2014"	"05/31/2014"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004146401"	1089	2.11	NA	"10/01/2017"	"10/31/2017"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004146005"	1089	1.89	NA	"03/01/2018"	"03/31/2018"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004146104"	NA	1.89	NA	"04/01/2014"	"04/30/2014"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VAN040086502"	NA	1.89	NA	"03/01/2018"	"03/31/2018"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004146104"	NA	1.75	NA	"03/01/2013"	"03/31/2013"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004146104"	NA	1.75	NA	"10/01/2015"	"10/31/2015"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004146104"	NA	1.75	NA	"04/01/2012"	"04/30/2012"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004146104"	NA	1.75	NA	"02/01/2014"	"02/28/2014"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004146104"	NA	1.7	NA	"02/01/2011"	"02/28/2011"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0001015D03"	4.84	1.68	NA	"07/01/2017"	"07/31/2017"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004146005"	1089	1.68	NA	"01/01/2011"	"01/31/2011"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004146005"	1089	1.62	NA	"07/01/2013"	"07/31/2013"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0001015D03"	4.84	1.6	NA	"09/01/2017"	"09/30/2017"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004090108"	2170	1.6	NA	"04/01/2016"	"06/30/2016"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004146005"	1089	1.53	NA	"01/01/2015"	"01/31/2015"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0001015D03"	4.84	1.52	NA	"08/01/2017"	"08/31/2017"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004146005"	1089	1.33	NA	"03/01/2012"	"03/31/2012"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0083097103"	1.735	1.305	NA	"07/01/2012"	"07/31/2012"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004138202"	4.59	1.2988	NA	"07/01/2012"	"12/31/2012"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0002071008"	300	1.29	NA	"01/01/2014"	"03/31/2014"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004146005"	1089	1.29	NA	"10/01/2016"	"10/31/2016"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004146005"	1089	1.29	NA	"06/01/2017"	"06/30/2017"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004146104"	NA	1.29	NA	"04/01/2013"	"04/30/2013"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004146104"	NA	1.29	NA	"07/01/2013"	"07/31/2013"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004146104"	NA	1.29	NA	"11/01/2014"	"11/30/2014"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004146104"	NA	1.29	NA	"01/01/2012"	"01/31/2012"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VAN040086502"	NA	1.29	NA	"06/01/2017"	"06/30/2017"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004146104"	NA	1.28	NA	"05/01/2013"	"05/31/2013"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0003018001"	NA	1.2	NA	"07/01/2011"	"07/31/2011"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0072397003"	3.4	1.2	NA	"04/01/2018"	"04/30/2018"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0072397003"	3.4	1.2	NA	"12/01/2016"	"12/31/2016"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0072397003"	3.4	1.2	NA	"05/01/2018"	"05/31/2018"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004146005"	1089	1.15	NA	"01/01/2014"	"01/31/2014"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004146401"	1089	1.12	NA	"05/01/2017"	"05/31/2017"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004138202"	4.59	1.0813	NA	"07/01/2013"	"12/31/2013"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0001015D03"	4.84	1.08	NA	"10/01/2017"	"10/31/2017"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004146104"	NA	1.08	NA	"02/01/2013"	"02/28/2013"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0003018101"	NA	1.04	NA	"07/01/2011"	"07/31/2011"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004146401"	1089	1.04	NA	"06/01/2017"	"06/30/2017"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004138203"	4.59	1.0164	NA	"03/01/2015"	"03/31/2015"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0087114006"	0.177	1	NA	"01/01/2018"	"03/31/2018"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0091766001"	0.173	1	NA	"06/01/2016"	"06/30/2016"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0091766001"	0.173	1	NA	"02/01/2016"	"02/29/2016"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004146005"	1089	0.99	NA	"04/01/2014"	"04/30/2014"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0072397003"	3.4	0.91	NA	"10/01/2016"	"10/31/2016"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004138202"	4.59	0.9	NA	"01/01/2012"	"06/30/2012"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004103102"	971	0.864	NA	"09/01/2013"	"09/30/2013"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004103102"	971	0.864	NA	"04/01/2014"	"04/30/2014"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004138202"	4.59	0.8375	NA	"07/01/2015"	"12/31/2015"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0003018001"	NA	0.8	NA	"02/01/2011"	"02/28/2011"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004804021"	30	0.796	NA	"06/01/2013"	"06/30/2013"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0002780001"	3	0.785	NA	"04/01/2014"	"04/30/2014"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004146401"	1089	0.77	NA	"04/01/2017"	"04/30/2017"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004146005"	1089	0.72	NA	"03/01/2015"	"03/31/2015"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0003018001"	NA	0.7	NA	"09/01/2011"	"09/30/2011"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0003018101"	NA	0.7	NA	"09/01/2011"	"09/30/2011"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0002071008"	300	0.67	NA	"01/01/2015"	"03/31/2015"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0083097002"	1.735	0.67	NA	"08/01/2013"	"08/31/2013"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0002160013"	4.51	0.662	NA	"09/01/2015"	"09/30/2015"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004138202"	4.59	0.6563	NA	"07/01/2011"	"12/31/2011"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004103102"	971	0.62	NA	"09/01/2017"	"09/30/2017"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0003018001"	NA	0.61	NA	"10/01/2012"	"10/31/2012"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0083097002"	1.735	0.608	NA	"06/01/2013"	"06/30/2013"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0003018001"	NA	0.6	NA	"01/01/2011"	"01/31/2011"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0003018001"	NA	0.6	NA	"04/01/2011"	"04/30/2011"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004146104"	NA	0.6	NA	"07/01/2016"	"07/31/2016"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0003018101"	NA	0.59	NA	"01/01/2011"	"01/31/2011"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0083097002"	1.735	0.588	NA	"05/01/2013"	"05/31/2013"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0002780001"	3	0.564	NA	"11/01/2016"	"11/30/2016"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0063037001"	0.004	0.5601	0.004	"02/01/2016"	"02/29/2016"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0003018101"	NA	0.56	NA	"02/01/2011"	"02/28/2011"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0002780001"	3	0.55	NA	"04/01/2016"	"04/30/2016"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004146104"	NA	0.55	NA	"10/01/2013"	"10/31/2013"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004146104"	NA	0.55	NA	"04/01/2011"	"04/30/2011"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004146104"	NA	0.55	NA	"01/01/2011"	"01/31/2011"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0072397005"	3.4	0.55	NA	"10/01/2016"	"10/31/2016"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0003018001"	NA	0.5	NA	"06/01/2011"	"06/30/2011"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0053317039"	0.04	0.5	NA	"02/01/2018"	"02/28/2018"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0002160013"	4.51	0.496	NA	"08/01/2016"	"08/31/2016"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0005860003"	0.004	0.491333	NA	"09/01/2017"	"09/30/2017"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0002071009"	300	0.488	NA	"01/01/2014"	"03/31/2014"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0003018001"	NA	0.48	NA	"08/01/2012"	"08/31/2012"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0003018101"	NA	0.48	NA	"08/01/2012"	"08/31/2012"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0003018101"	NA	0.45	NA	"03/01/2011"	"03/31/2011"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0003018101"	NA	0.45	NA	"08/01/2011"	"08/31/2011"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0003018101"	NA	0.45	NA	"10/01/2011"	"10/31/2011"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0092436101"	3.6	0.448	NA	"01/01/2016"	"03/31/2016"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0002780001"	3	0.444	NA	"04/01/2015"	"04/30/2015"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0003018001"	NA	0.44	NA	"05/01/2013"	"05/31/2013"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004103102"	971	0.432	NA	"02/01/2013"	"02/28/2013"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0092711002"	NA	0.432	NA	"01/01/2016"	"01/31/2016"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0003018101"	NA	0.43	NA	"11/01/2011"	"11/30/2011"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004103102"	971	0.43	NA	"01/01/2017"	"01/31/2017"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004103102"	971	0.43	NA	"04/01/2017"	"04/30/2017"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0083097002"	1.735	0.423	NA	"05/01/2016"	"05/31/2016"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0003018101"	NA	0.42	NA	"06/01/2011"	"06/30/2011"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0083097002"	1.735	0.408	NA	"10/01/2014"	"10/31/2014"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0083097002"	1.735	0.404	NA	"11/01/2015"	"11/30/2015"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0083097002"	1.735	0.403	NA	"08/01/2012"	"08/31/2012"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0003018001"	NA	0.4	NA	"10/01/2011"	"10/31/2011"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0003018001"	NA	0.4	NA	"02/01/2012"	"02/29/2012"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0003018001"	NA	0.4	NA	"03/01/2011"	"03/31/2011"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0003018001"	NA	0.4	NA	"08/01/2011"	"08/31/2011"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0003018001"	NA	0.4	NA	"11/01/2011"	"11/30/2011"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0003018101"	NA	0.4	NA	"03/01/2012"	"03/31/2012"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004146401"	1089	0.4	NA	"09/01/2017"	"09/30/2017"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004146104"	NA	0.39	NA	"11/01/2013"	"11/30/2013"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0083097002"	1.735	0.386	NA	"03/01/2015"	"03/31/2015"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0052451028"	0	0.384	NA	"04/01/2015"	"06/30/2015"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0083097002"	1.735	0.382	NA	"06/01/2017"	"06/30/2017"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0003018101"	NA	0.38	NA	"04/01/2011"	"04/30/2011"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0003018101"	NA	0.38	NA	"10/01/2012"	"10/31/2012"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0092746103"	0.7	0.38	NA	"03/01/2018"	"03/31/2018"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0083097002"	1.735	0.377	NA	"03/01/2013"	"03/31/2013"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0003018101"	NA	0.37	NA	"02/01/2012"	"02/29/2012"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0003018001"	NA	0.36	NA	"06/01/2012"	"06/30/2012"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004146401"	1089	0.36	NA	"10/01/2016"	"10/31/2016"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0083097002"	1.735	0.35	NA	"01/01/2016"	"01/31/2016"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004138004"	4.59	0.3398	NA	"10/01/2015"	"12/31/2015"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0083097002"	1.735	0.334	NA	"03/01/2014"	"03/31/2014"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0083097002"	1.735	0.327	NA	"11/01/2017"	"11/30/2017"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0002780001"	3	0.326	NA	"08/01/2013"	"08/31/2013"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0083097002"	1.735	0.325	NA	"01/01/2018"	"01/31/2018"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0003018001"	NA	0.32	NA	"09/01/2012"	"09/30/2012"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0053317009"	0.04	0.318	NA	"04/01/2017"	"04/30/2017"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0083097002"	1.735	0.312	NA	"09/01/2017"	"09/30/2017"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0003018101"	NA	0.31	NA	"01/01/2012"	"01/31/2012"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0083097002"	1.735	0.31	NA	"05/01/2012"	"05/31/2012"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0083097002"	1.735	0.307	NA	"10/01/2016"	"10/31/2016"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0083097002"	1.735	0.303	NA	"05/01/2017"	"05/31/2017"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0083097002"	1.735	0.302	NA	"10/01/2012"	"10/31/2012"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0003018001"	NA	0.3	NA	"12/01/2011"	"12/31/2011"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0003018001"	NA	0.3	NA	"01/01/2012"	"01/31/2012"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0003018101"	NA	0.3	NA	"07/01/2012"	"07/31/2012"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0003018101"	NA	0.3	NA	"04/01/2012"	"04/30/2012"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0083097002"	1.735	0.297	NA	"03/01/2016"	"03/31/2016"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0083097002"	1.735	0.297	NA	"08/01/2017"	"08/31/2017"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0003018001"	NA	0.29	NA	"04/01/2012"	"04/30/2012"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004090108"	2170	0.288	NA	"01/01/2018"	"03/31/2018"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004103102"	971	0.288	NA	"04/01/2015"	"04/30/2015"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0083097002"	1.735	0.286	NA	"01/01/2017"	"01/31/2017"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0003018001"	NA	0.28	NA	"07/01/2012"	"07/31/2012"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0003018101"	NA	0.28	NA	"11/01/2012"	"11/30/2012"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0003018101"	NA	0.28	NA	"06/01/2012"	"06/30/2012"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0004138004"	4.59	0.2779	NA	"07/01/2013"	"09/30/2013"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0083097002"	1.735	0.271	NA	"02/01/2013"	"02/28/2013"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0003018101"	NA	0.27	NA	"12/01/2011"	"12/31/2011"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0003018101"	NA	0.27	NA	"05/01/2011"	"05/31/2011"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0083097002"	1.735	0.269	NA	"12/01/2015"	"12/31/2015"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0083097002"	1.735	0.268	NA	"04/01/2017"	"04/30/2017"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0053317041"	0.04	0.261	NA	"10/01/2016"	"10/31/2016"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0003018101"	NA	0.26	NA	"09/01/2012"	"09/30/2012"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
"echo_VA0003018001"	NA	0.25	NA	"11/01/2012"	"11/30/2012"	"dmr_flag_units"	"Suspected Unit Conversion, flagged when ECHO Measured Effluent > 100 * Median"
