"hydrocode"	"desflow"	"tsvalue"	"limit"	"tstime"	"tsendtime"	"varkey"	"vardesc"
"echo_VA0052451101"	0	2309.3	NA	"05/01/2018"	"05/31/2018"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451001"	0	2306.9	NA	"10/01/2014"	"10/31/2014"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	2304.8	NA	"06/01/2015"	"06/30/2015"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451001"	0	2304	NA	"12/01/2017"	"12/31/2017"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	2281.2	NA	"07/01/2016"	"07/31/2016"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451001"	0	2264.4	NA	"04/01/2018"	"04/30/2018"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	2245.1	NA	"06/01/2016"	"06/30/2016"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	2244.2	NA	"08/01/2016"	"08/31/2016"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	2232.4	NA	"10/01/2015"	"10/31/2015"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	2227.5	NA	"05/01/2015"	"05/31/2015"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	2220.6	NA	"05/01/2016"	"05/31/2016"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	2218.8	NA	"05/01/2017"	"05/31/2017"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451001"	0	2199.3	NA	"09/01/2016"	"09/30/2016"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451001"	0	2109.6	NA	"04/01/2011"	"04/30/2011"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	2108	NA	"11/01/2017"	"11/30/2017"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	2103.1	NA	"11/01/2016"	"11/30/2016"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	2089.3	NA	"10/01/2017"	"10/31/2017"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451001"	0	2088	NA	"09/01/2017"	"09/30/2017"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451001"	0	2082.2	NA	"04/01/2015"	"04/30/2015"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451001"	0	2059.2	NA	"09/01/2013"	"09/30/2013"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451001"	0	2037.6	NA	"12/01/2011"	"12/31/2011"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451001"	0	2037.6	NA	"03/01/2013"	"03/31/2013"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	2030.8	NA	"11/01/2015"	"11/30/2015"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	2027.5	NA	"04/01/2017"	"04/30/2017"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451001"	0	2013.1	NA	"03/01/2011"	"03/31/2011"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451001"	0	2012.4	NA	"01/01/2011"	"01/31/2011"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451001"	0	1980	NA	"04/01/2012"	"04/30/2012"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451001"	0	1976.4	NA	"02/01/2012"	"02/29/2012"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451001"	0	1976.4	NA	"02/01/2011"	"02/28/2011"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451001"	0	1972.8	NA	"09/01/2014"	"09/30/2014"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	1957.7	NA	"10/01/2012"	"10/31/2012"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451001"	0	1954.8	NA	"10/01/2011"	"10/31/2011"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	1949.9	NA	"11/01/2013"	"11/30/2013"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451001"	0	1944	NA	"04/01/2016"	"04/30/2016"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	1927.2	NA	"08/01/2011"	"08/31/2011"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451001"	0	1926.7	NA	"12/01/2013"	"12/31/2013"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451001"	0	1915.2	NA	"02/01/2013"	"02/28/2013"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451001"	0	1915.2	NA	"01/01/2012"	"01/31/2012"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451001"	0	1915.2	NA	"12/01/2012"	"12/31/2012"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	1892.7	NA	"10/01/2013"	"10/31/2013"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	1888.3	NA	"11/01/2011"	"11/30/2011"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451001"	0	1882.8	NA	"02/01/2018"	"02/28/2018"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451001"	0	1868.4	NA	"02/01/2015"	"02/28/2015"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	1848.7	NA	"03/01/2017"	"03/31/2017"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451001"	0	1821.6	NA	"12/01/2016"	"12/31/2016"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451001"	0	1821.6	NA	"02/01/2017"	"02/28/2017"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451001"	0	1821.6	NA	"01/01/2013"	"01/31/2013"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451001"	0	1821.6	NA	"02/01/2016"	"02/29/2016"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	1816.1	NA	"10/01/2014"	"10/31/2014"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451001"	0	1802.9	NA	"01/01/2018"	"01/31/2018"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451001"	0	1802.9	NA	"01/01/2015"	"01/31/2015"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0091995001"	0	1800	NA	"07/01/2017"	"09/30/2017"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	1789.8	NA	"11/01/2014"	"11/30/2014"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	1778.1	NA	"04/01/2014"	"04/30/2014"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451001"	0	1774.8	NA	"01/01/2017"	"01/31/2017"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451001"	0	1774.8	NA	"01/01/2014"	"01/31/2014"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451001"	0	1774.8	NA	"03/01/2014"	"03/31/2014"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	1736.7	NA	"12/01/2015"	"12/31/2015"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	1724.1	NA	"11/01/2012"	"11/30/2012"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	1714.8	NA	"10/01/2016"	"10/31/2016"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	1670.8	NA	"04/01/2011"	"04/30/2011"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451001"	0	1666.8	NA	"01/01/2016"	"01/31/2016"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451001"	0	1652.4	NA	"02/01/2014"	"02/28/2014"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451001"	0	1652.4	NA	"12/01/2014"	"12/31/2014"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	1613.7	NA	"04/01/2018"	"04/30/2018"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451001"	0	1594.8	NA	"03/01/2015"	"03/31/2015"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	1590.3	NA	"10/01/2011"	"10/31/2011"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	1585.3	NA	"04/01/2015"	"04/30/2015"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	1564.8	NA	"09/01/2017"	"09/30/2017"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	1560	NA	"09/01/2016"	"09/30/2016"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	1559	NA	"04/01/2016"	"04/30/2016"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451001"	0	1517.8	NA	"03/01/2012"	"03/31/2012"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	1517.3	NA	"12/01/2017"	"12/31/2017"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	1495.6	NA	"12/01/2011"	"12/31/2011"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	1491	NA	"05/01/2013"	"05/31/2013"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	1471.1	NA	"02/01/2012"	"02/29/2012"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	1468	NA	"01/01/2012"	"01/31/2012"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	1467.4	NA	"03/01/2011"	"03/31/2011"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	1460.1	NA	"09/01/2013"	"09/30/2013"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	1455.6	NA	"03/01/2013"	"03/31/2013"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	1452.8	NA	"12/01/2012"	"12/31/2012"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	1446.8	NA	"01/01/2011"	"01/31/2011"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	1429.6	NA	"09/01/2014"	"09/30/2014"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	1418.5	NA	"02/01/2013"	"02/28/2013"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	1416.6	NA	"01/01/2013"	"01/31/2013"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	1411	NA	"02/01/2011"	"02/28/2011"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	1387.6	NA	"01/01/2016"	"01/31/2016"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	1378.1	NA	"04/01/2012"	"04/30/2012"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	1374	NA	"12/01/2016"	"12/31/2016"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	1374	NA	"03/01/2014"	"03/31/2014"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451001"	0	1371.6	NA	"04/01/2013"	"04/30/2013"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	1347.5	NA	"01/01/2015"	"01/31/2015"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	1341.1	NA	"12/01/2013"	"12/31/2013"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	1339.9	NA	"02/01/2017"	"02/28/2017"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	1339.9	NA	"02/01/2016"	"02/29/2016"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	1328.7	NA	"02/01/2018"	"02/28/2018"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	1328.4	NA	"01/01/2017"	"01/31/2017"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	1323.6	NA	"02/01/2015"	"02/28/2015"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	1322.6	NA	"01/01/2014"	"01/31/2014"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	1322.6	NA	"02/01/2014"	"02/28/2014"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	1293.6	NA	"01/01/2018"	"01/31/2018"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451001"	0	1241.3	NA	"03/01/2016"	"03/31/2016"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451001"	0	1238.4	NA	"03/01/2018"	"03/31/2018"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	1147.7	NA	"12/01/2014"	"12/31/2014"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	1012.5	NA	"03/01/2012"	"03/31/2012"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	996.8	NA	"04/01/2013"	"04/30/2013"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	946.1	NA	"03/01/2018"	"03/31/2018"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	880	NA	"03/01/2015"	"03/31/2015"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451001"	0	858.2	NA	"09/01/2011"	"09/30/2011"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
"echo_VA0052451101"	0	833.5	NA	"03/01/2016"	"03/31/2016"	"prop_flag_zerodesflow"	"Suspicious Design Flow. Reported as 0 MGD."
