"hydrocode"	"varkey"	"tsvalue"	"tstime"	"tsendtime"	"tscode"
"echo_VA0020524001"	"dmr_mon_mgd"	0.306	"06/01/2017"	"06/30/2017"	1
"echo_VA0020524001"	"dmr_mon_mgd"	0.187	"07/01/2017"	"07/31/2017"	1
"echo_VA0020524001"	"dmr_mon_mgd"	0.142	"08/01/2017"	"08/31/2017"	1
"echo_VA0020524001"	"dmr_mon_mgd"	0.126	"09/01/2017"	"09/30/2017"	1
"echo_VA0020524001"	"dmr_mon_mgd"	0.113	"10/01/2017"	"10/31/2017"	1
"echo_VA0020524001"	"dmr_mon_mgd"	0.118	"11/01/2017"	"11/30/2017"	1
"echo_VA0020524001"	"dmr_mon_mgd"	0.116	"12/01/2017"	"12/31/2017"	1
"echo_VA0020524001"	"dmr_mon_mgd"	0.101	"01/01/2018"	"01/31/2018"	1
"echo_VA0020524001"	"dmr_mon_mgd"	0.239	"02/01/2018"	"02/28/2018"	1
"echo_VA0020524001"	"dmr_mon_mgd"	0.165	"03/01/2018"	"03/31/2018"	1
"echo_VA0020524001"	"dmr_mon_mgd"	0.31	"04/01/2018"	"04/30/2018"	1
"echo_VA0006203001"	"dmr_mon_mgd"	0.0113	"10/01/2015"	"12/31/2015"	3
"echo_VA0006203001"	"dmr_mon_mgd"	0.0234	"01/01/2016"	"03/31/2016"	3
"echo_VA0006203001"	"dmr_mon_mgd"	0.0179	"04/01/2016"	"06/30/2016"	3
"echo_VA0006203001"	"dmr_mon_mgd"	0.0208	"07/01/2016"	"09/30/2016"	3
"echo_VA0006203001"	"dmr_mon_mgd"	0.0091	"10/01/2016"	"12/31/2016"	3
"echo_VA0006203001"	"dmr_mon_mgd"	0.0041	"01/01/2017"	"03/31/2017"	3
"echo_VA0006203001"	"dmr_mon_mgd"	0.0171	"04/01/2017"	"06/30/2017"	3
"echo_VA0006203001"	"dmr_mon_mgd"	0.0454	"07/01/2017"	"09/30/2017"	3
"echo_VA0006203001"	"dmr_mon_mgd"	0.0057	"10/01/2017"	"12/31/2017"	3
"echo_VA0006203001"	"dmr_mon_mgd"	0.0104	"01/01/2018"	"03/31/2018"	3
"echo_VA0006203002"	"dmr_mon_mgd"	9e-04	"10/01/2015"	"10/31/2015"	1
"echo_VA0006203002"	"dmr_mon_mgd"	0.0015	"11/01/2015"	"11/30/2015"	1
"echo_VA0006203002"	"dmr_mon_mgd"	0.0015	"12/01/2015"	"12/31/2015"	1
"echo_VA0006203002"	"dmr_mon_mgd"	0	"01/01/2016"	"01/31/2016"	1
"echo_VA0006203002"	"dmr_mon_mgd"	0.0012	"02/01/2016"	"02/29/2016"	1
"echo_VA0006203002"	"dmr_mon_mgd"	0	"03/01/2016"	"03/31/2016"	1
"echo_VA0006203002"	"dmr_mon_mgd"	0.0045	"04/01/2016"	"04/30/2016"	1
"echo_VA0006203002"	"dmr_mon_mgd"	0.0015	"05/01/2016"	"05/31/2016"	1
"echo_VA0006203002"	"dmr_mon_mgd"	0.0032	"06/01/2016"	"06/30/2016"	1
"echo_VA0006203002"	"dmr_mon_mgd"	0.007	"07/01/2016"	"07/31/2016"	1
"echo_VA0006203002"	"dmr_mon_mgd"	0.0015	"08/01/2016"	"08/31/2016"	1
"echo_VA0006203002"	"dmr_mon_mgd"	0.0021	"09/01/2016"	"09/30/2016"	1
"echo_VA0006203002"	"dmr_mon_mgd"	0.0042	"10/01/2016"	"10/31/2016"	1
"echo_VA0006203002"	"dmr_mon_mgd"	9e-04	"11/01/2016"	"11/30/2016"	1
"echo_VA0006203002"	"dmr_mon_mgd"	0.0015	"12/01/2016"	"12/31/2016"	1
"echo_VA0006203002"	"dmr_mon_mgd"	0.0015	"01/01/2017"	"01/31/2017"	1
"echo_VA0006203002"	"dmr_mon_mgd"	0.0015	"02/01/2017"	"02/28/2017"	1
"echo_VA0006203002"	"dmr_mon_mgd"	0.0018	"03/01/2017"	"03/31/2017"	1
"echo_VA0006203002"	"dmr_mon_mgd"	0	"04/01/2017"	"04/30/2017"	1
"echo_VA0006203002"	"dmr_mon_mgd"	0.0012	"05/01/2017"	"05/31/2017"	1
"echo_VA0006203002"	"dmr_mon_mgd"	0.0053	"06/01/2017"	"06/30/2017"	1
"echo_VA0006203002"	"dmr_mon_mgd"	0	"07/01/2017"	"07/31/2017"	1
"echo_VA0006203002"	"dmr_mon_mgd"	0.0043	"08/01/2017"	"08/31/2017"	1
"echo_VA0006203002"	"dmr_mon_mgd"	0.0026	"09/01/2017"	"09/30/2017"	1
"echo_VA0006203002"	"dmr_mon_mgd"	0	"10/01/2017"	"10/31/2017"	1
"echo_VA0006203002"	"dmr_mon_mgd"	0.0015	"11/01/2017"	"11/30/2017"	1
"echo_VA0006203002"	"dmr_mon_mgd"	0.0021	"12/01/2017"	"12/31/2017"	1
"echo_VA0006203002"	"dmr_mon_mgd"	0	"01/01/2018"	"01/31/2018"	1
"echo_VA0006203002"	"dmr_mon_mgd"	0	"02/01/2018"	"02/28/2018"	1
"echo_VA0006203002"	"dmr_mon_mgd"	0.0032	"03/01/2018"	"03/31/2018"	1
"echo_VA0006203002"	"dmr_mon_mgd"	0.0108	"04/01/2018"	"04/30/2018"	1
"echo_VA0006203003"	"dmr_mon_mgd"	0.0228	"10/01/2015"	"12/31/2015"	3
"echo_VA0006203003"	"dmr_mon_mgd"	0.054	"01/01/2016"	"03/31/2016"	3
"echo_VA0006203003"	"dmr_mon_mgd"	0.0344	"04/01/2016"	"06/30/2016"	3
"echo_VA0006203003"	"dmr_mon_mgd"	0.0182	"07/01/2016"	"09/30/2016"	3
"echo_VA0006203003"	"dmr_mon_mgd"	0.0139	"10/01/2016"	"12/31/2016"	3
"echo_VA0006203003"	"dmr_mon_mgd"	0.0106	"01/01/2017"	"03/31/2017"	3
"echo_VA0006203003"	"dmr_mon_mgd"	0.022	"04/01/2017"	"06/30/2017"	3
"echo_VA0006203003"	"dmr_mon_mgd"	0.0452	"07/01/2017"	"09/30/2017"	3
"echo_VA0006203003"	"dmr_mon_mgd"	0.0083	"10/01/2017"	"12/31/2017"	3
"echo_VA0006203003"	"dmr_mon_mgd"	0.0096	"01/01/2018"	"03/31/2018"	3
"echo_VA0006203004"	"dmr_mon_mgd"	0.0034	"10/01/2015"	"12/31/2015"	3
"echo_VA0006203004"	"dmr_mon_mgd"	0.0128	"01/01/2016"	"03/31/2016"	3
"echo_VA0006203004"	"dmr_mon_mgd"	0.0124	"04/01/2016"	"06/30/2016"	3
"echo_VA0006203004"	"dmr_mon_mgd"	0.0083	"07/01/2016"	"09/30/2016"	3
"echo_VA0006203004"	"dmr_mon_mgd"	0.0071	"10/01/2016"	"12/31/2016"	3
"echo_VA0006203004"	"dmr_mon_mgd"	0.0049	"01/01/2017"	"03/31/2017"	3
"echo_VA0006203004"	"dmr_mon_mgd"	0.015	"04/01/2017"	"06/30/2017"	3
"echo_VA0006203004"	"dmr_mon_mgd"	0.0232	"07/01/2017"	"09/30/2017"	3
"echo_VA0006203004"	"dmr_mon_mgd"	0.0046	"10/01/2017"	"12/31/2017"	3
"echo_VA0006203004"	"dmr_mon_mgd"	0.0131	"01/01/2018"	"03/31/2018"	3
"echo_VA0006203005"	"dmr_mon_mgd"	9e-04	"10/01/2015"	"10/31/2015"	1
"echo_VA0006203005"	"dmr_mon_mgd"	9e-04	"11/01/2015"	"11/30/2015"	1
"echo_VA0006203005"	"dmr_mon_mgd"	0.0018	"12/01/2015"	"12/31/2015"	1
"echo_VA0006203005"	"dmr_mon_mgd"	0	"01/01/2016"	"01/31/2016"	1
"echo_VA0006203005"	"dmr_mon_mgd"	0.0018	"02/01/2016"	"02/29/2016"	1
"echo_VA0006203005"	"dmr_mon_mgd"	0.0018	"03/01/2016"	"03/31/2016"	1
"echo_VA0006203005"	"dmr_mon_mgd"	0.0012	"04/01/2016"	"04/30/2016"	1
"echo_VA0006203005"	"dmr_mon_mgd"	0.012	"05/01/2016"	"05/31/2016"	1
"echo_VA0006203005"	"dmr_mon_mgd"	0.0137	"06/01/2016"	"06/30/2016"	1
"echo_VA0006203005"	"dmr_mon_mgd"	0.0051	"07/01/2016"	"07/31/2016"	1
"echo_VA0006203005"	"dmr_mon_mgd"	0.0048	"08/01/2016"	"08/31/2016"	1
"echo_VA0006203005"	"dmr_mon_mgd"	0.015	"09/01/2016"	"09/30/2016"	1
"echo_VA0006203005"	"dmr_mon_mgd"	0.0407	"10/01/2016"	"10/31/2016"	1
"echo_VA0006203005"	"dmr_mon_mgd"	9e-04	"11/01/2016"	"11/30/2016"	1
"echo_VA0006203005"	"dmr_mon_mgd"	0.0015	"12/01/2016"	"12/31/2016"	1
"echo_VA0006203005"	"dmr_mon_mgd"	0	"01/01/2017"	"01/31/2017"	1
"echo_VA0006203005"	"dmr_mon_mgd"	0.0015	"02/01/2017"	"02/28/2017"	1
"echo_VA0006203005"	"dmr_mon_mgd"	0.0021	"03/01/2017"	"03/31/2017"	1
"echo_VA0006203005"	"dmr_mon_mgd"	0	"04/01/2017"	"04/30/2017"	1
"echo_VA0006203005"	"dmr_mon_mgd"	0.0012	"05/01/2017"	"05/31/2017"	1
"echo_VA0006203005"	"dmr_mon_mgd"	0.0021	"06/01/2017"	"06/30/2017"	1
"echo_VA0006203005"	"dmr_mon_mgd"	0.0027	"07/01/2017"	"07/31/2017"	1
"echo_VA0006203005"	"dmr_mon_mgd"	0.0041	"08/01/2017"	"08/31/2017"	1
"echo_VA0006203005"	"dmr_mon_mgd"	0	"09/01/2017"	"09/30/2017"	1
"echo_VA0006203005"	"dmr_mon_mgd"	0	"10/01/2017"	"10/31/2017"	1
"echo_VA0006203005"	"dmr_mon_mgd"	0.0027	"11/01/2017"	"11/30/2017"	1
"echo_VA0006203005"	"dmr_mon_mgd"	0.0018	"12/01/2017"	"12/31/2017"	1
"echo_VA0006203005"	"dmr_mon_mgd"	0	"01/01/2018"	"01/31/2018"	1
"echo_VA0006203005"	"dmr_mon_mgd"	0	"02/01/2018"	"02/28/2018"	1
"echo_VA0006203005"	"dmr_mon_mgd"	0.0024	"03/01/2018"	"03/31/2018"	1
"echo_VA0006203005"	"dmr_mon_mgd"	0	"04/01/2018"	"04/30/2018"	1
"echo_VA0006203006"	"dmr_mon_mgd"	0.0096	"10/01/2015"	"12/31/2015"	3
"echo_VA0006203006"	"dmr_mon_mgd"	0.0259	"01/01/2016"	"03/31/2016"	3
"echo_VA0006203006"	"dmr_mon_mgd"	0.0249	"04/01/2016"	"06/30/2016"	3
"echo_VA0006203006"	"dmr_mon_mgd"	0.0124	"07/01/2016"	"09/30/2016"	3
"echo_VA0006203006"	"dmr_mon_mgd"	0.0177	"10/01/2016"	"12/31/2016"	3
"echo_VA0006203006"	"dmr_mon_mgd"	0.0114	"01/01/2017"	"03/31/2017"	3
"echo_VA0006203006"	"dmr_mon_mgd"	0.0299	"04/01/2017"	"06/30/2017"	3
"echo_VA0006203006"	"dmr_mon_mgd"	0.0594	"07/01/2017"	"09/30/2017"	3
"echo_VA0006203006"	"dmr_mon_mgd"	0.0138	"10/01/2017"	"12/31/2017"	3
"echo_VA0006203006"	"dmr_mon_mgd"	0.0146	"01/01/2018"	"03/31/2018"	3
"echo_VA0091405001"	"dmr_mon_mgd"	0.666	"10/01/2015"	"10/31/2015"	1
"echo_VA0091405001"	"dmr_mon_mgd"	0.682	"11/01/2015"	"11/30/2015"	1
"echo_VA0091405001"	"dmr_mon_mgd"	0.675	"12/01/2015"	"12/31/2015"	1
"echo_VA0091405001"	"dmr_mon_mgd"	0.668	"01/01/2016"	"01/31/2016"	1
"echo_VA0091405001"	"dmr_mon_mgd"	0.644	"02/01/2016"	"02/29/2016"	1
"echo_VA0091405001"	"dmr_mon_mgd"	0.662	"03/01/2016"	"03/31/2016"	1
"echo_VA0091405001"	"dmr_mon_mgd"	0.647	"04/01/2016"	"04/30/2016"	1
"echo_VA0091405001"	"dmr_mon_mgd"	0.657	"05/01/2016"	"05/31/2016"	1
"echo_VA0091405001"	"dmr_mon_mgd"	0.637	"06/01/2016"	"06/30/2016"	1
"echo_VA0091405001"	"dmr_mon_mgd"	0.681	"07/01/2016"	"07/31/2016"	1
"echo_VA0091405001"	"dmr_mon_mgd"	0.6545	"08/01/2016"	"08/31/2016"	1
"echo_VA0091405001"	"dmr_mon_mgd"	0.665	"09/01/2016"	"09/30/2016"	1
"echo_VA0091405001"	"dmr_mon_mgd"	0.676	"10/01/2016"	"10/31/2016"	1
"echo_VA0091405001"	"dmr_mon_mgd"	0.663	"11/01/2016"	"11/30/2016"	1
"echo_VA0091405001"	"dmr_mon_mgd"	0.667	"12/01/2016"	"12/31/2016"	1
"echo_VA0091405001"	"dmr_mon_mgd"	0.645	"01/01/2017"	"01/31/2017"	1
"echo_VA0091405001"	"dmr_mon_mgd"	0.681	"02/01/2017"	"02/28/2017"	1
"echo_VA0091405001"	"dmr_mon_mgd"	0.66	"03/01/2017"	"03/31/2017"	1
"echo_VA0091405001"	"dmr_mon_mgd"	0.673	"04/01/2017"	"04/30/2017"	1
"echo_VA0091405001"	"dmr_mon_mgd"	0.661	"05/01/2017"	"05/31/2017"	1
"echo_VA0091405001"	"dmr_mon_mgd"	0.653	"06/01/2017"	"06/30/2017"	1
"echo_VA0091405001"	"dmr_mon_mgd"	0.661	"07/01/2017"	"07/31/2017"	1
"echo_VA0091405001"	"dmr_mon_mgd"	0.669	"08/01/2017"	"08/31/2017"	1
"echo_VA0091405001"	"dmr_mon_mgd"	0.661	"09/01/2017"	"09/30/2017"	1
"echo_VA0091405001"	"dmr_mon_mgd"	0.651	"10/01/2017"	"10/31/2017"	1
"echo_VA0091405001"	"dmr_mon_mgd"	0.65	"11/01/2017"	"11/30/2017"	1
"echo_VA0091405001"	"dmr_mon_mgd"	0.641	"12/01/2017"	"12/31/2017"	1
"echo_VA0091405001"	"dmr_mon_mgd"	0.604	"01/01/2018"	"01/31/2018"	1
"echo_VA0091405001"	"dmr_mon_mgd"	0.641	"02/01/2018"	"02/28/2018"	1
"echo_VA0091405001"	"dmr_mon_mgd"	0.612	"03/01/2018"	"03/31/2018"	1
"echo_VA0091405001"	"dmr_mon_mgd"	0.628	"04/01/2018"	"04/30/2018"	1
"echo_VA0088404001"	"dmr_mon_mgd"	1.017	"10/01/2015"	"10/31/2015"	1
"echo_VA0088404001"	"dmr_mon_mgd"	0.899	"11/01/2015"	"11/30/2015"	1
"echo_VA0088404001"	"dmr_mon_mgd"	1.778	"12/01/2015"	"12/31/2015"	1
"echo_VA0088404001"	"dmr_mon_mgd"	0.854	"01/01/2016"	"01/31/2016"	1
"echo_VA0088404001"	"dmr_mon_mgd"	1.151	"02/01/2016"	"02/29/2016"	1
"echo_VA0088404001"	"dmr_mon_mgd"	0.827	"03/01/2016"	"03/31/2016"	1
"echo_VA0088404001"	"dmr_mon_mgd"	1.127	"04/01/2016"	"04/30/2016"	1
"echo_VA0088404001"	"dmr_mon_mgd"	0.953	"05/01/2016"	"05/31/2016"	1
"echo_VA0088404001"	"dmr_mon_mgd"	1.25	"06/01/2016"	"06/30/2016"	1
"echo_VA0088404001"	"dmr_mon_mgd"	1.299	"07/01/2016"	"07/31/2016"	1
"echo_VA0088404001"	"dmr_mon_mgd"	1.447	"08/01/2016"	"08/31/2016"	1
"echo_VA0088404001"	"dmr_mon_mgd"	1.55	"09/01/2016"	"09/30/2016"	1
"echo_VA0088404001"	"dmr_mon_mgd"	1.33	"10/01/2016"	"10/31/2016"	1
"echo_VA0088404001"	"dmr_mon_mgd"	1.322	"11/01/2016"	"11/30/2016"	1
"echo_VA0088404001"	"dmr_mon_mgd"	1.733	"12/01/2016"	"12/31/2016"	1
"echo_VA0088404001"	"dmr_mon_mgd"	1.79	"01/01/2017"	"01/31/2017"	1
"echo_VA0088404001"	"dmr_mon_mgd"	1.753	"02/01/2017"	"02/28/2017"	1
"echo_VA0088404001"	"dmr_mon_mgd"	0.995	"03/01/2017"	"03/31/2017"	1
"echo_VA0088404001"	"dmr_mon_mgd"	0.453	"04/01/2017"	"04/30/2017"	1
"echo_VA0088404001"	"dmr_mon_mgd"	0.738	"05/01/2017"	"05/31/2017"	1
"echo_VA0088404001"	"dmr_mon_mgd"	0.907	"06/01/2017"	"06/30/2017"	1
"echo_VA0088404001"	"dmr_mon_mgd"	1.074	"07/01/2017"	"07/31/2017"	1
"echo_VA0088404001"	"dmr_mon_mgd"	0.988	"08/01/2017"	"08/31/2017"	1
"echo_VA0088404001"	"dmr_mon_mgd"	0.878	"09/01/2017"	"09/30/2017"	1
"echo_VA0088404001"	"dmr_mon_mgd"	0.795	"10/01/2017"	"10/31/2017"	1
"echo_VA0088404001"	"dmr_mon_mgd"	0.718	"11/01/2017"	"11/30/2017"	1
"echo_VA0088404001"	"dmr_mon_mgd"	0.429	"12/01/2017"	"12/31/2017"	1
"echo_VA0088404001"	"dmr_mon_mgd"	0.812	"01/01/2018"	"01/31/2018"	1
"echo_VA0088404001"	"dmr_mon_mgd"	0.288	"02/01/2018"	"02/28/2018"	1
"echo_VA0088404001"	"dmr_mon_mgd"	0.564	"03/01/2018"	"03/31/2018"	1
"echo_VA0088404001"	"dmr_mon_mgd"	0.853	"04/01/2018"	"04/30/2018"	1
"echo_VA0068209001"	"dmr_mon_mgd"	0.002	"10/01/2015"	"10/31/2015"	1
"echo_VA0068209001"	"dmr_mon_mgd"	0.0029	"11/01/2015"	"11/30/2015"	1
"echo_VA0068209001"	"dmr_mon_mgd"	0.003	"12/01/2015"	"12/31/2015"	1
"echo_VA0068209001"	"dmr_mon_mgd"	0.0027	"01/01/2016"	"01/31/2016"	1
"echo_VA0068209001"	"dmr_mon_mgd"	0.0032	"02/01/2016"	"02/29/2016"	1
"echo_VA0068209001"	"dmr_mon_mgd"	0.0026	"03/01/2016"	"03/31/2016"	1
"echo_VA0068209001"	"dmr_mon_mgd"	0.0022	"04/01/2016"	"04/30/2016"	1
"echo_VA0068209001"	"dmr_mon_mgd"	0.0027	"05/01/2016"	"05/31/2016"	1
"echo_VA0068209001"	"dmr_mon_mgd"	0.0021	"06/01/2016"	"06/30/2016"	1
"echo_VA0068209001"	"dmr_mon_mgd"	0.0024	"07/01/2016"	"07/31/2016"	1
"echo_VA0068209001"	"dmr_mon_mgd"	0.0022	"08/01/2016"	"08/31/2016"	1
"echo_VA0068209001"	"dmr_mon_mgd"	0.0059	"09/01/2016"	"09/30/2016"	1
"echo_VA0068209001"	"dmr_mon_mgd"	0.0144	"10/01/2016"	"10/31/2016"	1
"echo_VA0068209001"	"dmr_mon_mgd"	0.0022	"11/01/2016"	"11/30/2016"	1
"echo_VA0068209001"	"dmr_mon_mgd"	0.0024	"12/01/2016"	"12/31/2016"	1
"echo_VA0068209001"	"dmr_mon_mgd"	0.0036	"01/01/2017"	"01/31/2017"	1
"echo_VA0068209001"	"dmr_mon_mgd"	0.0024	"02/01/2017"	"02/28/2017"	1
"echo_VA0068209001"	"dmr_mon_mgd"	0.0029	"03/01/2017"	"03/31/2017"	1
"echo_VA0068209001"	"dmr_mon_mgd"	0.0025	"04/01/2017"	"04/30/2017"	1
"echo_VA0068209001"	"dmr_mon_mgd"	0.0031	"05/01/2017"	"05/31/2017"	1
"echo_VA0068209001"	"dmr_mon_mgd"	0.0033	"06/01/2017"	"06/30/2017"	1
"echo_VA0068209001"	"dmr_mon_mgd"	0.0027	"07/01/2017"	"07/31/2017"	1
"echo_VA0068209001"	"dmr_mon_mgd"	0.0028	"08/01/2017"	"08/31/2017"	1
"echo_VA0068209001"	"dmr_mon_mgd"	0.0023	"09/01/2017"	"09/30/2017"	1
"echo_VA0068209001"	"dmr_mon_mgd"	0.0017	"10/01/2017"	"10/31/2017"	1
"echo_VA0068209001"	"dmr_mon_mgd"	0.0019	"11/01/2017"	"11/30/2017"	1
"echo_VA0068209001"	"dmr_mon_mgd"	0.0022	"12/01/2017"	"12/31/2017"	1
"echo_VA0068209001"	"dmr_mon_mgd"	0.0031	"01/01/2018"	"01/31/2018"	1
"echo_VA0068209001"	"dmr_mon_mgd"	0.0032	"02/01/2018"	"02/28/2018"	1
"echo_VA0068209001"	"dmr_mon_mgd"	0.003	"03/01/2018"	"03/31/2018"	1
"echo_VA0068209001"	"dmr_mon_mgd"	0.0029	"04/01/2018"	"04/30/2018"	1
"echo_VAN040080501"	"dmr_mon_mgd"	9.97	"01/01/2017"	"01/31/2017"	1
"echo_VAN040080501"	"dmr_mon_mgd"	9.66	"02/01/2017"	"02/28/2017"	1
"echo_VAN040080501"	"dmr_mon_mgd"	8.47	"03/01/2017"	"03/31/2017"	1
"echo_VAN040080501"	"dmr_mon_mgd"	9.22	"04/01/2017"	"04/30/2017"	1
"echo_VAN040080501"	"dmr_mon_mgd"	10.28	"05/01/2017"	"05/31/2017"	1
"echo_VAN040080501"	"dmr_mon_mgd"	8.29	"06/01/2017"	"06/30/2017"	1
"echo_VAN040080501"	"dmr_mon_mgd"	7.66	"07/01/2017"	"07/31/2017"	1
"echo_VAN040080501"	"dmr_mon_mgd"	8.05	"08/01/2017"	"08/31/2017"	1
"echo_VAN040080501"	"dmr_mon_mgd"	7.65	"09/01/2017"	"09/30/2017"	1
"echo_VAN040080501"	"dmr_mon_mgd"	7.09	"10/01/2017"	"10/31/2017"	1
"echo_VAN040080501"	"dmr_mon_mgd"	6.97	"11/01/2017"	"11/30/2017"	1
"echo_VAN040080501"	"dmr_mon_mgd"	7.04	"12/01/2017"	"12/31/2017"	1
"echo_VAN040080501"	"dmr_mon_mgd"	8.2	"01/01/2018"	"01/31/2018"	1
"echo_VAN040080501"	"dmr_mon_mgd"	9.41	"02/01/2018"	"02/28/2018"	1
"echo_VAN040080501"	"dmr_mon_mgd"	9.06	"03/01/2018"	"03/31/2018"	1
"echo_VAN040080501"	"dmr_mon_mgd"	9.05	"04/01/2018"	"04/30/2018"	1
"echo_VAN040080501"	"dmr_mon_mgd"	10.81	"05/01/2018"	"05/31/2018"	1
"echo_VAN040080502"	"dmr_mon_mgd"	16.79	"01/01/2017"	"01/31/2017"	1
"echo_VAN040080502"	"dmr_mon_mgd"	13.09	"02/01/2017"	"02/28/2017"	1
"echo_VAN040080502"	"dmr_mon_mgd"	13.4	"03/01/2017"	"03/31/2017"	1
"echo_VAN040080502"	"dmr_mon_mgd"	14.79	"04/01/2017"	"04/30/2017"	1
"echo_VAN040080502"	"dmr_mon_mgd"	15.82	"05/01/2017"	"05/31/2017"	1
"echo_VAN040080502"	"dmr_mon_mgd"	13.07	"06/01/2017"	"06/30/2017"	1
"echo_VAN040080502"	"dmr_mon_mgd"	12.47	"07/01/2017"	"07/31/2017"	1
"echo_VAN040080502"	"dmr_mon_mgd"	13.31	"08/01/2017"	"08/31/2017"	1
"echo_VAN040080502"	"dmr_mon_mgd"	14.04	"09/01/2017"	"09/30/2017"	1
"echo_VAN040080502"	"dmr_mon_mgd"	12.85	"10/01/2017"	"10/31/2017"	1
"echo_VAN040080502"	"dmr_mon_mgd"	12.27	"11/01/2017"	"11/30/2017"	1
"echo_VAN040080502"	"dmr_mon_mgd"	11.94	"12/01/2017"	"12/31/2017"	1
"echo_VAN040080502"	"dmr_mon_mgd"	12.38	"01/01/2018"	"01/31/2018"	1
"echo_VAN040080502"	"dmr_mon_mgd"	15.26	"02/01/2018"	"02/28/2018"	1
"echo_VAN040080502"	"dmr_mon_mgd"	14.34	"03/01/2018"	"03/31/2018"	1
"echo_VAN040080502"	"dmr_mon_mgd"	14.68	"04/01/2018"	"04/30/2018"	1
"echo_VAN040080502"	"dmr_mon_mgd"	18.79	"05/01/2018"	"05/31/2018"	1
"echo_VA0020222001"	"dmr_mon_mgd"	0.0036	"10/01/2015"	"10/31/2015"	1
"echo_VA0020222001"	"dmr_mon_mgd"	0.003	"11/01/2015"	"11/30/2015"	1
"echo_VA0020222001"	"dmr_mon_mgd"	0.003	"12/01/2015"	"12/31/2015"	1
"echo_VA0020222001"	"dmr_mon_mgd"	0.004	"01/01/2016"	"01/31/2016"	1
"echo_VA0020222001"	"dmr_mon_mgd"	0.003	"02/01/2016"	"02/29/2016"	1
"echo_VA0020222001"	"dmr_mon_mgd"	0.003	"03/01/2016"	"03/31/2016"	1
"echo_VA0020222001"	"dmr_mon_mgd"	0.004	"04/01/2016"	"04/30/2016"	1
"echo_VA0020222001"	"dmr_mon_mgd"	0.004	"05/01/2016"	"05/31/2016"	1
"echo_VA0020222001"	"dmr_mon_mgd"	0.003	"06/01/2016"	"06/30/2016"	1
"echo_VA0020222001"	"dmr_mon_mgd"	0	"07/01/2016"	"07/31/2016"	1
"echo_VA0020222001"	"dmr_mon_mgd"	0	"08/01/2016"	"08/31/2016"	1
"echo_VA0020222001"	"dmr_mon_mgd"	0.005	"09/01/2016"	"09/30/2016"	1
"echo_VA0020222001"	"dmr_mon_mgd"	0.004	"10/01/2016"	"10/31/2016"	1
"echo_VA0020222001"	"dmr_mon_mgd"	0.003	"11/01/2016"	"11/30/2016"	1
"echo_VA0020222001"	"dmr_mon_mgd"	0.003	"12/01/2016"	"12/31/2016"	1
"echo_VA0020222001"	"dmr_mon_mgd"	0.003	"01/01/2017"	"01/31/2017"	1
"echo_VA0020222001"	"dmr_mon_mgd"	0.002	"02/01/2017"	"02/28/2017"	1
"echo_VA0020222001"	"dmr_mon_mgd"	0.003	"03/01/2017"	"03/31/2017"	1
"echo_VA0020222001"	"dmr_mon_mgd"	0.001	"04/01/2017"	"04/30/2017"	1
"echo_VA0020222001"	"dmr_mon_mgd"	0.002	"05/01/2017"	"05/31/2017"	1
"echo_VA0020222001"	"dmr_mon_mgd"	0.002	"06/01/2017"	"06/30/2017"	1
"echo_VA0020222001"	"dmr_mon_mgd"	0	"07/01/2017"	"07/31/2017"	1
"echo_VA0020222001"	"dmr_mon_mgd"	0	"08/01/2017"	"08/31/2017"	1
"echo_VA0020222001"	"dmr_mon_mgd"	0.003	"09/01/2017"	"09/30/2017"	1
"echo_VA0020222001"	"dmr_mon_mgd"	0.003	"10/01/2017"	"10/31/2017"	1
"echo_VA0020222001"	"dmr_mon_mgd"	0.002	"11/01/2017"	"11/30/2017"	1
"echo_VA0020222001"	"dmr_mon_mgd"	0.002	"12/01/2017"	"12/31/2017"	1
"echo_VA0020222001"	"dmr_mon_mgd"	0.001	"01/01/2018"	"01/31/2018"	1
"echo_VA0020222001"	"dmr_mon_mgd"	0.002	"02/01/2018"	"02/28/2018"	1
"echo_VA0020222001"	"dmr_mon_mgd"	0.002	"03/01/2018"	"03/31/2018"	1
"echo_VA0020222001"	"dmr_mon_mgd"	0.002	"04/01/2018"	"04/30/2018"	1
"echo_VA0027561001"	"dmr_mon_mgd"	0	"10/01/2015"	"10/31/2015"	1
"echo_VA0027561001"	"dmr_mon_mgd"	0	"01/01/2016"	"01/31/2016"	1
"echo_VA0027561001"	"dmr_mon_mgd"	0	"02/01/2016"	"02/29/2016"	1
"echo_VA0027561001"	"dmr_mon_mgd"	0	"03/01/2016"	"03/31/2016"	1
"echo_VA0027561001"	"dmr_mon_mgd"	0	"04/01/2016"	"04/30/2016"	1
"echo_VA0027561001"	"dmr_mon_mgd"	0	"05/01/2016"	"05/31/2016"	1
"echo_VA0027561001"	"dmr_mon_mgd"	0	"06/01/2016"	"06/30/2016"	1
"echo_VA0027561001"	"dmr_mon_mgd"	0	"07/01/2016"	"07/31/2016"	1
"echo_VA0027561001"	"dmr_mon_mgd"	0	"08/01/2016"	"08/31/2016"	1
"echo_VA0027561001"	"dmr_mon_mgd"	0	"09/01/2016"	"09/30/2016"	1
"echo_VA0027561001"	"dmr_mon_mgd"	0	"10/01/2016"	"10/31/2016"	1
"echo_VA0027561001"	"dmr_mon_mgd"	0	"11/01/2016"	"11/30/2016"	1
