"hydrocode"	"varkey"	"propname"	"propvalue"	"proptext"	"propcode"	"startdate"	"enddate"
"echo_VAL060968"	"css"	"css"	""	""	"No"	""	""
"echo_VAR050690"	"css"	"css"	""	""	"No"	""	""
"echo_VA0021733"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001584"	"css"	"css"	""	""	"No"	""	""
"echo_VA0088579"	"css"	"css"	""	""	"No"	""	""
"echo_VAL025143"	"css"	"css"	""	""	"No"	""	""
"echo_VAN010021"	"css"	"css"	""	""	"No"	""	""
"echo_VA0025143"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001754"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001579"	"css"	"css"	""	""	"No"	""	""
"echo_VAR101072"	"css"	"css"	""	""	"No"	""	""
"echo_VA0088692"	"css"	"css"	""	""	"No"	""	""
"echo_VA0092631"	"css"	"css"	""	""	"No"	""	""
"echo_VA0024899"	"css"	"css"	""	""	"No"	""	""
"echo_VAL024899"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001551"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001555"	"css"	"css"	""	""	"No"	""	""
"echo_VA0004189"	"css"	"css"	""	""	"No"	""	""
"echo_VA0059056"	"css"	"css"	""	""	"No"	""	""
"echo_VA0087700"	"css"	"css"	""	""	"No"	""	""
"echo_VA0092797"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001621"	"css"	"css"	""	""	"No"	""	""
"echo_VAN010092"	"css"	"css"	""	""	"No"	""	""
"echo_VAL022306"	"css"	"css"	""	""	"No"	""	""
"echo_VAL022349"	"css"	"css"	""	""	"No"	""	""
"echo_VAL022322"	"css"	"css"	""	""	"No"	""	""
"echo_VAL062481"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001858"	"css"	"css"	""	""	"No"	""	""
"echo_VAR160060"	"css"	"css"	""	""	"No"	""	""
"echo_VA0090433"	"css"	"css"	""	""	"No"	""	""
"echo_VA0090395"	"css"	"css"	""	""	"No"	""	""
"echo_VA0058424"	"css"	"css"	""	""	"No"	""	""
"echo_VA0091855"	"css"	"css"	""	""	"No"	""	""
"echo_VAU000028"	"css"	"css"	""	""	"No"	""	""
"echo_VAU000036"	"css"	"css"	""	""	"No"	""	""
"echo_VA0004383"	"css"	"css"	""	""	"No"	""	""
"echo_VA0003387"	"css"	"css"	""	""	"No"	""	""
"echo_VA0058254"	"css"	"css"	""	""	"No"	""	""
"echo_VA0003654"	"css"	"css"	""	""	"No"	""	""
"echo_VAN010016"	"css"	"css"	""	""	"No"	""	""
"echo_VA0022802"	"css"	"css"	""	""	"No"	""	""
"echo_VA0086665"	"css"	"css"	""	""	"No"	""	""
"echo_VA0089583"	"css"	"css"	""	""	"No"	""	""
"echo_VA0087173"	"css"	"css"	""	""	"No"	""	""
"echo_VA0090573"	"css"	"css"	""	""	"No"	""	""
"echo_VA0077763"	"css"	"css"	""	""	"No"	""	""
"echo_VAN030133"	"css"	"css"	""	""	"No"	""	""
"echo_VA0020656"	"css"	"css"	""	""	"No"	""	""
"echo_VAR106141"	"css"	"css"	""	""	"No"	""	""
"echo_VAR10C662"	"css"	"css"	""	""	"No"	""	""
"echo_VAR10C640"	"css"	"css"	""	""	"No"	""	""
"echo_VAR10D417"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001676"	"css"	"css"	""	""	"No"	""	""
"echo_VA0020818"	"css"	"css"	""	""	"No"	""	""
"echo_VA0020826"	"css"	"css"	""	""	"No"	""	""
"echo_VA0020851"	"css"	"css"	""	""	"No"	""	""
"echo_VA0063738"	"css"	"css"	""	""	"No"	""	""
"echo_VA0020842"	"css"	"css"	""	""	"No"	""	""
"echo_VA0020869"	"css"	"css"	""	""	"No"	""	""
"echo_VAL022390"	"css"	"css"	""	""	"No"	""	""
"echo_VA0022390"	"css"	"css"	""	""	"No"	""	""
"echo_WV0021687"	"css"	"css"	""	""	"No"	""	""
"echo_VA0064009"	"css"	"css"	""	""	"No"	""	""
"echo_VA0029084"	"css"	"css"	""	""	"No"	""	""
"echo_VAR100767"	"css"	"css"	""	""	"No"	""	""
"echo_VAR10C817"	"css"	"css"	""	""	"No"	""	""
"echo_VAR100895"	"css"	"css"	""	""	"No"	""	""
"echo_VA0061042"	"css"	"css"	""	""	"No"	""	""
"echo_VA0061301"	"css"	"css"	""	""	"No"	""	""
"echo_VAU000031"	"css"	"css"	""	""	"No"	""	""
"echo_VA0058599"	"css"	"css"	""	""	"No"	""	""
"echo_VAN010040"	"css"	"css"	""	""	"No"	""	""
"echo_VA0020532"	"css"	"css"	""	""	"No"	""	""
"echo_VAR050974"	"css"	"css"	""	""	"No"	""	""
"echo_VA0091499"	"css"	"css"	""	""	"No"	""	""
"echo_WV0090972"	"css"	"css"	""	""	"No"	""	""
"echo_VA0092347"	"css"	"css"	""	""	"No"	""	""
"echo_VA0024406"	"css"	"css"	""	""	"No"	""	""
"echo_VA0020940"	"css"	"css"	""	""	"No"	""	""
"echo_VAL020940"	"css"	"css"	""	""	"No"	""	""
"echo_VA0092894"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001587"	"css"	"css"	""	""	"No"	""	""
"echo_VA0087645"	"css"	"css"	""	""	"No"	""	""
"echo_VA0055832"	"css"	"css"	""	""	"No"	""	""
"echo_VA0088986"	"css"	"css"	""	""	"No"	""	""
"echo_VA0088978"	"css"	"css"	""	""	"No"	""	""
"echo_VA0027481"	"css"	"css"	""	""	"No"	""	""
"echo_VA0060844"	"css"	"css"	""	""	"No"	""	""
"echo_VA0005827"	"css"	"css"	""	""	"No"	""	""
"echo_VAL025194"	"css"	"css"	""	""	"No"	""	""
"echo_VA0025194"	"css"	"css"	""	""	"No"	""	""
"echo_VA0067661"	"css"	"css"	""	""	"No"	""	""
"echo_VA0052302"	"css"	"css"	""	""	"No"	""	""
"echo_VA0092665"	"css"	"css"	""	""	"No"	""	""
"echo_NCG210111"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001677"	"css"	"css"	""	""	"No"	""	""
"echo_VA0088943"	"css"	"css"	""	""	"No"	""	""
"echo_VA0029556"	"css"	"css"	""	""	"No"	""	""
"echo_VA0089052"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001588"	"css"	"css"	""	""	"No"	""	""
"echo_VAL025054"	"css"	"css"	""	""	"No"	""	""
"echo_VA0025054"	"css"	"css"	""	""	"No"	""	""
"echo_VA0032123"	"css"	"css"	""	""	"No"	""	""
"echo_VA0004791"	"css"	"css"	""	""	"No"	""	""
"echo_WV1020609"	"css"	"css"	""	""	"No"	""	""
"echo_VA0091162"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001539"	"css"	"css"	""	""	"No"	""	""
"echo_VA0065358"	"css"	"css"	""	""	"No"	""	""
"echo_VAN020111"	"css"	"css"	""	""	"No"	""	""
"echo_VA0088749"	"css"	"css"	""	""	"No"	""	""
"echo_VA0020737"	"css"	"css"	""	""	"No"	""	""
"echo_VA0085171"	"css"	"css"	""	""	"No"	""	""
"echo_VAN010107"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001562"	"css"	"css"	""	""	"No"	""	""
"echo_VA0026247"	"css"	"css"	""	""	"No"	""	""
"echo_VA0026417"	"css"	"css"	""	""	"No"	""	""
"echo_VAL026417"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001729"	"css"	"css"	""	""	"No"	""	""
"echo_VA0023892"	"css"	"css"	""	""	"No"	""	""
"echo_VA0060275"	"css"	"css"	""	""	"No"	""	""
"echo_VA0089184"	"css"	"css"	""	""	"No"	""	""
"echo_VAR100798"	"css"	"css"	""	""	"No"	""	""
"echo_VA0031194"	"css"	"css"	""	""	"No"	""	""
"echo_VA0051420"	"css"	"css"	""	""	"No"	""	""
"echo_VAL091383"	"css"	"css"	""	""	"No"	""	""
"echo_VA0091383"	"css"	"css"	""	""	"No"	""	""
"echo_VAN010017"	"css"	"css"	""	""	"No"	""	""
"echo_VALX90263"	"css"	"css"	""	""	"No"	""	""
"echo_VA0022250"	"css"	"css"	""	""	"No"	""	""
"echo_VA0022241"	"css"	"css"	""	""	"No"	""	""
"echo_VA0084034"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001720"	"css"	"css"	""	""	"No"	""	""
"echo_VAU000033"	"css"	"css"	""	""	"No"	""	""
"echo_VA0027014"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001567"	"css"	"css"	""	""	"No"	""	""
"echo_VA0090531"	"css"	"css"	""	""	"No"	""	""
"echo_VA0087254"	"css"	"css"	""	""	"No"	""	""
"echo_VA0090239"	"css"	"css"	""	""	"No"	""	""
"echo_VA0064751"	"css"	"css"	""	""	"No"	""	""
"echo_VA0026972"	"css"	"css"	""	""	"No"	""	""
"echo_VA0026999"	"css"	"css"	""	""	"No"	""	""
"echo_VA0068438"	"css"	"css"	""	""	"No"	""	""
"echo_VA0067521"	"css"	"css"	""	""	"No"	""	""
"echo_VA0092916"	"css"	"css"	""	""	"No"	""	""
"echo_VA0022225"	"css"	"css"	""	""	"No"	""	""
"echo_WV1008978"	"css"	"css"	""	""	"No"	""	""
"echo_VA0053082"	"css"	"css"	""	""	"No"	""	""
"echo_VA0054577"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001609"	"css"	"css"	""	""	"No"	""	""
"echo_VA0027294"	"css"	"css"	""	""	"No"	""	""
"echo_VAR101294"	"css"	"css"	""	""	"No"	""	""
"echo_VA0092690"	"css"	"css"	""	""	"No"	""	""
"echo_VA0058050"	"css"	"css"	""	""	"No"	""	""
"echo_VA0020991"	"css"	"css"	""	""	"No"	""	""
"echo_VAN040063"	"css"	"css"	""	""	"No"	""	""
"echo_VAR050581"	"css"	"css"	""	""	"No"	""	""
"echo_VA0091286"	"css"	"css"	""	""	"No"	""	""
"echo_VAR050640"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001747"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001652"	"css"	"css"	""	""	"No"	""	""
"echo_VA0028321"	"css"	"css"	""	""	"No"	""	""
"echo_VAN040072"	"css"	"css"	""	""	"No"	""	""
"echo_VA0003697"	"css"	"css"	""	""	"No"	""	""
"echo_WVU007416"	"css"	"css"	""	""	"No"	""	""
"echo_WVSG20102"	"css"	"css"	""	""	"No"	""	""
"echo_VA0089222"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001665"	"css"	"css"	""	""	"No"	""	""
"echo_VAG110082"	"css"	"css"	""	""	"No"	""	""
"echo_VA0092941"	"css"	"css"	""	""	"No"	""	""
"echo_VA0091421"	"css"	"css"	""	""	"No"	""	""
"echo_VA0087882"	"css"	"css"	""	""	"No"	""	""
"echo_VA0062928"	"css"	"css"	""	""	"No"	""	""
"echo_VAL025488"	"css"	"css"	""	""	"No"	""	""
"echo_VA0025488"	"css"	"css"	""	""	"No"	""	""
"echo_VA0072991"	"css"	"css"	""	""	"No"	""	""
"echo_VA0074381"	"css"	"css"	""	""	"No"	""	""
"echo_VA0091154"	"css"	"css"	""	""	"No"	""	""
"echo_VA0086274"	"css"	"css"	""	""	"No"	""	""
"echo_VA0083305"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001761"	"css"	"css"	""	""	"No"	""	""
"echo_VA0092452"	"css"	"css"	""	""	"No"	""	""
"echo_VAN020162"	"css"	"css"	""	""	"No"	""	""
"echo_VA0060917"	"css"	"css"	""	""	"No"	""	""
"echo_VA0078646"	"css"	"css"	""	""	"No"	""	""
"echo_VA0023965"	"css"	"css"	""	""	"No"	""	""
"echo_VA0091723"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001700"	"css"	"css"	""	""	"No"	""	""
"echo_VAR320004"	"css"	"css"	""	""	"No"	""	""
"echo_VA0021288"	"css"	"css"	""	""	"No"	""	""
"echo_VAN050001"	"css"	"css"	""	""	"No"	""	""
"echo_VA0088072"	"css"	"css"	""	""	"No"	""	""
"echo_VAR100878"	"css"	"css"	""	""	"No"	""	""
"echo_VA0027375"	"css"	"css"	""	""	"No"	""	""
"echo_VAG110063"	"css"	"css"	""	""	"No"	""	""
"echo_VAG110092"	"css"	"css"	""	""	"No"	""	""
"echo_VAR050740"	"css"	"css"	""	""	"No"	""	""
"echo_VA0065196"	"css"	"css"	""	""	"No"	""	""
"echo_VAR103977"	"css"	"css"	""	""	"No"	""	""
"echo_VA0090107"	"css"	"css"	""	""	"No"	""	""
"echo_VA0073504"	"css"	"css"	""	""	"No"	""	""
"echo_VAL073504"	"css"	"css"	""	""	"No"	""	""
"echo_VAN030045"	"css"	"css"	""	""	"No"	""	""
"echo_VA0090051"	"css"	"css"	""	""	"No"	""	""
"echo_VA0089427"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001556"	"css"	"css"	""	""	"No"	""	""
"echo_VA0029858"	"css"	"css"	""	""	"No"	""	""
"echo_VA0071692"	"css"	"css"	""	""	"No"	""	""
"echo_VA0082228"	"css"	"css"	""	""	"No"	""	""
"echo_VA0091227"	"css"	"css"	""	""	"No"	""	""
"echo_VA0091219"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001647"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001553"	"css"	"css"	""	""	"No"	""	""
"echo_VA0001309"	"css"	"css"	""	""	"No"	""	""
"echo_VA0092215"	"css"	"css"	""	""	"No"	""	""
"echo_VA0092363"	"css"	"css"	""	""	"No"	""	""
"echo_VA0091553"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001739"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001816"	"css"	"css"	""	""	"No"	""	""
"echo_VA0092291"	"css"	"css"	""	""	"No"	""	""
"echo_VA0000299"	"css"	"css"	""	""	"No"	""	""
"echo_VAU000032"	"css"	"css"	""	""	"No"	""	""
"echo_VA0053473"	"css"	"css"	""	""	"No"	""	""
"echo_VAU431041"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001705"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001651"	"css"	"css"	""	""	"No"	""	""
"echo_VA0021148"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001755"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001573"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001728"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001561"	"css"	"css"	""	""	"No"	""	""
"echo_VA0062162"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001589"	"css"	"css"	""	""	"No"	""	""
"echo_VA0030767"	"css"	"css"	""	""	"No"	""	""
"echo_VAN040126"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001704"	"css"	"css"	""	""	"No"	""	""
"echo_VAG112014"	"css"	"css"	""	""	"No"	""	""
"echo_VAG112016"	"css"	"css"	""	""	"No"	""	""
"echo_VA0060585"	"css"	"css"	""	""	"No"	""	""
"echo_VA0086673"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001610"	"css"	"css"	""	""	"No"	""	""
"echo_VA0029319"	"css"	"css"	""	""	"No"	""	""
"echo_VA0063118"	"css"	"css"	""	""	"No"	""	""
"echo_VA0029335"	"css"	"css"	""	""	"No"	""	""
"echo_VA0028398"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001664"	"css"	"css"	""	""	"No"	""	""
"echo_VA0076881"	"css"	"css"	""	""	"No"	""	""
"echo_VA0020524"	"css"	"css"	""	""	"No"	""	""
"echo_VA0006203"	"css"	"css"	""	""	"No"	""	""
"echo_VA0091405"	"css"	"css"	""	""	"No"	""	""
"echo_VA0088625"	"css"	"css"	""	""	"No"	""	""
"echo_VA0088404"	"css"	"css"	""	""	"No"	""	""
"echo_VA0074454"	"css"	"css"	""	""	"No"	""	""
"echo_VA0091294"	"css"	"css"	""	""	"No"	""	""
"echo_VA0068209"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001702"	"css"	"css"	""	""	"No"	""	""
"echo_VAU000034"	"css"	"css"	""	""	"No"	""	""
"echo_VAN040080"	"css"	"css"	""	""	"No"	""	""
"echo_VA0088609"	"css"	"css"	""	""	"No"	""	""
"echo_VAL060194"	"css"	"css"	""	""	"No"	""	""
"echo_VA0020222"	"css"	"css"	""	""	"No"	""	""
"echo_VA0088480"	"css"	"css"	""	""	"No"	""	""
"echo_VA0027561"	"css"	"css"	""	""	"No"	""	""
"echo_VA0026379"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001751"	"css"	"css"	""	""	"No"	""	""
"echo_VA0091618"	"css"	"css"	""	""	"No"	""	""
"echo_VA0051756"	"css"	"css"	""	""	"No"	""	""
"echo_VAR050878"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001721"	"css"	"css"	""	""	"No"	""	""
"echo_VA0024066"	"css"	"css"	""	""	"No"	""	""
"echo_VA0067067"	"css"	"css"	""	""	"No"	""	""
"echo_VAN010131"	"css"	"css"	""	""	"No"	""	""
"echo_VA0061751"	"css"	"css"	""	""	"No"	""	""
"echo_VAL061751"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001813"	"css"	"css"	""	""	"No"	""	""
"echo_VA0084212"	"css"	"css"	""	""	"No"	""	""
"echo_WV1006045"	"css"	"css"	""	""	"No"	""	""
"echo_VA0054623"	"css"	"css"	""	""	"No"	""	""
"echo_VAR040057"	"css"	"css"	""	""	"No"	""	""
"echo_VAL020991"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001842"	"css"	"css"	""	""	"No"	""	""
"echo_VAL060593"	"css"	"css"	""	""	"No"	""	""
"echo_VAL025127"	"css"	"css"	""	""	"No"	""	""
"echo_VAL078484"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001823"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001852"	"css"	"css"	""	""	"No"	""	""
"echo_VAR040029"	"css"	"css"	""	""	"No"	""	""
"echo_VA0056537"	"css"	"css"	""	""	"No"	""	""
"echo_VA0073300"	"css"	"css"	""	""	"No"	""	""
"echo_VAR101305"	"css"	"css"	""	""	"No"	""	""
"echo_VA0020168"	"css"	"css"	""	""	"No"	""	""
"echo_VA0064271"	"css"	"css"	""	""	"No"	""	""
"echo_VA0087084"	"css"	"css"	""	""	"No"	""	""
"echo_VA0021016"	"css"	"css"	""	""	"No"	""	""
"echo_VA0080527"	"css"	"css"	""	""	"No"	""	""
"echo_VAL022772"	"css"	"css"	""	""	"No"	""	""
"echo_VA0022772"	"css"	"css"	""	""	"No"	""	""
"echo_VA0006076"	"css"	"css"	""	""	"No"	""	""
"echo_VA0066991"	"css"	"css"	""	""	"No"	""	""
"echo_VA0026565"	"css"	"css"	""	""	"No"	""	""
"echo_VA0073733"	"css"	"css"	""	""	"No"	""	""
"echo_VA0022705"	"css"	"css"	""	""	"No"	""	""
"echo_VA0067318"	"css"	"css"	""	""	"No"	""	""
"echo_VA0089818"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001698"	"css"	"css"	""	""	"No"	""	""
"echo_VA0077828"	"css"	"css"	""	""	"No"	""	""
"echo_VAL077828"	"css"	"css"	""	""	"No"	""	""
"echo_VAU000039"	"css"	"css"	""	""	"No"	""	""
"echo_VA0029416"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001623"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001674"	"css"	"css"	""	""	"No"	""	""
"echo_VAG110095"	"css"	"css"	""	""	"No"	""	""
"echo_VAG116024"	"css"	"css"	""	""	"No"	""	""
"echo_VA0051683"	"css"	"css"	""	""	"No"	""	""
"echo_VA0051713"	"css"	"css"	""	""	"No"	""	""
"echo_VA0052841"	"css"	"css"	""	""	"No"	""	""
"echo_VA0051926"	"css"	"css"	""	""	"No"	""	""
"echo_VA0085481"	"css"	"css"	""	""	"No"	""	""
"echo_VA0004391"	"css"	"css"	""	""	"No"	""	""
"echo_VA0053813"	"css"	"css"	""	""	"No"	""	""
"echo_VA0092185"	"css"	"css"	""	""	"No"	""	""
"echo_VA0089265"	"css"	"css"	""	""	"No"	""	""
"echo_VA0075981"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001709"	"css"	"css"	""	""	"No"	""	""
"echo_VA0092932"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001666"	"css"	"css"	""	""	"No"	""	""
"echo_VAG110024"	"css"	"css"	""	""	"No"	""	""
"echo_VA0066907"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001544"	"css"	"css"	""	""	"No"	""	""
"echo_VA0027065"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001575"	"css"	"css"	""	""	"No"	""	""
"echo_VA0074586"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001629"	"css"	"css"	""	""	"No"	""	""
"echo_VA0029653"	"css"	"css"	""	""	"No"	""	""
"echo_VAL088579"	"css"	"css"	""	""	"No"	""	""
"echo_VA0091251"	"css"	"css"	""	""	"No"	""	""
"echo_VAL061859"	"css"	"css"	""	""	"No"	""	""
"echo_VA0061859"	"css"	"css"	""	""	"No"	""	""
"echo_VA0088382"	"css"	"css"	""	""	"No"	""	""
"echo_VA0090638"	"css"	"css"	""	""	"No"	""	""
"echo_VA0025542"	"css"	"css"	""	""	"No"	""	""
"echo_VAN040065"	"css"	"css"	""	""	"No"	""	""
"echo_VAL025542"	"css"	"css"	""	""	"No"	""	""
"echo_VA0020320"	"css"	"css"	""	""	"No"	""	""
"echo_VA0081213"	"css"	"css"	""	""	"No"	""	""
"echo_VA0092100"	"css"	"css"	""	""	"No"	""	""
"echo_VA0064599"	"css"	"css"	""	""	"No"	""	""
"echo_VA0027952"	"css"	"css"	""	""	"No"	""	""
"echo_VA0092487"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001678"	"css"	"css"	""	""	"No"	""	""
"echo_VAN040100"	"css"	"css"	""	""	"No"	""	""
"echo_VA0020303"	"css"	"css"	""	""	"No"	""	""
"echo_VA0080080"	"css"	"css"	""	""	"No"	""	""
"echo_VA0091375"	"css"	"css"	""	""	"No"	""	""
"echo_VA0088374"	"css"	"css"	""	""	"No"	""	""
"echo_VAU001683"	"css"	"css"	""	""	"No"	""	""
"echo_VA0083291"	"css"	"css"	""	""	"No"	""	""
"echo_VAR10F729"	"css"	"css"	""	""	"No"	""	""
"echo_VA0055000"	"css"	"css"	""	""	"No"	""	""
"echo_VA0091065"	"css"	"css"	""	""	"No"	""	""
"echo_VAU000020"	"css"	"css"	""	""	"No"	""	""
"echo_VA0003344"	"css"	"css"	""	""	"No"	""	""
"echo_VAN020054"	"css"	"css"	""	""	"No"	""	""
"echo_VA0068586"	"css"	"css"	""	""	"No"	""	""
"echo_VA0085723"	"css"	"css"	""	""	"No"	""	""
"echo_VAL061590"	"css"	"css"	""	""	"No"	""	""
"echo_VA0061590"	"css"	"css"	""	""	"No"	""	""
"echo_VAN020024"	"css"	"css"	""	""	"No"	""	""
"echo_VA0059145"	"css"	"css"	""	""	"No"	""	""
