"hydrocode"	"varkey"	"propname"	"propvalue"	"proptext"	"propcode"	"startdate"	"enddate"
"echo_VA0090671"	"reachcode_rad"	"reachcode_rad"	""	""	"2080201000118"	""	""
"echo_VAU000005"	"reachcode_rad"	"reachcode_rad"	""	""	""	""	""
"echo_VAN040069"	"reachcode_rad"	"reachcode_rad"	""	""	"2080201000694"	""	""
"echo_VA0027979"	"reachcode_rad"	"reachcode_rad"	""	""	"2080201000694"	""	""
"echo_VAG110188"	"reachcode_rad"	"reachcode_rad"	""	""	""	""	""
"echo_VAG110065"	"reachcode_rad"	"reachcode_rad"	""	""	""	""	""
"echo_VAG110064"	"reachcode_rad"	"reachcode_rad"	""	""	"2080204000224"	""	""
"echo_VAG114034"	"reachcode_rad"	"reachcode_rad"	""	""	"3010204000508"	""	""
"echo_VA0001961"	"reachcode_rad"	"reachcode_rad"	""	""	"2070005000009"	""	""
"echo_VAN010008"	"reachcode_rad"	"reachcode_rad"	""	""	"2070005000009"	""	""
"echo_VA0020451"	"reachcode_rad"	"reachcode_rad"	""	""	"3010101000141"	""	""
"echo_VAL020451"	"reachcode_rad"	"reachcode_rad"	""	""	"3010101000141"	""	""
"echo_VAN040105"	"reachcode_rad"	"reachcode_rad"	""	""	"2080207000754"	""	""
"echo_VAL091707"	"reachcode_rad"	"reachcode_rad"	""	""	""	""	""
"echo_VA0086681"	"reachcode_rad"	"reachcode_rad"	""	""	"2080207000421"	""	""
"echo_VA0091707"	"reachcode_rad"	"reachcode_rad"	""	""	"2080207000754"	""	""
"echo_VAR140069"	"reachcode_rad"	"reachcode_rad"	""	""	"2080207001658"	""	""
"echo_VA0091979"	"reachcode_rad"	"reachcode_rad"	""	""	"2080207001656"	""	""
"echo_VAU001613"	"reachcode_rad"	"reachcode_rad"	""	""	"2080203001452"	""	""
"echo_VA0001015"	"reachcode_rad"	"reachcode_rad"	""	""	"6010205000420"	""	""
"echo_VA0087106"	"reachcode_rad"	"reachcode_rad"	""	""	"3010101011168"	""	""
"echo_VA0087092"	"reachcode_rad"	"reachcode_rad"	""	""	"3010101000981"	""	""
"echo_VA0088765"	"reachcode_rad"	"reachcode_rad"	""	""	"3010101011272"	""	""
"echo_VAU001600"	"reachcode_rad"	"reachcode_rad"	""	""	""	""	""
"echo_VAR130015"	"reachcode_rad"	"reachcode_rad"	""	""	"2080106001899"	""	""
"echo_VA0063657"	"reachcode_rad"	"reachcode_rad"	""	""	"2080203001712"	""	""
"echo_VA0082546"	"reachcode_rad"	"reachcode_rad"	""	""	"2080203001713"	""	""
"echo_VA0088684"	"reachcode_rad"	"reachcode_rad"	""	""	"2080203000312"	""	""
"echo_VAU001658"	"reachcode_rad"	"reachcode_rad"	""	""	""	""	""
"echo_VA0089303"	"reachcode_rad"	"reachcode_rad"	""	""	"2080104001303"	""	""
"echo_VAU001687"	"reachcode_rad"	"reachcode_rad"	""	""	""	""	""
"echo_VAU001671"	"reachcode_rad"	"reachcode_rad"	""	""	"3010101001772"	""	""
"echo_VAR050577"	"reachcode_rad"	"reachcode_rad"	""	""	"2080207001658"	""	""
"echo_VA0083054"	"reachcode_rad"	"reachcode_rad"	""	""	"2070006000067"	""	""
"echo_VA0092070"	"reachcode_rad"	"reachcode_rad"	""	""	"2070005000004"	""	""
"echo_VAR150067"	"reachcode_rad"	"reachcode_rad"	""	""	"2070010000213"	""	""
"echo_VAR050901"	"reachcode_rad"	"reachcode_rad"	""	""	"2070010000213"	""	""
"echo_VA0000370"	"reachcode_rad"	"reachcode_rad"	""	""	"5050002001338"	""	""
"echo_VA0060798"	"reachcode_rad"	"reachcode_rad"	""	""	"6010206000506"	""	""
"echo_VA0052337"	"reachcode_rad"	"reachcode_rad"	""	""	"6010206000834"	""	""
"echo_VAN010050"	"reachcode_rad"	"reachcode_rad"	""	""	"2070005000124"	""	""
"echo_VA0002160"	"reachcode_rad"	"reachcode_rad"	""	""	"2070006000163"	""	""
"echo_VA0001678"	"reachcode_rad"	"reachcode_rad"	""	""	"3010101000941"	""	""
"echo_VA0089958"	"reachcode_rad"	"reachcode_rad"	""	""	"2070007000103"	""	""
"echo_VAU001634"	"reachcode_rad"	"reachcode_rad"	""	""	""	""	""
"echo_VA0089486"	"reachcode_rad"	"reachcode_rad"	""	""	"2080207001226"	""	""
"echo_VA0005819"	"reachcode_rad"	"reachcode_rad"	""	""	"2080207010689"	""	""
"echo_VA0020249"	"reachcode_rad"	"reachcode_rad"	""	""	"3010102001469"	""	""
"echo_VA0020257"	"reachcode_rad"	"reachcode_rad"	""	""	"2080207000772"	""	""
"echo_VAN010023"	"reachcode_rad"	"reachcode_rad"	""	""	"2070011000404"	""	""
"echo_VA0060968"	"reachcode_rad"	"reachcode_rad"	""	""	"2070011000404"	""	""
"echo_VAL060968"	"reachcode_rad"	"reachcode_rad"	""	""	"2070011000404"	""	""
"echo_VAR050690"	"reachcode_rad"	"reachcode_rad"	""	""	"3010201001403"	""	""
"echo_VA0021733"	"reachcode_rad"	"reachcode_rad"	""	""	"2070008000260"	""	""
"echo_VAU001584"	"reachcode_rad"	"reachcode_rad"	""	""	""	""	""
"echo_VA0088579"	"reachcode_rad"	"reachcode_rad"	""	""	"2070010001253"	""	""
"echo_VAL025143"	"reachcode_rad"	"reachcode_rad"	""	""	"2070010001015"	""	""
"echo_VA0025143"	"reachcode_rad"	"reachcode_rad"	""	""	"2070010001015"	""	""
"echo_VAN010021"	"reachcode_rad"	"reachcode_rad"	""	""	"2070010001015"	""	""
"echo_VAU001754"	"reachcode_rad"	"reachcode_rad"	""	""	"2070010001026"	""	""
"echo_VAU001579"	"reachcode_rad"	"reachcode_rad"	""	""	"3010102000434"	""	""
"echo_VAR101072"	"reachcode_rad"	"reachcode_rad"	""	""	"2070008000615"	""	""
"echo_VA0088692"	"reachcode_rad"	"reachcode_rad"	""	""	"2080206000538"	""	""
"echo_VA0092631"	"reachcode_rad"	"reachcode_rad"	""	""	"2070005000428"	""	""
"echo_VA0024899"	"reachcode_rad"	"reachcode_rad"	""	""	"2080106000304"	""	""
"echo_VAL024899"	"reachcode_rad"	"reachcode_rad"	""	""	"2080106001650"	""	""
"echo_VAU001551"	"reachcode_rad"	"reachcode_rad"	""	""	"2080205001283"	""	""
"echo_VAU001555"	"reachcode_rad"	"reachcode_rad"	""	""	"2070006000045"	""	""
"echo_VA0004189"	"reachcode_rad"	"reachcode_rad"	""	""	"2080208000632"	""	""
"echo_VA0059056"	"reachcode_rad"	"reachcode_rad"	""	""	"3010201000882"	""	""
"echo_VA0087700"	"reachcode_rad"	"reachcode_rad"	""	""	"2070010000526"	""	""
"echo_VA0092797"	"reachcode_rad"	"reachcode_rad"	""	""	"3010201000041"	""	""
"echo_VAU001621"	"reachcode_rad"	"reachcode_rad"	""	""	""	""	""
"echo_VAN010092"	"reachcode_rad"	"reachcode_rad"	""	""	"2070005000423"	""	""
"echo_VAL022306"	"reachcode_rad"	"reachcode_rad"	""	""	""	""	""
"echo_VAL022349"	"reachcode_rad"	"reachcode_rad"	""	""	"2070005000029"	""	""
"echo_VAL022322"	"reachcode_rad"	"reachcode_rad"	""	""	"2070005000423"	""	""
"echo_VAL062481"	"reachcode_rad"	"reachcode_rad"	""	""	"2070005000072"	""	""
"echo_VAU001858"	"reachcode_rad"	"reachcode_rad"	""	""	"2080203002420"	""	""
"echo_VAR160060"	"reachcode_rad"	"reachcode_rad"	""	""	"2070005000099"	""	""
"echo_VA0090433"	"reachcode_rad"	"reachcode_rad"	""	""	"2080106001933"	""	""
"echo_VA0090395"	"reachcode_rad"	"reachcode_rad"	""	""	"2080202000151"	""	""
"echo_VA0058424"	"reachcode_rad"	"reachcode_rad"	""	""	"5050001002764"	""	""
"echo_VA0091855"	"reachcode_rad"	"reachcode_rad"	""	""	"5050001000874"	""	""
"echo_VAU000028"	"reachcode_rad"	"reachcode_rad"	""	""	""	""	""
"echo_VAU000036"	"reachcode_rad"	"reachcode_rad"	""	""	""	""	""
"echo_VA0004383"	"reachcode_rad"	"reachcode_rad"	""	""	"2080208000943"	""	""
"echo_VA0003387"	"reachcode_rad"	"reachcode_rad"	""	""	"2080208000704"	""	""
"echo_VA0058254"	"reachcode_rad"	"reachcode_rad"	""	""	"2080208000429"	""	""
"echo_VA0003654"	"reachcode_rad"	"reachcode_rad"	""	""	"2080206001540"	""	""
"echo_VA0022802"	"reachcode_rad"	"reachcode_rad"	""	""	"2070008000728"	""	""
"echo_VAN010016"	"reachcode_rad"	"reachcode_rad"	""	""	"2070008000728"	""	""
"echo_VA0086665"	"reachcode_rad"	"reachcode_rad"	""	""	"3010103000223"	""	""
"echo_VA0089583"	"reachcode_rad"	"reachcode_rad"	""	""	"5050002000424"	""	""
"echo_VA0087173"	"reachcode_rad"	"reachcode_rad"	""	""	"2080104001278"	""	""
"echo_VA0090573"	"reachcode_rad"	"reachcode_rad"	""	""	"2080105000863"	""	""
"echo_VAN030133"	"reachcode_rad"	"reachcode_rad"	""	""	"2080106000249"	""	""
"echo_VA0077763"	"reachcode_rad"	"reachcode_rad"	""	""	"2080106001313"	""	""
"echo_VA0020656"	"reachcode_rad"	"reachcode_rad"	""	""	"2080205001369"	""	""
"echo_VAR106141"	"reachcode_rad"	"reachcode_rad"	""	""	"2070011000332"	""	""
"echo_VAR10C662"	"reachcode_rad"	"reachcode_rad"	""	""	"2070010000830"	""	""
"echo_VAR10C640"	"reachcode_rad"	"reachcode_rad"	""	""	"2070008000261"	""	""
"echo_VAR10D417"	"reachcode_rad"	"reachcode_rad"	""	""	"2080104000802"	""	""
"echo_VAU001676"	"reachcode_rad"	"reachcode_rad"	""	""	"3010101002601"	""	""
"echo_VA0020818"	"reachcode_rad"	"reachcode_rad"	""	""	"3010101002845"	""	""
"echo_VA0020826"	"reachcode_rad"	"reachcode_rad"	""	""	"3010101002594"	""	""
"echo_VA0020851"	"reachcode_rad"	"reachcode_rad"	""	""	"3010101002638"	""	""
"echo_VA0063738"	"reachcode_rad"	"reachcode_rad"	""	""	"3010101001226"	""	""
"echo_VA0020842"	"reachcode_rad"	"reachcode_rad"	""	""	"3010101002406"	""	""
"echo_VA0020869"	"reachcode_rad"	"reachcode_rad"	""	""	"3010101002806"	""	""
"echo_VAL022390"	"reachcode_rad"	"reachcode_rad"	""	""	"3010101002820"	""	""
"echo_VA0022390"	"reachcode_rad"	"reachcode_rad"	""	""	"3010101000128"	""	""
"echo_WV0021687"	"reachcode_rad"	"reachcode_rad"	""	""	"5070201000935"	""	""
"echo_VA0064009"	"reachcode_rad"	"reachcode_rad"	""	""	"6010205000322"	""	""
"echo_VA0029084"	"reachcode_rad"	"reachcode_rad"	""	""	"6010101000786"	""	""
"echo_VAR100767"	"reachcode_rad"	"reachcode_rad"	""	""	"2070008000623"	""	""
"echo_VAR10C817"	"reachcode_rad"	"reachcode_rad"	""	""	"2080204000098"	""	""
"echo_VAR100895"	"reachcode_rad"	"reachcode_rad"	""	""	"2080204000098"	""	""
"echo_VA0061042"	"reachcode_rad"	"reachcode_rad"	""	""	"2080203000540"	""	""
"echo_VA0061301"	"reachcode_rad"	"reachcode_rad"	""	""	"2080105000873"	""	""
"echo_VAU000031"	"reachcode_rad"	"reachcode_rad"	""	""	""	""	""
"echo_VA0058599"	"reachcode_rad"	"reachcode_rad"	""	""	"2070007000157"	""	""
"echo_VAN010040"	"reachcode_rad"	"reachcode_rad"	""	""	"2070007000014"	""	""
"echo_VA0020532"	"reachcode_rad"	"reachcode_rad"	""	""	"2070007000014"	""	""
"echo_VAR050974"	"reachcode_rad"	"reachcode_rad"	""	""	"2080204000271"	""	""
"echo_VA0091499"	"reachcode_rad"	"reachcode_rad"	""	""	"2080206000902"	""	""
"echo_WV0090972"	"reachcode_rad"	"reachcode_rad"	""	""	""	""	""
"echo_VA0092347"	"reachcode_rad"	"reachcode_rad"	""	""	"2070005000161"	""	""
"echo_VA0024406"	"reachcode_rad"	"reachcode_rad"	""	""	"2070005000161"	""	""
"echo_VA0020940"	"reachcode_rad"	"reachcode_rad"	""	""	"6010206000073"	""	""
"echo_VAL020940"	"reachcode_rad"	"reachcode_rad"	""	""	"6010206000074"	""	""
"echo_VA0092894"	"reachcode_rad"	"reachcode_rad"	""	""	"5050002000330"	""	""
"echo_VAU001587"	"reachcode_rad"	"reachcode_rad"	""	""	"2080106001523"	""	""
"echo_VA0087645"	"reachcode_rad"	"reachcode_rad"	""	""	"2080104000167"	""	""
"echo_VA0055832"	"reachcode_rad"	"reachcode_rad"	""	""	"2080208000840"	""	""
"echo_VA0088986"	"reachcode_rad"	"reachcode_rad"	""	""	"2070005000225"	""	""
"echo_VA0088978"	"reachcode_rad"	"reachcode_rad"	""	""	"3010201001944"	""	""
"echo_VA0027481"	"reachcode_rad"	"reachcode_rad"	""	""	"3010101000339"	""	""
"echo_VA0060844"	"reachcode_rad"	"reachcode_rad"	""	""	"5050001000725"	""	""
"echo_VA0005827"	"reachcode_rad"	"reachcode_rad"	""	""	"3010201001409"	""	""
"echo_VA0025194"	"reachcode_rad"	"reachcode_rad"	""	""	"3010201001409"	""	""
"echo_VAL025194"	"reachcode_rad"	"reachcode_rad"	""	""	"2080207000496"	""	""
"echo_VA0067661"	"reachcode_rad"	"reachcode_rad"	""	""	"5050002001063"	""	""
"echo_VA0052302"	"reachcode_rad"	"reachcode_rad"	""	""	"5050002000476"	""	""
"echo_VA0092665"	"reachcode_rad"	"reachcode_rad"	""	""	"5050002000476"	""	""
"echo_NCG210111"	"reachcode_rad"	"reachcode_rad"	""	""	"3010104001487"	""	""
"echo_VAU001677"	"reachcode_rad"	"reachcode_rad"	""	""	"2070005000210"	""	""
"echo_VA0088943"	"reachcode_rad"	"reachcode_rad"	""	""	"2070005000113"	""	""
"echo_VA0029556"	"reachcode_rad"	"reachcode_rad"	""	""	"2080204000410"	""	""
"echo_VA0089052"	"reachcode_rad"	"reachcode_rad"	""	""	"3010101001249"	""	""
"echo_VAU001588"	"reachcode_rad"	"reachcode_rad"	""	""	"5050002000091"	""	""
"echo_VAL025054"	"reachcode_rad"	"reachcode_rad"	""	""	"5050002000091"	""	""
"echo_VA0025054"	"reachcode_rad"	"reachcode_rad"	""	""	"5050002000091"	""	""
"echo_VA0032123"	"reachcode_rad"	"reachcode_rad"	""	""	"2080201009828"	""	""
"echo_VA0004791"	"reachcode_rad"	"reachcode_rad"	""	""	"2080202000031"	""	""
"echo_WV1020609"	"reachcode_rad"	"reachcode_rad"	""	""	""	""	""
"echo_VA0091162"	"reachcode_rad"	"reachcode_rad"	""	""	"2080203001522"	""	""
"echo_VAU001539"	"reachcode_rad"	"reachcode_rad"	""	""	""	""	""
"echo_VA0065358"	"reachcode_rad"	"reachcode_rad"	""	""	"2080103000158"	""	""
"echo_VAN020111"	"reachcode_rad"	"reachcode_rad"	""	""	"2080103000158"	""	""
"echo_VA0088749"	"reachcode_rad"	"reachcode_rad"	""	""	"2080103000158"	""	""
"echo_VA0020737"	"reachcode_rad"	"reachcode_rad"	""	""	"2080105000744"	""	""
"echo_VAN010107"	"reachcode_rad"	"reachcode_rad"	""	""	"2070007000143"	""	""
"echo_VA0085171"	"reachcode_rad"	"reachcode_rad"	""	""	"2070007000143"	""	""
"echo_VAU001562"	"reachcode_rad"	"reachcode_rad"	""	""	""	""	""
"echo_VA0026247"	"reachcode_rad"	"reachcode_rad"	""	""	"3010106000083"	""	""
"echo_VA0026417"	"reachcode_rad"	"reachcode_rad"	""	""	"3010204000015"	""	""
"echo_VAL026417"	"reachcode_rad"	"reachcode_rad"	""	""	"3010201000011"	""	""
"echo_VAU001729"	"reachcode_rad"	"reachcode_rad"	""	""	"2080207001603"	""	""
"echo_VA0023892"	"reachcode_rad"	"reachcode_rad"	""	""	"5070202000982"	""	""
"echo_VA0060275"	"reachcode_rad"	"reachcode_rad"	""	""	"5070202000303"	""	""
"echo_VA0089184"	"reachcode_rad"	"reachcode_rad"	""	""	"2080206000538"	""	""
"echo_VAR100798"	"reachcode_rad"	"reachcode_rad"	""	""	"2080204000084"	""	""
"echo_VA0031194"	"reachcode_rad"	"reachcode_rad"	""	""	"3010101000924"	""	""
"echo_VA0051420"	"reachcode_rad"	"reachcode_rad"	""	""	"2070005000036"	""	""
"echo_VAL091383"	"reachcode_rad"	"reachcode_rad"	""	""	"2070008000249"	""	""
"echo_VA0091383"	"reachcode_rad"	"reachcode_rad"	""	""	"2070008000680"	""	""
"echo_VAN010017"	"reachcode_rad"	"reachcode_rad"	""	""	"2070008000249"	""	""
"echo_VALX90263"	"reachcode_rad"	"reachcode_rad"	""	""	""	""	""
"echo_VA0022250"	"reachcode_rad"	"reachcode_rad"	""	""	"3010102000257"	""	""
"echo_VA0022241"	"reachcode_rad"	"reachcode_rad"	""	""	"3010102000352"	""	""
"echo_VA0084034"	"reachcode_rad"	"reachcode_rad"	""	""	"3010102001570"	""	""
"echo_VAU001720"	"reachcode_rad"	"reachcode_rad"	""	""	"3010102000056"	""	""
"echo_VAU000033"	"reachcode_rad"	"reachcode_rad"	""	""	"2080206001857"	""	""
"echo_VA0027014"	"reachcode_rad"	"reachcode_rad"	""	""	"3010204000847"	""	""
"echo_VAU001567"	"reachcode_rad"	"reachcode_rad"	""	""	"3010102001361"	""	""
"echo_VA0090531"	"reachcode_rad"	"reachcode_rad"	""	""	"5070202000322"	""	""
"echo_VA0087254"	"reachcode_rad"	"reachcode_rad"	""	""	"5070202000458"	""	""
"echo_VA0090239"	"reachcode_rad"	"reachcode_rad"	""	""	"5070202000361"	""	""
"echo_VA0064751"	"reachcode_rad"	"reachcode_rad"	""	""	"5070202000457"	""	""
"echo_VA0026972"	"reachcode_rad"	"reachcode_rad"	""	""	"5070201001453"	""	""
"echo_VA0026999"	"reachcode_rad"	"reachcode_rad"	""	""	"5070202000420"	""	""
"echo_VA0068438"	"reachcode_rad"	"reachcode_rad"	""	""	"5070202000393"	""	""
"echo_VA0067521"	"reachcode_rad"	"reachcode_rad"	""	""	"5070201005365"	""	""
"echo_VA0092916"	"reachcode_rad"	"reachcode_rad"	""	""	""	""	""
"echo_VA0022225"	"reachcode_rad"	"reachcode_rad"	""	""	"2080201000011"	""	""
"echo_WV1008978"	"reachcode_rad"	"reachcode_rad"	""	""	"5070201000917"	""	""
"echo_VA0053082"	"reachcode_rad"	"reachcode_rad"	""	""	"2080208000272"	""	""
"echo_VA0054577"	"reachcode_rad"	"reachcode_rad"	""	""	"3010101000217"	""	""
"echo_VAU001609"	"reachcode_rad"	"reachcode_rad"	""	""	"2080203000768"	""	""
"echo_VA0027294"	"reachcode_rad"	"reachcode_rad"	""	""	"2080205000830"	""	""
"echo_VAR101294"	"reachcode_rad"	"reachcode_rad"	""	""	""	""	""
"echo_VA0092690"	"reachcode_rad"	"reachcode_rad"	""	""	"2080203000940"	""	""
"echo_VA0058050"	"reachcode_rad"	"reachcode_rad"	""	""	"2080203000940"	""	""
"echo_VA0020991"	"reachcode_rad"	"reachcode_rad"	""	""	"2080202000026"	""	""
"echo_VAN040063"	"reachcode_rad"	"reachcode_rad"	""	""	"2080202000026"	""	""
"echo_VAR050581"	"reachcode_rad"	"reachcode_rad"	""	""	"2080207001365"	""	""
"echo_VA0091286"	"reachcode_rad"	"reachcode_rad"	""	""	"2080202000642"	""	""
"echo_VAR050640"	"reachcode_rad"	"reachcode_rad"	""	""	""	""	""
"echo_VAU001747"	"reachcode_rad"	"reachcode_rad"	""	""	"2070010000662"	""	""
"echo_VAU001652"	"reachcode_rad"	"reachcode_rad"	""	""	"3010101002554"	""	""
"echo_VA0028321"	"reachcode_rad"	"reachcode_rad"	""	""	"6010102000637"	""	""
"echo_VA0003697"	"reachcode_rad"	"reachcode_rad"	""	""	"2080203002693"	""	""
"echo_VAN040072"	"reachcode_rad"	"reachcode_rad"	""	""	"2080203000383"	""	""
"echo_WVU007416"	"reachcode_rad"	"reachcode_rad"	""	""	""	""	""
"echo_VA0089222"	"reachcode_rad"	"reachcode_rad"	""	""	"2080208000712"	""	""
"echo_VAU001665"	"reachcode_rad"	"reachcode_rad"	""	""	""	""	""
"echo_VAG110082"	"reachcode_rad"	"reachcode_rad"	""	""	"2080106001899"	""	""
"echo_VA0092941"	"reachcode_rad"	"reachcode_rad"	""	""	""	""	""
"echo_VA0091421"	"reachcode_rad"	"reachcode_rad"	""	""	"2070011000524"	""	""
"echo_VA0087882"	"reachcode_rad"	"reachcode_rad"	""	""	"6010102007532"	""	""
"echo_VA0062928"	"reachcode_rad"	"reachcode_rad"	""	""	"2070005000236"	""	""
"echo_VAL025488"	"reachcode_rad"	"reachcode_rad"	""	""	"2080204000083"	""	""
"echo_VA0025488"	"reachcode_rad"	"reachcode_rad"	""	""	"2080204000083"	""	""
"echo_VA0072991"	"reachcode_rad"	"reachcode_rad"	""	""	"2080203000679"	""	""
"echo_VA0074381"	"reachcode_rad"	"reachcode_rad"	""	""	"2080103000397"	""	""
"echo_VA0091154"	"reachcode_rad"	"reachcode_rad"	""	""	"2080206000946"	""	""
"echo_VA0086274"	"reachcode_rad"	"reachcode_rad"	""	""	"5070202000688"	""	""
"echo_VA0083305"	"reachcode_rad"	"reachcode_rad"	""	""	"2070006000356"	""	""
"echo_VAU001761"	"reachcode_rad"	"reachcode_rad"	""	""	"2080107000045"	""	""
"echo_VA0092452"	"reachcode_rad"	"reachcode_rad"	""	""	"2080103001049"	""	""
"echo_VAN020162"	"reachcode_rad"	"reachcode_rad"	""	""	"2080103001049"	""	""
"echo_VA0060917"	"reachcode_rad"	"reachcode_rad"	""	""	"2070005000089"	""	""
"echo_VA0078646"	"reachcode_rad"	"reachcode_rad"	""	""	"3010101000033"	""	""
"echo_VA0023965"	"reachcode_rad"	"reachcode_rad"	""	""	"3010102002231"	""	""
"echo_VA0091723"	"reachcode_rad"	"reachcode_rad"	""	""	"2080203001415"	""	""
"echo_VAU001700"	"reachcode_rad"	"reachcode_rad"	""	""	"2080206000903"	""	""
"echo_VAR320004"	"reachcode_rad"	"reachcode_rad"	""	""	"2080203001453"	""	""
"echo_VAN050001"	"reachcode_rad"	"reachcode_rad"	""	""	"3010205003036"	""	""
"echo_VA0021288"	"reachcode_rad"	"reachcode_rad"	""	""	"3010205003036"	""	""
"echo_VA0088072"	"reachcode_rad"	"reachcode_rad"	""	""	"2080206000553"	""	""
"echo_VAR100878"	"reachcode_rad"	"reachcode_rad"	""	""	""	""	""
"echo_VA0027375"	"reachcode_rad"	"reachcode_rad"	""	""	"3010201000583"	""	""
"echo_VAG110063"	"reachcode_rad"	"reachcode_rad"	""	""	"2070010000172"	""	""
"echo_VAG110092"	"reachcode_rad"	"reachcode_rad"	""	""	"2070011000284"	""	""
"echo_VAR050740"	"reachcode_rad"	"reachcode_rad"	""	""	"3010102002090"	""	""
"echo_VA0065196"	"reachcode_rad"	"reachcode_rad"	""	""	"2080111014942"	""	""
"echo_VAR103977"	"reachcode_rad"	"reachcode_rad"	""	""	"2080206001184"	""	""
"echo_VA0090107"	"reachcode_rad"	"reachcode_rad"	""	""	"2070010000106"	""	""
"echo_VA0073504"	"reachcode_rad"	"reachcode_rad"	""	""	"2080105000995"	""	""
"echo_VAN030045"	"reachcode_rad"	"reachcode_rad"	""	""	"2080105000995"	""	""
"echo_VAL073504"	"reachcode_rad"	"reachcode_rad"	""	""	""	""	""
"echo_VA0090051"	"reachcode_rad"	"reachcode_rad"	""	""	"2070006000126"	""	""
"echo_VA0089427"	"reachcode_rad"	"reachcode_rad"	""	""	"5050001000500"	""	""
"echo_VAU001556"	"reachcode_rad"	"reachcode_rad"	""	""	""	""	""
"echo_VA0029858"	"reachcode_rad"	"reachcode_rad"	""	""	"3010103001918"	""	""
"echo_VA0071692"	"reachcode_rad"	"reachcode_rad"	""	""	"2080204000008"	""	""
"echo_VA0082228"	"reachcode_rad"	"reachcode_rad"	""	""	"2080204000009"	""	""
"echo_VA0091227"	"reachcode_rad"	"reachcode_rad"	""	""	"2080202000148"	""	""
"echo_VA0091219"	"reachcode_rad"	"reachcode_rad"	""	""	"2070005000089"	""	""
"echo_VAU001647"	"reachcode_rad"	"reachcode_rad"	""	""	""	""	""
"echo_VAU001553"	"reachcode_rad"	"reachcode_rad"	""	""	""	""	""
"echo_VA0001309"	"reachcode_rad"	"reachcode_rad"	""	""	"3010105000537"	""	""
"echo_VA0092215"	"reachcode_rad"	"reachcode_rad"	""	""	"2080201001628"	""	""
"echo_VA0092363"	"reachcode_rad"	"reachcode_rad"	""	""	"2070006000115"	""	""
"echo_VA0091553"	"reachcode_rad"	"reachcode_rad"	""	""	"3010101002624"	""	""
"echo_VAU001739"	"reachcode_rad"	"reachcode_rad"	""	""	""	""	""
"echo_VAU001816"	"reachcode_rad"	"reachcode_rad"	""	""	""	""	""
"echo_VA0092291"	"reachcode_rad"	"reachcode_rad"	""	""	"5050002000216"	""	""
"echo_VA0000299"	"reachcode_rad"	"reachcode_rad"	""	""	"5050002000475"	""	""
"echo_VAU000032"	"reachcode_rad"	"reachcode_rad"	""	""	""	""	""
"echo_VA0053473"	"reachcode_rad"	"reachcode_rad"	""	""	"2080208000765"	""	""
