"hydrocode"	"varkey"	"propname"	"propvalue"	"proptext"	"propcode"	"startdate"	"enddate"
"echo_VA0024899"	"last_inspect"	"last_inspect"	""	""	""	"06/30/2016"	""
"echo_VAL024899"	"last_inspect"	"last_inspect"	""	""	""	"06/30/2016"	""
"echo_VAU001551"	"last_inspect"	"last_inspect"	""	""	""	"02/27/2002"	""
"echo_VAU001555"	"last_inspect"	"last_inspect"	""	""	""	"02/21/2002"	""
"echo_VA0004189"	"last_inspect"	"last_inspect"	""	""	""	"11/28/2011"	""
"echo_VA0059056"	"last_inspect"	"last_inspect"	""	""	""	"07/14/2016"	""
"echo_VA0087700"	"last_inspect"	"last_inspect"	""	""	""	"05/16/2007"	""
"echo_VA0092797"	"last_inspect"	"last_inspect"	""	""	""	"11/09/2017"	""
"echo_VAU001621"	"last_inspect"	"last_inspect"	""	""	""	"01/28/2003"	""
"echo_VAN010092"	"last_inspect"	"last_inspect"	""	""	""	"04/27/2017"	""
"echo_VAL022306"	"last_inspect"	"last_inspect"	""	""	""	NA	""
"echo_VAL022349"	"last_inspect"	"last_inspect"	""	""	""	"09/09/2016"	""
"echo_VAL022322"	"last_inspect"	"last_inspect"	""	""	""	"03/18/2016"	""
"echo_VAL062481"	"last_inspect"	"last_inspect"	""	""	""	"10/27/2015"	""
"echo_VAU001858"	"last_inspect"	"last_inspect"	""	""	""	"02/10/2014"	""
"echo_VAR160060"	"last_inspect"	"last_inspect"	""	""	""	"05/04/2004"	""
"echo_VA0090433"	"last_inspect"	"last_inspect"	""	""	""	"02/06/2017"	""
"echo_VA0090395"	"last_inspect"	"last_inspect"	""	""	""	"02/27/2014"	""
"echo_VA0058424"	"last_inspect"	"last_inspect"	""	""	""	"09/20/2016"	""
"echo_VA0091855"	"last_inspect"	"last_inspect"	""	""	""	"06/23/2010"	""
"echo_VAU000028"	"last_inspect"	"last_inspect"	""	""	""	"08/05/1999"	""
"echo_VAU000036"	"last_inspect"	"last_inspect"	""	""	""	"01/04/2000"	""
"echo_VA0004383"	"last_inspect"	"last_inspect"	""	""	""	"07/25/2013"	""
"echo_VA0003387"	"last_inspect"	"last_inspect"	""	""	""	"01/14/2015"	""
"echo_VA0058254"	"last_inspect"	"last_inspect"	""	""	""	"06/27/2017"	""
"echo_VA0003654"	"last_inspect"	"last_inspect"	""	""	""	"08/31/2017"	""
"echo_VAN010016"	"last_inspect"	"last_inspect"	""	""	""	"04/05/2017"	""
"echo_VA0022802"	"last_inspect"	"last_inspect"	""	""	""	"04/05/2017"	""
"echo_VA0086665"	"last_inspect"	"last_inspect"	""	""	""	"09/02/2014"	""
"echo_VA0089583"	"last_inspect"	"last_inspect"	""	""	""	"12/30/2015"	""
"echo_VA0087173"	"last_inspect"	"last_inspect"	""	""	""	"09/21/2017"	""
"echo_VA0090573"	"last_inspect"	"last_inspect"	""	""	""	"09/24/2015"	""
"echo_VA0077763"	"last_inspect"	"last_inspect"	""	""	""	"08/16/2017"	""
"echo_VAN030133"	"last_inspect"	"last_inspect"	""	""	""	"08/16/2017"	""
"echo_VA0020656"	"last_inspect"	"last_inspect"	""	""	""	"03/01/2018"	""
"echo_VAR106141"	"last_inspect"	"last_inspect"	""	""	""	"05/19/2015"	""
"echo_VAR10C662"	"last_inspect"	"last_inspect"	""	""	""	"05/20/2015"	""
"echo_VAR10C640"	"last_inspect"	"last_inspect"	""	""	""	"05/20/2015"	""
"echo_VAR10D417"	"last_inspect"	"last_inspect"	""	""	""	"05/19/2015"	""
"echo_VAU001676"	"last_inspect"	"last_inspect"	""	""	""	"07/14/2004"	""
"echo_VA0020818"	"last_inspect"	"last_inspect"	""	""	""	"09/03/2015"	""
"echo_VA0020826"	"last_inspect"	"last_inspect"	""	""	""	"03/12/2010"	""
"echo_VA0020851"	"last_inspect"	"last_inspect"	""	""	""	"01/29/2015"	""
"echo_VA0063738"	"last_inspect"	"last_inspect"	""	""	""	"01/29/2015"	""
"echo_VA0020842"	"last_inspect"	"last_inspect"	""	""	""	"01/29/2015"	""
"echo_VA0020869"	"last_inspect"	"last_inspect"	""	""	""	"09/03/2015"	""
"echo_VAL022390"	"last_inspect"	"last_inspect"	""	""	""	"12/06/2017"	""
"echo_VA0022390"	"last_inspect"	"last_inspect"	""	""	""	"12/06/2017"	""
"echo_WV0021687"	"last_inspect"	"last_inspect"	""	""	""	NA	""
"echo_VA0064009"	"last_inspect"	"last_inspect"	""	""	""	"03/25/2015"	""
"echo_VA0029084"	"last_inspect"	"last_inspect"	""	""	""	"11/08/2016"	""
"echo_VAR100767"	"last_inspect"	"last_inspect"	""	""	""	"03/29/2005"	""
"echo_VAR10C817"	"last_inspect"	"last_inspect"	""	""	""	"04/10/2014"	""
"echo_VAR100895"	"last_inspect"	"last_inspect"	""	""	""	"04/07/2014"	""
"echo_VA0061042"	"last_inspect"	"last_inspect"	""	""	""	"04/08/2015"	""
"echo_VA0061301"	"last_inspect"	"last_inspect"	""	""	""	"03/10/2016"	""
"echo_VAU000031"	"last_inspect"	"last_inspect"	""	""	""	"04/08/2002"	""
"echo_VA0058599"	"last_inspect"	"last_inspect"	""	""	""	"05/08/2013"	""
"echo_VAN010040"	"last_inspect"	"last_inspect"	""	""	""	"09/24/2015"	""
"echo_VA0020532"	"last_inspect"	"last_inspect"	""	""	""	"09/24/2015"	""
"echo_VAR050974"	"last_inspect"	"last_inspect"	""	""	""	"10/20/2004"	""
"echo_VA0091499"	"last_inspect"	"last_inspect"	""	""	""	"06/26/2012"	""
"echo_WV0090972"	"last_inspect"	"last_inspect"	""	""	""	NA	""
"echo_VA0092347"	"last_inspect"	"last_inspect"	""	""	""	NA	""
"echo_VA0024406"	"last_inspect"	"last_inspect"	""	""	""	"11/19/2014"	""
"echo_VA0020940"	"last_inspect"	"last_inspect"	""	""	""	"09/14/2016"	""
"echo_VAL020940"	"last_inspect"	"last_inspect"	""	""	""	"09/14/2016"	""
"echo_VA0092894"	"last_inspect"	"last_inspect"	""	""	""	"10/25/2016"	""
"echo_VAU001587"	"last_inspect"	"last_inspect"	""	""	""	"08/12/2002"	""
"echo_VA0087645"	"last_inspect"	"last_inspect"	""	""	""	"12/19/2014"	""
"echo_VA0055832"	"last_inspect"	"last_inspect"	""	""	""	"08/29/2013"	""
"echo_VA0088986"	"last_inspect"	"last_inspect"	""	""	""	"09/21/2015"	""
"echo_VA0088978"	"last_inspect"	"last_inspect"	""	""	""	"07/19/2016"	""
"echo_VA0027481"	"last_inspect"	"last_inspect"	""	""	""	"07/31/2014"	""
"echo_VA0060844"	"last_inspect"	"last_inspect"	""	""	""	"05/25/2017"	""
"echo_VA0005827"	"last_inspect"	"last_inspect"	""	""	""	"05/08/2013"	""
"echo_VAL025194"	"last_inspect"	"last_inspect"	""	""	""	NA	""
"echo_VA0025194"	"last_inspect"	"last_inspect"	""	""	""	"01/19/2017"	""
"echo_VA0067661"	"last_inspect"	"last_inspect"	""	""	""	"10/23/2012"	""
"echo_VA0052302"	"last_inspect"	"last_inspect"	""	""	""	"06/22/2010"	""
"echo_VA0092665"	"last_inspect"	"last_inspect"	""	""	""	NA	""
"echo_NCG210111"	"last_inspect"	"last_inspect"	""	""	""	"03/09/2010"	""
"echo_VAU001677"	"last_inspect"	"last_inspect"	""	""	""	"07/07/2004"	""
"echo_VA0088943"	"last_inspect"	"last_inspect"	""	""	""	"08/31/2017"	""
"echo_VA0029556"	"last_inspect"	"last_inspect"	""	""	""	"03/30/2015"	""
"echo_VA0089052"	"last_inspect"	"last_inspect"	""	""	""	"01/25/2015"	""
"echo_VAU001588"	"last_inspect"	"last_inspect"	""	""	""	"08/21/2002"	""
"echo_VAL025054"	"last_inspect"	"last_inspect"	""	""	""	"07/11/2017"	""
"echo_VA0025054"	"last_inspect"	"last_inspect"	""	""	""	"07/11/2017"	""
"echo_VA0032123"	"last_inspect"	"last_inspect"	""	""	""	"05/29/2014"	""
"echo_VA0004791"	"last_inspect"	"last_inspect"	""	""	""	"05/15/2014"	""
"echo_WV1020609"	"last_inspect"	"last_inspect"	""	""	""	NA	""
"echo_VA0091162"	"last_inspect"	"last_inspect"	""	""	""	"03/24/2016"	""
"echo_VAU001539"	"last_inspect"	"last_inspect"	""	""	""	NA	""
"echo_VA0065358"	"last_inspect"	"last_inspect"	""	""	""	"05/16/2017"	""
"echo_VAN020111"	"last_inspect"	"last_inspect"	""	""	""	"03/12/2003"	""
"echo_VA0088749"	"last_inspect"	"last_inspect"	""	""	""	"03/12/2003"	""
"echo_VA0020737"	"last_inspect"	"last_inspect"	""	""	""	"10/25/2016"	""
"echo_VA0085171"	"last_inspect"	"last_inspect"	""	""	""	"01/24/2013"	""
"echo_VAN010107"	"last_inspect"	"last_inspect"	""	""	""	"01/24/2013"	""
"echo_VAU001562"	"last_inspect"	"last_inspect"	""	""	""	"04/03/2002"	""
"echo_VA0026247"	"last_inspect"	"last_inspect"	""	""	""	"04/17/2014"	""
"echo_VA0026417"	"last_inspect"	"last_inspect"	""	""	""	"08/04/2016"	""
"echo_VAL026417"	"last_inspect"	"last_inspect"	""	""	""	NA	""
"echo_VAU001729"	"last_inspect"	"last_inspect"	""	""	""	"05/09/2005"	""
"echo_VA0023892"	"last_inspect"	"last_inspect"	""	""	""	"06/13/2016"	""
"echo_VA0060275"	"last_inspect"	"last_inspect"	""	""	""	"06/10/2015"	""
"echo_VA0089184"	"last_inspect"	"last_inspect"	""	""	""	"07/01/2010"	""
"echo_VAR100798"	"last_inspect"	"last_inspect"	""	""	""	"04/11/2014"	""
"echo_VA0031194"	"last_inspect"	"last_inspect"	""	""	""	"08/22/2014"	""
"echo_VA0051420"	"last_inspect"	"last_inspect"	""	""	""	"08/18/2011"	""
"echo_VAL091383"	"last_inspect"	"last_inspect"	""	""	""	"02/25/2015"	""
"echo_VA0091383"	"last_inspect"	"last_inspect"	""	""	""	"02/25/2015"	""
"echo_VAN010017"	"last_inspect"	"last_inspect"	""	""	""	NA	""
"echo_VALX90263"	"last_inspect"	"last_inspect"	""	""	""	NA	""
"echo_VA0022250"	"last_inspect"	"last_inspect"	""	""	""	"04/02/2014"	""
"echo_VA0022241"	"last_inspect"	"last_inspect"	""	""	""	"04/02/2014"	""
"echo_VA0084034"	"last_inspect"	"last_inspect"	""	""	""	"09/25/2014"	""
"echo_VAU001720"	"last_inspect"	"last_inspect"	""	""	""	"01/27/2005"	""
"echo_VAU000033"	"last_inspect"	"last_inspect"	""	""	""	"07/23/1999"	""
"echo_VA0027014"	"last_inspect"	"last_inspect"	""	""	""	"05/20/2014"	""
"echo_VAU001567"	"last_inspect"	"last_inspect"	""	""	""	"03/28/2002"	""
"echo_VA0090531"	"last_inspect"	"last_inspect"	""	""	""	"08/18/2017"	""
"echo_VA0087254"	"last_inspect"	"last_inspect"	""	""	""	"10/11/2017"	""
"echo_VA0090239"	"last_inspect"	"last_inspect"	""	""	""	"05/26/2016"	""
"echo_VA0064751"	"last_inspect"	"last_inspect"	""	""	""	"10/16/2014"	""
"echo_VA0026972"	"last_inspect"	"last_inspect"	""	""	""	"11/19/2014"	""
"echo_VA0026999"	"last_inspect"	"last_inspect"	""	""	""	"12/13/2016"	""
"echo_VA0068438"	"last_inspect"	"last_inspect"	""	""	""	"11/04/2015"	""
"echo_VA0067521"	"last_inspect"	"last_inspect"	""	""	""	"11/04/2015"	""
"echo_VA0092916"	"last_inspect"	"last_inspect"	""	""	""	NA	""
"echo_VA0022225"	"last_inspect"	"last_inspect"	""	""	""	"01/07/2014"	""
"echo_WV1008978"	"last_inspect"	"last_inspect"	""	""	""	NA	""
"echo_VA0053082"	"last_inspect"	"last_inspect"	""	""	""	"11/05/2015"	""
"echo_VA0054577"	"last_inspect"	"last_inspect"	""	""	""	"05/29/2015"	""
"echo_VAU001609"	"last_inspect"	"last_inspect"	""	""	""	"10/30/2002"	""
"echo_VA0027294"	"last_inspect"	"last_inspect"	""	""	""	"02/19/2014"	""
"echo_VAR101294"	"last_inspect"	"last_inspect"	""	""	""	"01/09/2003"	""
"echo_VA0092690"	"last_inspect"	"last_inspect"	""	""	""	"02/19/2014"	""
"echo_VA0058050"	"last_inspect"	"last_inspect"	""	""	""	"06/25/2013"	""
"echo_VA0020991"	"last_inspect"	"last_inspect"	""	""	""	"10/25/2016"	""
"echo_VAN040063"	"last_inspect"	"last_inspect"	""	""	""	"10/25/2016"	""
"echo_VAR050581"	"last_inspect"	"last_inspect"	""	""	""	"04/02/2002"	""
"echo_VA0091286"	"last_inspect"	"last_inspect"	""	""	""	"10/16/2017"	""
"echo_VAR050640"	"last_inspect"	"last_inspect"	""	""	""	"11/07/2002"	""
"echo_VAU001747"	"last_inspect"	"last_inspect"	""	""	""	"09/21/2006"	""
"echo_VAU001652"	"last_inspect"	"last_inspect"	""	""	""	"09/09/2003"	""
"echo_VA0028321"	"last_inspect"	"last_inspect"	""	""	""	"01/20/2015"	""
"echo_VAN040072"	"last_inspect"	"last_inspect"	""	""	""	NA	""
"echo_VA0003697"	"last_inspect"	"last_inspect"	""	""	""	"09/24/2014"	""
"echo_WVU007416"	"last_inspect"	"last_inspect"	""	""	""	NA	""
"echo_WVSG20102"	"last_inspect"	"last_inspect"	""	""	""	NA	""
"echo_VA0089222"	"last_inspect"	"last_inspect"	""	""	""	"07/15/2015"	""
"echo_VAU001665"	"last_inspect"	"last_inspect"	""	""	""	"01/22/2004"	""
"echo_VAG110082"	"last_inspect"	"last_inspect"	""	""	""	"06/24/2004"	""
"echo_VA0092941"	"last_inspect"	"last_inspect"	""	""	""	NA	""
"echo_VA0091421"	"last_inspect"	"last_inspect"	""	""	""	"10/27/2016"	""
"echo_VA0087882"	"last_inspect"	"last_inspect"	""	""	""	"10/16/2017"	""
"echo_VA0062928"	"last_inspect"	"last_inspect"	""	""	""	"04/08/2009"	""
"echo_VAL025488"	"last_inspect"	"last_inspect"	""	""	""	"09/29/2010"	""
"echo_VA0025488"	"last_inspect"	"last_inspect"	""	""	""	"09/29/2010"	""
"echo_VA0072991"	"last_inspect"	"last_inspect"	""	""	""	"08/06/2015"	""
"echo_VA0074381"	"last_inspect"	"last_inspect"	""	""	""	"07/27/2016"	""
"echo_VA0091154"	"last_inspect"	"last_inspect"	""	""	""	"11/03/2015"	""
"echo_VA0086274"	"last_inspect"	"last_inspect"	""	""	""	"04/10/2018"	""
"echo_VA0083305"	"last_inspect"	"last_inspect"	""	""	""	"08/27/2015"	""
"echo_VAU001761"	"last_inspect"	"last_inspect"	""	""	""	"09/25/2006"	""
"echo_VA0092452"	"last_inspect"	"last_inspect"	""	""	""	"07/27/2016"	""
"echo_VAN020162"	"last_inspect"	"last_inspect"	""	""	""	"07/27/2016"	""
"echo_VA0060917"	"last_inspect"	"last_inspect"	""	""	""	"09/01/2011"	""
"echo_VA0078646"	"last_inspect"	"last_inspect"	""	""	""	"09/17/2014"	""
"echo_VA0023965"	"last_inspect"	"last_inspect"	""	""	""	"09/17/2014"	""
"echo_VA0091723"	"last_inspect"	"last_inspect"	""	""	""	"05/07/2012"	""
"echo_VAU001700"	"last_inspect"	"last_inspect"	""	""	""	"08/12/2004"	""
"echo_VAR320004"	"last_inspect"	"last_inspect"	""	""	""	"03/13/2002"	""
"echo_VA0021288"	"last_inspect"	"last_inspect"	""	""	""	"08/31/2017"	""
"echo_VAN050001"	"last_inspect"	"last_inspect"	""	""	""	"08/31/2017"	""
"echo_VA0088072"	"last_inspect"	"last_inspect"	""	""	""	"08/13/2013"	""
"echo_VAR100878"	"last_inspect"	"last_inspect"	""	""	""	"05/08/2002"	""
"echo_VA0027375"	"last_inspect"	"last_inspect"	""	""	""	"08/04/2016"	""
"echo_VAG110063"	"last_inspect"	"last_inspect"	""	""	""	"05/03/2005"	""
"echo_VAG110092"	"last_inspect"	"last_inspect"	""	""	""	"05/04/2005"	""
"echo_VAR050740"	"last_inspect"	"last_inspect"	""	""	""	"06/08/2004"	""
"echo_VA0065196"	"last_inspect"	"last_inspect"	""	""	""	"08/16/2017"	""
"echo_VAR103977"	"last_inspect"	"last_inspect"	""	""	""	"08/11/2004"	""
"echo_VA0090107"	"last_inspect"	"last_inspect"	""	""	""	"12/16/2011"	""
"echo_VA0073504"	"last_inspect"	"last_inspect"	""	""	""	"10/25/2016"	""
"echo_VAL073504"	"last_inspect"	"last_inspect"	""	""	""	NA	""
"echo_VAN030045"	"last_inspect"	"last_inspect"	""	""	""	NA	""
"echo_VA0090051"	"last_inspect"	"last_inspect"	""	""	""	"06/25/2013"	""
"echo_VA0089427"	"last_inspect"	"last_inspect"	""	""	""	"07/29/2004"	""
"echo_VAU001556"	"last_inspect"	"last_inspect"	""	""	""	"02/28/2002"	""
"echo_VA0029858"	"last_inspect"	"last_inspect"	""	""	""	"04/05/2017"	""
"echo_VA0071692"	"last_inspect"	"last_inspect"	""	""	""	"09/14/2015"	""
"echo_VA0082228"	"last_inspect"	"last_inspect"	""	""	""	"03/27/2014"	""
"echo_VA0091227"	"last_inspect"	"last_inspect"	""	""	""	"08/31/2015"	""
"echo_VA0091219"	"last_inspect"	"last_inspect"	""	""	""	"08/31/2015"	""
"echo_VAU001647"	"last_inspect"	"last_inspect"	""	""	""	NA	""
"echo_VAU001553"	"last_inspect"	"last_inspect"	""	""	""	"02/27/2002"	""
"echo_VA0001309"	"last_inspect"	"last_inspect"	""	""	""	"07/25/2012"	""
"echo_VA0092215"	"last_inspect"	"last_inspect"	""	""	""	"07/17/2014"	""
"echo_VA0092363"	"last_inspect"	"last_inspect"	""	""	""	NA	""
"echo_VA0091553"	"last_inspect"	"last_inspect"	""	""	""	"11/02/2017"	""
"echo_VAU001739"	"last_inspect"	"last_inspect"	""	""	""	"09/18/2006"	""
"echo_VAU001816"	"last_inspect"	"last_inspect"	""	""	""	"06/14/2010"	""
"echo_VA0092291"	"last_inspect"	"last_inspect"	""	""	""	"01/31/2012"	""
"echo_VA0000299"	"last_inspect"	"last_inspect"	""	""	""	"06/11/2015"	""
"echo_VAU000032"	"last_inspect"	"last_inspect"	""	""	""	"07/19/1999"	""
"echo_VA0053473"	"last_inspect"	"last_inspect"	""	""	""	"10/27/2014"	""
"echo_VAU431041"	"last_inspect"	"last_inspect"	""	""	""	"05/02/2002"	""
"echo_VAU001705"	"last_inspect"	"last_inspect"	""	""	""	"08/25/2004"	""
"echo_VAU001651"	"last_inspect"	"last_inspect"	""	""	""	NA	""
"echo_VA0021148"	"last_inspect"	"last_inspect"	""	""	""	"08/31/2017"	""
"echo_VAU001755"	"last_inspect"	"last_inspect"	""	""	""	"09/26/2006"	""
"echo_VAU001573"	"last_inspect"	"last_inspect"	""	""	""	"01/22/2018"	""
"echo_VAU001728"	"last_inspect"	"last_inspect"	""	""	""	"05/23/2005"	""
"echo_VAU001561"	"last_inspect"	"last_inspect"	""	""	""	"03/05/2002"	""
"echo_VA0062162"	"last_inspect"	"last_inspect"	""	""	""	"12/18/2007"	""
"echo_VAU001589"	"last_inspect"	"last_inspect"	""	""	""	"08/09/2002"	""
"echo_VA0030767"	"last_inspect"	"last_inspect"	""	""	""	"05/26/2017"	""
"echo_VAN040126"	"last_inspect"	"last_inspect"	""	""	""	"05/26/2017"	""
"echo_VAU001704"	"last_inspect"	"last_inspect"	""	""	""	"08/11/2004"	""
"echo_VAG112014"	"last_inspect"	"last_inspect"	""	""	""	"07/23/2002"	""
"echo_VAG112016"	"last_inspect"	"last_inspect"	""	""	""	"12/18/2002"	""
"echo_VA0060585"	"last_inspect"	"last_inspect"	""	""	""	"12/08/2016"	""
"echo_VA0086673"	"last_inspect"	"last_inspect"	""	""	""	"12/08/2016"	""
"echo_VAU001610"	"last_inspect"	"last_inspect"	""	""	""	"11/12/2002"	""
