"bundle"	"name"	"ftype"	"hydrocode"	"fstatus"	"dh_link_facility_mps"	"dh_geofield"
"transfer"	"TO VA0004880001"	"release"	"vahydro_VA0004880001"	"active"	"echo_VA0004880"	"POINT (-77.408889 37.416944)"
"transfer"	"TO VA0005291001"	"release"	"vahydro_VA0005291001"	"active"	"echo_VA0005291"	"POINT (-77.275759 37.299074)"
"transfer"	"TO VA0005291002"	"release"	"vahydro_VA0005291002"	"active"	"echo_VA0005291"	"POINT (-77.275759 37.299074)"
"transfer"	"TO VA0005291003"	"release"	"vahydro_VA0005291003"	"active"	"echo_VA0005291"	"POINT (-77.275759 37.299074)"
"transfer"	"TO VA0005291101"	"release"	"vahydro_VA0005291101"	"active"	"echo_VA0005291"	"POINT (-77.275759 37.299074)"
"transfer"	"TO VA0005291301"	"release"	"vahydro_VA0005291301"	"active"	"echo_VA0005291"	"POINT (-77.275759 37.299074)"
"transfer"	"TO VA0005291401"	"release"	"vahydro_VA0005291401"	"active"	"echo_VA0005291"	"POINT (-77.275759 37.299074)"
"transfer"	"TO VA0005312001"	"release"	"vahydro_VA0005312001"	"active"	"echo_VA0005312"	"POINT (-77.2884 37.33963)"
"transfer"	"TO VA0005312002"	"release"	"vahydro_VA0005312002"	"active"	"echo_VA0005312"	"POINT (-77.2884 37.33963)"
"transfer"	"TO VA0005312003"	"release"	"vahydro_VA0005312003"	"active"	"echo_VA0005312"	"POINT (-77.2884 37.33963)"
"transfer"	"TO VA0005312201"	"release"	"vahydro_VA0005312201"	"active"	"echo_VA0005312"	"POINT (-77.2884 37.33963)"
"transfer"	"TO VA0005312202"	"release"	"vahydro_VA0005312202"	"active"	"echo_VA0005312"	"POINT (-77.2884 37.33963)"
"transfer"	"TO VA0005657001"	"release"	"vahydro_VA0005657001"	"active"	"echo_VA0005657"	"POINT (-76.32322 37.01307)"
"transfer"	"TO VA0005657002"	"release"	"vahydro_VA0005657002"	"active"	"echo_VA0005657"	"POINT (-76.32322 37.01307)"
"transfer"	"TO VA0005720001"	"release"	"vahydro_VA0005720001"	"active"	"echo_VA0005720"	"POINT (-77.44038 37.44545)"
"transfer"	"TO VA0005720002"	"release"	"vahydro_VA0005720002"	"active"	"echo_VA0005720"	"POINT (-77.44038 37.44545)"
"transfer"	"TO VA0005720003"	"release"	"vahydro_VA0005720003"	"active"	"echo_VA0005720"	"POINT (-77.44038 37.44545)"
"transfer"	"TO VA0005720004"	"release"	"vahydro_VA0005720004"	"active"	"echo_VA0005720"	"POINT (-77.44038 37.44545)"
"transfer"	"TO VA0005819004"	"release"	"vahydro_VA0005819004"	"active"	"echo_VA0005819"	"POINT (-77.519165 37.225555)"
"transfer"	"TO VA0005819005"	"release"	"vahydro_VA0005819005"	"active"	"echo_VA0005819"	"POINT (-77.519165 37.225555)"
"transfer"	"TO VA0005819101"	"release"	"vahydro_VA0005819101"	"active"	"echo_VA0005819"	"POINT (-77.519165 37.225555)"
"transfer"	"TO VA0005835001"	"release"	"vahydro_VA0005835001"	"active"	"echo_VA0005835"	"POINT (-76.302222 36.937777)"
"transfer"	"TO VA0005851001"	"release"	"vahydro_VA0005851001"	"active"	"echo_VA0005851"	"POINT (-76.291667 36.833333)"
"transfer"	"TO VA0005851002"	"release"	"vahydro_VA0005851002"	"active"	"echo_VA0005851"	"POINT (-76.291667 36.833333)"
"transfer"	"TO VA0005851003"	"release"	"vahydro_VA0005851003"	"active"	"echo_VA0005851"	"POINT (-76.291667 36.833333)"
"transfer"	"TO VA0005860001"	"release"	"vahydro_VA0005860001"	"active"	"echo_VA0005860"	"POINT (-76.21254 36.87668)"
"transfer"	"TO VA0005860002"	"release"	"vahydro_VA0005860002"	"active"	"echo_VA0005860"	"POINT (-76.21254 36.87668)"
"transfer"	"TO VA0005860003"	"release"	"vahydro_VA0005860003"	"active"	"echo_VA0005860"	"POINT (-76.21254 36.87668)"
"transfer"	"TO VA0006076001"	"release"	"vahydro_VA0006076001"	"active"	"echo_VA0006076"	"POINT (-79.84699 37.84578)"
"transfer"	"TO VA0006203001"	"release"	"vahydro_VA0006203001"	"active"	"echo_VA0006203"	"POINT (-76.063056 37.045833)"
"transfer"	"TO VA0006203002"	"release"	"vahydro_VA0006203002"	"active"	"echo_VA0006203"	"POINT (-76.063056 37.045833)"
"transfer"	"TO VA0006203003"	"release"	"vahydro_VA0006203003"	"active"	"echo_VA0006203"	"POINT (-76.063056 37.045833)"
"transfer"	"TO VA0006203004"	"release"	"vahydro_VA0006203004"	"active"	"echo_VA0006203"	"POINT (-76.063056 37.045833)"
"transfer"	"TO VA0006203005"	"release"	"vahydro_VA0006203005"	"active"	"echo_VA0006203"	"POINT (-76.063056 37.045833)"
"transfer"	"TO VA0006203006"	"release"	"vahydro_VA0006203006"	"active"	"echo_VA0006203"	"POINT (-76.063056 37.045833)"
"transfer"	"TO VA0006254001"	"release"	"vahydro_VA0006254001"	"active"	"echo_VA0006254"	"POINT (-77.64376 37.41467)"
"transfer"	"TO VA0006408001"	"release"	"vahydro_VA0006408001"	"active"	"echo_VA0006408"	"POINT (-78.9103 37.5108)"
"transfer"	"TO VA0006408301"	"release"	"vahydro_VA0006408301"	"active"	"echo_VA0006408"	"POINT (-78.9103 37.5108)"
"transfer"	"TO VA0006483001"	"release"	"vahydro_VA0006483001"	"active"	"echo_VA0006483"	"POINT (-77.525617 36.693816)"
"transfer"	"TO VA0006483002"	"release"	"vahydro_VA0006483002"	"active"	"echo_VA0006483"	"POINT (-77.525617 36.693816)"
"transfer"	"TO VA0006483101"	"release"	"vahydro_VA0006483101"	"active"	"echo_VA0006483"	"POINT (-77.525617 36.693816)"
"transfer"	"TO VA0020168001"	"release"	"vahydro_VA0020168001"	"active"	"echo_VA0020168"	"POINT (-78.550806 36.621574)"
"transfer"	"TO VA0020176001"	"release"	"vahydro_VA0020176001"	"active"	"echo_VA0020176"	"POINT (-78.229925 36.993505)"
"transfer"	"TO VA0020184001"	"release"	"vahydro_VA0020184001"	"active"	"echo_VA0020184"	"POINT (-78.22406 36.99305)"
