"bundle"	"name"	"ftype"	"hydrocode"	"fstatus"	"dh_link_facility_mps"	"dh_geofield"
"transfer"	"TO VA0020222001"	"release"	"vahydro_VA0020222001"	"active"	"echo_VA0020222"	"POINT (-77.76529 37.38959)"
"transfer"	"TO VA0020249001"	"release"	"vahydro_VA0020249001"	"active"	"echo_VA0020249"	"POINT (-78.83366 37.3445)"
"transfer"	"TO VA0020257001"	"release"	"vahydro_VA0020257001"	"active"	"echo_VA0020257"	"POINT (-78.816076 37.353927)"
"transfer"	"TO VA0020281001"	"release"	"vahydro_VA0020281001"	"active"	"echo_VA0020281"	"POINT (-81.05815 36.93402)"
"transfer"	"TO VA0020303001"	"release"	"vahydro_VA0020303001"	"active"	"echo_VA0020303"	"POINT (-78.12415 37.17562)"
"transfer"	"TO VA0020311001"	"release"	"vahydro_VA0020311001"	"active"	"echo_VA0020311"	"POINT (-78.35444 38.97743)"
"transfer"	"TO VA0020320001"	"release"	"vahydro_VA0020320001"	"active"	"echo_VA0020320"	"POINT (-78.923 36.7692)"
"transfer"	"TO VA0020346001"	"release"	"vahydro_VA0020346001"	"active"	"echo_VA0020346"	"POINT (-77.54162 36.68048)"
"transfer"	"TO VA0020354001"	"release"	"vahydro_VA0020354001"	"active"	"echo_VA0020354"	"POINT (-77.83949 36.7477)"
"transfer"	"TO VA0020362001"	"release"	"vahydro_VA0020362001"	"active"	"echo_VA0020362"	"POINT (-78.881111 36.695278)"
"transfer"	"TO VA0020451001"	"release"	"vahydro_VA0020451001"	"active"	"echo_VA0020451"	"POINT (-79.285 37.10922)"
"transfer"	"TO VA0020460001"	"release"	"vahydro_VA0020460001"	"active"	"echo_VA0020460"	"POINT (-77.693639 38.738361)"
"transfer"	"TO VA0020508001"	"release"	"vahydro_VA0020508001"	"active"	"echo_VA0020508"	"POINT (-78.562016 38.818833)"
"transfer"	"TO VA0020524001"	"release"	"vahydro_VA0020524001"	"active"	"echo_VA0020524"	"POINT (-79.37736 36.81234)"
"transfer"	"TO VA0020532001"	"release"	"vahydro_VA0020532001"	"active"	"echo_VA0020532"	"POINT (-77.95567 39.13672)"
"transfer"	"TO VA0020532002"	"release"	"vahydro_VA0020532002"	"active"	"echo_VA0020532"	"POINT (-77.95567 39.13672)"
"transfer"	"TO VA0020532999"	"release"	"vahydro_VA0020532999"	"active"	"echo_VA0020532"	"POINT (-77.95567 39.13672)"
"transfer"	"TO VA0020630001"	"release"	"vahydro_VA0020630001"	"active"	"echo_VA0020630"	"POINT (-77.36052 37.71208)"
"transfer"	"TO VA0020656001"	"release"	"vahydro_VA0020656001"	"active"	"echo_VA0020656"	"POINT (-77.905511 37.667733)"
"transfer"	"TO VA0020664001"	"release"	"vahydro_VA0020664001"	"active"	"echo_VA0020664"	"POINT (-77.34036 37.75409)"
"transfer"	"TO VA0020672001"	"release"	"vahydro_VA0020672001"	"active"	"echo_VA0020672"	"POINT (-81.9275 36.999722)"
"transfer"	"TO VA0020681002"	"release"	"vahydro_VA0020681002"	"active"	"echo_VA0020681"	"POINT (-77.828889 37.634444)"
"transfer"	"TO VA0020699001"	"release"	"vahydro_VA0020699001"	"active"	"echo_VA0020699"	"POINT (-77.830959 37.640484)"
"transfer"	"TO VA0020702002"	"release"	"vahydro_VA0020702002"	"active"	"echo_VA0020702"	"POINT (-77.88606 37.67588)"
"transfer"	"TO VA0020729001"	"release"	"vahydro_VA0020729001"	"active"	"echo_VA0020729"	"POINT (-80.887523 37.170398)"
"transfer"	"TO VA0020737001"	"release"	"vahydro_VA0020737001"	"active"	"echo_VA0020737"	"POINT (-77.35875 38.04871)"
"transfer"	"TO VA0020745001"	"release"	"vahydro_VA0020745001"	"active"	"echo_VA0020745"	"POINT (-82.052778 36.921667)"
"transfer"	"TO VA0020761001"	"release"	"vahydro_VA0020761001"	"active"	"echo_VA0020761"	"POINT (-77.474161 36.804211)"
"transfer"	"TO VA0020788001"	"release"	"vahydro_VA0020788001"	"active"	"echo_VA0020788"	"POINT (-76.37407 37.7088)"
"transfer"	"TO VA0020851001"	"release"	"vahydro_VA0020851001"	"active"	"echo_VA0020851"	"POINT (-79.4343 37.36521)"
"transfer"	"TO VA0020877001"	"release"	"vahydro_VA0020877001"	"active"	"echo_VA0020877"	"POINT (-76.483056 37.918889)"
"transfer"	"TO VA0020940001"	"release"	"vahydro_VA0020940001"	"active"	"echo_VA0020940"	"POINT (-82.800341 36.856618)"
"transfer"	"TO VA0020974001"	"release"	"vahydro_VA0020974001"	"active"	"echo_VA0020974"	"POINT (-77.663843 39.136835)"
"transfer"	"TO VA0020982001"	"release"	"vahydro_VA0020982001"	"active"	"echo_VA0020982"	"POINT (-78.288436 39.035016)"
"transfer"	"TO VA0020991001"	"release"	"vahydro_VA0020991001"	"active"	"echo_VA0020991"	"POINT (-79.3645 37.72405)"
"transfer"	"TO VA0020991002"	"release"	"vahydro_VA0020991002"	"active"	"echo_VA0020991"	"POINT (-79.3645 37.72405)"
"transfer"	"TO VA0021016001"	"release"	"vahydro_VA0021016001"	"active"	"echo_VA0021016"	"POINT (-82.162222 36.938055)"
"transfer"	"TO VA0021067001"	"release"	"vahydro_VA0021067001"	"active"	"echo_VA0021067"	"POINT (-77.026944 38.326667)"
"transfer"	"TO VA0021083001"	"release"	"vahydro_VA0021083001"	"active"	"echo_VA0021083"	"POINT (-82.463055 36.653888)"
"transfer"	"TO VA0021105001"	"release"	"vahydro_VA0021105001"	"active"	"echo_VA0021105"	"POINT (-78.1934 38.12952)"
"transfer"	"TO VA0021113001"	"release"	"vahydro_VA0021113001"	"active"	"echo_VA0021113"	"POINT (-80.81005 37.33347)"
"transfer"	"TO VA0021130001"	"release"	"vahydro_VA0021130001"	"active"	"echo_VA0021130"	"POINT (-81.838346 36.650874)"
"transfer"	"TO VA0021148001"	"release"	"vahydro_VA0021148001"	"active"	"echo_VA0021148"	"POINT (-79.298718 37.899983)"
"transfer"	"TO VA0021172001"	"release"	"vahydro_VA0021172001"	"active"	"echo_VA0021172"	"POINT (-77.81612 38.71584)"
"transfer"	"TO VA0021199001"	"release"	"vahydro_VA0021199001"	"active"	"echo_VA0021199"	"POINT (-81.8325 37.0914)"
"transfer"	"TO VA0021253001"	"release"	"vahydro_VA0021253001"	"active"	"echo_VA0021253"	"POINT (-75.747799 37.717132)"
"transfer"	"TO VA0021261001"	"release"	"vahydro_VA0021261001"	"active"	"echo_VA0021261"	"POINT (-77.04689 37.37398)"
"transfer"	"TO VA0021318001"	"release"	"vahydro_VA0021318001"	"active"	"echo_VA0021318"	"POINT (-78.606303 38.562962)"
"transfer"	"TO VA0021326001"	"release"	"vahydro_VA0021326001"	"active"	"echo_VA0021326"	"POINT (-81.25325 36.892518)"
"transfer"	"TO VA0021342001"	"release"	"vahydro_VA0021342001"	"active"	"echo_VA0021342"	"POINT (-78.66864 38.6612)"
"transfer"	"TO VA0021385001"	"release"	"vahydro_VA0021385001"	"active"	"echo_VA0021385"	"POINT (-78.15161 38.261)"
"transfer"	"TO VA0021750001"	"release"	"vahydro_VA0021750001"	"active"	"echo_VA0021750"	"POINT (-77.5353 39.213)"
"transfer"	"TO VA0021768001"	"release"	"vahydro_VA0021768001"	"active"	"echo_VA0021768"	"POINT (-78.182635 36.703419)"
"transfer"	"TO VA0021776001"	"release"	"vahydro_VA0021776001"	"active"	"echo_VA0021776"	"POINT (-78.49531 36.70573)"
"transfer"	"TO VA0021849001"	"release"	"vahydro_VA0021849001"	"active"	"echo_VA0021849"	"POINT (-78.19766 36.68824)"
"transfer"	"TO VA0021857001"	"release"	"vahydro_VA0021857001"	"active"	"echo_VA0021857"	"POINT (-78.53997 36.70939)"
"transfer"	"TO VA0021989001"	"release"	"vahydro_VA0021989001"	"active"	"echo_VA0021989"	"POINT (-79.854444 36.626111)"
"transfer"	"TO VA0022012001"	"release"	"vahydro_VA0022012001"	"active"	"echo_VA0022012"	"POINT (-82.79624 36.92263)"
"transfer"	"TO VA0022225001"	"release"	"vahydro_VA0022225001"	"active"	"echo_VA0022225"	"POINT (-79.66899 37.52836)"
"transfer"	"TO VA0022241001"	"release"	"vahydro_VA0022241001"	"active"	"echo_VA0022241"	"POINT (-78.94161 37.03889)"
"transfer"	"TO VA0022250001"	"release"	"vahydro_VA0022250001"	"active"	"echo_VA0022250"	"POINT (-78.9325 37.051667)"
"transfer"	"TO VA0022322001"	"release"	"vahydro_VA0022322001"	"active"	"echo_VA0022322"	"POINT (-78.959444 38.247778)"
"transfer"	"TO VA0022349001"	"release"	"vahydro_VA0022349001"	"active"	"echo_VA0022349"	"POINT (-78.8825 38.297777)"
"transfer"	"TO VA0022373001"	"release"	"vahydro_VA0022373001"	"active"	"echo_VA0022373"	"POINT (-76.30847 37.48558)"
"transfer"	"TO VA0022390001"	"release"	"vahydro_VA0022390001"	"active"	"echo_VA0022390"	"POINT (-79.506667 37.333611)"
"transfer"	"TO VA0022471001"	"release"	"vahydro_VA0022471001"	"active"	"echo_VA0022471"	"POINT (-78.17744 38.6901)"
"transfer"	"TO VA0022705001"	"release"	"vahydro_VA0022705001"	"active"	"echo_VA0022705"	"POINT (-78.918005 36.624133)"
"transfer"	"TO VA0022721001"	"release"	"vahydro_VA0022721001"	"active"	"echo_VA0022721"	"POINT (-79.042903 36.837179)"
"transfer"	"TO VA0022730001"	"release"	"vahydro_VA0022730001"	"active"	"echo_VA0022730"	"POINT (-79.013496 36.924563)"
"transfer"	"TO VA0022748001"	"release"	"vahydro_VA0022748001"	"active"	"echo_VA0022748"	"POINT (-78.875 36.83)"
"transfer"	"TO VA0022772001"	"release"	"vahydro_VA0022772001"	"active"	"echo_VA0022772"	"POINT (-79.81571 37.81334)"
"transfer"	"TO VA0022802002"	"release"	"vahydro_VA0022802002"	"active"	"echo_VA0022802"	"POINT (-77.71092 39.12141)"
"transfer"	"TO VA0022845001"	"release"	"vahydro_VA0022845001"	"active"	"echo_VA0022845"	"POINT (-78.24016 38.38787)"
"transfer"	"TO VA0022985001"	"release"	"vahydro_VA0022985001"	"active"	"echo_VA0022985"	"POINT (-80.254756 36.632415)"
"transfer"	"TO VA0022993001"	"release"	"vahydro_VA0022993001"	"active"	"echo_VA0022993"	"POINT (-81.422673 36.811341)"
"transfer"	"TO VA0023027001"	"release"	"vahydro_VA0023027001"	"active"	"echo_VA0023027"	"POINT (-82.460507 36.8956)"
"transfer"	"TO VA0023108001"	"release"	"vahydro_VA0023108001"	"active"	"echo_VA0023108"	"POINT (-77.766111 37.704444)"
"transfer"	"TO VA0023141001"	"release"	"vahydro_VA0023141001"	"active"	"echo_VA0023141"	"POINT (-79.81227 37.4691)"
"transfer"	"TO VA0023183001"	"release"	"vahydro_VA0023183001"	"active"	"echo_VA0023183"	"POINT (-77.64911 39.28172)"
"transfer"	"TO VA0023281001"	"release"	"vahydro_VA0023281001"	"active"	"echo_VA0023281"	"POINT (-79.573046 38.414977)"
"transfer"	"TO VA0023299001"	"release"	"vahydro_VA0023299001"	"active"	"echo_VA0023299"	"POINT (-77.20874 38.68489)"
"transfer"	"TO VA0023329001"	"release"	"vahydro_VA0023329001"	"active"	"echo_VA0023329"	"POINT (-77.331943 37.833192)"
"transfer"	"TO VA0023345001"	"release"	"vahydro_VA0023345001"	"active"	"echo_VA0023345"	"POINT (-78.302871 36.723334)"
"transfer"	"TO VA0023370001"	"release"	"vahydro_VA0023370001"	"active"	"echo_VA0023370"	"POINT (-78.13846 39.0531)"
"transfer"	"TO VA0023400001"	"release"	"vahydro_VA0023400001"	"active"	"echo_VA0023400"	"POINT (-79.15454 37.991)"
"transfer"	"TO VA0023418001"	"release"	"vahydro_VA0023418001"	"active"	"echo_VA0023418"	"POINT (-78.270288 37.984788)"
"transfer"	"TO VA0023426001"	"release"	"vahydro_VA0023426001"	"active"	"echo_VA0023426"	"POINT (-77.5613 37.40349)"
"transfer"	"TO VA0023469001"	"release"	"vahydro_VA0023469001"	"active"	"echo_VA0023469"	"POINT (-76.676169 37.953623)"
"transfer"	"TO VA0023477001"	"release"	"vahydro_VA0023477001"	"active"	"echo_VA0023477"	"POINT (-82.463611 36.918333)"
"transfer"	"TO VA0023558001"	"release"	"vahydro_VA0023558001"	"active"	"echo_VA0023558"	"POINT (-79.952222 36.622222)"
"transfer"	"TO VA0023817001"	"release"	"vahydro_VA0023817001"	"active"	"echo_VA0023817"	"POINT (-75.91096 37.40323)"
"transfer"	"TO VA0023825001"	"release"	"vahydro_VA0023825001"	"active"	"echo_VA0023825"	"POINT (-78.6324 38.48752)"
"transfer"	"TO VA0023892001"	"release"	"vahydro_VA0023892001"	"active"	"echo_VA0023892"	"POINT (-82.298333 37.288333)"
"transfer"	"TO VA0023914001"	"release"	"vahydro_VA0023914001"	"active"	"echo_VA0023914"	"POINT (-77.0375 37.695833)"
"transfer"	"TO VA0023965001"	"release"	"vahydro_VA0023965001"	"active"	"echo_VA0023965"	"POINT (-79.099167 37.273056)"
"transfer"	"TO VA0024031001"	"release"	"vahydro_VA0024031001"	"active"	"echo_VA0024031"	"POINT (-80.2438 37.1803)"
"transfer"	"TO VA0024040001"	"release"	"vahydro_VA0024040001"	"active"	"echo_VA0024040"	"POINT (-80.441416 37.058637)"
"transfer"	"TO VA0024058001"	"release"	"vahydro_VA0024058001"	"active"	"echo_VA0024058"	"POINT (-78.492778 37.038333)"
"transfer"	"TO VA0024101001"	"release"	"vahydro_VA0024101001"	"active"	"echo_VA0024101"	"POINT (-79.543484 37.631986)"
"transfer"	"TO VA0024112001"	"release"	"vahydro_VA0024112001"	"active"	"echo_VA0024112"	"POINT (-77.75433 39.0097)"
"transfer"	"TO VA0024121001"	"release"	"vahydro_VA0024121001"	"active"	"echo_VA0024121"	"POINT (-77.23458 38.96506)"
"transfer"	"TO VA0024147002"	"release"	"vahydro_VA0024147002"	"active"	"echo_VA0024147"	"POINT (-78.26267 37.76195)"
"transfer"	"TO VA0024163001"	"release"	"vahydro_VA0024163001"	"active"	"echo_VA0024163"	"POINT (-77.675833 37.578611)"
"transfer"	"TO VA0024406001"	"release"	"vahydro_VA0024406001"	"active"	"echo_VA0024406"	"POINT (-78.46527 38.66105)"
"transfer"	"TO VA0024414001"	"release"	"vahydro_VA0024414001"	"active"	"echo_VA0024414"	"POINT (-78.4595 38.6654)"
"transfer"	"TO VA0024422001"	"release"	"vahydro_VA0024422001"	"active"	"echo_VA0024422"	"POINT (-78.46527 38.66105)"
"transfer"	"TO VA0024431001"	"release"	"vahydro_VA0024431001"	"active"	"echo_VA0024431"	"POINT (-78.46527 38.66105)"
"transfer"	"TO VA0024457001"	"release"	"vahydro_VA0024457001"	"active"	"echo_VA0024457"	"POINT (-75.469901 37.93581)"
"transfer"	"TO VA0024481001"	"release"	"vahydro_VA0024481001"	"active"	"echo_VA0024481"	"POINT (-82.004281 36.603994)"
"transfer"	"TO VA0024490001"	"release"	"vahydro_VA0024490001"	"active"	"echo_VA0024490"	"POINT (-81.04657 36.94453)"
"transfer"	"TO VA0024678001"	"release"	"vahydro_VA0024678001"	"active"	"echo_VA0024678"	"POINT (-77.34706 38.646133)"
"transfer"	"TO VA0024724001"	"release"	"vahydro_VA0024724001"	"active"	"echo_VA0024724"	"POINT (-77.31043 38.62768)"
"transfer"	"TO VA0024732001"	"release"	"vahydro_VA0024732001"	"active"	"echo_VA0024732"	"POINT (-78.71682 38.40488)"
"transfer"	"TO VA0024759001"	"release"	"vahydro_VA0024759001"	"active"	"echo_VA0024759"	"POINT (-77.88855 39.06444)"
"transfer"	"TO VA0024775001"	"release"	"vahydro_VA0024775001"	"active"	"echo_VA0024775"	"POINT (-77.728198 38.971563)"
"transfer"	"TO VA0024899001"	"release"	"vahydro_VA0024899001"	"active"	"echo_VA0024899"	"POINT (-77.47916 37.77145)"
"transfer"	"TO VA0024945001"	"release"	"vahydro_VA0024945001"	"active"	"echo_VA0024945"	"POINT (-78.29935 37.91735)"
"transfer"	"TO VA0024970001"	"release"	"vahydro_VA0024970001"	"active"	"echo_VA0024970"	"POINT (-79.113797 37.395561)"
"transfer"	"TO VA0024988001"	"release"	"vahydro_VA0024988001"	"active"	"echo_VA0024988"	"POINT (-77.45508 38.81142)"
"transfer"	"TO VA0024996001"	"release"	"vahydro_VA0024996001"	"active"	"echo_VA0024996"	"POINT (-77.43384 37.44059)"
"transfer"	"TO VA0024996003"	"release"	"vahydro_VA0024996003"	"active"	"echo_VA0024996"	"POINT (-77.43384 37.44059)"
"transfer"	"TO VA0024996004"	"release"	"vahydro_VA0024996004"	"active"	"echo_VA0024996"	"POINT (-77.43384 37.44059)"
"transfer"	"TO VA0025020001"	"release"	"vahydro_VA0025020001"	"active"	"echo_VA0025020"	"POINT (-79.91236 37.263578)"
"transfer"	"TO VA0025054001"	"release"	"vahydro_VA0025054001"	"active"	"echo_VA0025054"	"POINT (-81.2818 37.261)"
"transfer"	"TO VA0025101001"	"release"	"vahydro_VA0025101001"	"active"	"echo_VA0025101"	"POINT (-77.26961 38.61623)"
"transfer"	"TO VA0025127001"	"release"	"vahydro_VA0025127001"	"active"	"echo_VA0025127"	"POINT (-77.451111 38.288972)"
"transfer"	"TO VA0025143001"	"release"	"vahydro_VA0025143001"	"active"	"echo_VA0025143"	"POINT (-77.05692 38.8439)"
"transfer"	"TO VA0025151002"	"release"	"vahydro_VA0025151002"	"active"	"echo_VA0025151"	"POINT (-78.874625 38.080536)"
"transfer"	"TO VA0025160001"	"release"	"vahydro_VA0025160001"	"active"	"echo_VA0025160"	"POINT (-77.0606 38.7989)"
"transfer"	"TO VA0025160002"	"release"	"vahydro_VA0025160002"	"active"	"echo_VA0025160"	"POINT (-77.0606 38.7989)"
"transfer"	"TO VA0025194001"	"release"	"vahydro_VA0025194001"	"active"	"echo_VA0025194"	"POINT (-77.99797 37.07953)"
"transfer"	"TO VA0025291001"	"release"	"vahydro_VA0025291001"	"active"	"echo_VA0025291"	"POINT (-78.9961 38.1276)"
"transfer"	"TO VA0025305001"	"release"	"vahydro_VA0025305001"	"active"	"echo_VA0025305"	"POINT (-79.835099 36.645609)"
"transfer"	"TO VA0025364001"	"release"	"vahydro_VA0025364001"	"active"	"echo_VA0025364"	"POINT (-77.207057 38.704002)"
"transfer"	"TO VA0025437001"	"release"	"vahydro_VA0025437001"	"active"	"echo_VA0025437"	"POINT (-77.39709 37.23754)"
"transfer"	"TO VA0025470001"	"release"	"vahydro_VA0025470001"	"active"	"echo_VA0025470"	"POINT (-78.494444 37.797222)"
"transfer"	"TO VA0025518001"	"release"	"vahydro_VA0025518001"	"active"	"echo_VA0025518"	"POINT (-78.460485 38.017507)"
"transfer"	"TO VA0025542001"	"release"	"vahydro_VA0025542001"	"active"	"echo_VA0025542"	"POINT (-79.995574 37.759154)"
"transfer"	"TO VA0025569001"	"release"	"vahydro_VA0025569001"	"active"	"echo_VA0025569"	"POINT (-77.441982 37.849207)"
"transfer"	"TO VA0025658001"	"release"	"vahydro_VA0025658001"	"active"	"echo_VA0025658"	"POINT (-77.42358 38.24944)"
"transfer"	"TO VA0025992001"	"release"	"vahydro_VA0025992001"	"active"	"echo_VA0025992"	"POINT (-80.338056 36.91028)"
"transfer"	"TO VA0026051001"	"release"	"vahydro_VA0026051001"	"active"	"echo_VA0026051"	"POINT (-79.732517 37.382773)"
"transfer"	"TO VA0026051002"	"release"	"vahydro_VA0026051002"	"active"	"echo_VA0026051"	"POINT (-79.732517 37.382773)"
"transfer"	"TO VA0026051101"	"release"	"vahydro_VA0026051101"	"active"	"echo_VA0026051"	"POINT (-79.732517 37.382773)"
"transfer"	"TO VA0026212001"	"release"	"vahydro_VA0026212001"	"active"	"echo_VA0026212"	"POINT (-77.757222 39.120556)"
"transfer"	"TO VA0026221001"	"release"	"vahydro_VA0026221001"	"active"	"echo_VA0026221"	"POINT (-82.317483 36.904841)"
"transfer"	"TO VA0026221102"	"release"	"vahydro_VA0026221102"	"active"	"echo_VA0026221"	"POINT (-82.317483 36.904841)"
"transfer"	"TO VA0026239001"	"release"	"vahydro_VA0026239001"	"active"	"echo_VA0026239"	"POINT (-78.1144 36.9577)"
"transfer"	"TO VA0026247001"	"release"	"vahydro_VA0026247001"	"active"	"echo_VA0026247"	"POINT (-78.37457 36.66933)"
"transfer"	"TO VA0026263001"	"release"	"vahydro_VA0026263001"	"active"	"echo_VA0026263"	"POINT (-76.58099 37.63229)"
"transfer"	"TO VA0026298001"	"release"	"vahydro_VA0026298001"	"active"	"echo_VA0026298"	"POINT (-81.556467 37.125443)"
"transfer"	"TO VA0026379001"	"release"	"vahydro_VA0026379001"	"active"	"echo_VA0026379"	"POINT (-81.686111 36.791667)"
"transfer"	"TO VA0026409001"	"release"	"vahydro_VA0026409001"	"active"	"echo_VA0026409"	"POINT (-76.961142 38.24964)"
"transfer"	"TO VA0026417001"	"release"	"vahydro_VA0026417001"	"active"	"echo_VA0026417"	"POINT (-77.1883 36.5742)"
"transfer"	"TO VA0026433001"	"release"	"vahydro_VA0026433001"	"active"	"echo_VA0026433"	"POINT (-78.6353 38.4103)"
"transfer"	"TO VA0026441001"	"release"	"vahydro_VA0026441001"	"active"	"echo_VA0026441"	"POINT (-78.631389 38.748611)"
"transfer"	"TO VA0026468001"	"release"	"vahydro_VA0026468001"	"active"	"echo_VA0026468"	"POINT (-78.48218 38.88199)"
"transfer"	"TO VA0026484001"	"release"	"vahydro_VA0026484001"	"active"	"echo_VA0026484"	"POINT (-78.694761 37.788026)"
"transfer"	"TO VA0026514001"	"release"	"vahydro_VA0026514001"	"active"	"echo_VA0026514"	"POINT (-77.057 38.3394)"
"transfer"	"TO VA0026531001"	"release"	"vahydro_VA0026531001"	"active"	"echo_VA0026531"	"POINT (-81.98219 36.68706)"
"transfer"	"TO VA0026557001"	"release"	"vahydro_VA0026557001"	"active"	"echo_VA0026557"	"POINT (-77.27738 37.3404)"
"transfer"	"TO VA0026565001"	"release"	"vahydro_VA0026565001"	"active"	"echo_VA0026565"	"POINT (-82.4175 37.153611)"
"transfer"	"TO VA0026778001"	"release"	"vahydro_VA0026778001"	"active"	"echo_VA0026778"	"POINT (-81.79374 36.65491)"
"transfer"	"TO VA0026786001"	"release"	"vahydro_VA0026786001"	"active"	"echo_VA0026786"	"POINT (-82.27201 36.63267)"
"transfer"	"TO VA0026808001"	"release"	"vahydro_VA0026808001"	"active"	"echo_VA0026808"	"POINT (-81.77042 36.88801)"
"transfer"	"TO VA0026891002"	"release"	"vahydro_VA0026891002"	"active"	"echo_VA0026891"	"POINT (-76.723056 37.915278)"
"transfer"	"TO VA0026972001"	"release"	"vahydro_VA0026972001"	"active"	"echo_VA0026972"	"POINT (-82.011389 37.413333)"
"transfer"	"TO VA0026999001"	"release"	"vahydro_VA0026999001"	"active"	"echo_VA0026999"	"POINT (-81.978889 37.312778)"
"transfer"	"TO VA0027065001"	"release"	"vahydro_VA0027065001"	"active"	"echo_VA0027065"	"POINT (-78.490672 38.138493)"
"transfer"	"TO VA0027197001"	"release"	"vahydro_VA0027197001"	"active"	"echo_VA0027197"	"POINT (-77.78463 38.98913)"
"transfer"	"TO VA0027278001"	"release"	"vahydro_VA0027278001"	"active"	"echo_VA0027278"	"POINT (-77.67819 38.65065)"
"transfer"	"TO VA0027375001"	"release"	"vahydro_VA0027375001"	"active"	"echo_VA0027375"	"POINT (-77.18992 36.70542)"
"transfer"	"TO VA0027421001"	"release"	"vahydro_VA0027421001"	"active"	"echo_VA0027421"	"POINT (-82.343634 37.067702)"
"transfer"	"TO VA0027464001"	"release"	"vahydro_VA0027464001"	"active"	"echo_VA0027464"	"POINT (-82.276944 37.183056)"
"transfer"	"TO VA0027481001"	"release"	"vahydro_VA0027481001"	"active"	"echo_VA0027481"	"POINT (-80.35882 37.21461)"
"transfer"	"TO VA0027537001"	"release"	"vahydro_VA0027537001"	"active"	"echo_VA0027537"	"POINT (-75.863752 37.47444)"
"transfer"	"TO VA0027553001"	"release"	"vahydro_VA0027553001"	"active"	"echo_VA0027553"	"POINT (-79.27793 37.48153)"
"transfer"	"TO VA0027561001"	"release"	"vahydro_VA0027561001"	"active"	"echo_VA0027561"	"POINT (-77.489236 37.263258)"
"transfer"	"TO VA0027618001"	"release"	"vahydro_VA0027618001"	"active"	"echo_VA0027618"	"POINT (-79.1295 37.54935)"
"transfer"	"TO VA0027642001"	"release"	"vahydro_VA0027642001"	"active"	"echo_VA0027642"	"POINT (-78.306389 39.311667)"
"transfer"	"TO VA0027685001"	"release"	"vahydro_VA0027685001"	"active"	"echo_VA0027685"	"POINT (-79.29992 36.66182)"
"transfer"	"TO VA0027693001"	"release"	"vahydro_VA0027693001"	"active"	"echo_VA0027693"	"POINT (-79.52439 36.6694)"
"transfer"	"TO VA0027707001"	"release"	"vahydro_VA0027707001"	"active"	"echo_VA0027707"	"POINT (-79.17767 36.9451)"
"transfer"	"TO VA0027715001"	"release"	"vahydro_VA0027715001"	"active"	"echo_VA0027715"	"POINT (-79.54466 36.76974)"
"transfer"	"TO VA0027839001"	"release"	"vahydro_VA0027839001"	"active"	"echo_VA0027839"	"POINT (-78.118056 38.298056)"
"transfer"	"TO VA0027839002"	"release"	"vahydro_VA0027839002"	"active"	"echo_VA0027839"	"POINT (-78.118056 38.298056)"
"transfer"	"TO VA0027855001"	"release"	"vahydro_VA0027855001"	"active"	"echo_VA0027855"	"POINT (-77.29118 38.66344)"
"transfer"	"TO VA0027901001"	"release"	"vahydro_VA0027901001"	"active"	"echo_VA0027901"	"POINT (-78.82781 38.21094)"
"transfer"	"TO VA0027910001"	"release"	"vahydro_VA0027910001"	"active"	"echo_VA0027910"	"POINT (-77.728611 37.608333)"
"transfer"	"TO VA0027944001"	"release"	"vahydro_VA0027944001"	"active"	"echo_VA0027944"	"POINT (-79.509633 37.585588)"
"transfer"	"TO VA0027952001"	"release"	"vahydro_VA0027952001"	"active"	"echo_VA0027952"	"POINT (-80.29197 37.48466)"
"transfer"	"TO VA0027979001"	"release"	"vahydro_VA0027979001"	"active"	"echo_VA0027979"	"POINT (-79.882395 37.788406)"
"transfer"	"TO VA0028029001"	"release"	"vahydro_VA0028029001"	"active"	"echo_VA0028029"	"POINT (-78.145556 36.581389)"
"transfer"	"TO VA0028037001"	"release"	"vahydro_VA0028037001"	"active"	"echo_VA0028037"	"POINT (-78.85838 38.03156)"
"transfer"	"TO VA0028233001"	"release"	"vahydro_VA0028233001"	"active"	"echo_VA0028233"	"POINT (-79.796685 38.049877)"
"transfer"	"TO VA0028291001"	"release"	"vahydro_VA0028291001"	"active"	"echo_VA0028291"	"POINT (-77.735223 36.942332)"
"transfer"	"TO VA0028363001"	"release"	"vahydro_VA0028363001"	"active"	"echo_VA0028363"	"POINT (-77.29 38.521667)"
"transfer"	"TO VA0028371001"	"release"	"vahydro_VA0028371001"	"active"	"echo_VA0028371"	"POINT (-77.29 38.521667)"
"transfer"	"TO VA0028380001"	"release"	"vahydro_VA0028380001"	"active"	"echo_VA0028380"	"POINT (-78.74458 38.83274)"
"transfer"	"TO VA0028398001"	"release"	"vahydro_VA0028398001"	"active"	"echo_VA0028398"	"POINT (-78.45886 38.13537)"
"transfer"	"TO VA0028461001"	"release"	"vahydro_VA0028461001"	"active"	"echo_VA0028461"	"POINT (-76.62593 37.5634)"
"transfer"	"TO VA0028622001"	"release"	"vahydro_VA0028622001"	"active"	"echo_VA0028622"	"POINT (-77.373729 37.34979)"
"transfer"	"TO VA0028916001"	"release"	"vahydro_VA0028916001"	"active"	"echo_VA0028916"	"POINT (-77.56664 36.60473)"
"transfer"	"TO VA0029084001"	"release"	"vahydro_VA0029084001"	"active"	"echo_VA0029084"	"POINT (-82.46608 36.65472)"
"transfer"	"TO VA0029254001"	"release"	"vahydro_VA0029254001"	"active"	"echo_VA0029254"	"POINT (-80.01129 36.9268)"
