"bundle"	"name"	"ftype"	"hydrocode"	"fstatus"	"field_dh_from_entity"	"field_dh_to_entity"
"conveyance"	"VA0004421 TO VA0004421018"	"water_transfer"	"vahydro_VA0004421_VA0004421018"	"inactive"	"vahydro_VA0004421018"	"echo_VA0004421018"
"conveyance"	"VA0004421 TO VA0004421019"	"water_transfer"	"vahydro_VA0004421_VA0004421019"	"inactive"	"vahydro_VA0004421019"	"echo_VA0004421019"
"conveyance"	"VA0004421 TO VA000442101A"	"water_transfer"	"vahydro_VA0004421_VA000442101A"	"inactive"	"vahydro_VA000442101A"	"echo_VA000442101A"
"conveyance"	"VA0004421 TO VA0004421020"	"water_transfer"	"vahydro_VA0004421_VA0004421020"	"inactive"	"vahydro_VA0004421020"	"echo_VA0004421020"
"conveyance"	"VA0004421 TO VA0004421021"	"water_transfer"	"vahydro_VA0004421_VA0004421021"	"inactive"	"vahydro_VA0004421021"	"echo_VA0004421021"
"conveyance"	"VA0004421 TO VA0004421022"	"water_transfer"	"vahydro_VA0004421_VA0004421022"	"inactive"	"vahydro_VA0004421022"	"echo_VA0004421022"
"conveyance"	"VA0004421 TO VA0004421023"	"water_transfer"	"vahydro_VA0004421_VA0004421023"	"inactive"	"vahydro_VA0004421023"	"echo_VA0004421023"
"conveyance"	"VA0004421 TO VA0004421024"	"water_transfer"	"vahydro_VA0004421_VA0004421024"	"active"	"vahydro_VA0004421024"	"echo_VA0004421024"
"conveyance"	"VA0004421 TO VA0004421025"	"water_transfer"	"vahydro_VA0004421_VA0004421025"	"inactive"	"vahydro_VA0004421025"	"echo_VA0004421025"
"conveyance"	"VA0004421 TO VA0004421026"	"water_transfer"	"vahydro_VA0004421_VA0004421026"	"inactive"	"vahydro_VA0004421026"	"echo_VA0004421026"
"conveyance"	"VA0004421 TO VA0004421027"	"water_transfer"	"vahydro_VA0004421_VA0004421027"	"inactive"	"vahydro_VA0004421027"	"echo_VA0004421027"
"conveyance"	"VA0004421 TO VA0004421028"	"water_transfer"	"vahydro_VA0004421_VA0004421028"	"inactive"	"vahydro_VA0004421028"	"echo_VA0004421028"
"conveyance"	"VA0004421 TO VA0004421029"	"water_transfer"	"vahydro_VA0004421_VA0004421029"	"inactive"	"vahydro_VA0004421029"	"echo_VA0004421029"
"conveyance"	"VA0004421 TO VA0004421030"	"water_transfer"	"vahydro_VA0004421_VA0004421030"	"inactive"	"vahydro_VA0004421030"	"echo_VA0004421030"
"conveyance"	"VA0004421 TO VA0004421031"	"water_transfer"	"vahydro_VA0004421_VA0004421031"	"active"	"vahydro_VA0004421031"	"echo_VA0004421031"
"conveyance"	"VA0004421 TO VA0004421032"	"water_transfer"	"vahydro_VA0004421_VA0004421032"	"inactive"	"vahydro_VA0004421032"	"echo_VA0004421032"
"conveyance"	"VA0004421 TO VA0004421033"	"water_transfer"	"vahydro_VA0004421_VA0004421033"	"inactive"	"vahydro_VA0004421033"	"echo_VA0004421033"
"conveyance"	"VA0004421 TO VA0004421034"	"water_transfer"	"vahydro_VA0004421_VA0004421034"	"inactive"	"vahydro_VA0004421034"	"echo_VA0004421034"
"conveyance"	"VA0004421 TO VA0004421035"	"water_transfer"	"vahydro_VA0004421_VA0004421035"	"inactive"	"vahydro_VA0004421035"	"echo_VA0004421035"
"conveyance"	"VA0004421 TO VA0004421036"	"water_transfer"	"vahydro_VA0004421_VA0004421036"	"inactive"	"vahydro_VA0004421036"	"echo_VA0004421036"
"conveyance"	"VA0004421 TO VA0004421037"	"water_transfer"	"vahydro_VA0004421_VA0004421037"	"inactive"	"vahydro_VA0004421037"	"echo_VA0004421037"
"conveyance"	"VA0004421 TO VA0004421038"	"water_transfer"	"vahydro_VA0004421_VA0004421038"	"inactive"	"vahydro_VA0004421038"	"echo_VA0004421038"
"conveyance"	"VA0004421 TO VA0004421039"	"water_transfer"	"vahydro_VA0004421_VA0004421039"	"inactive"	"vahydro_VA0004421039"	"echo_VA0004421039"
"conveyance"	"VA0004421 TO VA0004421040"	"water_transfer"	"vahydro_VA0004421_VA0004421040"	"inactive"	"vahydro_VA0004421040"	"echo_VA0004421040"
"conveyance"	"VA0004421 TO VA0004421041"	"water_transfer"	"vahydro_VA0004421_VA0004421041"	"inactive"	"vahydro_VA0004421041"	"echo_VA0004421041"
"conveyance"	"VA0004421 TO VA0004421042"	"water_transfer"	"vahydro_VA0004421_VA0004421042"	"inactive"	"vahydro_VA0004421042"	"echo_VA0004421042"
"conveyance"	"VA0004421 TO VA0004421043"	"water_transfer"	"vahydro_VA0004421_VA0004421043"	"inactive"	"vahydro_VA0004421043"	"echo_VA0004421043"
"conveyance"	"VA0004421 TO VA0004421044"	"water_transfer"	"vahydro_VA0004421_VA0004421044"	"inactive"	"vahydro_VA0004421044"	"echo_VA0004421044"
"conveyance"	"VA0004421 TO VA0004421045"	"water_transfer"	"vahydro_VA0004421_VA0004421045"	"inactive"	"vahydro_VA0004421045"	"echo_VA0004421045"
"conveyance"	"VA0004421 TO VA0004421046"	"water_transfer"	"vahydro_VA0004421_VA0004421046"	"inactive"	"vahydro_VA0004421046"	"echo_VA0004421046"
"conveyance"	"VA0004421 TO VA0004421047"	"water_transfer"	"vahydro_VA0004421_VA0004421047"	"inactive"	"vahydro_VA0004421047"	"echo_VA0004421047"
"conveyance"	"VA0004421 TO VA0004421048"	"water_transfer"	"vahydro_VA0004421_VA0004421048"	"inactive"	"vahydro_VA0004421048"	"echo_VA0004421048"
"conveyance"	"VA0004421 TO VA0004421049"	"water_transfer"	"vahydro_VA0004421_VA0004421049"	"inactive"	"vahydro_VA0004421049"	"echo_VA0004421049"
"conveyance"	"VA0004421 TO VA0004421050"	"water_transfer"	"vahydro_VA0004421_VA0004421050"	"inactive"	"vahydro_VA0004421050"	"echo_VA0004421050"
"conveyance"	"VA0004421 TO VA0004421051"	"water_transfer"	"vahydro_VA0004421_VA0004421051"	"inactive"	"vahydro_VA0004421051"	"echo_VA0004421051"
"conveyance"	"VA0004421 TO VA0004421052"	"water_transfer"	"vahydro_VA0004421_VA0004421052"	"inactive"	"vahydro_VA0004421052"	"echo_VA0004421052"
"conveyance"	"VA0004421 TO VA0004421053"	"water_transfer"	"vahydro_VA0004421_VA0004421053"	"inactive"	"vahydro_VA0004421053"	"echo_VA0004421053"
"conveyance"	"VA0004421 TO VA0004421054"	"water_transfer"	"vahydro_VA0004421_VA0004421054"	"inactive"	"vahydro_VA0004421054"	"echo_VA0004421054"
"conveyance"	"VA0004421 TO VA0004421055"	"water_transfer"	"vahydro_VA0004421_VA0004421055"	"inactive"	"vahydro_VA0004421055"	"echo_VA0004421055"
"conveyance"	"VA0004421 TO VA0004421056"	"water_transfer"	"vahydro_VA0004421_VA0004421056"	"inactive"	"vahydro_VA0004421056"	"echo_VA0004421056"
"conveyance"	"VA0004421 TO VA0004421057"	"water_transfer"	"vahydro_VA0004421_VA0004421057"	"inactive"	"vahydro_VA0004421057"	"echo_VA0004421057"
"conveyance"	"VA0004421 TO VA0004421058"	"water_transfer"	"vahydro_VA0004421_VA0004421058"	"inactive"	"vahydro_VA0004421058"	"echo_VA0004421058"
"conveyance"	"VA0004421 TO VA0004421059"	"water_transfer"	"vahydro_VA0004421_VA0004421059"	"inactive"	"vahydro_VA0004421059"	"echo_VA0004421059"
"conveyance"	"VA0004421 TO VA0004421060"	"water_transfer"	"vahydro_VA0004421_VA0004421060"	"inactive"	"vahydro_VA0004421060"	"echo_VA0004421060"
"conveyance"	"VA0004421 TO VA0004421061"	"water_transfer"	"vahydro_VA0004421_VA0004421061"	"inactive"	"vahydro_VA0004421061"	"echo_VA0004421061"
"conveyance"	"VA0004421 TO VA0004421062"	"water_transfer"	"vahydro_VA0004421_VA0004421062"	"inactive"	"vahydro_VA0004421062"	"echo_VA0004421062"
"conveyance"	"VA0004421 TO VA0004421063"	"water_transfer"	"vahydro_VA0004421_VA0004421063"	"inactive"	"vahydro_VA0004421063"	"echo_VA0004421063"
"conveyance"	"VA0004421 TO VA0004421064"	"water_transfer"	"vahydro_VA0004421_VA0004421064"	"inactive"	"vahydro_VA0004421064"	"echo_VA0004421064"
"conveyance"	"VA0004421 TO VA0004421065"	"water_transfer"	"vahydro_VA0004421_VA0004421065"	"inactive"	"vahydro_VA0004421065"	"echo_VA0004421065"
"conveyance"	"VA0004421 TO VA0004421066"	"water_transfer"	"vahydro_VA0004421_VA0004421066"	"inactive"	"vahydro_VA0004421066"	"echo_VA0004421066"
"conveyance"	"VA0004421 TO VA0004421067"	"water_transfer"	"vahydro_VA0004421_VA0004421067"	"inactive"	"vahydro_VA0004421067"	"echo_VA0004421067"
"conveyance"	"VA0004421 TO VA0004421068"	"water_transfer"	"vahydro_VA0004421_VA0004421068"	"inactive"	"vahydro_VA0004421068"	"echo_VA0004421068"
"conveyance"	"VA0004421 TO VA0004421069"	"water_transfer"	"vahydro_VA0004421_VA0004421069"	"inactive"	"vahydro_VA0004421069"	"echo_VA0004421069"
"conveyance"	"VA0004421 TO VA0004421070"	"water_transfer"	"vahydro_VA0004421_VA0004421070"	"inactive"	"vahydro_VA0004421070"	"echo_VA0004421070"
"conveyance"	"VA0004421 TO VA0004421071"	"water_transfer"	"vahydro_VA0004421_VA0004421071"	"inactive"	"vahydro_VA0004421071"	"echo_VA0004421071"
"conveyance"	"VA0004421 TO VA0004421072"	"water_transfer"	"vahydro_VA0004421_VA0004421072"	"inactive"	"vahydro_VA0004421072"	"echo_VA0004421072"
"conveyance"	"VA0004421 TO VA0004421073"	"water_transfer"	"vahydro_VA0004421_VA0004421073"	"inactive"	"vahydro_VA0004421073"	"echo_VA0004421073"
"conveyance"	"VA0004421 TO VA0004421074"	"water_transfer"	"vahydro_VA0004421_VA0004421074"	"inactive"	"vahydro_VA0004421074"	"echo_VA0004421074"
"conveyance"	"VA0004421 TO VA0004421075"	"water_transfer"	"vahydro_VA0004421_VA0004421075"	"inactive"	"vahydro_VA0004421075"	"echo_VA0004421075"
"conveyance"	"VA0004421 TO VA0004421076"	"water_transfer"	"vahydro_VA0004421_VA0004421076"	"inactive"	"vahydro_VA0004421076"	"echo_VA0004421076"
"conveyance"	"VA0004421 TO VA0004421077"	"water_transfer"	"vahydro_VA0004421_VA0004421077"	"inactive"	"vahydro_VA0004421077"	"echo_VA0004421077"
"conveyance"	"VA0004421 TO VA0004421078"	"water_transfer"	"vahydro_VA0004421_VA0004421078"	"inactive"	"vahydro_VA0004421078"	"echo_VA0004421078"
"conveyance"	"VA0004421 TO VA0004421079"	"water_transfer"	"vahydro_VA0004421_VA0004421079"	"inactive"	"vahydro_VA0004421079"	"echo_VA0004421079"
"conveyance"	"VA0004421 TO VA0004421080"	"water_transfer"	"vahydro_VA0004421_VA0004421080"	"inactive"	"vahydro_VA0004421080"	"echo_VA0004421080"
"conveyance"	"VA0004421 TO VA0004421081"	"water_transfer"	"vahydro_VA0004421_VA0004421081"	"inactive"	"vahydro_VA0004421081"	"echo_VA0004421081"
"conveyance"	"VA0004421 TO VA0004421082"	"water_transfer"	"vahydro_VA0004421_VA0004421082"	"inactive"	"vahydro_VA0004421082"	"echo_VA0004421082"
"conveyance"	"VA0004421 TO VA0004421083"	"water_transfer"	"vahydro_VA0004421_VA0004421083"	"inactive"	"vahydro_VA0004421083"	"echo_VA0004421083"
"conveyance"	"VA0004421 TO VA0004421087"	"water_transfer"	"vahydro_VA0004421_VA0004421087"	"inactive"	"vahydro_VA0004421087"	"echo_VA0004421087"
"conveyance"	"VA0004421 TO VA0004421089"	"water_transfer"	"vahydro_VA0004421_VA0004421089"	"inactive"	"vahydro_VA0004421089"	"echo_VA0004421089"
"conveyance"	"VA0004421 TO VA0004421091"	"water_transfer"	"vahydro_VA0004421_VA0004421091"	"inactive"	"vahydro_VA0004421091"	"echo_VA0004421091"
"conveyance"	"VA0004421 TO VA0004421094"	"water_transfer"	"vahydro_VA0004421_VA0004421094"	"inactive"	"vahydro_VA0004421094"	"echo_VA0004421094"
"conveyance"	"VA0005215 TO VA0005215108"	"water_transfer"	"vahydro_VA0005215_VA0005215108"	"inactive"	"vahydro_VA0005215108"	"echo_VA0005215108"
"conveyance"	"VA0005215 TO VA0005215109"	"water_transfer"	"vahydro_VA0005215_VA0005215109"	"inactive"	"vahydro_VA0005215109"	"echo_VA0005215109"
"conveyance"	"VA0005215 TO VA0005215110"	"water_transfer"	"vahydro_VA0005215_VA0005215110"	"inactive"	"vahydro_VA0005215110"	"echo_VA0005215110"
"conveyance"	"VA0005215 TO VA0005215111"	"water_transfer"	"vahydro_VA0005215_VA0005215111"	"inactive"	"vahydro_VA0005215111"	"echo_VA0005215111"
"conveyance"	"VA0005215 TO VA0005215112"	"water_transfer"	"vahydro_VA0005215_VA0005215112"	"inactive"	"vahydro_VA0005215112"	"echo_VA0005215112"
"conveyance"	"VA0005215 TO VA0005215113"	"water_transfer"	"vahydro_VA0005215_VA0005215113"	"inactive"	"vahydro_VA0005215113"	"echo_VA0005215113"
"conveyance"	"VA0005215 TO VA0005215200"	"water_transfer"	"vahydro_VA0005215_VA0005215200"	"active"	"vahydro_VA0005215200"	"echo_VA0005215200"
"conveyance"	"VA0005215 TO VA0005215400"	"water_transfer"	"vahydro_VA0005215_VA0005215400"	"active"	"vahydro_VA0005215400"	"echo_VA0005215400"
"conveyance"	"VA0005215 TO VA0005215401"	"water_transfer"	"vahydro_VA0005215_VA0005215401"	"active"	"vahydro_VA0005215401"	"echo_VA0005215401"
"conveyance"	"VA0005215 TO VA0005215500"	"water_transfer"	"vahydro_VA0005215_VA0005215500"	"active"	"vahydro_VA0005215500"	"echo_VA0005215500"
"conveyance"	"VA0005215 TO VA0005215600"	"water_transfer"	"vahydro_VA0005215_VA0005215600"	"inactive"	"vahydro_VA0005215600"	"echo_VA0005215600"
"conveyance"	"VA0005215 TO VA0005215940"	"water_transfer"	"vahydro_VA0005215_VA0005215940"	"inactive"	"vahydro_VA0005215940"	"echo_VA0005215940"
"conveyance"	"VA0005266 TO VA0005266001"	"water_transfer"	"vahydro_VA0005266_VA0005266001"	"inactive"	"vahydro_VA0005266001"	"echo_VA0005266001"
"conveyance"	"VA0005266 TO VA0005266003"	"water_transfer"	"vahydro_VA0005266_VA0005266003"	"inactive"	"vahydro_VA0005266003"	"echo_VA0005266003"
"conveyance"	"VA0005266 TO VA0005266004"	"water_transfer"	"vahydro_VA0005266_VA0005266004"	"inactive"	"vahydro_VA0005266004"	"echo_VA0005266004"
"conveyance"	"VA0005266 TO VA0005266005"	"water_transfer"	"vahydro_VA0005266_VA0005266005"	"inactive"	"vahydro_VA0005266005"	"echo_VA0005266005"
"conveyance"	"VA0005266 TO VA0005266007"	"water_transfer"	"vahydro_VA0005266_VA0005266007"	"inactive"	"vahydro_VA0005266007"	"echo_VA0005266007"
"conveyance"	"VA0005291 TO VA0005291001"	"water_transfer"	"vahydro_VA0005291_VA0005291001"	"active"	"vahydro_VA0005291001"	"echo_VA0005291001"
"conveyance"	"VA0005291 TO VA0005291002"	"water_transfer"	"vahydro_VA0005291_VA0005291002"	"active"	"vahydro_VA0005291002"	"echo_VA0005291002"
"conveyance"	"VA0005291 TO VA0005291003"	"water_transfer"	"vahydro_VA0005291_VA0005291003"	"active"	"vahydro_VA0005291003"	"echo_VA0005291003"
"conveyance"	"VA0005291 TO VA0005291101"	"water_transfer"	"vahydro_VA0005291_VA0005291101"	"active"	"vahydro_VA0005291101"	"echo_VA0005291101"
"conveyance"	"VA0005291 TO VA0005291301"	"water_transfer"	"vahydro_VA0005291_VA0005291301"	"active"	"vahydro_VA0005291301"	"echo_VA0005291301"
"conveyance"	"VA0005291 TO VA0005291401"	"water_transfer"	"vahydro_VA0005291_VA0005291401"	"active"	"vahydro_VA0005291401"	"echo_VA0005291401"
"conveyance"	"VA0005291 TO VA0005291904"	"water_transfer"	"vahydro_VA0005291_VA0005291904"	"active"	"vahydro_VA0005291904"	"echo_VA0005291904"
"conveyance"	"VA0005291 TO VA0005291905"	"water_transfer"	"vahydro_VA0005291_VA0005291905"	"active"	"vahydro_VA0005291905"	"echo_VA0005291905"
"conveyance"	"VA0005291 TO VA0005291906"	"water_transfer"	"vahydro_VA0005291_VA0005291906"	"active"	"vahydro_VA0005291906"	"echo_VA0005291906"
"conveyance"	"VA0005291 TO VA0005291907"	"water_transfer"	"vahydro_VA0005291_VA0005291907"	"active"	"vahydro_VA0005291907"	"echo_VA0005291907"
"conveyance"	"VA0005291 TO VA0005291908"	"water_transfer"	"vahydro_VA0005291_VA0005291908"	"active"	"vahydro_VA0005291908"	"echo_VA0005291908"
"conveyance"	"VA0005291 TO VA0005291909"	"water_transfer"	"vahydro_VA0005291_VA0005291909"	"active"	"vahydro_VA0005291909"	"echo_VA0005291909"
"conveyance"	"VA0005291 TO VA0005291910"	"water_transfer"	"vahydro_VA0005291_VA0005291910"	"active"	"vahydro_VA0005291910"	"echo_VA0005291910"
"conveyance"	"VA0005291 TO VA0005291998"	"water_transfer"	"vahydro_VA0005291_VA0005291998"	"inactive"	"vahydro_VA0005291998"	"echo_VA0005291998"
"conveyance"	"VA0005291 TO VA0005291999"	"water_transfer"	"vahydro_VA0005291_VA0005291999"	"inactive"	"vahydro_VA0005291999"	"echo_VA0005291999"
"conveyance"	"VA0005312 TO VA0005312001"	"water_transfer"	"vahydro_VA0005312_VA0005312001"	"active"	"vahydro_VA0005312001"	"echo_VA0005312001"
"conveyance"	"VA0005312 TO VA0005312002"	"water_transfer"	"vahydro_VA0005312_VA0005312002"	"active"	"vahydro_VA0005312002"	"echo_VA0005312002"
"conveyance"	"VA0005312 TO VA0005312101"	"water_transfer"	"vahydro_VA0005312_VA0005312101"	"inactive"	"vahydro_VA0005312101"	"echo_VA0005312101"
"conveyance"	"VA0005312 TO VA0005312202"	"water_transfer"	"vahydro_VA0005312_VA0005312202"	"active"	"vahydro_VA0005312202"	"echo_VA0005312202"
"conveyance"	"VA0005312 TO VA0005312203"	"water_transfer"	"vahydro_VA0005312_VA0005312203"	"inactive"	"vahydro_VA0005312203"	"echo_VA0005312203"
"conveyance"	"VA0005657 TO VA0005657001"	"water_transfer"	"vahydro_VA0005657_VA0005657001"	"active"	"vahydro_VA0005657001"	"echo_VA0005657001"
"conveyance"	"VA0005657 TO VA0005657002"	"water_transfer"	"vahydro_VA0005657_VA0005657002"	"active"	"vahydro_VA0005657002"	"echo_VA0005657002"
"conveyance"	"VA0005720 TO VA0005720001"	"water_transfer"	"vahydro_VA0005720_VA0005720001"	"active"	"vahydro_VA0005720001"	"echo_VA0005720001"
"conveyance"	"VA0005720 TO VA0005720002"	"water_transfer"	"vahydro_VA0005720_VA0005720002"	"active"	"vahydro_VA0005720002"	"echo_VA0005720002"
"conveyance"	"VA0005720 TO VA0005720003"	"water_transfer"	"vahydro_VA0005720_VA0005720003"	"active"	"vahydro_VA0005720003"	"echo_VA0005720003"
"conveyance"	"VA0005720 TO VA0005720004"	"water_transfer"	"vahydro_VA0005720_VA0005720004"	"active"	"vahydro_VA0005720004"	"echo_VA0005720004"
"conveyance"	"VA0005819 TO VA0005819004"	"water_transfer"	"vahydro_VA0005819_VA0005819004"	"active"	"vahydro_VA0005819004"	"echo_VA0005819004"
"conveyance"	"VA0005819 TO VA0005819005"	"water_transfer"	"vahydro_VA0005819_VA0005819005"	"active"	"vahydro_VA0005819005"	"echo_VA0005819005"
"conveyance"	"VA0005819 TO VA0005819101"	"water_transfer"	"vahydro_VA0005819_VA0005819101"	"active"	"vahydro_VA0005819101"	"echo_VA0005819101"
"conveyance"	"VA0005835 TO VA0005835001"	"water_transfer"	"vahydro_VA0005835_VA0005835001"	"active"	"vahydro_VA0005835001"	"echo_VA0005835001"
"conveyance"	"VA0005851 TO VA0005851001"	"water_transfer"	"vahydro_VA0005851_VA0005851001"	"active"	"vahydro_VA0005851001"	"echo_VA0005851001"
"conveyance"	"VA0005851 TO VA0005851002"	"water_transfer"	"vahydro_VA0005851_VA0005851002"	"active"	"vahydro_VA0005851002"	"echo_VA0005851002"
"conveyance"	"VA0005851 TO VA0005851003"	"water_transfer"	"vahydro_VA0005851_VA0005851003"	"active"	"vahydro_VA0005851003"	"echo_VA0005851003"
"conveyance"	"VA0005860 TO VA0005860001"	"water_transfer"	"vahydro_VA0005860_VA0005860001"	"active"	"vahydro_VA0005860001"	"echo_VA0005860001"
"conveyance"	"VA0005860 TO VA0005860002"	"water_transfer"	"vahydro_VA0005860_VA0005860002"	"active"	"vahydro_VA0005860002"	"echo_VA0005860002"
"conveyance"	"VA0005975 TO VA0005975002"	"water_transfer"	"vahydro_VA0005975_VA0005975002"	"active"	"vahydro_VA0005975002"	"echo_VA0005975002"
"conveyance"	"VA0005975 TO VA0005975003"	"water_transfer"	"vahydro_VA0005975_VA0005975003"	"inactive"	"vahydro_VA0005975003"	"echo_VA0005975003"
"conveyance"	"VA0005975 TO VA0005975004"	"water_transfer"	"vahydro_VA0005975_VA0005975004"	"inactive"	"vahydro_VA0005975004"	"echo_VA0005975004"
"conveyance"	"VA0005975 TO VA0005975005"	"water_transfer"	"vahydro_VA0005975_VA0005975005"	"inactive"	"vahydro_VA0005975005"	"echo_VA0005975005"
"conveyance"	"VA0005975 TO VA0005975006"	"water_transfer"	"vahydro_VA0005975_VA0005975006"	"inactive"	"vahydro_VA0005975006"	"echo_VA0005975006"
"conveyance"	"VA0005975 TO VA0005975007"	"water_transfer"	"vahydro_VA0005975_VA0005975007"	"active"	"vahydro_VA0005975007"	"echo_VA0005975007"
"conveyance"	"VA0006076 TO VA0006076001"	"water_transfer"	"vahydro_VA0006076_VA0006076001"	"active"	"vahydro_VA0006076001"	"echo_VA0006076001"
"conveyance"	"VA0006203 TO VA0006203001"	"water_transfer"	"vahydro_VA0006203_VA0006203001"	"active"	"vahydro_VA0006203001"	"echo_VA0006203001"
"conveyance"	"VA0006203 TO VA0006203002"	"water_transfer"	"vahydro_VA0006203_VA0006203002"	"active"	"vahydro_VA0006203002"	"echo_VA0006203002"
"conveyance"	"VA0006203 TO VA0006203003"	"water_transfer"	"vahydro_VA0006203_VA0006203003"	"active"	"vahydro_VA0006203003"	"echo_VA0006203003"
"conveyance"	"VA0006203 TO VA0006203004"	"water_transfer"	"vahydro_VA0006203_VA0006203004"	"active"	"vahydro_VA0006203004"	"echo_VA0006203004"
"conveyance"	"VA0006203 TO VA0006203005"	"water_transfer"	"vahydro_VA0006203_VA0006203005"	"active"	"vahydro_VA0006203005"	"echo_VA0006203005"
"conveyance"	"VA0006203 TO VA0006203006"	"water_transfer"	"vahydro_VA0006203_VA0006203006"	"active"	"vahydro_VA0006203006"	"echo_VA0006203006"
"conveyance"	"VA0006254 TO VA0006254001"	"water_transfer"	"vahydro_VA0006254_VA0006254001"	"active"	"vahydro_VA0006254001"	"echo_VA0006254001"
"conveyance"	"VA0006408 TO VA0006408001"	"water_transfer"	"vahydro_VA0006408_VA0006408001"	"active"	"vahydro_VA0006408001"	"echo_VA0006408001"
"conveyance"	"VA0006408 TO VA0006408002"	"water_transfer"	"vahydro_VA0006408_VA0006408002"	"active"	"vahydro_VA0006408002"	"echo_VA0006408002"
"conveyance"	"VA0006408 TO VA0006408003"	"water_transfer"	"vahydro_VA0006408_VA0006408003"	"inactive"	"vahydro_VA0006408003"	"echo_VA0006408003"
"conveyance"	"VA0006408 TO VA0006408004"	"water_transfer"	"vahydro_VA0006408_VA0006408004"	"inactive"	"vahydro_VA0006408004"	"echo_VA0006408004"
"conveyance"	"VA0006408 TO VA0006408005"	"water_transfer"	"vahydro_VA0006408_VA0006408005"	"inactive"	"vahydro_VA0006408005"	"echo_VA0006408005"
"conveyance"	"VA0006408 TO VA0006408301"	"water_transfer"	"vahydro_VA0006408_VA0006408301"	"active"	"vahydro_VA0006408301"	"echo_VA0006408301"
"conveyance"	"VA0006408 TO VA0006408900"	"water_transfer"	"vahydro_VA0006408_VA0006408900"	"inactive"	"vahydro_VA0006408900"	"echo_VA0006408900"
"conveyance"	"VA0006483 TO VA0006483001"	"water_transfer"	"vahydro_VA0006483_VA0006483001"	"active"	"vahydro_VA0006483001"	"echo_VA0006483001"
"conveyance"	"VA0006483 TO VA0006483002"	"water_transfer"	"vahydro_VA0006483_VA0006483002"	"active"	"vahydro_VA0006483002"	"echo_VA0006483002"
"conveyance"	"VA0020168 TO VA0020168001"	"water_transfer"	"vahydro_VA0020168_VA0020168001"	"active"	"vahydro_VA0020168001"	"echo_VA0020168001"
"conveyance"	"VA0020176 TO VA0020176001"	"water_transfer"	"vahydro_VA0020176_VA0020176001"	"active"	"vahydro_VA0020176001"	"echo_VA0020176001"
"conveyance"	"VA0020184 TO VA0020184001"	"water_transfer"	"vahydro_VA0020184_VA0020184001"	"active"	"vahydro_VA0020184001"	"echo_VA0020184001"
"conveyance"	"VA0020222 TO VA0020222001"	"water_transfer"	"vahydro_VA0020222_VA0020222001"	"active"	"vahydro_VA0020222001"	"echo_VA0020222001"
"conveyance"	"VA0020249 TO VA0020249001"	"water_transfer"	"vahydro_VA0020249_VA0020249001"	"active"	"vahydro_VA0020249001"	"echo_VA0020249001"
"conveyance"	"VA0020257 TO VA0020257001"	"water_transfer"	"vahydro_VA0020257_VA0020257001"	"active"	"vahydro_VA0020257001"	"echo_VA0020257001"
"conveyance"	"VA0020281 TO VA0020281001"	"water_transfer"	"vahydro_VA0020281_VA0020281001"	"active"	"vahydro_VA0020281001"	"echo_VA0020281001"
"conveyance"	"VA0020303 TO VA0020303001"	"water_transfer"	"vahydro_VA0020303_VA0020303001"	"active"	"vahydro_VA0020303001"	"echo_VA0020303001"
"conveyance"	"VA0020311 TO VA0020311001"	"water_transfer"	"vahydro_VA0020311_VA0020311001"	"active"	"vahydro_VA0020311001"	"echo_VA0020311001"
"conveyance"	"VA0020320 TO VA0020320001"	"water_transfer"	"vahydro_VA0020320_VA0020320001"	"active"	"vahydro_VA0020320001"	"echo_VA0020320001"
"conveyance"	"VA0020346 TO VA0020346001"	"water_transfer"	"vahydro_VA0020346_VA0020346001"	"active"	"vahydro_VA0020346001"	"echo_VA0020346001"
"conveyance"	"VA0020354 TO VA0020354001"	"water_transfer"	"vahydro_VA0020354_VA0020354001"	"active"	"vahydro_VA0020354001"	"echo_VA0020354001"
"conveyance"	"VA0020362 TO VA0020362001"	"water_transfer"	"vahydro_VA0020362_VA0020362001"	"active"	"vahydro_VA0020362001"	"echo_VA0020362001"
"conveyance"	"VA0004804 TO VA0004804033"	"water_transfer"	"vahydro_VA0004804_VA0004804033"	"active"	"vahydro_VA0004804033"	"echo_VA0004804033"
"conveyance"	"VA0004804 TO VA0004804034"	"water_transfer"	"vahydro_VA0004804_VA0004804034"	"active"	"vahydro_VA0004804034"	"echo_VA0004804034"
"conveyance"	"VA0004804 TO VA0004804035"	"water_transfer"	"vahydro_VA0004804_VA0004804035"	"inactive"	"vahydro_VA0004804035"	"echo_VA0004804035"
"conveyance"	"VA0004804 TO VA0004804036"	"water_transfer"	"vahydro_VA0004804_VA0004804036"	"inactive"	"vahydro_VA0004804036"	"echo_VA0004804036"
"conveyance"	"VA0004804 TO VA0004804037"	"water_transfer"	"vahydro_VA0004804_VA0004804037"	"active"	"vahydro_VA0004804037"	"echo_VA0004804037"
"conveyance"	"VA0004804 TO VA0004804038"	"water_transfer"	"vahydro_VA0004804_VA0004804038"	"active"	"vahydro_VA0004804038"	"echo_VA0004804038"
"conveyance"	"VA0004804 TO VA0004804039"	"water_transfer"	"vahydro_VA0004804_VA0004804039"	"active"	"vahydro_VA0004804039"	"echo_VA0004804039"
"conveyance"	"VA0004804 TO VA0004804040"	"water_transfer"	"vahydro_VA0004804_VA0004804040"	"active"	"vahydro_VA0004804040"	"echo_VA0004804040"
