"bundle"	"name"	"ftype"	"hydrocode"	"fstatus"	"field_dh_from_entity"	"field_dh_to_entity"
"conveyance"	"VA0072397 TO VA0072397005"	"water_transfer"	"vahydro_VA0072397_VA0072397005"	"active"	"vahydro_VA0072397005"	"echo_VA0072397005"
"conveyance"	"VA0072397 TO VA0072397007"	"water_transfer"	"vahydro_VA0072397_VA0072397007"	"active"	"vahydro_VA0072397007"	"echo_VA0072397007"
"conveyance"	"VA0072397 TO VA0072397008"	"water_transfer"	"vahydro_VA0072397_VA0072397008"	"inactive"	"vahydro_VA0072397008"	"echo_VA0072397008"
"conveyance"	"VA0072397 TO VA0072397009"	"water_transfer"	"vahydro_VA0072397_VA0072397009"	"inactive"	"vahydro_VA0072397009"	"echo_VA0072397009"
"conveyance"	"VA0072397 TO VA0072397010"	"water_transfer"	"vahydro_VA0072397_VA0072397010"	"inactive"	"vahydro_VA0072397010"	"echo_VA0072397010"
"conveyance"	"VA0072397 TO VA0072397011"	"water_transfer"	"vahydro_VA0072397_VA0072397011"	"inactive"	"vahydro_VA0072397011"	"echo_VA0072397011"
"conveyance"	"VA0072729 TO VA0072729001"	"water_transfer"	"vahydro_VA0072729_VA0072729001"	"active"	"vahydro_VA0072729001"	"echo_VA0072729001"
"conveyance"	"VA0072931 TO VA0072931001"	"water_transfer"	"vahydro_VA0072931_VA0072931001"	"active"	"vahydro_VA0072931001"	"echo_VA0072931001"
"conveyance"	"VA0072991 TO VA0072991001"	"water_transfer"	"vahydro_VA0072991_VA0072991001"	"active"	"vahydro_VA0072991001"	"echo_VA0072991001"
"conveyance"	"VA0073091 TO VA0073091001"	"water_transfer"	"vahydro_VA0073091_VA0073091001"	"active"	"vahydro_VA0073091001"	"echo_VA0073091001"
"conveyance"	"VA0073091 TO VA0073091002"	"water_transfer"	"vahydro_VA0073091_VA0073091002"	"active"	"vahydro_VA0073091002"	"echo_VA0073091002"
"conveyance"	"VA0073091 TO VA0073091003"	"water_transfer"	"vahydro_VA0073091_VA0073091003"	"active"	"vahydro_VA0073091003"	"echo_VA0073091003"
"conveyance"	"VA0073091 TO VA0073091006"	"water_transfer"	"vahydro_VA0073091_VA0073091006"	"inactive"	"vahydro_VA0073091006"	"echo_VA0073091006"
"conveyance"	"VA0073091 TO VA0073091007"	"water_transfer"	"vahydro_VA0073091_VA0073091007"	"inactive"	"vahydro_VA0073091007"	"echo_VA0073091007"
"conveyance"	"VA0073091 TO VA0073091008"	"water_transfer"	"vahydro_VA0073091_VA0073091008"	"inactive"	"vahydro_VA0073091008"	"echo_VA0073091008"
"conveyance"	"VA0073091 TO VA0073091009"	"water_transfer"	"vahydro_VA0073091_VA0073091009"	"inactive"	"vahydro_VA0073091009"	"echo_VA0073091009"
"conveyance"	"VA0073091 TO VA0073091010"	"water_transfer"	"vahydro_VA0073091_VA0073091010"	"active"	"vahydro_VA0073091010"	"echo_VA0073091010"
"conveyance"	"VA0073091 TO VA0073091011"	"water_transfer"	"vahydro_VA0073091_VA0073091011"	"inactive"	"vahydro_VA0073091011"	"echo_VA0073091011"
"conveyance"	"VA0059056 TO VA0059056002"	"water_transfer"	"vahydro_VA0059056_VA0059056002"	"inactive"	"vahydro_VA0059056002"	"echo_VA0059056002"
"conveyance"	"VA0059072 TO VA0059072001"	"water_transfer"	"vahydro_VA0059072_VA0059072001"	"active"	"vahydro_VA0059072001"	"echo_VA0059072001"
"conveyance"	"VA0059072 TO VA0059072901"	"water_transfer"	"vahydro_VA0059072_VA0059072901"	"inactive"	"vahydro_VA0059072901"	"echo_VA0059072901"
"conveyance"	"VA0059137 TO VA0059137001"	"water_transfer"	"vahydro_VA0059137_VA0059137001"	"active"	"vahydro_VA0059137001"	"echo_VA0059137001"
"conveyance"	"VA0059145 TO VA0059145001"	"water_transfer"	"vahydro_VA0059145_VA0059145001"	"inactive"	"vahydro_VA0059145001"	"echo_VA0059145001"
"conveyance"	"VA0059161 TO VA0059161001"	"water_transfer"	"vahydro_VA0059161_VA0059161001"	"active"	"vahydro_VA0059161001"	"echo_VA0059161001"
"conveyance"	"VA0059161 TO VA0059161002"	"water_transfer"	"vahydro_VA0059161_VA0059161002"	"active"	"vahydro_VA0059161002"	"echo_VA0059161002"
"conveyance"	"VA0059161 TO VA0059161003"	"water_transfer"	"vahydro_VA0059161_VA0059161003"	"active"	"vahydro_VA0059161003"	"echo_VA0059161003"
"conveyance"	"VA0059161 TO VA0059161004"	"water_transfer"	"vahydro_VA0059161_VA0059161004"	"inactive"	"vahydro_VA0059161004"	"echo_VA0059161004"
"conveyance"	"VA0059161 TO VA0059161005"	"water_transfer"	"vahydro_VA0059161_VA0059161005"	"inactive"	"vahydro_VA0059161005"	"echo_VA0059161005"
"conveyance"	"VA0059161 TO VA0059161006"	"water_transfer"	"vahydro_VA0059161_VA0059161006"	"active"	"vahydro_VA0059161006"	"echo_VA0059161006"
"conveyance"	"VA0059161 TO VA0059161007"	"water_transfer"	"vahydro_VA0059161_VA0059161007"	"inactive"	"vahydro_VA0059161007"	"echo_VA0059161007"
"conveyance"	"VA0059170 TO VA0059170001"	"water_transfer"	"vahydro_VA0059170_VA0059170001"	"active"	"vahydro_VA0059170001"	"echo_VA0059170001"
"conveyance"	"VA0060194 TO VA0060194001"	"water_transfer"	"vahydro_VA0060194_VA0060194001"	"active"	"vahydro_VA0060194001"	"echo_VA0060194001"
"conveyance"	"VA0060194 TO VA0060194S01"	"water_transfer"	"vahydro_VA0060194_VA0060194S01"	"inactive"	"vahydro_VA0060194S01"	"echo_VA0060194S01"
"conveyance"	"VA0060194 TO VA0060194SP1"	"water_transfer"	"vahydro_VA0060194_VA0060194SP1"	"inactive"	"vahydro_VA0060194SP1"	"echo_VA0060194SP1"
"conveyance"	"VA0060275 TO VA0060275001"	"water_transfer"	"vahydro_VA0060275_VA0060275001"	"active"	"vahydro_VA0060275001"	"echo_VA0060275001"
"conveyance"	"VA0060330 TO VA0060330001"	"water_transfer"	"vahydro_VA0060330_VA0060330001"	"active"	"vahydro_VA0060330001"	"echo_VA0060330001"
"conveyance"	"VA0060348 TO VA0060348001"	"water_transfer"	"vahydro_VA0060348_VA0060348001"	"active"	"vahydro_VA0060348001"	"echo_VA0060348001"
"conveyance"	"VA0060364 TO VA0060364001"	"water_transfer"	"vahydro_VA0060364_VA0060364001"	"active"	"vahydro_VA0060364001"	"echo_VA0060364001"
"conveyance"	"VA0060402 TO VA0060402001"	"water_transfer"	"vahydro_VA0060402_VA0060402001"	"active"	"vahydro_VA0060402001"	"echo_VA0060402001"
"conveyance"	"VA0060429 TO VA0060429001"	"water_transfer"	"vahydro_VA0060429_VA0060429001"	"active"	"vahydro_VA0060429001"	"echo_VA0060429001"
"conveyance"	"VA0060445 TO VA0060445001"	"water_transfer"	"vahydro_VA0060445_VA0060445001"	"active"	"vahydro_VA0060445001"	"echo_VA0060445001"
"conveyance"	"VA0060500 TO VA0060500001"	"water_transfer"	"vahydro_VA0060500_VA0060500001"	"active"	"vahydro_VA0060500001"	"echo_VA0060500001"
"conveyance"	"VA0060500 TO VA0060500101"	"water_transfer"	"vahydro_VA0060500_VA0060500101"	"inactive"	"vahydro_VA0060500101"	"echo_VA0060500101"
"conveyance"	"VA0060526 TO VA0060526001"	"water_transfer"	"vahydro_VA0060526_VA0060526001"	"active"	"vahydro_VA0060526001"	"echo_VA0060526001"
"conveyance"	"VA0060569 TO VA0060569001"	"water_transfer"	"vahydro_VA0060569_VA0060569001"	"active"	"vahydro_VA0060569001"	"echo_VA0060569001"
"conveyance"	"VA0060585 TO VA0060585001"	"water_transfer"	"vahydro_VA0060585_VA0060585001"	"active"	"vahydro_VA0060585001"	"echo_VA0060585001"
"conveyance"	"VA0060593 TO VA0060593001"	"water_transfer"	"vahydro_VA0060593_VA0060593001"	"active"	"vahydro_VA0060593001"	"echo_VA0060593001"
"conveyance"	"VA0060593 TO VA0060593002"	"water_transfer"	"vahydro_VA0060593_VA0060593002"	"inactive"	"vahydro_VA0060593002"	"echo_VA0060593002"
"conveyance"	"VA0060593 TO VA0060593003"	"water_transfer"	"vahydro_VA0060593_VA0060593003"	"inactive"	"vahydro_VA0060593003"	"echo_VA0060593003"
"conveyance"	"VA0060593 TO VA0060593004"	"water_transfer"	"vahydro_VA0060593_VA0060593004"	"inactive"	"vahydro_VA0060593004"	"echo_VA0060593004"
"conveyance"	"VA0060593 TO VA0060593SO1"	"water_transfer"	"vahydro_VA0060593_VA0060593SO1"	"inactive"	"vahydro_VA0060593SO1"	"echo_VA0060593SO1"
"conveyance"	"VA0060593 TO VA0060593SP1"	"water_transfer"	"vahydro_VA0060593_VA0060593SP1"	"inactive"	"vahydro_VA0060593SP1"	"echo_VA0060593SP1"
"conveyance"	"VA0060640 TO VA0060640001"	"water_transfer"	"vahydro_VA0060640_VA0060640001"	"active"	"vahydro_VA0060640001"	"echo_VA0060640001"
"conveyance"	"VA0060712 TO VA0060712001"	"water_transfer"	"vahydro_VA0060712_VA0060712001"	"active"	"vahydro_VA0060712001"	"echo_VA0060712001"
"conveyance"	"VA0060798 TO VA0060798001"	"water_transfer"	"vahydro_VA0060798_VA0060798001"	"active"	"vahydro_VA0060798001"	"echo_VA0060798001"
"conveyance"	"VA0060844 TO VA0060844001"	"water_transfer"	"vahydro_VA0060844_VA0060844001"	"active"	"vahydro_VA0060844001"	"echo_VA0060844001"
"conveyance"	"VA0060844 TO VA0060844SO1"	"water_transfer"	"vahydro_VA0060844_VA0060844SO1"	"inactive"	"vahydro_VA0060844SO1"	"echo_VA0060844SO1"
"conveyance"	"VA0060844 TO VA0060844SP1"	"water_transfer"	"vahydro_VA0060844_VA0060844SP1"	"inactive"	"vahydro_VA0060844SP1"	"echo_VA0060844SP1"
"conveyance"	"VA0060879 TO VA0060879001"	"water_transfer"	"vahydro_VA0060879_VA0060879001"	"active"	"vahydro_VA0060879001"	"echo_VA0060879001"
"conveyance"	"VA0060887 TO VA0060887001"	"water_transfer"	"vahydro_VA0060887_VA0060887001"	"active"	"vahydro_VA0060887001"	"echo_VA0060887001"
"conveyance"	"VA0060968 TO VA0060968001"	"water_transfer"	"vahydro_VA0060968_VA0060968001"	"active"	"vahydro_VA0060968001"	"echo_VA0060968001"
"conveyance"	"VA0061042 TO VA0061042001"	"water_transfer"	"vahydro_VA0061042_VA0061042001"	"active"	"vahydro_VA0061042001"	"echo_VA0061042001"
"conveyance"	"VA0061158 TO VA0061158001"	"water_transfer"	"vahydro_VA0061158_VA0061158001"	"active"	"vahydro_VA0061158001"	"echo_VA0061158001"
"conveyance"	"VA0061158 TO VA0061158002"	"water_transfer"	"vahydro_VA0061158_VA0061158002"	"inactive"	"vahydro_VA0061158002"	"echo_VA0061158002"
"conveyance"	"VA0061158 TO VA0061158201"	"water_transfer"	"vahydro_VA0061158_VA0061158201"	"active"	"vahydro_VA0061158201"	"echo_VA0061158201"
"conveyance"	"VA0061247 TO VA0061247001"	"water_transfer"	"vahydro_VA0061247_VA0061247001"	"active"	"vahydro_VA0061247001"	"echo_VA0061247001"
"conveyance"	"VA0061280 TO VA0061280001"	"water_transfer"	"vahydro_VA0061280_VA0061280001"	"active"	"vahydro_VA0061280001"	"echo_VA0061280001"
"conveyance"	"VA0061298 TO VA0061298001"	"water_transfer"	"vahydro_VA0061298_VA0061298001"	"active"	"vahydro_VA0061298001"	"echo_VA0061298001"
"conveyance"	"VA0061301 TO VA0061301001"	"water_transfer"	"vahydro_VA0061301_VA0061301001"	"active"	"vahydro_VA0061301001"	"echo_VA0061301001"
"conveyance"	"VA0061310 TO VA0061310001"	"water_transfer"	"vahydro_VA0061310_VA0061310001"	"active"	"vahydro_VA0061310001"	"echo_VA0061310001"
"conveyance"	"VA0061379 TO VA0061379001"	"water_transfer"	"vahydro_VA0061379_VA0061379001"	"active"	"vahydro_VA0061379001"	"echo_VA0061379001"
"conveyance"	"VA0061409 TO VA0061409001"	"water_transfer"	"vahydro_VA0061409_VA0061409001"	"active"	"vahydro_VA0061409001"	"echo_VA0061409001"
"conveyance"	"VA0061549 TO VA0061549001"	"water_transfer"	"vahydro_VA0061549_VA0061549001"	"active"	"vahydro_VA0061549001"	"echo_VA0061549001"
"conveyance"	"VA0061590 TO VA0061590001"	"water_transfer"	"vahydro_VA0061590_VA0061590001"	"active"	"vahydro_VA0061590001"	"echo_VA0061590001"
"conveyance"	"VA0061590 TO VA0061590S01"	"water_transfer"	"vahydro_VA0061590_VA0061590S01"	"inactive"	"vahydro_VA0061590S01"	"echo_VA0061590S01"
"conveyance"	"VA0061590 TO VA0061590SP1"	"water_transfer"	"vahydro_VA0061590_VA0061590SP1"	"inactive"	"vahydro_VA0061590SP1"	"echo_VA0061590SP1"
"conveyance"	"VA0061646 TO VA0061646001"	"water_transfer"	"vahydro_VA0061646_VA0061646001"	"active"	"vahydro_VA0061646001"	"echo_VA0061646001"
"conveyance"	"VA0061751 TO VA0061751001"	"water_transfer"	"vahydro_VA0061751_VA0061751001"	"active"	"vahydro_VA0061751001"	"echo_VA0061751001"
"conveyance"	"VA0061751 TO VA0061751SO1"	"water_transfer"	"vahydro_VA0061751_VA0061751SO1"	"inactive"	"vahydro_VA0061751SO1"	"echo_VA0061751SO1"
"conveyance"	"VA0061751 TO VA0061751SP1"	"water_transfer"	"vahydro_VA0061751_VA0061751SP1"	"inactive"	"vahydro_VA0061751SP1"	"echo_VA0061751SP1"
"conveyance"	"VA0061859 TO VA0061859001"	"water_transfer"	"vahydro_VA0061859_VA0061859001"	"active"	"vahydro_VA0061859001"	"echo_VA0061859001"
"conveyance"	"VA0061913 TO VA0061913001"	"water_transfer"	"vahydro_VA0061913_VA0061913001"	"active"	"vahydro_VA0061913001"	"echo_VA0061913001"
"conveyance"	"VA0061964 TO VA0061964001"	"water_transfer"	"vahydro_VA0061964_VA0061964001"	"active"	"vahydro_VA0061964001"	"echo_VA0061964001"
"conveyance"	"VA0061972 TO VA0061972002"	"water_transfer"	"vahydro_VA0061972_VA0061972002"	"inactive"	"vahydro_VA0061972002"	"echo_VA0061972002"
"conveyance"	"VA0061972 TO VA0061972003"	"water_transfer"	"vahydro_VA0061972_VA0061972003"	"inactive"	"vahydro_VA0061972003"	"echo_VA0061972003"
"conveyance"	"VA0061972 TO VA0061972004"	"water_transfer"	"vahydro_VA0061972_VA0061972004"	"inactive"	"vahydro_VA0061972004"	"echo_VA0061972004"
"conveyance"	"VA0062031 TO VA0062031001"	"water_transfer"	"vahydro_VA0062031_VA0062031001"	"active"	"vahydro_VA0062031001"	"echo_VA0062031001"
"conveyance"	"VA0062103 TO VA0062103001"	"water_transfer"	"vahydro_VA0062103_VA0062103001"	"active"	"vahydro_VA0062103001"	"echo_VA0062103001"
"conveyance"	"VA0062154 TO VA0062154001"	"water_transfer"	"vahydro_VA0062154_VA0062154001"	"active"	"vahydro_VA0062154001"	"echo_VA0062154001"
"conveyance"	"VA0062189 TO VA0062189001"	"water_transfer"	"vahydro_VA0062189_VA0062189001"	"active"	"vahydro_VA0062189001"	"echo_VA0062189001"
"conveyance"	"VA0062219 TO VA0062219001"	"water_transfer"	"vahydro_VA0062219_VA0062219001"	"active"	"vahydro_VA0062219001"	"echo_VA0062219001"
"conveyance"	"VA0062391 TO VA0062391001"	"water_transfer"	"vahydro_VA0062391_VA0062391001"	"active"	"vahydro_VA0062391001"	"echo_VA0062391001"
"conveyance"	"VA0062421 TO VA0062421001"	"water_transfer"	"vahydro_VA0062421_VA0062421001"	"active"	"vahydro_VA0062421001"	"echo_VA0062421001"
"conveyance"	"VA0062481 TO VA0062481001"	"water_transfer"	"vahydro_VA0062481_VA0062481001"	"active"	"vahydro_VA0062481001"	"echo_VA0062481001"
"conveyance"	"VA0062499 TO VA0062499001"	"water_transfer"	"vahydro_VA0062499_VA0062499001"	"active"	"vahydro_VA0062499001"	"echo_VA0062499001"
"conveyance"	"VA0062529 TO VA0062529001"	"water_transfer"	"vahydro_VA0062529_VA0062529001"	"active"	"vahydro_VA0062529001"	"echo_VA0062529001"
"conveyance"	"VA0062561 TO VA0062561001"	"water_transfer"	"vahydro_VA0062561_VA0062561001"	"active"	"vahydro_VA0062561001"	"echo_VA0062561001"
"conveyance"	"VA0062642 TO VA0062642001"	"water_transfer"	"vahydro_VA0062642_VA0062642001"	"active"	"vahydro_VA0062642001"	"echo_VA0062642001"
"conveyance"	"VA0062669 TO VA0062669001"	"water_transfer"	"vahydro_VA0062669_VA0062669001"	"active"	"vahydro_VA0062669001"	"echo_VA0062669001"
"conveyance"	"VA0062685 TO VA0062685001"	"water_transfer"	"vahydro_VA0062685_VA0062685001"	"active"	"vahydro_VA0062685001"	"echo_VA0062685001"
"conveyance"	"VA0062685 TO VA0062685SO1"	"water_transfer"	"vahydro_VA0062685_VA0062685SO1"	"inactive"	"vahydro_VA0062685SO1"	"echo_VA0062685SO1"
"conveyance"	"VA0062685 TO VA0062685SP1"	"water_transfer"	"vahydro_VA0062685_VA0062685SP1"	"inactive"	"vahydro_VA0062685SP1"	"echo_VA0062685SP1"
"conveyance"	"VA0062731 TO VA0062731001"	"water_transfer"	"vahydro_VA0062731_VA0062731001"	"active"	"vahydro_VA0062731001"	"echo_VA0062731001"
"conveyance"	"VA0062812 TO VA0062812001"	"water_transfer"	"vahydro_VA0062812_VA0062812001"	"active"	"vahydro_VA0062812001"	"echo_VA0062812001"
"conveyance"	"VA0062880 TO VA0062880001"	"water_transfer"	"vahydro_VA0062880_VA0062880001"	"active"	"vahydro_VA0062880001"	"echo_VA0062880001"
"conveyance"	"VA0062961 TO VA0062961001"	"water_transfer"	"vahydro_VA0062961_VA0062961001"	"active"	"vahydro_VA0062961001"	"echo_VA0062961001"
"conveyance"	"VA0063029 TO VA0063029001"	"water_transfer"	"vahydro_VA0063029_VA0063029001"	"active"	"vahydro_VA0063029001"	"echo_VA0063029001"
"conveyance"	"VA0063037 TO VA0063037001"	"water_transfer"	"vahydro_VA0063037_VA0063037001"	"active"	"vahydro_VA0063037001"	"echo_VA0063037001"
"conveyance"	"VA0063177 TO VA0063177001"	"water_transfer"	"vahydro_VA0063177_VA0063177001"	"active"	"vahydro_VA0063177001"	"echo_VA0063177001"
"conveyance"	"VA0063177 TO VA0063177002"	"water_transfer"	"vahydro_VA0063177_VA0063177002"	"inactive"	"vahydro_VA0063177002"	"echo_VA0063177002"
"conveyance"	"VA0063177 TO VA0063177003"	"water_transfer"	"vahydro_VA0063177_VA0063177003"	"inactive"	"vahydro_VA0063177003"	"echo_VA0063177003"
"conveyance"	"VA0063177 TO VA0063177004"	"water_transfer"	"vahydro_VA0063177_VA0063177004"	"inactive"	"vahydro_VA0063177004"	"echo_VA0063177004"
"conveyance"	"VA0063177 TO VA0063177005"	"water_transfer"	"vahydro_VA0063177_VA0063177005"	"inactive"	"vahydro_VA0063177005"	"echo_VA0063177005"
"conveyance"	"VA0063177 TO VA0063177006"	"water_transfer"	"vahydro_VA0063177_VA0063177006"	"inactive"	"vahydro_VA0063177006"	"echo_VA0063177006"
"conveyance"	"VA0063177 TO VA0063177007"	"water_transfer"	"vahydro_VA0063177_VA0063177007"	"inactive"	"vahydro_VA0063177007"	"echo_VA0063177007"
"conveyance"	"VA0063177 TO VA0063177009"	"water_transfer"	"vahydro_VA0063177_VA0063177009"	"inactive"	"vahydro_VA0063177009"	"echo_VA0063177009"
"conveyance"	"VA0063177 TO VA0063177010"	"water_transfer"	"vahydro_VA0063177_VA0063177010"	"inactive"	"vahydro_VA0063177010"	"echo_VA0063177010"
"conveyance"	"VA0063177 TO VA0063177011"	"water_transfer"	"vahydro_VA0063177_VA0063177011"	"inactive"	"vahydro_VA0063177011"	"echo_VA0063177011"
"conveyance"	"VA0063177 TO VA0063177012"	"water_transfer"	"vahydro_VA0063177_VA0063177012"	"inactive"	"vahydro_VA0063177012"	"echo_VA0063177012"
"conveyance"	"VA0063177 TO VA0063177013"	"water_transfer"	"vahydro_VA0063177_VA0063177013"	"inactive"	"vahydro_VA0063177013"	"echo_VA0063177013"
"conveyance"	"VA0063177 TO VA0063177014"	"water_transfer"	"vahydro_VA0063177_VA0063177014"	"inactive"	"vahydro_VA0063177014"	"echo_VA0063177014"
"conveyance"	"VA0063177 TO VA0063177015"	"water_transfer"	"vahydro_VA0063177_VA0063177015"	"inactive"	"vahydro_VA0063177015"	"echo_VA0063177015"
"conveyance"	"VA0063177 TO VA0063177016"	"water_transfer"	"vahydro_VA0063177_VA0063177016"	"inactive"	"vahydro_VA0063177016"	"echo_VA0063177016"
"conveyance"	"VA0063177 TO VA0063177017"	"water_transfer"	"vahydro_VA0063177_VA0063177017"	"inactive"	"vahydro_VA0063177017"	"echo_VA0063177017"
"conveyance"	"VA0063177 TO VA0063177018"	"water_transfer"	"vahydro_VA0063177_VA0063177018"	"inactive"	"vahydro_VA0063177018"	"echo_VA0063177018"
"conveyance"	"VA0063177 TO VA0063177019"	"water_transfer"	"vahydro_VA0063177_VA0063177019"	"inactive"	"vahydro_VA0063177019"	"echo_VA0063177019"
"conveyance"	"VA0063177 TO VA0063177020"	"water_transfer"	"vahydro_VA0063177_VA0063177020"	"inactive"	"vahydro_VA0063177020"	"echo_VA0063177020"
"conveyance"	"VA0063177 TO VA0063177021"	"water_transfer"	"vahydro_VA0063177_VA0063177021"	"inactive"	"vahydro_VA0063177021"	"echo_VA0063177021"
"conveyance"	"VA0063177 TO VA0063177024"	"water_transfer"	"vahydro_VA0063177_VA0063177024"	"inactive"	"vahydro_VA0063177024"	"echo_VA0063177024"
"conveyance"	"VA0063177 TO VA0063177025"	"water_transfer"	"vahydro_VA0063177_VA0063177025"	"inactive"	"vahydro_VA0063177025"	"echo_VA0063177025"
"conveyance"	"VA0063177 TO VA0063177026"	"water_transfer"	"vahydro_VA0063177_VA0063177026"	"inactive"	"vahydro_VA0063177026"	"echo_VA0063177026"
"conveyance"	"VA0063177 TO VA0063177028"	"water_transfer"	"vahydro_VA0063177_VA0063177028"	"inactive"	"vahydro_VA0063177028"	"echo_VA0063177028"
"conveyance"	"VA0063177 TO VA0063177031"	"water_transfer"	"vahydro_VA0063177_VA0063177031"	"inactive"	"vahydro_VA0063177031"	"echo_VA0063177031"
"conveyance"	"VA0063177 TO VA0063177033"	"water_transfer"	"vahydro_VA0063177_VA0063177033"	"inactive"	"vahydro_VA0063177033"	"echo_VA0063177033"
"conveyance"	"VA0063177 TO VA0063177034"	"water_transfer"	"vahydro_VA0063177_VA0063177034"	"inactive"	"vahydro_VA0063177034"	"echo_VA0063177034"
"conveyance"	"VA0063177 TO VA0063177035"	"water_transfer"	"vahydro_VA0063177_VA0063177035"	"inactive"	"vahydro_VA0063177035"	"echo_VA0063177035"
"conveyance"	"VA0063177 TO VA0063177039"	"water_transfer"	"vahydro_VA0063177_VA0063177039"	"inactive"	"vahydro_VA0063177039"	"echo_VA0063177039"
"conveyance"	"VA0063177 TO VA0063177040"	"water_transfer"	"vahydro_VA0063177_VA0063177040"	"inactive"	"vahydro_VA0063177040"	"echo_VA0063177040"
"conveyance"	"VA0063177 TO VA0063177S01"	"water_transfer"	"vahydro_VA0063177_VA0063177S01"	"inactive"	"vahydro_VA0063177S01"	"echo_VA0063177S01"
"conveyance"	"VA0063291 TO VA0063291001"	"water_transfer"	"vahydro_VA0063291_VA0063291001"	"active"	"vahydro_VA0063291001"	"echo_VA0063291001"
"conveyance"	"VA0063347 TO VA0063347001"	"water_transfer"	"vahydro_VA0063347_VA0063347001"	"active"	"vahydro_VA0063347001"	"echo_VA0063347001"
"conveyance"	"VA0063606 TO VA0063606001"	"water_transfer"	"vahydro_VA0063606_VA0063606001"	"active"	"vahydro_VA0063606001"	"echo_VA0063606001"
"conveyance"	"VA0063614 TO VA0063614001"	"water_transfer"	"vahydro_VA0063614_VA0063614001"	"active"	"vahydro_VA0063614001"	"echo_VA0063614001"
"conveyance"	"VA0063614 TO VA0063614002"	"water_transfer"	"vahydro_VA0063614_VA0063614002"	"active"	"vahydro_VA0063614002"	"echo_VA0063614002"
"conveyance"	"VA0063649 TO VA0063649001"	"water_transfer"	"vahydro_VA0063649_VA0063649001"	"active"	"vahydro_VA0063649001"	"echo_VA0063649001"
"conveyance"	"VA0063657 TO VA0063657001"	"water_transfer"	"vahydro_VA0063657_VA0063657001"	"active"	"vahydro_VA0063657001"	"echo_VA0063657001"
"conveyance"	"VA0063690 TO VA0063690001"	"water_transfer"	"vahydro_VA0063690_VA0063690001"	"active"	"vahydro_VA0063690001"	"echo_VA0063690001"
"conveyance"	"VA0063690 TO VA0063690S01"	"water_transfer"	"vahydro_VA0063690_VA0063690S01"	"inactive"	"vahydro_VA0063690S01"	"echo_VA0063690S01"
"conveyance"	"VA0063690 TO VA0063690SP1"	"water_transfer"	"vahydro_VA0063690_VA0063690SP1"	"inactive"	"vahydro_VA0063690SP1"	"echo_VA0063690SP1"
"conveyance"	"VA0063738 TO VA0063738001"	"water_transfer"	"vahydro_VA0063738_VA0063738001"	"active"	"vahydro_VA0063738001"	"echo_VA0063738001"
"conveyance"	"VA0063843 TO VA0063843001"	"water_transfer"	"vahydro_VA0063843_VA0063843001"	"active"	"vahydro_VA0063843001"	"echo_VA0063843001"
"conveyance"	"VA0063843 TO VA0063843GW1"	"water_transfer"	"vahydro_VA0063843_VA0063843GW1"	"inactive"	"vahydro_VA0063843GW1"	"echo_VA0063843GW1"
"conveyance"	"VA0063843 TO VA0063843GW2"	"water_transfer"	"vahydro_VA0063843_VA0063843GW2"	"inactive"	"vahydro_VA0063843GW2"	"echo_VA0063843GW2"
"conveyance"	"VA0063843 TO VA0063843GW3"	"water_transfer"	"vahydro_VA0063843_VA0063843GW3"	"inactive"	"vahydro_VA0063843GW3"	"echo_VA0063843GW3"
"conveyance"	"VA0063843 TO VA0063843GW4"	"water_transfer"	"vahydro_VA0063843_VA0063843GW4"	"inactive"	"vahydro_VA0063843GW4"	"echo_VA0063843GW4"
"conveyance"	"VA0063843 TO VA0063843GW5"	"water_transfer"	"vahydro_VA0063843_VA0063843GW5"	"inactive"	"vahydro_VA0063843GW5"	"echo_VA0063843GW5"
"conveyance"	"VA0064009 TO VA0064009001"	"water_transfer"	"vahydro_VA0064009_VA0064009001"	"active"	"vahydro_VA0064009001"	"echo_VA0064009001"
"conveyance"	"VA0064181 TO VA0064181001"	"water_transfer"	"vahydro_VA0064181_VA0064181001"	"active"	"vahydro_VA0064181001"	"echo_VA0064181001"
"conveyance"	"VA0064271 TO VA0064271001"	"water_transfer"	"vahydro_VA0064271_VA0064271001"	"active"	"vahydro_VA0064271001"	"echo_VA0064271001"
"conveyance"	"VA0064394 TO VA0064394001"	"water_transfer"	"vahydro_VA0064394_VA0064394001"	"active"	"vahydro_VA0064394001"	"echo_VA0064394001"
"conveyance"	"VA0064424 TO VA0064424001"	"water_transfer"	"vahydro_VA0064424_VA0064424001"	"active"	"vahydro_VA0064424001"	"echo_VA0064424001"
"conveyance"	"VA0064599 TO VA0064599001"	"water_transfer"	"vahydro_VA0064599_VA0064599001"	"active"	"vahydro_VA0064599001"	"echo_VA0064599001"
"conveyance"	"VA0064726 TO VA0064726001"	"water_transfer"	"vahydro_VA0064726_VA0064726001"	"active"	"vahydro_VA0064726001"	"echo_VA0064726001"
"conveyance"	"VA0064751 TO VA0064751001"	"water_transfer"	"vahydro_VA0064751_VA0064751001"	"active"	"vahydro_VA0064751001"	"echo_VA0064751001"
"conveyance"	"VA0064793 TO VA0064793001"	"water_transfer"	"vahydro_VA0064793_VA0064793001"	"active"	"vahydro_VA0064793001"	"echo_VA0064793001"
"conveyance"	"VA0065196 TO VA0065196001"	"water_transfer"	"vahydro_VA0065196_VA0065196001"	"active"	"vahydro_VA0065196001"	"echo_VA0065196001"
