"DEQ.ID.of.Source","Corrected_Latitude","Corrected_Longitude"
61982,37.230555555,-79.924444444
61984,37.231111111,-79.992777777
61985,37.231388888,-75.952222222
61986,37.231388888,-80.0125
61988,37.255833333,-77.368888888
61989,36.737069,-79.485758
61991,37.246388888,-80.035
61996,37.323888888,-77.179444444
61999,37.233611111,-80.026944444
62000,37.233888888,-80.027777777
62001,37.163402,-75.956676
62002,37.250555555,-76.656388888
62003,37.243888888,-80.051388888
62004,37.71299222,-75.70847806
62005,37.43319,-75.875853
62006,36.576928,-77.431822
62007,37.678064,-75.701784
62008,37.8343231,-75.5765901
62009,37.71299222,-75.70847806
62010,37.8343231,-75.5765901
62014,37.969189,-76.787511
62015,37.263611111,-76.668888888
62016,36.677473,-75.984732
62017,37.251111111,-76.498888888
62019,37.259166666,-75.981388888
62020,37.26,-75.981111111
62021,37.393888888,-79.828611111
62023,39.063964,-78.297783
62024,37.268611111,-80.003333333
62026,37.254166666,-76.69
62027,37.731918,-75.728874
62028,37.250277777,-76.656666666
62029,37.255555555,-80.040555555
62030,37.815276,-75.638962
62031,37.815276,-75.638962
62032,36.6075,-78.536666666
62035,37.267222222,-77.3725
62036,37.267222222,-80.002222222
62038,38.0125,-78.824722222
62039,38.115,-76.965277777
62040,38.016666666,-78.825555555
62041,37.557777777,-76.438055555
62042,37.313888888,-77.181944444
62043,37.2675,-80.068611111
62044,36.882585,-79.654938
62045,37.1015,-76.70080556
62047,37.272222222,-79.999722222
62051,36.86631,-77.547916
62053,37.258055555,-75.964722222
62054,38.429939,-77.422312
62056,37.447777777,-77.462222222
62057,37.313888888,-77.181944444
62059,38.894300277,-78.120318888
62060,36.873685,-76.118763
62061,37.52,-77.07
62062,37.23875,-77.62781
62063,37.6675,-77.439722222
62064,38.193611111,-77.230833333
62065,37.791851,-77.244475
62067,36.943333333,-76.596666666
62068,36.821388888,-76.863888888
62070,37.568888888,-76.362777777
62071,37.568888888,-76.362777777
62072,37.538611111,-76.893055555
62073,37.961111111,-76.543611111
62074,36.727222222,-79.950277777
62075,39.105737261,-78.216241788
62076,37.1975,-80.241388888
62077,37.363888888,-76.827777777
62078,38.244944,-77.246269
62079,38.906487441,-78.124804752
62081,37.19862,-75.979445
62082,37.4757,-77.3251
62083,37.773055555,-77.755
62084,38.255833333,-78.8275
62085,38.754444444,-78.616944444
62086,38.074,-78.886
62087,37.393333333,-79.319722222
62088,36.9548,-76.5889
62089,38.843755411,-78.542347316
62090,38.278333333,-78.854444444
62091,37.838888888,-77.101944444
62092,37.4722,-77.3449
62093,37.1472,-77.5246
62094,38.354966963,-78.679059375
62095,39.265282691,-78.081835
62097,38.767874202,-78.62289595
62098,37.236111111,-76.6725
62099,38.424875,-78.941916
62100,38.468611111,-79.517222222
62101,38.102222222,-79.32
62102,36.562777777,-78.4125
62103,37.791841,-77.24481
62107,37.202379,-75.966868
62108,37.336111111,-79.579722222
62109,38.684166666,-78.6675
62110,38.388828519,-78.985471852
62111,36.781111111,-80.027777777
62112,36.993611111,-82.599444444
62113,38.709444444,-78.643888888
62114,37.705,-79.373055555
62117,37.716111111,-78.262777777
62118,37.103611111,-79.648888888
62119,38.906434436,-78.124055583
62121,38.111,-76.998
62122,38.1025,-76.9691167
62123,38.168611111,-77.191944444
62124,38.644399444,-78.451183547
62126,38.036274552,-78.930175263
62128,38.168611111,-77.191944444
62129,37.557777777,-76.438055555
62130,37.101111111,-79.624722222
62131,37.099444444,-80.525277777
62133,36.961555,-77.570841
62134,37.636944444,-76.575
62137,38.788888888,-77.579166666
62138,36.563333333,-79.201666666
62139,38.39069,-79.01018
62140,36.873685,-76.118763
62141,38.465277777,-79.01
62142,37.002781,-79.171693
62143,37.046686,-77.693772
62144,37.570555555,-77.629166666
62145,37.572222222,-77.631944444
62146,37.2425,-75.956388888
62147,37.2425,-75.956388888
62149,37.242777777,-75.956388888
62150,37.571388888,-77.606666666
62155,38.063055555,-78.881388888
62156,37.969444444,-76.540833333
62159,37.825043,-77.233127
62160,36.862817,-77.839334
62162,38.751666666,-77.711388888
62163,38.268888888,-77.432222222
62164,38.081756,-77.030322
62166,38.061667,-77.795
62167,37.325,-80.749444444
62169,37.272222222,-79.998611111
62171,36.859722222,-76.468333333
62173,38.063056,-77.790556
62174,38.033888888,-78.816111111
62175,38.058611111,-78.887777777
62176,36.865312,-77.837976
62177,36.717777777,-79.884166666
62178,37.348055555,-79.821944444
62179,37.706944444,-78.288333333
62180,37.694166666,-76.9975
62182,37.278611111,-80.056111111
62183,37.279444444,-80.056111111
62184,37.279722222,-76.641666666
62186,37.280555555,-80.102222222
62187,36.862513,-77.839016
62188,37.277222222,-79.096111111
62189,37.274722222,-79.098888888
62190,37.275,-76.6625
62191,37.276111111,-79.870277777
62192,37.268888888,-79.816666666
62193,37.329166666,-80.010277777
62194,37.299166666,-80.068333333
62195,37.434444444,-76.320833333
62197,37.972222222,-76.469166666
62198,37.303333333,-77.469444444
62199,37.303611111,-79.850277777
62200,37.306388888,-80.063611111
62201,37.322222222,-79.901111111
62202,37.322222222,-79.901111111
62207,37.271666666,-79.817777777
62209,37.288055555,-80.154166666
62210,37.281111111,-79.89
62211,37.281666666,-80.044166666
62212,37.341388888,-77.680555555
62213,37.341666666,-77.283333333
62215,37.286666666,-80.075555555
62216,37.318888888,-76.47
62217,37.318888888,-76.47
62218,37.318888888,-76.47
62221,37.283333333,-80.136666666
62223,37.283333333,-80.136666666
62224,37.277777777,-76.791666666
62226,37.285555555,-80.138888888
62227,37.588117,-75.783198
62229,37.327222222,-80.014722222
62230,37.328055555,-80.017222222
62234,37.972222222,-76.469166666
62236,37.34,-79.969166666
62237,37.340555555,-77.679722222
62238,37.340833333,-80.626666666
62239,37.348333333,-78.827222222
62240,39.1025,-77.518611111
62241,37.342222222,-79.977222222
62242,37.333888888,-79.220833333
62243,36.862,-79.673335
62244,37.334166666,-79.581944444
62245,37.334444444,-80.74
62246,37.334444444,-80.74
62247,37.335,-77.261666666
62250,37.293055555,-76.654166666
62251,37.294444444,-79.858055555
62253,37.345555555,-79.929444444
62254,37.346111111,-79.967777777
62255,37.286388888,-75.923333333
62256,37.323055555,-80.000277777
62257,37.106944444,-79.301944444
62259,37.326944444,-79.891666666
62261,37.348055555,-79.270277777
62262,37.348055555,-80.860277777
62268,37.354166666,-77.508333333
62271,37.349722222,-79.9675
62272,37.349722222,-79.9675
62273,37.35,-79.953611111
62274,37.320555555,-80.062777777
62275,37.321666666,-79.891944444
62276,37.336666666,-77.283888888
62278,37.3375,-77.271666666
62279,37.343611111,-79.971666666
62280,37.3525,-78.826944444
62282,37.347222222,-79.911111111
62283,37.3475,-79.929722222
62284,37.337777777,-79.975833333
62285,37.339166666,-80.753333333
62289,37.36,-75.931388888
62290,37.36,-75.931666666
62291,37.36,-75.932222222
62292,37.36,-75.9325
62293,37.360277777,-75.931111111
62298,37.3525,-79.898055555
62299,37.356666666,-79.906388888
62301,37.392777777,-79.035
62302,37.359444444,-79.851666666
62305,37.398888888,-79.744444444
62306,37.399166666,-79.058611111
62309,37.353611111,-79.9725
62310,37.3725,-80.811666666
62315,37.411666666,-75.931388888
62316,37.361388888,-75.931111111
62318,37.390555555,-79.805833333
62319,37.409722222,-79.056111111
62321,37.371944444,-80.659444444
62322,37.355,-82.193888888
62324,37.413888888,-79.046111111
62325,37.414166666,-79.050833333
62326,37.414722222,-79.053888888
62327,37.414722222,-79.920833333
62329,37.378055555,-80.818888888
62331,37.353611111,-78.112222222
62337,37.388888888,-76.873888888
62338,37.361111111,-79.907777777
62340,37.375,-80.801944444
62341,37.390555555,-80.805555555
62345,37.434444444,-75.97
62347,37.415,-79.050277777
62348,37.415,-79.053333333
62350,37.392777777,-80.803055555
62351,37.381388888,-79.145833333
62352,37.381666666,-79.146111111
62353,37.381944444,-80.815555555
62354,37.577777777,-79.376666666
62361,37.409722222,-79.136111111
62362,37.406388888,-77.396111111
62363,37.408611111,-79.055555555
62367,37.415,-79.044722222
62368,37.392777777,-80.803055555
62370,37.526263,-76.419289
62371,37.484166666,-79.877222222
62373,37.396944444,-79.256944444
62374,37.397777777,-79.325833333
62375,37.398055555,-76.531944444
62376,37.398055555,-76.531944444
62377,37.385555555,-77.582777777
62381,37.426388888,-79.845555555
62387,37.5225,-77.231111111
62388,36.555316,-79.466735
62389,37.476111111,-79.996666666
62391,37.415277777,-79.045277777
62393,37.415833333,-79.925
62394,37.416111111,-76.537222222
62395,36.953647,-79.358828
62396,36.800686,-79.598442
62397,37.416111111,-76.537777777
62398,37.416666666,-76.543333333
62399,37.398611111,-79.059166666
62400,37.526263,-76.419289
62402,37.421388888,-79.063055555
62405,37.465555555,-80.007222222
62406,37.498888888,-77.230833333
62407,37.521944444,-77.301388888
62408,37.500833333,-77.341111111
62410,37.500555555,-80.115
62411,37.500833333,-77.341111111
62412,37.459722222,-79.899722222
62413,37.24400556,-76.01283889
62418,37.516388888,-77.259444444
62419,36.961555,-77.570841
62422,37.439166666,-77.440555555
62427,37.512777777,-75.806944444
62428,37.512777777,-75.806944444
62431,37.532777777,-77.349166666
62432,37.523333333,-77.313333333
62433,37.514166666,-77.308888888
62435,37.604166666,-77.716666666
62436,37.419166666,-79.876111111
62437,37.526944444,-78.630833333
62441,39.102222222,-77.517777777
62442,37.527777777,-78.630555555
62444,37.079166666,-79.306666666
62449,37.482222222,-77.958888888
62450,37.484166666,-77.209166666
62451,37.521388888,-77.350555555
62452,37.519722222,-77.365
62453,37.5125,-75.807777777
62455,37.555277777,-78.851944444
62456,37.496666666,-77.918611111
62457,37.424166666,-79.87
62460,37.52,-77.276666666
62463,37.534444444,-77.321111111
62464,37.524722222,-77.304444444
62465,37.535277777,-77.371111111
62466,37.536944444,-76.806111111
62474,37.530555555,-77.355555555
62475,37.517777777,-77.233333333
62478,39.171388888,-78.141944444
62479,37.315833333,-80.073333333
62482,37.544722222,-77.360833333
62483,37.546111111,-77.3725
62484,37.535277777,-77.371111111
62485,37.569444444,-77.636111111
62487,37.548055555,-77.381944444
62490,37.512777777,-75.806944444
62491,37.517777777,-78.904722222
62493,37.538333333,-77.333611111
62498,37.265,-76.7875
62500,37.594722222,-77.559444444
62501,37.599444444,-77.571388888
62504,37.563611111,-78.4725
62505,37.564444444,-77.618888888
62506,37.566666666,-77.6125
62507,37.5675,-77.608333333
62508,37.568055555,-77.6125
62510,37.570277777,-77.611111111
62511,37.570833333,-77.528333333
62513,37.695277777,-76.998611111
62517,37.560277777,-79.085833333
62518,37.561666666,-79.084444444
62519,37.561944444,-78.470277777
62520,37.561944444,-79.083333333
62523,37.604166666,-77.716666666
62526,37.54658,-79.041367
62531,37.6,-76.525
62534,36.608,-78.5458
62536,38.039181,-78.643944
62539,37.572777777,-77.614722222
62540,37.573055555,-78.581388888
62541,37.296528,-75.957806
62546,37.634722222,-79.526388888
62547,37.620277777,-79.558611111
62548,37.627777777,-77.472222222
62549,37.621666666,-75.783333333
62554,37.571388888,-77.608333333
62561,37.618055555,-77.101666666
62569,37.0375,-77.148611111
62570,37.625555555,-77.524722222
62585,37.651944444,-75.793055555
62590,37.643611111,-79.797777777
62595,37.637222222,-79.539722222
62605,37.6625,-78.179166666
62610,37.684444444,-77.883333333
62611,37.649444444,-77.410277777
62612,37.640555555,-79.444166666
62615,37.641944444,-79.46
62616,37.642222222,-79.460833333
62626,38.319525,-78.784029
62628,37.077966,-76.865652
62634,37.704166666,-77.379166666
62637,37.695833333,-77.878611111
62638,37.710555555,-79.358333333
62640,38.759547627,-78.634268352
62641,38.743383427,-78.640359275
62642,37.702777777,-76.346388888
62643,37.670555555,-75.635555555
62644,37.6875,-77.892222222
62647,37.688888888,-79.811111111
62649,37.7025,-78.923333333
62650,38.091111111,-77.521388888
62657,37.836111111,-79.985555555
62661,37.493333333,-79.917777777
62662,37.715833333,-75.686388888
62665,38.900933,-78.372786
62666,36.717135,-79.458133
62667,36.677473,-75.984732
62668,38.436944444,-77.861666666
62669,38.410915758,-78.748768616
62670,36.65205,-77.61507
62671,38.764713805,-78.619331241
62672,36.717135,-79.458133
62675,37.683888888,-77.890277777
62678,36.694563,-78.928003
62679,38.038888888,-78.643888888
62680,37.356388888,-79.953055555
62681,37.276944444,-80.100833333
62687,37.977777777,-76.486111111
62689,37.399722222,-79.058888888
62690,37.260859,-76.020079
62692,37.272222222,-80.138888888
62694,38.444857,-79.057172
62696,37.820555555,-75.615277777
62698,37.849444444,-75.595555555
62700,37.750833333,-78.286388888
62701,36.83032,-79.39309
62702,37.191944444,-80.091666666
62704,37.723888888,-75.616111111
62716,38.226388888,-77.495833333
62717,37.760555555,-78.868055555
62719,37.750277777,-77.473611111
62720,37.76,-75.6675
62721,37.76,-75.6675
62725,37.794444444,-77.549722222
62726,37.833611111,-77.329166666
62728,36.803611111,-79.428888888
62730,37.309575,-80.645544
62731,38.756944444,-77.235555555
62732,37.758333333,-76.718888888
62733,37.780833333,-78.271111111
62735,38.339001,-78.724183
62744,37.745,-77.502777777
62745,37.760277777,-78.870277777
62747,38.209444444,-78.840277777
62748,37.784444444,-79.914444444
62750,37.7825,-77.458333
62753,37.834166666,-79.977777777
62754,36.6430252,-79.8104753
62755,38.226388888,-78.908333333
62757,36.994724,-79.168329
62758,37.276944444,-78.1375
62759,37.264722222,-78.144444444
62772,37.758611111,-75.669722222
62773,37.759444444,-75.668611111
62777,37.790277777,-79.920833333
62778,37.793055555,-78.509722222
62779,37.815833333,-78.238888888
62780,37.816111111,-76.273055555
62781,37.8175,-78.24
62786,37.836666666,-75.5825
62788,37.840277777,-77.426944444
62797,37.812222222,-78.239166666
62798,37.833055555,-77.330555555
62800,38.0525,-76.552777777
62802,37.055,-78.653333333
62806,37.876111111,-75.5625
62808,37.913611111,-79.795555555
62812,37.814444444,-78.490277777
62818,37.815833333,-78.236666666
62819,37.898611111,-79.880833333
62820,38.034933,-78.629306
62821,37.25706944,-76.00693056
62822,38.242777777,-77.124166666
62823,37.954444444,-79.918888888
62826,37.966388888,-78.718333333
62827,37.883055555,-77.511111111
62828,37.883611111,-77.512777777
62829,37.618055555,-77.101666666
62833,37.918888888,-78.913333333
62834,37.92,-75.73
62835,37.92,-75.73
62836,37.9275,-79.209166666
62837,37.928611111,-79.207777777
62838,37.931944444,-79.230555555
62841,37.490277777,-77.423611111
62842,37.970555555,-78.221388888
62843,37.954444444,-79.918888888
62844,37.876666666,-77.513333333
62845,37.910555555,-78.948888888
62846,37.912222222,-78.945277777
62847,37.912222222,-78.946944444
62852,37.959444444,-76.503333333
62854,38.190853,-79.404675
62855,37.949444444,-79.166111111
62857,37.950833333,-78.714166666
62859,37.956388888,-79.865555555
62860,37.984166666,-78.269722222
62863,36.7225,-79.4925
62864,37.9125,-76.838888888
62869,37.903611111,-79.799722222
62871,37.936111111,-79.860555555
62872,37.958611111,-77.331111111
62874,38.44211,-78.98185
62875,37.977777777,-76.486666666
62876,37.978611111,-76.485277777
62877,37.978888888,-76.485277777
62878,36.700833333,-75.993333333
62880,37.968888888,-78.226666666
62881,37.98,-77.492777777
62882,38.009166666,-77.991388888
62883,36.900833333,-76.573055555
62884,38.034722222,-77.519444444
62885,37.975,-79.853333333
62886,38.008055555,-77.993333333
62887,38.0125,-78.703055555
62888,38.012777777,-77.985833333
62889,38.0125,-77.56
62890,37.933333333,-77.477777777
62891,37.995833333,-79.0275
62892,37.997777777,-79.025833333
62893,38.011388888,-79.804722222
62894,37.979444444,-77.492222222
62896,37.979444444,-77.492222222
62897,37.983333333,-76.470555555
62898,37.984166666,-78.269722222
62899,38.045,-78.786388888
62900,38.04187,-78.64573
62902,38.743351961,-78.640519266
62903,38.034722222,-77.519444444
62904,38.070833333,-77.511666666
62905,38.045277777,-77.002222222
62906,38.045555555,-78.785833333
62907,38.046388888,-77.352777777
62908,38.030833333,-78.851944444
62909,38.031111111,-78.812222222
62910,38.036111111,-78.865833333
62911,38.037777777,-79.857222222
62913,38.038072763,-78.949050325
62914,38.047331,-79.206056
62915,37.958611111,-77.331111111
62916,38.033055555,-78.644166666
62917,38.026666666,-77.338055555
62918,38.026944444,-78.002222222
62919,38.003333333,-78.513611111
62920,38.004166666,-77.380555555
62921,38.076388888,-77.323333333
62922,38.080555555,-77.304166666
62923,37.618055555,-77.101666666
62925,38.034722222,-77.517777777
62926,38.015833333,-77.993055555
62927,37.683333333,-75.75
62928,38.050555555,-77.345277777
62929,38.050555555,-77.345
62930,38.0375,-78.650555555
62931,38.038888888,-78.641666666
62932,38.0575,-78.613055555
62933,38.059166666,-78.446666666
62934,38.05,-78.588888888
62937,36.76507761,-76.10283846
62938,36.832695,-79.236356
62940,37.138961,-77.510152
62943,37.993055555,-79.027222222
62944,38.135833333,-77.341111111
62945,38.104444444,-77.279722222
62946,38.051111111,-77.355277777
62947,38.0525,-76.5525
62948,38.022222222,-76.534722222
62949,38.081944444,-78.488333333
62950,38.081944444,-78.488611111
62951,38.086666666,-78.875
62952,38.091944444,-76.723888888
62953,38.092222222,-78.8875
62954,38.094444444,-76.829444444
62955,38.068055555,-78.680833333
62956,37.252222222,-80.051666666
62958,38.018611111,-77.904444444
62959,38.021388888,-77.88
62960,38.024444444,-77.994444444
62961,38.068333333,-78.682777777
62962,38.145833333,-77.186388888
62963,37.972222222,-76.467222222
62964,38.143333333,-77.185
62965,38.141388888,-77.551111111
62966,38.141388888,-77.551111111
62968,38.050555555,-77.345277777
62969,38.068611111,-78.688055555
62970,38.069166666,-78.685833333
62971,38.07,-78.683333333
62972,38.070277777,-76.725
62973,38.160555555,-77.410555555
62974,38.165,-77.283333333
62975,38.17,-78.1375
62976,38.149444444,-77.329166666
62977,38.116666666,-78.204166666
62978,38.038333333,-77.341944444
62979,38.039722222,-79.783611111
62980,38.037777777,-78.653055555
62981,38.043055555,-79.782222222
62982,38.225555555,-77.496944444
62983,38.071388888,-76.779722222
62984,38.233055555,-77.324166666
62985,37.615278,-75.806944
62986,38.19,-76.986388888
62987,37.19862,-75.979445
62988,38.232777777,-78.238055555
62989,38.239722222,-77.126944444
62990,38.261666666,-77.125833333
62991,36.817663,-79.397196
62992,36.784166666,-77.043055555
62993,38.110555555,-79.310555555
62994,38.113055555,-76.713333333
62995,38.203611111,-77.235555555
62996,38.181111111,-78.0375
62997,38.041388888,-78.645833333
62998,38.182777777,-79.819444444
62999,38.182777777,-79.819722222
63000,38.271388888,-76.986666666
63001,38.272777777,-77.200833333
63002,38.275555555,-77.204722222
63003,38.270833333,-77.213333333
63004,38.268055555,-77.184722222
63006,38.141111111,-77.311111111
63007,37.391111111,-79.555833333
63008,38.666111111,-77.923611111
63009,38.268055555,-77.184722222
63010,38.273888888,-77.064166666
63012,38.248888888,-77.420833333
63013,38.249444444,-77.265833333
63014,38.250555555,-78.953888888
63015,38.251666666,-76.966388888
63016,38.251944444,-78.955277777
63017,38.183888888,-79.818611111
63018,38.186388888,-79.035555555
63019,38.186944444,-79.036388888
63020,37.270304,-75.948642
63021,38.155833333,-77.599444444
63022,38.1675,-76.790833333
63023,38.248333333,-77.418888888
63024,38.255833333,-78.827222222
63025,38.260555555,-77.421111111
63026,38.236944444,-78.3825
63027,38.312222222,-77.543333333
63028,38.370555555,-78.808611111
63029,38.297777777,-77.154166666
63030,38.194275,-77.144926
63031,38.340833333,-77.087222222
63032,38.275,-77.204722222
63033,38.276388888,-77.443611111
63034,38.283055555,-77.729722222
63035,38.281388888,-77.73
63036,37.425048,-76.356475
63037,38.289722222,-77.323055555
63038,38.226666666,-79.819722222
63039,38.186944444,-79.036388888
63040,38.201944444,-79.230277777
63042,38.203055555,-77.236666666
63043,38.267222222,-77.178611111
63044,36.571111111,-80.404166666
63045,38.363888888,-79.463888888
63046,38.374444444,-79.606944444
63047,38.375,-79.602777777
63048,37.558333333,-77.327777777
63049,38.3375,-77.053611111
63050,38.545833333,-77.770555555
63051,38.293611111,-77.3225
63052,38.313888888,-77.132222222
63053,38.26,-77.163888888
63054,38.379444444,-78.808055555
63055,38.373888888,-78.802222222
63056,38.378055555,-78.806666666
63057,38.377777777,-78.806111111
63058,38.335277777,-77.756111111
63059,38.334444444,-77.758333333
63060,38.333333333,-77.753055555
63061,38.3375,-77.749166666
63062,38.338333333,-77.741666666
63063,38.342222222,-77.7425
63064,38.483055555,-77.455555555
63065,38.421944444,-79.591111111
63066,38.328333333,-77.777777777
63067,38.33,-77.2425
63068,38.42987502,-78.83469614
63070,38.355,-77.057222222
63071,38.354722222,-77.056944444
63072,38.329444444,-77.229722222
63073,38.335555555,-77.111388888
63074,38.329166666,-77.236388888
63075,38.33,-77.774166666
63076,38.330555555,-77.767222222
63077,38.338888888,-77.0875
63078,38.335277777,-77.751111111
63079,38.475277777,-77.461111111
63080,38.386666666,-78.638888888
63081,38.389166666,-78.969166666
63082,38.348611111,-77.019444444
63083,37.216917,-80.436733
63084,38.293611111,-77.231111111
63085,38.295,-78.118055555
63086,38.59,-78.561944444
63087,38.59,-78.563055555
63088,38.6275,-77.438333333
63089,38.628611111,-78.659166666
63090,38.352222222,-77.764166666
63091,38.600688644,-78.487110847
63092,37.604722222,-75.834722222
63093,37.147222222,-77.524444444
63094,38.635555555,-78.771388888
63095,38.360277777,-78.933888888
63097,38.52,-77.851388888
63098,37.529166666,-75.886111111
63099,38.629166666,-77.5275
63100,38.038831,-78.641194
63101,38.469444444,-78.831388888
63102,38.47,-78.831666666
63103,38.544722222,-77.723055555
63104,38.481944444,-78.626388888
63105,38.531666666,-78.818055555
63106,38.637222222,-77.150833333
63107,38.646388888,-77.145833333
63108,38.558055555,-78.581944444
63109,38.659722222,-77.2
63110,38.661111111,-77.434444444
63111,38.623611111,-77.529444444
63112,38.483333333,-77.958888888
63113,38.547222222,-77.8025
63114,37.695277777,-76.998611111
63115,38.631944444,-78.765555555
63116,38.666666666,-78.802777777
63117,38.626388888,-77.438888888
63118,38.6625,-77.438888888
63119,38.67,-77.953611111
63120,38.722777777,-78.181666666
63121,38.629444444,-77.438055555
63122,38.630555555,-78.785277777
63123,38.404444444,-78.718611111
63124,38.400881,-78.836723
63125,38.904722222,-78.718333333
63126,38.575833333,-77.7725
63127,38.647222222,-78.716666666
63128,38.589166666,-78.563888888
63129,38.589722222,-78.5625
63130,37.261111111,-76.686111111
63131,38.636666666,-77.136111111
63132,38.574444444,-77.781944444
63133,38.726666666,-77.749166666
63134,38.728055555,-77.100277777
63135,38.536111111,-78.834722222
63136,38.332777777,-79.206944444
63137,38.635277777,-78.663055555
63138,38.728055555,-77.752777777
63139,38.729444444,-78.605555555
63140,38.730833333,-77.734166666
63141,38.706111111,-77.0875
63142,38.706944444,-78.166666666
63143,38.710555555,-77.088611111
63144,38.663055555,-77.439166666
63145,38.666666666,-77.243611111
63146,38.567222222,-77.321111111
63147,38.573055555,-77.776111111
63148,38.498055555,-78.619166666
63149,38.504444444,-77.804444444
63150,38.506944444,-77.438888888
63151,38.541388888,-77.810277777
63152,38.675,-77.206944444
63153,38.6775,-77.423333333
63154,38.678333333,-77.4225
63155,38.636666666,-77.136111111
63156,38.725833333,-77.388611111
63157,37.387241,-76.318249
63158,38.751111111,-78.107777777
63160,38.220833333,-79.114722222
63163,38.626666666,-77.530277777
63165,38.750277777,-77.7125
63166,38.716666666,-77.141666666
63167,38.718888888,-77.150555555
63168,38.738055555,-77.729166666
63169,38.634166666,-78.759166666
63170,38.636388888,-78.759166666
63171,38.795,-77.649722222
63172,38.793888888,-77.478611111
63173,38.823942633,-78.763655036
63174,38.805815,-78.789628019
63175,38.739166666,-78.635555555
63176,38.740277777,-77.744444444
63177,38.741944444,-77.058333333
63178,36.942777777,-82.212222222
63179,37.4375,-79.923333333
63180,38.786944444,-77.320833333
63181,37.69,-76.34
63182,38.723888888,-77.161388888
63183,38.723888888,-77.161388888
63184,38.755747222,-78.640960277
63185,38.678611111,-77.422777777
63186,38.679444444,-77.423611111
63187,38.680555555,-77.432222222
63188,38.681111111,-77.4325
63189,38.686388888,-77.426944444
63190,38.749444444,-77.501944444
63191,38.776388888,-77.335833333
63192,38.776388888,-77.333611111
63193,38.778333333,-78.557777777
63194,38.722222222,-78.163055555
63195,38.668611111,-77.435277777
63196,38.770555555,-77.455
63197,38.855555555,-77.074166666
63198,37.103333333,-79.665833333
63199,38.712777777,-77.115277777
63203,37.19862,-75.979445
63204,38.855555555,-77.074166666
63205,37.103632,-79.125436
63206,38.855555555,-77.074166666
63207,38.805833333,-78.790277777
63208,38.8075,-77.069166666
63209,38.807777777,-77.067222222
63210,38.761944444,-77.744166666
63211,38.734444444,-77.768333333
63212,38.740277777,-77.744444444
63213,38.735277777,-77.722222222
63214,38.737777777,-77.724166666
63215,38.767777777,-77.593611111
63216,38.724722222,-77.163055555
63217,38.725,-77.107222222
63218,38.725555555,-78.606111111
63219,38.792777777,-78.553333333
63220,38.774166666,-77.456111111
63221,38.795555555,-77.624166666
63222,38.795555555,-77.624166666
63223,38.7925,-77.590833333
63224,38.7925,-77.590833333
63226,38.897222222,-77.278055555
63227,38.900555555,-77.259444444
63228,38.901944444,-77.283333333
63229,38.863611111,-77.049444444
63230,38.866666666,-77.202777777
63231,38.812777777,-77.632222222
63232,38.814444444,-78.764722222
63233,38.151928,-77.005976
63234,38.881944444,-77.251666666
63235,38.881944444,-77.856666666
63236,38.779444444,-77.453055555
63237,38.782777777,-77.505
63238,38.783888888,-77.479166666
63239,38.785,-77.446944444
63240,38.786944444,-77.320833333
63241,38.801178,-78.783373
63242,38.786944444,-77.610555555
63243,38.788055555,-77.506944444
63244,38.789166666,-77.473055555
63245,38.79,-77.616666666
63246,38.7675,-77.522777777
63247,36.916418,-79.454469
63248,36.62125,-77.63025
63249,39.258611111,-78.0875
63250,38.795,-77.488888888
63251,38.795555555,-77.624166666
63252,38.007352,-75.433971
63253,38.905277777,-77.201666666
63254,38.871388888,-77.201666666
63255,38.871388888,-77.859722222
63256,38.872777777,-77.859722222
63257,38.91,-77.204722222
63258,38.911944444,-77.63
63259,38.913888888,-77.258333333
63260,38.915,-77.198055555
63261,38.917777777,-77.435
63262,38.786111111,-77.483333333
63263,38.785555555,-77.493055555
63264,38.786111111,-77.058333333
63266,38.8225,-78.764166666
63267,38.826388888,-78.533888888
63268,38.791388888,-77.451666666
63269,38.8875,-77.394444444
63270,38.892222222,-77.191666666
63271,38.970277777,-77.386666666
63272,37.526263,-76.419289
63273,38.967222222,-77.735
63274,37.242824,-77.389995
63275,38.918888888,-78.206111111
63276,38.919444444,-77.664444444
63277,37.97353,-77.915601
63278,38.886944444,-78.238055555
63279,38.883333333,-78.548888888
63280,38.896758744,-78.122489197
63281,38.884722222,-77.67
63282,38.830555555,-78.529722222
63283,38.793333333,-77.578333333
63284,38.795,-77.496944444
63285,38.901944444,-77.283333333
63286,37.526263,-76.419289
63287,38.902777777,-77.674444444
63288,37.68978142,-77.26076572
63289,37.898055555,-77.439722222
63292,38.151928,-77.005976
63293,39.0075,-77.756388888
63294,38.929444444,-77.454444444
63295,37.25859444,-76.00198611
63296,38.904722222,-78.520555555
63297,38.967777777,-77.231111111
63298,38.970555555,-77.231388888
63300,39.020277777,-77.287222222
63301,38.929722222,-78.466666666
63302,38.9175,-77.431388888
63303,38.918888888,-77.662777777
63304,38.884444444,-78.234166666
63305,38.831388888,-78.533333333
63306,38.822222222,-77.323333333
63307,36.757456,-77.847185
63308,39.106388888,-77.586111111
63309,39.113611111,-77.568055555
63310,37.808333333,-79.995833333
63311,38.982222222,-77.450277777
63312,38.964722222,-77.3375
63313,39.009722222,-77.756388888
63314,39.015277777,-77.751944444
63315,39.015954308,-78.33399523
63316,38.97,-77.395555555
63317,39.113888888,-77.568055555
63318,39.113888888,-77.568333333
63319,38.979722222,-77.298611111
63320,37.526929,-79.860335
63321,37.998888888,-78.520555555
