"MP_hydroid","Hydrocode","Source Type","MP Name","Facility_hydroid","Facility","Use Type","Year","Water Use MGY","Water Use (MGD)","Latitude","Longitude","FIPS Code","Locality" 
"225753","vwuds_tfr-1031-1032-TW-SD","Transfer","FROM WTP #2 TO PLANT","74462","RADFORD AMMUNITIONS PLANT","manufacturing","2003","0","0.00","37.183333333333","-80.541666666667","51121",""
"225623","vwuds_tfr-0766-0773-TW-DL","Transfer","FROM LYNCHBURG (CITY)","73202","LYNCHBURG PLANT","manufacturing","1993","0","0.00","37.421388888889","-79.141666666667","51680",""
"225159","vwuds_tfr-0402-0014-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72976","CREWE WTP","municipal","1993","0","0.00","37.179166666667","-78.123611111111","51135",""
"225033","vwuds_tfr-0282-0284-TW-DL","Transfer","FROM FAIRFAX COUNTY-OCCOQUAN","73754","ALEXANDRIA SERVICE AREA","municipal","1986","0","0.00","37.802777777778","-77.048055555556","51510",""
"224915","vwuds_tfr-0193-0323-TW-DL","Transfer","FROM ST PAUL (TOWN)","72795","DANTE-LICK CREEK SERVICE AREA","municipal","2011","0","0.00","36.958333333333","-82.292500000000","51167",""
"225721","vwuds_tfr-0912-1000-TW-SD","Transfer","FROM WTP TO PLANT","73332","MARTINSVILLE PLANT","manufacturing","2013","0","0.00","36.663055555556","-79.893611111111","51089",""
"226056","vwuds_tfr-pmp441-0188-TW-SD","Transfer","TO KENTS RIDGE ROAD","72252","RICHLANDS SERVICE AREA","municipal","2019","0.093","0.00","37.094444444444","-81.806944444444","51185",""
"224931","vwuds_tfr-0195-0575-TW-SD","Transfer","FROM SCOTT CO SERV AREA","72288","DUFFIELD-PATTONSVILLE SER AREA","municipal","2001","0","0.00","36.705000000000","-82.823055555556","51169",""
"225697","vwuds_tfr-0817-0210-TW-DL","Transfer","FROM RIVANNA WSA-WTP","73119","SCOTTSVILLE SERVICE AREA","municipal","1997","0","0.00","37.798611111111","-78.494444444444","51003",""
"224877","vwuds_tfr-0169-1778-TW-DL","Transfer","FROM COEBURN (TOWN)","72677","WISE COUNTY REGIONAL WTP","municipal","1989","0","0.00","36.867777777778","-82.478611111111","51195",""
"225267","vwuds_tfr-0479-0299-TW-SD","Transfer","FROM WTP TO SERVICE AREA","71653","CULPEPER (TOWN) SERVICE AREA","municipal","2014","712.34","1.95","38.476388888889","-77.995000000000","51047",""
"225349","vwuds_tfr-0552-0725-TW-DL","Transfer","FROM FLANNAGAN","71714","MCCLURE WTP","municipal","2009","0","0.00","37.600000000000","-82.373611111111","51051",""
"225097","vwuds_tfr-0314-0164-TW-DL","Transfer","FROM TAZEWELL CO-CLAYPOOL","74277","CEDAR BLUFF SERVICE AREA","municipal","2003","0.187","0.00","37.087500000000","-81.762500000000","51185",""
"225365","vwuds_tfr-0563-0193-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72331","ST. PAUL SERVICE AREA","municipal","1993","0","0.00","36.904166666667","-82.311111111111","51195",""
"226085","vwuds_tfr-pmp909-10380-SW-SD","Transfer","River Pump (Occoquan River)","72143","THE OSPREYS AT BELMONT BAY","commercial","2014","18.01132","0.05","38.652493000000","-77.230237000000","51059",""
"225135","vwuds_tfr-0350-0009-TW-DL","Transfer","FROM VA AMER WATER CO-HOPEWELL","73950","HOPEWELL DISTRIBUTION SYSTEM","municipal","1992","0","0.00","37.291666666667","-77.291666666667","51670",""
"225723","vwuds_tfr-0913-1002-TW-SD","Transfer","FROM WTP TO PLANT","71606","FIELDALE TOWEL MILL PLANT","manufacturing","2009","0","0.00","36.702777777778","-80.088333333333","51089",""
"225219","vwuds_tfr-0427-2081-TW-DL","Transfer","FROM WILLIAMSBURG","73761","WICKRE ST. MAGRUDER HGTS METER","municipal","2002","0","0.00","-99.000000000000","-99.000000000000","51095",""
"225701","vwuds_tfr-0819-0211-TW-SD","Transfer","FROM N RIVANNA WTP TO SER AREA","74132","CHARLOTTESVILLE & ALBEMARLE SERVICE AREA","municipal","1993","0","0.00","38.033333333333","-78.475000000000","51540",""
"225705","vwuds_tfr-0828-0829-TW-SD","Transfer","FROM WTP TO SERVICE AREA","74067","AUSTINVILLE SERVICE AREA","municipal","1985","0","0.00","36.850000000000","-80.915277777778","51197",""
"224809","vwuds_tfr-0060-0116-TW-DL","Transfer","FROM WAYNESBORO (CITY)","73133","WAYNESBORO PLANT","manufacturing","1998","6.64","0.02","38.059722222222","-78.893611111111","51820",""
"224907","vwuds_tfr-0188-0164-TW-DL","Transfer","FROM RICHLANDS (TOWN)","74277","CEDAR BLUFF SERVICE AREA","municipal","2011","27.84376","0.08","37.087500000000","-81.762500000000","51185",""
"224917","vwuds_tfr-0193-0324-TW-DL","Transfer","FROM ST PAUL (TOWN)","71799","CASTLEWOOD SERVICE AREA","municipal","1999","33.582","0.09","36.890277777778","-82.278333333333","51167",""
"225495","vwuds_tfr-0682-0422-TW-SD","Transfer","FROM MOORES BR WTP TO SER AREA","73193","NORFOLK SERVICE AREA","municipal","1997","0","0.00","36.855555555556","-76.209722222222","51710",""
"224805","vwuds_tfr-0023-0436-TW-SD","Transfer","FROM WTP TO SERVICE AREA","66906","Cape Charles Municipal Corporation","municipal","1995","0","0.00","37.268055555556","-76.006111111111","51131",""
"225536","vwuds_tfr-0720-0094-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72632","BROADWAY SERVICE AREA","municipal","1993","0","0.00","38.613055555556","-78.799722222222","51165",""
"225429","vwuds_tfr-0635-0636-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72929","ALTAVISTA SERVICE AREA","municipal","1982","0","0.00","37.115277777778","-79.292222222222","51031",""
"225675","vwuds_tfr-0803-0555-TW-DL","Transfer","FROM SCOTT CO  MOC CR WTP","71744","GATE CITY SERVICE AREA","municipal","2008","0","0.00","36.642500000000","-82.581388888889","51169",""
"225977","vwuds_tfr-1975-0248-TW-DL","Transfer","FROM NELSON COUNTY","73140","Lake Monacan-Stoney Creek (Wintergreen)","commercial","1988","55.381","0.15","37.931255700000","-78.811847700000","51125",""
"225859","vwuds_tfr-1468-0274-TW-SD","Transfer","Delivered to service area FROM WTP","73093","LEESBURG WTP","municipal","2009","1469.6123","4.03","39.115555555556","-77.565833333333","51107",""
"224885","vwuds_tfr-0176-1751-TW-DL","Transfer","FROM GRUNDY (TOWN)","71666","SLATE CREEK SERVICE AREA","municipal","2005","0","0.00","37.285555555556","-82.070555555556","51027",""
"225697","vwuds_tfr-0817-0210-TW-DL","Transfer","FROM RIVANNA WSA-WTP","73119","SCOTTSVILLE SERVICE AREA","municipal","1995","0","0.00","37.798611111111","-78.494444444444","51003",""
"225033","vwuds_tfr-0282-0284-TW-DL","Transfer","FROM FAIRFAX COUNTY-OCCOQUAN","73754","ALEXANDRIA SERVICE AREA","municipal","1982","0","0.00","37.802777777778","-77.048055555556","51510",""
"224885","vwuds_tfr-0176-1751-TW-DL","Transfer","FROM GRUNDY (TOWN)","71666","SLATE CREEK SERVICE AREA","municipal","2000","0","0.00","37.285555555556","-82.070555555556","51027",""
"226023","vwuds_tfr-mp8258-10059-TW-DL","Transfer","From BSPSA TO Westlake SA","72285","WESTLAKE SERVICE AREA","municipal","2010","62.7673","0.17","99.000000000000","-99.000000000000","51067",""
"225495","vwuds_tfr-0682-0422-TW-SD","Transfer","FROM MOORES BR WTP TO SER AREA","73193","NORFOLK SERVICE AREA","municipal","1995","0","0.00","36.855555555556","-76.209722222222","51710",""
"225053","vwuds_tfr-0283-0276-TW-DL","Transfer","FROM VIENNA (TOWN)","73527","CORBALIS WATER TREATMENT PLANT","municipal","2002","0.356","0.00","38.918333000000","-77.241944000000","51059",""
"224889","vwuds_tfr-0180-0203-TW-DL","Transfer","FROM JONESVILLE (TOWN)","71647","WOODWAY SERVICE AREA","municipal","1991","0","0.00","36.731388888889","-82.992500000000","51105",""
"225659","vwuds_tfr-0791-0792-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72261","RADFORD SERVICE AREA","municipal","2019","1008.134","2.76","37.132777777778","-80.579166666667","51750",""
"225183","vwuds_tfr-0423-0527-TW-SD","Transfer","FROM LEE HALL WTP TO SERV AREA","72531","NEWPORT NEWS SERVICE AREA","municipal","2007","0","0.00","36.969444444444","-76.429166666667","51700",""
"225527","vwuds_tfr-0716-0113-TW-DL","Transfer","FROM WOODSTOCK (TOWN)","72381","EDINBURG PLANT","manufacturing","2003","3.105","0.01","38.876944444444","-78.611388888889","51171",""
"225961","vwuds_tfr-1884-0526-TW-SD","Transfer","FROM LITTLE CR TO HARWOOD MILL","72438","HARWOOD'S MILL WTP","municipal","1990","0","0.00","37.138055555556","-76.458333333333","51199",""
"226005","vwuds_tfr-2215-1312-TW-DL","Transfer","FROM ROANOKE RIVER SA","73522","RIVER RIDGE SERVICE AREA","municipal","2008","0","0.00","36.577500000000","-78.143055555556","51117",""
"225377","vwuds_tfr-0570-0205-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72533","WYTHEVILLE SERVICE AREA","municipal","2010","822.593","2.25","36.950000000000","-82.583333333333","51197",""
"225483","vwuds_tfr-0674-0675-TW-DL","Transfer","FROM PORTSMOUTH (CITY)","74319","CHESAPEAKE DIRECT CUSTOMERS-From Portsmouth","municipal","1988","433.7","1.19","36.863055555556","-76.401944444444","51550",""
"225525","vwuds_tfr-0715-0227-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72396","SHENANDOAH (TOWN) SERVICE AREA","municipal","1987","0","0.00","38.485833333333","-78.621666666667","51139",""
"225697","vwuds_tfr-0817-0210-TW-DL","Transfer","FROM RIVANNA WSA-WTP","73119","SCOTTSVILLE SERVICE AREA","municipal","2015","0","0.00","37.798611111111","-78.494444444444","51003",""
"225275","vwuds_tfr-0484-0296-TW-SD","Transfer","FROM WTP TO SERVICE AREA","73551","WARRENTON SERVICE AREA","municipal","2003","0","0.00","38.721388888889","-77.804166666667","51061",""
"225565","vwuds_tfr-0731-0757-TW-DL","Transfer","FROM ROANOKE (CITY)","74187","ROANOKE PLANT","manufacturing","1983","0","0.00","37.273055555556","-79.999166666667","51770",""
"225265","vwuds_tfr-0478-0277-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72915","FAIRFAX (CITY) SERVICE AREA","municipal","1999","0","0.00","38.841111111111","-77.308333333333","51600",""
"225553","vwuds_tfr-0727-0181-TW-SD","Transfer","FROM BIG CEDAR CREEK","71671","LEBANON SERVICE AREA","municipal","1998","194.8","0.53","36.900000000000","-82.083333333333","51167",""
"225161","vwuds_tfr-0404-0015-TW-SD","Transfer","FROM WTP TO SERVICE AREA","73100","KENBRIDGE SERVICE AREA","municipal","1990","84.3","0.23","36.961111111111","-78.126388888889","51111",""
"225381","vwuds_tfr-0578-0579-TW-SD","Transfer","FROM WTP TO SERVICE AREA","73573","GRETNA WTP","municipal","1998","0","0.00","36.955000000000","-79.363333333333","51143",""
"225453","vwuds_tfr-0654-0999-TW-DL","Transfer","FROM DANVILLE-MUNICIPAL","73599","DANVILLE TEXTILE PLANT","manufacturing","1983","0","0.00","36.570833333333","-79.427777777778","51590",""
"225367","vwuds_tfr-0564-0197-TW-SD","Transfer","FROM WTP TO SERVICE AREA","74368","TAZEWELL (TOWN) SERVICE AREA","municipal","2016","0","0.00","37.116666666667","-81.144444444444","51185",""
"225027","vwuds_tfr-0279-0282-TW-DL","Transfer","FROM LOUDOUN CO SAN AUTH","73527","CORBALIS WATER TREATMENT PLANT","municipal","1987","0","0.00","38.685000000000","-77.260277777778","51059",""
"226044","vwuds_tfr-pmp363-0425-TW-SD","Transfer","Lake Prince","67337","Lake Kilby Water Treatment Facility","municipal","2009","0","0.00","36.729166666667","-76.605277777778","51800",""
"225405","vwuds_tfr-0611-0612-TW-SD","Transfer","FROM HORSE MTN WTP TO SA","68659","COVINGTON SERVICE AREA","municipal","2006","0","0.00","37.791111111111","-79.995277777778","51580",""
"225645","vwuds_tfr-0784-0785-TW-DL","Transfer","FROM BLCKBG-CHRSTNSBG-VPI","73581","BLACKSBURG SERVICE AREA","municipal","2014","0","0.00","37.227222222222","-80.412777777778","51121",""
"225521","vwuds_tfr-0711-1028-TW-DL","Transfer","FROM PULASKI CO PSA","74386","NEWBERN PLANT","manufacturing","1983","0","0.00","37.087500000000","-80.681944444444","51155",""
"225041","vwuds_tfr-0282-0471-TW-DL","Transfer","FROM FAIRFAX COUNTY-OCCOQUAN RES","74222","DALE CITY SERVICE AREA","municipal","2019","1667.339","4.57","38.637500000000","-77.337500000000","51153",""
"225417","vwuds_tfr-0621-0622-TW-SD","Transfer","FROM WTP TO SERVICE AREA","73335","CLIFTON FORGE SERVICE AREA","municipal","1982","634.632","1.74","37.816666666667","-79.823611111111","51005",""
"225649","vwuds_tfr-0784-0790-TW-DL","Transfer","FROM BLCKBG-CHRSTNSBG-VPI","72004","VPI & SU SERVICE AREA","municipal","2004","0","0.00","37.227777777778","-80.422222222222","51121",""
"225067","vwuds_tfr-0285-0286-TW-DL","Transfer","FROM MANASSAS, CITY OF","74431","MANASSAS PARK SERVICE AREA","municipal","2012","0","0.00","38.775833333333","-77.459166666667","51685",""
"225407","vwuds_tfr-0612-0613-TW-DL","Transfer","FROM COVINGTON (CITY)","72622","ROSEDALE ET. AL. SERVICE AREA","municipal","2017","14.66","0.04","37.798611111111","-80.005555555556","51005",""
"225661","vwuds_tfr-0792-0711-TW-DL","Transfer","FROM RADFORD CITY","71820","PULASKI COUNTY SERVICE AREA","municipal","1991","0","0.00","37.138055555556","-80.586666666667","51155",""
"225033","vwuds_tfr-0282-0284-TW-DL","Transfer","FROM FAIRFAX COUNTY-OCCOQUAN","73754","ALEXANDRIA SERVICE AREA","municipal","2019","5587.767","15.31","37.802777777778","-77.048055555556","51510",""
"225529","vwuds_tfr-0717-0089-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72393","STRASBURG SERVICE AREA","municipal","1997","0","0.00","38.988888888889","-78.361111111111","51171",""
"224969","vwuds_tfr-0214-0806-TW-DL","Transfer","FROM BUENA VISTA (CITY)","72647","LONG HOLLOW SERVICE AREA","municipal","1986","0","0.00","37.761111111111","-79.343055555556","51163",""
"225645","vwuds_tfr-0784-0785-TW-DL","Transfer","FROM BLCKBG-CHRSTNSBG-VPI","73581","BLACKSBURG SERVICE AREA","municipal","2011","0","0.00","37.227222222222","-80.412777777778","51121",""
"225421","vwuds_tfr-0622-0801-TW-DL","Transfer","FROM CLIFTON FORGE (CITY)","71833","SELMA-LOWMOOR SERVICE AREA","municipal","2015","70.19","0.19","37.791111111111","-79.877777777778","51005",""
"225699","vwuds_tfr-0818-0211-TW-SD","Transfer","FROM OBSERVATRY WTP TO SERV AR","74132","CHARLOTTESVILLE & ALBEMARLE SERVICE AREA","municipal","2006","0","0.00","38.033333333333","-78.475000000000","51540",""
"224887","vwuds_tfr-0177-1779-TW-DL","Transfer","FROM HILLSVILLE (TOWN)","71735","INDUSTRIAL PARK","municipal","2010","0","0.00","-99.000000000000","-99.000000000000","51035",""
"224963","vwuds_tfr-0213-0154-TW-DL","Transfer","FROM FLUVANNA CO-FORK UNION","73872","BREMO BLUFF POWER PLANT","fossilpower","2006","0","0.00","37.709166666667","-78.287500000000","51065",""
"225127","vwuds_tfr-0343-0344-TW-DL","Transfer","FROM APPOMATTOX RIVER WA","73580","CHESTERFIELD CO. SERVICE AREA","municipal","1985","0","0.00","37.479166666667","-77.515277777778","51041",""
"225453","vwuds_tfr-0654-0999-TW-DL","Transfer","FROM DANVILLE-MUNICIPAL","73599","DANVILLE TEXTILE PLANT","manufacturing","1989","223.014","0.61","36.570833333333","-79.427777777778","51590",""
"225537","vwuds_tfr-0723-0329-TW-DL","Transfer","FROM WASHINGTON CO SERV AUTH","71672","GLADE SPRING SERVICE AREA","municipal","1983","0","0.00","36.789444444444","-81.771666666667","51191",""
"225131","vwuds_tfr-0343-0346-TW-DL","Transfer","FROM APPOMATTOX RIVER WA","72402","COLONIAL HEIGHTS SERVICE AREA","municipal","2011","0","0.00","37.270833333333","-77.419444444444","51570",""
"225387","vwuds_tfr-0590-0591-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72577","BROOKNEAL SERVICE AREA","municipal","2001","0","0.00","37.050000000000","-78.945833333333","51031",""
"225585","vwuds_tfr-0736-0731-TW-DL","Transfer","FROM SALEM (CITY)","74111","ROANOKE (CITY) SERVICE AREA","municipal","1993","0","0.00","37.271388888889","-79.945277777778","51770",""
"225417","vwuds_tfr-0621-0622-TW-SD","Transfer","FROM WTP TO SERVICE AREA","73335","CLIFTON FORGE SERVICE AREA","municipal","2010","510.824","1.40","37.816666666667","-79.823611111111","51005",""
"225315","vwuds_tfr-0527-2099-TW-DL","Transfer","TOTAL OF ALL FROM NEWPORT NEWS","73367","YORK COUNTY PURCHASES","municipal","2012","0","0.00","37.210392500000","-76.386879700000","51199",""
"225141","vwuds_tfr-0355-0027-TW-SD","Transfer","Emporia Reservoir","72013","EMPORIA WATER TREATMENT PLANT","municipal","2011","306.505","0.84","-99.000000000000","-99.000000000000","51595",""
"225399","vwuds_tfr-0606-0608-TW-DL","Transfer","FROM PULASKI (TOWN)","72443","Pulaski Plant","manufacturing","1991","0","0.00","37.047222222222","-80.791666666667","51155",""
"224969","vwuds_tfr-0214-0806-TW-DL","Transfer","FROM BUENA VISTA (CITY)","72647","LONG HOLLOW SERVICE AREA","municipal","1988","4.389","0.01","37.761111111111","-79.343055555556","51163",""
"225103","vwuds_tfr-0316-0808-TW-SD","Transfer","FROM WTP TO SERVICE AREA","71702","JEWELL RIDGE SERVICE AREA","municipal","1994","0","0.00","37.184722222222","-81.787500000000","51185",""
"225375","vwuds_tfr-0569-0318-TW-SD","Transfer","Austinville","72658","IVANHOE-MAX MEADOWS SERV AREA","municipal","1999","1.837","0.01","36.837500000000","-81.962500000000","51197",""
"225463","vwuds_tfr-0660-0661-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72395","MARTINSVILLE SERVICE AREA","municipal","1992","0","0.00","36.692500000000","-79.873055555556","51690",""
"225511","vwuds_tfr-0710-0711-TW-SD","Transfer","FROM WTP TO SERVICE AREA","71820","PULASKI COUNTY SERVICE AREA","municipal","1994","0","0.00","37.138055555556","-80.586666666667","51155",""
"225813","vwuds_tfr-1108-0682-TW-SD","Transfer","FROM WESTERN BR TO MOORES WTP","71625","MOORES BRIDGE WTP","municipal","1991","0","0.00","36.872222222222","-76.212500000000","51710",""
"225435","vwuds_tfr-0641-0643-TW-SD","Transfer","FROM BLACKWATER WTP TO SA","73434","ROCKY MOUNT SERVICE AREA","municipal","1994","0","0.00","37.004166666667","-79.881666666667","51067",""
"225523","vwuds_tfr-0714-0217-TW-SD","Transfer","FROM WTP TO SERVICE AREA","73513","BRIDGEWATER SERVICE AREA","municipal","1996","0","0.00","38.381388888889","-78.976944444444","51165",""
"225149","vwuds_tfr-0392-0011-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72400","ASHLAND SERVICE AREA","municipal","2003","0","0.00","37.758333333333","-77.483333333333","51085",""
"225585","vwuds_tfr-0736-0731-TW-DL","Transfer","FROM SALEM (CITY)","74111","ROANOKE (CITY) SERVICE AREA","municipal","1998","15.78","0.04","37.271388888889","-79.945277777778","51770",""
"225501","vwuds_tfr-0685-0426-TW-SD","Transfer","FROM WTP TO SA","66884","Northwest River/Western Branch Systems","municipal","2008","0","0.00","36.733333333333","-76.240000000000","51550",""
"59505","vwuds_373248077405801","Transfer","PRIMARY","72492","SYDNOR - FOUNDER'S BRIDGE","municipal","2010","0","0.00","","","51145",""
"225011","vwuds_tfr-0269-0268-TW-DL","Transfer","FROM FREDERICK CO SA WTP","72651","STEPHENS CITY SERVICE AREA","municipal","1998","0","0.00","39.088333333333","-78.215277777778","51069",""
"225817","vwuds_tfr-1109-0682-TW-SD","Transfer","Delivery To Moores WTP From Lake Prince","71625","MOORES BRIDGE WTP","municipal","2000","4114.54","11.27","36.872222222222","-76.212500000000","51710",""
"225629","vwuds_tfr-0766-2027-TW-DL","Transfer","FROM LYNCHBURG (CITY)","73758","CENTRAL VIRGINIA TRAINING CNTR","commercial","1992","0","0.00","-99.000000000000","-99.000000000000","51009",""
"225364","vwuds_tfr-0561-0188-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72252","RICHLANDS SERVICE AREA","municipal","1994","0","0.00","37.094444444444","-81.806944444444","51185",""
"225619","vwuds_tfr-0766-0640-TW-DL","Transfer","FROM LYNCHBURG (CITY)","71758","CENTRAL SYSTEM SERVICE AREA","municipal","1986","0","0.00","37.318055555556","-79.259722222222","51031",""
"225643","vwuds_tfr-0768-0766-TW-SD","Transfer","FROM COLLEGE HL WTP TO SA","72730","LYNCHBURG SERVICE AREA","municipal","1990","0","0.00","37.413888888889","-79.641666666667","51680",""
"224971","vwuds_tfr-0215-0131-TW-DL","Transfer","FROM GLASGOW (TOWN)","72661","GLASGOW PLANT OF MOHAWK INDUSTRIES","manufacturing","1988","1.48","0.00","37.640277777778","-79.444444444444","51163",""
"225207","vwuds_tfr-0427-0536-TW-DL","Transfer","FROM WILLIAMSBURG (CITY)","73919","CAMP PEARY","municipal","1997","19.797","0.05","37.338888888889","-76.662500000000","51199",""
"225431","vwuds_tfr-0636-1698-TW-DL","Transfer","FROM ALTAVISTA (TOWN)","72719","HURT SERVICE AREA","municipal","1995","0","0.00","37.093333333333","-79.297777777778","51143",""
"225517","vwuds_tfr-0711-0606-TW-DL","Transfer","FROM PULASKI CO PSA","72128","PULASKI (TOWN) SERVICE AREA","municipal","2004","9.66","0.03","37.089444444444","-80.781666666667","51155",""
"225809","vwuds_tfr-1076-1077-TW-SD","Transfer","FROM WTP TO SERVICE AREA","74011","SWEET BRIAR SERVICE AREA","commercial","2002","0","0.00","37.555555555556","-79.080555555556","51009",""
"224873","vwuds_tfr-0165-0199-TW-DL","Transfer","FROM CHILHOWIE","72739","THOMAS BR WATER CO SERVCE AREA","municipal","1989","0.142","0.00","36.767500000000","-81.563888888889","51173",""
"225011","vwuds_tfr-0269-0268-TW-DL","Transfer","FROM FREDERICK CO SA WTP","72651","STEPHENS CITY SERVICE AREA","municipal","1994","0","0.00","39.088333333333","-78.215277777778","51069",""
"225233","vwuds_tfr-0466-0003-TW-DL","Transfer","FROM PRINCE WM CO","73170","POSSUM POINT POWER STATION","fossilpower","1998","61.7","0.17","38.536944444444","-77.277500000000","51153",""
"224915","vwuds_tfr-0193-0323-TW-DL","Transfer","FROM ST PAUL (TOWN)","72795","DANTE-LICK CREEK SERVICE AREA","municipal","2014","0","0.00","36.958333333333","-82.292500000000","51167",""
"225431","vwuds_tfr-0636-1698-TW-DL","Transfer","FROM ALTAVISTA (TOWN)","72719","HURT SERVICE AREA","municipal","1997","0","0.00","37.093333333333","-79.297777777778","51143",""
"224993","vwuds_tfr-0232-2040-TW-DL","Transfer","FROM VA HOT SPRINGS INC","73396","Thomastown/Bacova Junction Service Area","municipal","1990","0","0.00","-99.000000000000","-99.000000000000","51017",""
"225115","vwuds_tfr-0334-1362-TW-DL","Transfer","FROM HENRICO","73695","GOOCHLAND CT HSE SERVICE AREA","municipal","2005","0","0.00","37.682500000000","-77.885000000000","51075",""
"225619","vwuds_tfr-0766-0640-TW-DL","Transfer","FROM LYNCHBURG (CITY)","71758","CENTRAL SYSTEM SERVICE AREA","municipal","1982","0","0.00","37.318055555556","-79.259722222222","51031",""
"225211","vwuds_tfr-0427-0538-TW-DL","Transfer","FROM WILLIAMSBURG (CITY)","73121","HUBBARDS LANE SERVICE AREA","municipal","1990","0","0.00","37.269444444444","-76.673611111111","51199",""
"225315","vwuds_tfr-0527-2099-TW-DL","Transfer","TOTAL OF ALL FROM NEWPORT NEWS","73367","YORK COUNTY PURCHASES","municipal","1995","6.716","0.02","37.210392500000","-76.386879700000","51199",""
"225435","vwuds_tfr-0641-0643-TW-SD","Transfer","FROM BLACKWATER WTP TO SA","73434","ROCKY MOUNT SERVICE AREA","municipal","1998","0","0.00","37.004166666667","-79.881666666667","51067",""
"225265","vwuds_tfr-0478-0277-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72915","FAIRFAX (CITY) SERVICE AREA","municipal","2010","0","0.00","38.841111111111","-77.308333333333","51600",""
"224921","vwuds_tfr-0194-0311-TW-DL","Transfer","FROM SALTVILLE (TOWN)","73643","PLEASANT HEIGHTS & RICH VALLEY","municipal","1995","9.173","0.03","36.858333333333","-81.734722222222","51173",""
"225057","vwuds_tfr-0283-0278-TW-DL","Transfer","FROM FAIRFAX WATER AUTH  POT","73528","HERNDON SERVICE AREA","municipal","1992","0","0.00","39.970000000000","-77.384166666667","51059",""
"224969","vwuds_tfr-0214-0806-TW-DL","Transfer","FROM BUENA VISTA (CITY)","72647","LONG HOLLOW SERVICE AREA","municipal","1982","0","0.00","37.761111111111","-79.343055555556","51163",""
"225659","vwuds_tfr-0791-0792-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72261","RADFORD SERVICE AREA","municipal","1985","1015.849","2.78","37.132777777778","-80.579166666667","51750",""
"225155","vwuds_tfr-0400-0013-TW-SD","Transfer","FROM WTP TO SERVICE AREA","71617","FORT PICKETT SERVICE AREA","municipal","1999","0","0.00","37.033333333333","-77.933333333333","51135",""
"225527","vwuds_tfr-0716-0113-TW-DL","Transfer","FROM WOODSTOCK (TOWN)","72381","EDINBURG PLANT","manufacturing","2001","8.28","0.02","38.876944444444","-78.611388888889","51171",""
"225529","vwuds_tfr-0717-0089-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72393","STRASBURG SERVICE AREA","municipal","1995","0","0.00","38.988888888889","-78.361111111111","51171",""
"225975","vwuds_tfr-1959-0490-TW-SD","Transfer","FROM LUNGA RESERVOIR","72561","POST CAMP WTP","municipal","2001","0","0.00","38.523611111111","-77.368055555556","51153",""
"225719","vwuds_tfr-0911-0999-TW-SD","Transfer","FROM WTP TO PLANT","73599","DANVILLE TEXTILE PLANT","manufacturing","1996","0","0.00","36.570833333333","-79.427777777778","51590",""
"225375","vwuds_tfr-0569-0318-TW-SD","Transfer","Austinville","72658","IVANHOE-MAX MEADOWS SERV AREA","municipal","2011","0","0.00","36.837500000000","-81.962500000000","51197",""
"224967","vwuds_tfr-0213-2080-TW-DL","Transfer","FROM FLUVANNA COUNTY","71933","FORK UNION MILITARY ACADEMY","commercial","2002","0","0.00","-99.000000000000","-99.000000000000","51065",""
"225403","vwuds_tfr-0610-0612-TW-SD","Transfer","FROM JACKSON R WTP TO SA","68659","COVINGTON SERVICE AREA","municipal","1992","0","0.00","37.791111111111","-79.995277777778","51580",""
"225203","vwuds_tfr-0426-1106-TW-DL","Transfer","FROM CHESAPEAKE (CITY)","73127","CHESAPEAKE ENERGY CENTER","fossilpower","1983","0","0.00","36.770833333333","-76.302777777778","51550",""
"225975","vwuds_tfr-1959-0490-TW-SD","Transfer","FROM LUNGA RESERVOIR","72561","POST CAMP WTP","municipal","1998","98.45","0.27","38.523611111111","-77.368055555556","51153",""
"225481","vwuds_tfr-0674-0428-TW-DL","Transfer","FROM PORTSMOUTH (CITY)","66913","Suffolk City of Water Supply System","municipal","2012","0","0.00","36.730555555556","-76.591111111111","51800",""
"225663","vwuds_tfr-0792-0793-TW-DL","Transfer","FROM RADFORD (CITY)","72662","RADFORD PLANT","manufacturing","1993","0","0.00","37.125277777778","-80.591111111111","51750",""
"225179","vwuds_tfr-0422-0426-TW-DL","Transfer","FROM NORFOLK (CITY)","66884","Northwest River/Western Branch Systems","municipal","2012","719.66","1.97","36.733333333333","-76.240000000000","51550",""
"225481","vwuds_tfr-0674-0428-TW-DL","Transfer","FROM PORTSMOUTH (CITY)","66913","Suffolk City of Water Supply System","municipal","2003","857.95","2.35","36.730555555556","-76.591111111111","51800",""
