"hydrocode"	"varkey"	"entity_type"	"propname"	"propcode"	"startdate"	"enddate"
"echo_VA0003115001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"08/01/2011"	"08/31/2011"
"echo_VA0091324001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"04/01/2018"	"04/30/2018"
"echo_VA0052655004"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"07/01/2017"	"07/31/2017"
"echo_VA0052655004"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"04/01/2016"	"04/30/2016"
"echo_VA0006408001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"07/01/2014"	"07/31/2014"
"echo_VA0025020001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"11/01/2015"	"11/30/2015"
"echo_VA0003115001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"09/01/2015"	"09/30/2015"
"echo_VA0004880001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"05/01/2018"	"05/31/2018"
"echo_VA0003115001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"02/01/2015"	"02/28/2015"
"echo_VA0004669001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"08/01/2013"	"08/31/2013"
"echo_VA0006408001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"08/01/2014"	"08/31/2014"
"echo_VA0004880001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"01/01/2018"	"01/31/2018"
"echo_VA0091324001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"04/01/2017"	"04/30/2017"
"echo_VA0003115001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"08/01/2015"	"08/31/2015"
"echo_VA0073636004"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"01/01/2017"	"12/31/2017"
"echo_VA0006408001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"10/01/2017"	"10/31/2017"
"echo_VA0002194003"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"08/01/2017"	"08/31/2017"
"echo_VA0006408001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"06/01/2017"	"06/30/2017"
"echo_VA0091324001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"04/01/2016"	"04/30/2016"
"echo_VA0081281001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"10/01/2016"	"10/31/2016"
"echo_VA0004880001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"11/01/2015"	"11/30/2015"
"echo_VA0004880001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"10/01/2017"	"10/31/2017"
"echo_VA0005819004"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"12/01/2016"	"12/31/2016"
"echo_VA0003115001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"10/01/2011"	"10/31/2011"
"echo_VA0062812001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"02/01/2016"	"02/29/2016"
"echo_VA0003018002"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"01/01/2012"	"01/31/2012"
"echo_VA0052655004"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"06/01/2016"	"06/30/2016"
"echo_VA0006408001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"07/01/2015"	"07/31/2015"
"echo_VA0003115001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"07/01/2011"	"07/31/2011"
"echo_VA0053317043"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"03/01/2017"	"03/31/2017"
"echo_VA0003115001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"07/01/2015"	"07/31/2015"
"echo_VA0081311001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"03/01/2015"	"03/31/2015"
"echo_VA0004880001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"12/01/2015"	"12/31/2015"
"echo_VA0053317030"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"02/01/2018"	"02/28/2018"
"echo_VA0053317043"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"04/01/2018"	"04/30/2018"
"echo_VA0091251007"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"04/01/2016"	"04/30/2016"
"echo_VA0091251007"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"06/01/2016"	"06/30/2016"
"echo_VA0006408001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"03/01/2016"	"03/31/2016"
"echo_VA0053317030"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"02/01/2016"	"02/29/2016"
"echo_VA0052655004"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"02/01/2017"	"02/28/2017"
"echo_VA0006408001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"12/01/2017"	"12/31/2017"
"echo_VA0004880001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"02/01/2018"	"02/28/2018"
"echo_VA0053317043"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"04/01/2017"	"04/30/2017"
"echo_VA0053317043"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"02/01/2017"	"02/28/2017"
"echo_VA0004880001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"02/01/2016"	"02/29/2016"
"echo_VA0091324001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"12/01/2015"	"12/31/2015"
"echo_VA0053317043"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"03/01/2018"	"03/31/2018"
"echo_VA0091324001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"03/01/2017"	"03/31/2017"
"echo_VA0091251007"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"08/01/2016"	"08/31/2016"
"echo_VA0052655004"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"01/01/2016"	"01/31/2016"
"echo_VA0077828001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"02/01/2018"	"02/28/2018"
"echo_VA0053317043"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"03/01/2016"	"03/31/2016"
"echo_VA0003115001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"01/01/2015"	"01/31/2015"
"echo_VA0006408001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"09/01/2017"	"09/30/2017"
"echo_VA0005835001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"06/01/2017"	"06/30/2017"
"echo_VA0006408001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"06/01/2014"	"06/30/2014"
"echo_VA0006408001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"02/01/2018"	"02/28/2018"
"echo_VA0003115001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"11/01/2011"	"11/30/2011"
"echo_VA0091324001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"10/01/2017"	"10/31/2017"
"echo_VA0006408001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"01/01/2018"	"01/31/2018"
"echo_VA0004880001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"06/01/2017"	"06/30/2017"
"echo_VA0004880001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"11/01/2017"	"11/30/2017"
"echo_VA0024996001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"02/01/2016"	"02/29/2016"
"echo_VA0024996004"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"02/01/2016"	"02/29/2016"
"echo_VA0002194003"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"01/01/2017"	"01/31/2017"
"echo_VA0002194003"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"08/01/2016"	"08/31/2016"
"echo_VA0003115001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"02/01/2014"	"02/28/2014"
"echo_VA0005851003"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"11/01/2016"	"11/30/2016"
"echo_VA0053317030"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"04/01/2016"	"04/30/2016"
"echo_VA0053317043"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"01/01/2016"	"01/31/2016"
"echo_VA0006483001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"01/01/2016"	"03/31/2016"
"echo_VA0004138001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"01/01/2017"	"01/31/2017"
"echo_VA0003018002"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"01/01/2011"	"01/31/2011"
"echo_VA0052655004"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"06/01/2018"	"06/30/2018"
"echo_VA0052655004"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"05/01/2016"	"05/31/2016"
"echo_VA0080837001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"05/01/2016"	"05/31/2016"
"echo_VA0090590003"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"04/01/2018"	"06/30/2018"
"echo_VA0091286001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"01/01/2018"	"03/31/2018"
"echo_VA0006408001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"04/01/2018"	"04/30/2018"
"echo_VA0006408001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"03/01/2018"	"03/31/2018"
"echo_VA0006408001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"07/01/2017"	"07/31/2017"
"echo_VA0053317030"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"12/01/2015"	"12/31/2015"
"echo_VA0053317030"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"05/01/2018"	"05/31/2018"
"echo_VA0053317030"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"01/01/2018"	"01/31/2018"
"echo_VA0006408001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"04/01/2017"	"04/30/2017"
"echo_VA0003115001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"10/01/2014"	"10/31/2014"
"echo_VA0003115001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"11/01/2014"	"11/30/2014"
"echo_VA0003115001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"09/01/2014"	"09/30/2014"
"echo_VA0004880001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"02/01/2017"	"02/28/2017"
"echo_VA0091324001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"10/01/2015"	"10/31/2015"
"echo_VA0006483001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"04/01/2018"	"06/30/2018"
"echo_VA0091324001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"11/01/2015"	"11/30/2015"
"echo_VA0053317043"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"01/01/2017"	"01/31/2017"
"echo_VA0006408001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"02/01/2015"	"02/28/2015"
"echo_VA0006408001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"11/01/2017"	"11/30/2017"
"echo_VA0090654001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"10/01/2016"	"10/31/2016"
"echo_VA0052655004"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"05/01/2018"	"05/31/2018"
"echo_VA0053317043"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"12/01/2016"	"12/31/2016"
"echo_VA0024996001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"02/01/2010"	"02/28/2010"
"echo_VA0053317030"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"05/01/2017"	"05/31/2017"
"echo_VA0006408001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"10/01/2014"	"10/31/2014"
"echo_VA0006408001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"09/01/2015"	"09/30/2015"
"echo_VA0052655004"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"01/01/2018"	"01/31/2018"
"echo_VA0052655004"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"11/01/2017"	"11/30/2017"
"echo_VA0053317014"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"02/01/2018"	"02/28/2018"
"echo_VA0091324001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"05/01/2017"	"05/31/2017"
"echo_VA0006408001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"02/01/2014"	"02/28/2014"
"echo_VA0004880001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"08/01/2017"	"08/31/2017"
"echo_VA0023825001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"12/01/2016"	"12/31/2016"
"echo_VA0003018001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"05/01/2011"	"05/31/2011"
"echo_VA0091251007"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"06/01/2017"	"06/30/2017"
"echo_VA0091251007"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"05/01/2017"	"05/31/2017"
"echo_VA0053317014"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"06/01/2017"	"06/30/2017"
"echo_VA0081311001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"02/01/2016"	"02/29/2016"
"echo_VA0053317014"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"01/01/2018"	"01/31/2018"
"echo_VA0004880001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"03/01/2018"	"03/31/2018"
"echo_VA0006408001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"01/01/2017"	"01/31/2017"
"echo_VA0005835001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"04/01/2017"	"04/30/2017"
"echo_VA0091278001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"04/01/2016"	"06/30/2016"
"echo_VA0006408001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"04/01/2014"	"04/30/2014"
"echo_VA0062812001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"04/01/2018"	"04/30/2018"
"echo_VA0053317030"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"11/01/2016"	"11/30/2016"
"echo_VA0003115001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"04/01/2015"	"04/30/2015"
"echo_VA0052655004"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"12/01/2017"	"12/31/2017"
"echo_VA0073636004"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"01/01/2015"	"12/31/2015"
"echo_VA0062812001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"03/01/2015"	"03/31/2015"
"echo_VA0062812001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"05/01/2016"	"05/31/2016"
"echo_VA0062812001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"02/01/2018"	"02/28/2018"
"echo_VA0006408001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"08/01/2011"	"08/31/2011"
"echo_VA0053317014"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"09/01/2017"	"09/30/2017"
"echo_VA0053317014"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"11/01/2017"	"11/30/2017"
"echo_VA0091766001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"06/01/2016"	"06/30/2016"
"echo_VA0091766001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"02/01/2016"	"02/29/2016"
"echo_VA0087114006"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"01/01/2018"	"03/31/2018"
"echo_VA0053317014"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"03/01/2018"	"03/31/2018"
"echo_VA0004138001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"10/01/2016"	"10/31/2016"
"echo_VA0091324001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"01/01/2016"	"01/31/2016"
"echo_VA0091286001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"04/01/2018"	"06/30/2018"
"echo_VA0006408001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"02/01/2016"	"02/29/2016"
"echo_VA0005835001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"05/01/2017"	"05/31/2017"
"echo_VA0091324001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"02/01/2018"	"02/28/2018"
"echo_VA0005851002"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"07/01/2016"	"07/31/2016"
"echo_VA0020354001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"09/01/2013"	"09/30/2013"
"echo_VA0006408001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"05/01/2017"	"05/31/2017"
"echo_VA0002194003"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"05/01/2017"	"05/31/2017"
"echo_VA0002194003"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"06/01/2017"	"06/30/2017"
"echo_VA0053317030"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"03/01/2017"	"03/31/2017"
"echo_VA0054780001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"06/01/2018"	"06/30/2018"
"echo_VA0053317043"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"12/01/2015"	"12/31/2015"
"echo_VA0005819101"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"07/01/2017"	"07/31/2017"
"echo_VA0053317014"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"03/01/2016"	"03/31/2016"
"echo_VA0003115001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"08/01/2014"	"08/31/2014"
"echo_VA0063843001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"01/01/2018"	"01/31/2018"
"echo_VA0091251007"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"07/01/2017"	"07/31/2017"
"echo_VA0004880001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"10/01/2016"	"10/31/2016"
"echo_VA0052655004"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"12/01/2015"	"12/31/2015"
"echo_VA0062812001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"03/01/2013"	"03/31/2013"
"echo_VA0062812001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"03/01/2010"	"03/31/2010"
"echo_VA0020974001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"10/01/2017"	"10/31/2017"
"echo_VA0006408001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"05/01/2018"	"05/31/2018"
"echo_VA0053317014"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"10/01/2016"	"10/31/2016"
"echo_VA0053317014"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"04/01/2017"	"04/30/2017"
"echo_VA0025542001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"02/01/2016"	"02/29/2016"
"echo_VA0091464001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"01/01/2016"	"03/31/2016"
"echo_VA0006408001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"07/01/2016"	"07/31/2016"
"echo_VA0024899001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"05/01/2016"	"05/31/2016"
"echo_VA0053317030"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"02/01/2017"	"02/28/2017"
"echo_VA0053317043"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"02/01/2016"	"02/29/2016"
"echo_VA0053317030"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"04/01/2017"	"04/30/2017"
"echo_VA0091251007"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"07/01/2016"	"07/31/2016"
"echo_VA0003115001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"02/01/2013"	"02/28/2013"
"echo_VA0003115001"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"01/01/2014"	"01/31/2014"
"echo_VA0053317014"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"07/01/2016"	"07/31/2016"
"echo_VA0053317014"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"02/01/2016"	"02/29/2016"
"echo_VA0053317014"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"11/01/2016"	"11/30/2016"
"echo_VA0053317014"	"dmr_flag_desflow"	"dh_timeseries"	"dmr_flag_desflow"	"dmr_flag_desflow"	"08/01/2016"	"08/31/2016"
