"hydocode","bundle","ftype","name","from_node","to_node"
"VA0025151:VA0025151002","coneyance","water_transfer","From VA0025151 to VA0025151002","VA0025151:VA0025151002","VA0025151002"
"VA0025160:VA0025160001","coneyance","water_transfer","From VA0025160 to VA0025160001","VA0025160:VA0025160001","VA0025160001"
"VA0025160:VA0025160002","coneyance","water_transfer","From VA0025160 to VA0025160002","VA0025160:VA0025160002","VA0025160002"
"VA0025194:VA0025194001","coneyance","water_transfer","From VA0025194 to VA0025194001","VA0025194:VA0025194001","VA0025194001"
"VA0025216:VA0025216046","coneyance","water_transfer","From VA0025216 to VA0025216046","VA0025216:VA0025216046","VA0025216046"
"VA0025216:VA0025216144","coneyance","water_transfer","From VA0025216 to VA0025216144","VA0025216:VA0025216144","VA0025216144"
"VA0025291:VA0025291001","coneyance","water_transfer","From VA0025291 to VA0025291001","VA0025291:VA0025291001","VA0025291001"
"VA0025305:VA0025305001","coneyance","water_transfer","From VA0025305 to VA0025305001","VA0025305:VA0025305001","VA0025305001"
"VA0025364:VA0025364001","coneyance","water_transfer","From VA0025364 to VA0025364001","VA0025364:VA0025364001","VA0025364001"
"VA0025437:VA0025437001","coneyance","water_transfer","From VA0025437 to VA0025437001","VA0025437:VA0025437001","VA0025437001"
"VA0025470:VA0025470001","coneyance","water_transfer","From VA0025470 to VA0025470001","VA0025470:VA0025470001","VA0025470001"
"VA0025518:VA0025518001","coneyance","water_transfer","From VA0025518 to VA0025518001","VA0025518:VA0025518001","VA0025518001"
"VA0025542:VA0025542001","coneyance","water_transfer","From VA0025542 to VA0025542001","VA0025542:VA0025542001","VA0025542001"
"VA0025569:VA0025569001","coneyance","water_transfer","From VA0025569 to VA0025569001","VA0025569:VA0025569001","VA0025569001"
"VA0025658:VA0025658001","coneyance","water_transfer","From VA0025658 to VA0025658001","VA0025658:VA0025658001","VA0025658001"
"VA0025992:VA0025992001","coneyance","water_transfer","From VA0025992 to VA0025992001","VA0025992:VA0025992001","VA0025992001"
"VA0026051:VA0026051001","coneyance","water_transfer","From VA0026051 to VA0026051001","VA0026051:VA0026051001","VA0026051001"
"VA0026051:VA0026051002","coneyance","water_transfer","From VA0026051 to VA0026051002","VA0026051:VA0026051002","VA0026051002"
"VA0026051:VA0026051101","coneyance","water_transfer","From VA0026051 to VA0026051101","VA0026051:VA0026051101","VA0026051101"
"VA0026212:VA0026212001","coneyance","water_transfer","From VA0026212 to VA0026212001","VA0026212:VA0026212001","VA0026212001"
"VA0026221:VA0026221001","coneyance","water_transfer","From VA0026221 to VA0026221001","VA0026221:VA0026221001","VA0026221001"
"VA0026221:VA0026221102","coneyance","water_transfer","From VA0026221 to VA0026221102","VA0026221:VA0026221102","VA0026221102"
"VA0026239:VA0026239001","coneyance","water_transfer","From VA0026239 to VA0026239001","VA0026239:VA0026239001","VA0026239001"
"VA0026247:VA0026247001","coneyance","water_transfer","From VA0026247 to VA0026247001","VA0026247:VA0026247001","VA0026247001"
"VA0026263:VA0026263001","coneyance","water_transfer","From VA0026263 to VA0026263001","VA0026263:VA0026263001","VA0026263001"
"VA0026298:VA0026298001","coneyance","water_transfer","From VA0026298 to VA0026298001","VA0026298:VA0026298001","VA0026298001"
"VA0026379:VA0026379001","coneyance","water_transfer","From VA0026379 to VA0026379001","VA0026379:VA0026379001","VA0026379001"
"VA0026387:VA0026387001","coneyance","water_transfer","From VA0026387 to VA0026387001","VA0026387:VA0026387001","VA0026387001"
"VA0026409:VA0026409001","coneyance","water_transfer","From VA0026409 to VA0026409001","VA0026409:VA0026409001","VA0026409001"
"VA0026433:VA0026433001","coneyance","water_transfer","From VA0026433 to VA0026433001","VA0026433:VA0026433001","VA0026433001"
"VA0026441:VA0026441001","coneyance","water_transfer","From VA0026441 to VA0026441001","VA0026441:VA0026441001","VA0026441001"
"VA0026468:VA0026468001","coneyance","water_transfer","From VA0026468 to VA0026468001","VA0026468:VA0026468001","VA0026468001"
"VA0026484:VA0026484001","coneyance","water_transfer","From VA0026484 to VA0026484001","VA0026484:VA0026484001","VA0026484001"
"VA0026514:VA0026514001","coneyance","water_transfer","From VA0026514 to VA0026514001","VA0026514:VA0026514001","VA0026514001"
"VA0026531:VA0026531001","coneyance","water_transfer","From VA0026531 to VA0026531001","VA0026531:VA0026531001","VA0026531001"
"VA0026557:VA0026557001","coneyance","water_transfer","From VA0026557 to VA0026557001","VA0026557:VA0026557001","VA0026557001"
"VA0026565:VA0026565001","coneyance","water_transfer","From VA0026565 to VA0026565001","VA0026565:VA0026565001","VA0026565001"
"VA0026778:VA0026778001","coneyance","water_transfer","From VA0026778 to VA0026778001","VA0026778:VA0026778001","VA0026778001"
"VA0026786:VA0026786001","coneyance","water_transfer","From VA0026786 to VA0026786001","VA0026786:VA0026786001","VA0026786001"
"VA0026808:VA0026808001","coneyance","water_transfer","From VA0026808 to VA0026808001","VA0026808:VA0026808001","VA0026808001"
"VA0026891:VA0026891002","coneyance","water_transfer","From VA0026891 to VA0026891002","VA0026891:VA0026891002","VA0026891002"
"VA0026972:VA0026972001","coneyance","water_transfer","From VA0026972 to VA0026972001","VA0026972:VA0026972001","VA0026972001"
"VA0026999:VA0026999001","coneyance","water_transfer","From VA0026999 to VA0026999001","VA0026999:VA0026999001","VA0026999001"
"VA0027014:VA0027014001","coneyance","water_transfer","From VA0027014 to VA0027014001","VA0027014:VA0027014001","VA0027014001"
"VA0027022:VA0027022001","coneyance","water_transfer","From VA0027022 to VA0027022001","VA0027022:VA0027022001","VA0027022001"
"VA0027065:VA0027065001","coneyance","water_transfer","From VA0027065 to VA0027065001","VA0027065:VA0027065001","VA0027065001"
"VA0027197:VA0027197001","coneyance","water_transfer","From VA0027197 to VA0027197001","VA0027197:VA0027197001","VA0027197001"
"VA0027278:VA0027278001","coneyance","water_transfer","From VA0027278 to VA0027278001","VA0027278:VA0027278001","VA0027278001"
"VA0027294:VA0027294001","coneyance","water_transfer","From VA0027294 to VA0027294001","VA0027294:VA0027294001","VA0027294001"
"VA0027375:VA0027375001","coneyance","water_transfer","From VA0027375 to VA0027375001","VA0027375:VA0027375001","VA0027375001"
"VA0027421:VA0027421001","coneyance","water_transfer","From VA0027421 to VA0027421001","VA0027421:VA0027421001","VA0027421001"
"VA0027464:VA0027464001","coneyance","water_transfer","From VA0027464 to VA0027464001","VA0027464:VA0027464001","VA0027464001"
"VA0027481:VA0027481001","coneyance","water_transfer","From VA0027481 to VA0027481001","VA0027481:VA0027481001","VA0027481001"
"VA0027537:VA0027537001","coneyance","water_transfer","From VA0027537 to VA0027537001","VA0027537:VA0027537001","VA0027537001"
"VA0027553:VA0027553001","coneyance","water_transfer","From VA0027553 to VA0027553001","VA0027553:VA0027553001","VA0027553001"
"VA0027561:VA0027561001","coneyance","water_transfer","From VA0027561 to VA0027561001","VA0027561:VA0027561001","VA0027561001"
"VA0027618:VA0027618001","coneyance","water_transfer","From VA0027618 to VA0027618001","VA0027618:VA0027618001","VA0027618001"
"VA0027642:VA0027642001","coneyance","water_transfer","From VA0027642 to VA0027642001","VA0027642:VA0027642001","VA0027642001"
"VA0027685:VA0027685001","coneyance","water_transfer","From VA0027685 to VA0027685001","VA0027685:VA0027685001","VA0027685001"
"VA0027693:VA0027693001","coneyance","water_transfer","From VA0027693 to VA0027693001","VA0027693:VA0027693001","VA0027693001"
"VA0027707:VA0027707001","coneyance","water_transfer","From VA0027707 to VA0027707001","VA0027707:VA0027707001","VA0027707001"
"VA0027715:VA0027715001","coneyance","water_transfer","From VA0027715 to VA0027715001","VA0027715:VA0027715001","VA0027715001"
"VA0027839:VA0027839001","coneyance","water_transfer","From VA0027839 to VA0027839001","VA0027839:VA0027839001","VA0027839001"
"VA0027839:VA0027839002","coneyance","water_transfer","From VA0027839 to VA0027839002","VA0027839:VA0027839002","VA0027839002"
"VA0027855:VA0027855001","coneyance","water_transfer","From VA0027855 to VA0027855001","VA0027855:VA0027855001","VA0027855001"
"VA0027901:VA0027901001","coneyance","water_transfer","From VA0027901 to VA0027901001","VA0027901:VA0027901001","VA0027901001"
"VA0027910:VA0027910001","coneyance","water_transfer","From VA0027910 to VA0027910001","VA0027910:VA0027910001","VA0027910001"
"VA0027944:VA0027944001","coneyance","water_transfer","From VA0027944 to VA0027944001","VA0027944:VA0027944001","VA0027944001"
"VA0027952:VA0027952001","coneyance","water_transfer","From VA0027952 to VA0027952001","VA0027952:VA0027952001","VA0027952001"
"VA0027979:VA0027979001","coneyance","water_transfer","From VA0027979 to VA0027979001","VA0027979:VA0027979001","VA0027979001"
"VA0028029:VA0028029001","coneyance","water_transfer","From VA0028029 to VA0028029001","VA0028029:VA0028029001","VA0028029001"
"VA0028037:VA0028037001","coneyance","water_transfer","From VA0028037 to VA0028037001","VA0028037:VA0028037001","VA0028037001"
"VA0028233:VA0028233001","coneyance","water_transfer","From VA0028233 to VA0028233001","VA0028233:VA0028233001","VA0028233001"
"VA0028258:VA0028258001","coneyance","water_transfer","From VA0028258 to VA0028258001","VA0028258:VA0028258001","VA0028258001"
"VA0028291:VA0028291001","coneyance","water_transfer","From VA0028291 to VA0028291001","VA0028291:VA0028291001","VA0028291001"
"VA0028363:VA0028363001","coneyance","water_transfer","From VA0028363 to VA0028363001","VA0028363:VA0028363001","VA0028363001"
"VA0028371:VA0028371001","coneyance","water_transfer","From VA0028371 to VA0028371001","VA0028371:VA0028371001","VA0028371001"
"VA0028380:VA0028380001","coneyance","water_transfer","From VA0028380 to VA0028380001","VA0028380:VA0028380001","VA0028380001"
"VA0028398:VA0028398001","coneyance","water_transfer","From VA0028398 to VA0028398001","VA0028398:VA0028398001","VA0028398001"
"VA0028461:VA0028461001","coneyance","water_transfer","From VA0028461 to VA0028461001","VA0028461:VA0028461001","VA0028461001"
"VA0028622:VA0028622001","coneyance","water_transfer","From VA0028622 to VA0028622001","VA0028622:VA0028622001","VA0028622001"
"VA0028916:VA0028916001","coneyance","water_transfer","From VA0028916 to VA0028916001","VA0028916:VA0028916001","VA0028916001"
"VA0029084:VA0029084001","coneyance","water_transfer","From VA0029084 to VA0029084001","VA0029084:VA0029084001","VA0029084001"
"VA0029254:VA0029254001","coneyance","water_transfer","From VA0029254 to VA0029254001","VA0029254:VA0029254001","VA0029254001"
"VA0029319:VA0029319001","coneyance","water_transfer","From VA0029319 to VA0029319001","VA0029319:VA0029319001","VA0029319001"
"VA0029335:VA0029335001","coneyance","water_transfer","From VA0029335 to VA0029335001","VA0029335:VA0029335001","VA0029335001"
"VA0029343:VA0029343001","coneyance","water_transfer","From VA0029343 to VA0029343001","VA0029343:VA0029343001","VA0029343001"
"VA0029351:VA0029351001","coneyance","water_transfer","From VA0029351 to VA0029351001","VA0029351:VA0029351001","VA0029351001"
"VA0029416:VA0029416001","coneyance","water_transfer","From VA0029416 to VA0029416001","VA0029416:VA0029416001","VA0029416001"
"VA0029475:VA0029475001","coneyance","water_transfer","From VA0029475 to VA0029475001","VA0029475:VA0029475001","VA0029475001"
"VA0029513:VA0029513001","coneyance","water_transfer","From VA0029513 to VA0029513001","VA0029513:VA0029513001","VA0029513001"
"VA0029556:VA0029556001","coneyance","water_transfer","From VA0029556 to VA0029556001","VA0029556:VA0029556001","VA0029556001"
"VA0029564:VA0029564001","coneyance","water_transfer","From VA0029564 to VA0029564001","VA0029564:VA0029564001","VA0029564001"
"VA0029599:VA0029599001","coneyance","water_transfer","From VA0029599 to VA0029599001","VA0029599:VA0029599001","VA0029599001"
"VA0029688:VA0029688001","coneyance","water_transfer","From VA0029688 to VA0029688001","VA0029688:VA0029688001","VA0029688001"
"VA0029769:VA0029769001","coneyance","water_transfer","From VA0029769 to VA0029769001","VA0029769:VA0029769001","VA0029769001"
"VA0029785:VA0029785006","coneyance","water_transfer","From VA0029785 to VA0029785006","VA0029785:VA0029785006","VA0029785006"
"VA0029785:VA0029785007","coneyance","water_transfer","From VA0029785 to VA0029785007","VA0029785:VA0029785007","VA0029785007"
"VA0029785:VA0029785202","coneyance","water_transfer","From VA0029785 to VA0029785202","VA0029785:VA0029785202","VA0029785202"
"VA0029858:VA0029858001","coneyance","water_transfer","From VA0029858 to VA0029858001","VA0029858:VA0029858001","VA0029858001"
"VA0030121:VA0030121001","coneyance","water_transfer","From VA0030121 to VA0030121001","VA0030121:VA0030121001","VA0030121001"
"VA0030589:VA0030589001","coneyance","water_transfer","From VA0030589 to VA0030589001","VA0030589:VA0030589001","VA0030589001"
"VA0030767:VA0030767001","coneyance","water_transfer","From VA0030767 to VA0030767001","VA0030767:VA0030767001","VA0030767001"
"VA0031011:VA0031011001","coneyance","water_transfer","From VA0031011 to VA0031011001","VA0031011:VA0031011001","VA0031011001"
"VA0031194:VA0031194001","coneyance","water_transfer","From VA0031194 to VA0031194001","VA0031194:VA0031194001","VA0031194001"
"VA0031321:VA0031321001","coneyance","water_transfer","From VA0031321 to VA0031321001","VA0031321:VA0031321001","VA0031321001"
"VA0031356:VA0031356001","coneyance","water_transfer","From VA0031356 to VA0031356001","VA0031356:VA0031356001","VA0031356001"
"VA0031763:VA0031763001","coneyance","water_transfer","From VA0031763 to VA0031763001","VA0031763:VA0031763001","VA0031763001"
"VA0032000:VA0032000001","coneyance","water_transfer","From VA0032000 to VA0032000001","VA0032000:VA0032000001","VA0032000001"
"VA0032000:VA0032000002","coneyance","water_transfer","From VA0032000 to VA0032000002","VA0032000:VA0032000002","VA0032000002"
"VA0032034:VA0032034001","coneyance","water_transfer","From VA0032034 to VA0032034001","VA0032034:VA0032034001","VA0032034001"
"VA0032115:VA0032115001","coneyance","water_transfer","From VA0032115 to VA0032115001","VA0032115:VA0032115001","VA0032115001"
"VA0032123:VA0032123001","coneyance","water_transfer","From VA0032123 to VA0032123001","VA0032123:VA0032123001","VA0032123001"
"VA0050181:VA0050181001","coneyance","water_transfer","From VA0050181 to VA0050181001","VA0050181:VA0050181001","VA0050181001"
"VA0050181:VA0050181002","coneyance","water_transfer","From VA0050181 to VA0050181002","VA0050181:VA0050181002","VA0050181002"
"VA0050181:VA0050181902","coneyance","water_transfer","From VA0050181 to VA0050181902","VA0050181:VA0050181902","VA0050181902"
"VA0050351:VA0050351001","coneyance","water_transfer","From VA0050351 to VA0050351001","VA0050351:VA0050351001","VA0050351001"
"VA0050351:VA0050351002","coneyance","water_transfer","From VA0050351 to VA0050351002","VA0050351:VA0050351002","VA0050351002"
"VA0050351:VA0050351003","coneyance","water_transfer","From VA0050351 to VA0050351003","VA0050351:VA0050351003","VA0050351003"
"VA0051373:VA0051373001","coneyance","water_transfer","From VA0051373 to VA0051373001","VA0051373:VA0051373001","VA0051373001"
"VA0051373:VA0051373003","coneyance","water_transfer","From VA0051373 to VA0051373003","VA0051373:VA0051373003","VA0051373003"
"VA0051446:VA0051446001","coneyance","water_transfer","From VA0051446 to VA0051446001","VA0051446:VA0051446001","VA0051446001"
"VA0051926:VA0051926001","coneyance","water_transfer","From VA0051926 to VA0051926001","VA0051926:VA0051926001","VA0051926001"
"VA0051926:VA0051926002","coneyance","water_transfer","From VA0051926 to VA0051926002","VA0051926:VA0051926002","VA0051926002"
"VA0052451:VA0052451001","coneyance","water_transfer","From VA0052451 to VA0052451001","VA0052451:VA0052451001","VA0052451001"
"VA0052451:VA0052451009","coneyance","water_transfer","From VA0052451 to VA0052451009","VA0052451:VA0052451009","VA0052451009"
"VA0052451:VA0052451013","coneyance","water_transfer","From VA0052451 to VA0052451013","VA0052451:VA0052451013","VA0052451013"
"VA0052451:VA0052451016","coneyance","water_transfer","From VA0052451 to VA0052451016","VA0052451:VA0052451016","VA0052451016"
"VA0052451:VA0052451020","coneyance","water_transfer","From VA0052451 to VA0052451020","VA0052451:VA0052451020","VA0052451020"
"VA0052451:VA0052451021","coneyance","water_transfer","From VA0052451 to VA0052451021","VA0052451:VA0052451021","VA0052451021"
"VA0052451:VA0052451028","coneyance","water_transfer","From VA0052451 to VA0052451028","VA0052451:VA0052451028","VA0052451028"
"VA0052451:VA0052451101","coneyance","water_transfer","From VA0052451 to VA0052451101","VA0052451:VA0052451101","VA0052451101"
"VA0052451:VA0052451103","coneyance","water_transfer","From VA0052451 to VA0052451103","VA0052451:VA0052451103","VA0052451103"
"VA0052451:VA0052451104","coneyance","water_transfer","From VA0052451 to VA0052451104","VA0052451:VA0052451104","VA0052451104"
"VA0052451:VA0052451105","coneyance","water_transfer","From VA0052451 to VA0052451105","VA0052451:VA0052451105","VA0052451105"
"VA0052451:VA0052451107","coneyance","water_transfer","From VA0052451 to VA0052451107","VA0052451:VA0052451107","VA0052451107"
"VA0052451:VA0052451108","coneyance","water_transfer","From VA0052451 to VA0052451108","VA0052451:VA0052451108","VA0052451108"
"VA0052451:VA0052451109","coneyance","water_transfer","From VA0052451 to VA0052451109","VA0052451:VA0052451109","VA0052451109"
"VA0052451:VA0052451110","coneyance","water_transfer","From VA0052451 to VA0052451110","VA0052451:VA0052451110","VA0052451110"
"VA0052451:VA0052451111","coneyance","water_transfer","From VA0052451 to VA0052451111","VA0052451:VA0052451111","VA0052451111"
"VA0052451:VA0052451112","coneyance","water_transfer","From VA0052451 to VA0052451112","VA0052451:VA0052451112","VA0052451112"
"VA0052451:VA0052451113","coneyance","water_transfer","From VA0052451 to VA0052451113","VA0052451:VA0052451113","VA0052451113"
"VA0052451:VA0052451114","coneyance","water_transfer","From VA0052451 to VA0052451114","VA0052451:VA0052451114","VA0052451114"
"VA0052451:VA0052451115","coneyance","water_transfer","From VA0052451 to VA0052451115","VA0052451:VA0052451115","VA0052451115"
"VA0052451:VA0052451116","coneyance","water_transfer","From VA0052451 to VA0052451116","VA0052451:VA0052451116","VA0052451116"
"VA0052451:VA0052451117","coneyance","water_transfer","From VA0052451 to VA0052451117","VA0052451:VA0052451117","VA0052451117"
"VA0052451:VA0052451118","coneyance","water_transfer","From VA0052451 to VA0052451118","VA0052451:VA0052451118","VA0052451118"
"VA0052621:VA0052621001","coneyance","water_transfer","From VA0052621 to VA0052621001","VA0052621:VA0052621001","VA0052621001"
"VA0052639:VA0052639001","coneyance","water_transfer","From VA0052639 to VA0052639001","VA0052639:VA0052639001","VA0052639001"
"VA0052655:VA0052655004","coneyance","water_transfer","From VA0052655 to VA0052655004","VA0052655:VA0052655004","VA0052655004"
"VA0052655:VA0052655401","coneyance","water_transfer","From VA0052655 to VA0052655401","VA0052655:VA0052655401","VA0052655401"
"VA0052850:VA0052850001","coneyance","water_transfer","From VA0052850 to VA0052850001","VA0052850:VA0052850001","VA0052850001"
"VA0052906:VA0052906002","coneyance","water_transfer","From VA0052906 to VA0052906002","VA0052906:VA0052906002","VA0052906002"
"VA0052906:VA0052906902","coneyance","water_transfer","From VA0052906 to VA0052906902","VA0052906:VA0052906902","VA0052906902"
"VA0053082:VA0053082001","coneyance","water_transfer","From VA0053082 to VA0053082001","VA0053082:VA0053082001","VA0053082001"
"VA0053082:VA0053082002","coneyance","water_transfer","From VA0053082 to VA0053082002","VA0053082:VA0053082002","VA0053082002"
"VA0053082:VA0053082003","coneyance","water_transfer","From VA0053082 to VA0053082003","VA0053082:VA0053082003","VA0053082003"
"VA0053317:VA0053317001","coneyance","water_transfer","From VA0053317 to VA0053317001","VA0053317:VA0053317001","VA0053317001"
"VA0053317:VA0053317006","coneyance","water_transfer","From VA0053317 to VA0053317006","VA0053317:VA0053317006","VA0053317006"
"VA0053317:VA0053317007","coneyance","water_transfer","From VA0053317 to VA0053317007","VA0053317:VA0053317007","VA0053317007"
"VA0053317:VA0053317008","coneyance","water_transfer","From VA0053317 to VA0053317008","VA0053317:VA0053317008","VA0053317008"
"VA0053317:VA0053317009","coneyance","water_transfer","From VA0053317 to VA0053317009","VA0053317:VA0053317009","VA0053317009"
"VA0053317:VA0053317014","coneyance","water_transfer","From VA0053317 to VA0053317014","VA0053317:VA0053317014","VA0053317014"
"VA0053317:VA0053317015","coneyance","water_transfer","From VA0053317 to VA0053317015","VA0053317:VA0053317015","VA0053317015"
"VA0053317:VA0053317016","coneyance","water_transfer","From VA0053317 to VA0053317016","VA0053317:VA0053317016","VA0053317016"
"VA0053317:VA0053317017","coneyance","water_transfer","From VA0053317 to VA0053317017","VA0053317:VA0053317017","VA0053317017"
"VA0053317:VA0053317018","coneyance","water_transfer","From VA0053317 to VA0053317018","VA0053317:VA0053317018","VA0053317018"
"VA0053317:VA0053317019","coneyance","water_transfer","From VA0053317 to VA0053317019","VA0053317:VA0053317019","VA0053317019"
"VA0053317:VA0053317020","coneyance","water_transfer","From VA0053317 to VA0053317020","VA0053317:VA0053317020","VA0053317020"
"VA0053317:VA0053317021","coneyance","water_transfer","From VA0053317 to VA0053317021","VA0053317:VA0053317021","VA0053317021"
"VA0053317:VA0053317022","coneyance","water_transfer","From VA0053317 to VA0053317022","VA0053317:VA0053317022","VA0053317022"
"VA0053317:VA0053317023","coneyance","water_transfer","From VA0053317 to VA0053317023","VA0053317:VA0053317023","VA0053317023"
"VA0053317:VA0053317024","coneyance","water_transfer","From VA0053317 to VA0053317024","VA0053317:VA0053317024","VA0053317024"
"VA0053317:VA0053317025","coneyance","water_transfer","From VA0053317 to VA0053317025","VA0053317:VA0053317025","VA0053317025"
"VA0053317:VA0053317026","coneyance","water_transfer","From VA0053317 to VA0053317026","VA0053317:VA0053317026","VA0053317026"
"VA0053317:VA0053317027","coneyance","water_transfer","From VA0053317 to VA0053317027","VA0053317:VA0053317027","VA0053317027"
"VA0053317:VA0053317028","coneyance","water_transfer","From VA0053317 to VA0053317028","VA0053317:VA0053317028","VA0053317028"
"VA0053317:VA0053317030","coneyance","water_transfer","From VA0053317 to VA0053317030","VA0053317:VA0053317030","VA0053317030"
"VA0053317:VA0053317039","coneyance","water_transfer","From VA0053317 to VA0053317039","VA0053317:VA0053317039","VA0053317039"
"VA0053317:VA0053317040","coneyance","water_transfer","From VA0053317 to VA0053317040","VA0053317:VA0053317040","VA0053317040"
"VA0053317:VA0053317041","coneyance","water_transfer","From VA0053317 to VA0053317041","VA0053317:VA0053317041","VA0053317041"
"VA0053317:VA0053317043","coneyance","water_transfer","From VA0053317 to VA0053317043","VA0053317:VA0053317043","VA0053317043"
"VA0053317:VA0053317045","coneyance","water_transfer","From VA0053317 to VA0053317045","VA0053317:VA0053317045","VA0053317045"
"VA0053317:VA0053317046","coneyance","water_transfer","From VA0053317 to VA0053317046","VA0053317:VA0053317046","VA0053317046"
"VA0053473:VA0053473001","coneyance","water_transfer","From VA0053473 to VA0053473001","VA0053473:VA0053473001","VA0053473001"
"VA0053473:VA0053473002","coneyance","water_transfer","From VA0053473 to VA0053473002","VA0053473:VA0053473002","VA0053473002"
"VA0053473:VA0053473003","coneyance","water_transfer","From VA0053473 to VA0053473003","VA0053473:VA0053473003","VA0053473003"
"VA0053554:VA0053554001","coneyance","water_transfer","From VA0053554 to VA0053554001","VA0053554:VA0053554001","VA0053554001"
"VA0053686:VA0053686001","coneyance","water_transfer","From VA0053686 to VA0053686001","VA0053686:VA0053686001","VA0053686001"
"VA0053686:VA0053686002","coneyance","water_transfer","From VA0053686 to VA0053686002","VA0053686:VA0053686002","VA0053686002"
"VA0053686:VA0053686003","coneyance","water_transfer","From VA0053686 to VA0053686003","VA0053686:VA0053686003","VA0053686003"
"VA0053686:VA0053686004","coneyance","water_transfer","From VA0053686 to VA0053686004","VA0053686:VA0053686004","VA0053686004"
"VA0053686:VA0053686005","coneyance","water_transfer","From VA0053686 to VA0053686005","VA0053686:VA0053686005","VA0053686005"
"VA0053813:VA0053813009","coneyance","water_transfer","From VA0053813 to VA0053813009","VA0053813:VA0053813009","VA0053813009"
"VA0053911:VA0053911001","coneyance","water_transfer","From VA0053911 to VA0053911001","VA0053911:VA0053911001","VA0053911001"
"VA0054003:VA0054003001","coneyance","water_transfer","From VA0054003 to VA0054003001","VA0054003:VA0054003001","VA0054003001"
"VA0054330:VA0054330001","coneyance","water_transfer","From VA0054330 to VA0054330001","VA0054330:VA0054330001","VA0054330001"
"VA0054381:VA0054381001","coneyance","water_transfer","From VA0054381 to VA0054381001","VA0054381:VA0054381001","VA0054381001"
"VA0054453:VA0054453001","coneyance","water_transfer","From VA0054453 to VA0054453001","VA0054453:VA0054453001","VA0054453001"
"VA0054577:VA0054577001","coneyance","water_transfer","From VA0054577 to VA0054577001","VA0054577:VA0054577001","VA0054577001"
"VA0054577:VA0054577003","coneyance","water_transfer","From VA0054577 to VA0054577003","VA0054577:VA0054577003","VA0054577003"
"VA0054623:VA0054623001","coneyance","water_transfer","From VA0054623 to VA0054623001","VA0054623:VA0054623001","VA0054623001"
"VA0054780:VA0054780001","coneyance","water_transfer","From VA0054780 to VA0054780001","VA0054780:VA0054780001","VA0054780001"
"VA0054828:VA0054828001","coneyance","water_transfer","From VA0054828 to VA0054828001","VA0054828:VA0054828001","VA0054828001"
"VA0054828:VA0054828002","coneyance","water_transfer","From VA0054828 to VA0054828002","VA0054828:VA0054828002","VA0054828002"
"VA0055328:VA0055328001","coneyance","water_transfer","From VA0055328 to VA0055328001","VA0055328:VA0055328001","VA0055328001"
"VA0055409:VA0055409001","coneyance","water_transfer","From VA0055409 to VA0055409001","VA0055409:VA0055409001","VA0055409001"
"VA0055409:VA0055409002","coneyance","water_transfer","From VA0055409 to VA0055409002","VA0055409:VA0055409002","VA0055409002"
"VA0055409:VA0055409003","coneyance","water_transfer","From VA0055409 to VA0055409003","VA0055409:VA0055409003","VA0055409003"
"VA0056138:VA0056138001","coneyance","water_transfer","From VA0056138 to VA0056138001","VA0056138:VA0056138001","VA0056138001"
"VA0056138:VA0056138002","coneyance","water_transfer","From VA0056138 to VA0056138002","VA0056138:VA0056138002","VA0056138002"
"VA0056138:VA0056138003","coneyance","water_transfer","From VA0056138 to VA0056138003","VA0056138:VA0056138003","VA0056138003"
"VA0056138:VA0056138004","coneyance","water_transfer","From VA0056138 to VA0056138004","VA0056138:VA0056138004","VA0056138004"
"VA0056537:VA0056537001","coneyance","water_transfer","From VA0056537 to VA0056537001","VA0056537:VA0056537001","VA0056537001"
"VA0057142:VA0057142001","coneyance","water_transfer","From VA0057142 to VA0057142001","VA0057142:VA0057142001","VA0057142001"
"VA0057487:VA0057487001","coneyance","water_transfer","From VA0057487 to VA0057487001","VA0057487:VA0057487001","VA0057487001"
"VA0057576:VA0057576001","coneyance","water_transfer","From VA0057576 to VA0057576001","VA0057576:VA0057576001","VA0057576001"
"VA0057606:VA0057606001","coneyance","water_transfer","From VA0057606 to VA0057606001","VA0057606:VA0057606001","VA0057606001"
"VA0058254:VA0058254001","coneyance","water_transfer","From VA0058254 to VA0058254001","VA0058254:VA0058254001","VA0058254001"
"VA0058254:VA0058254002","coneyance","water_transfer","From VA0058254 to VA0058254002","VA0058254:VA0058254002","VA0058254002"
"VA0058378:VA0058378001","coneyance","water_transfer","From VA0058378 to VA0058378001","VA0058378:VA0058378001","VA0058378001"
"VA0058424:VA0058424001","coneyance","water_transfer","From VA0058424 to VA0058424001","VA0058424:VA0058424001","VA0058424001"
"VA0058424:VA0058424002","coneyance","water_transfer","From VA0058424 to VA0058424002","VA0058424:VA0058424002","VA0058424002"
"VA0058572:VA0058572001","coneyance","water_transfer","From VA0058572 to VA0058572001","VA0058572:VA0058572001","VA0058572001"
"VA0059072:VA0059072001","coneyance","water_transfer","From VA0059072 to VA0059072001","VA0059072:VA0059072001","VA0059072001"
"VA0059137:VA0059137001","coneyance","water_transfer","From VA0059137 to VA0059137001","VA0059137:VA0059137001","VA0059137001"
"VA0059161:VA0059161001","coneyance","water_transfer","From VA0059161 to VA0059161001","VA0059161:VA0059161001","VA0059161001"
"VA0059161:VA0059161002","coneyance","water_transfer","From VA0059161 to VA0059161002","VA0059161:VA0059161002","VA0059161002"
"VA0059161:VA0059161003","coneyance","water_transfer","From VA0059161 to VA0059161003","VA0059161:VA0059161003","VA0059161003"
