"hydocode","bundle","ftype","name","from_node","to_node"
"VA0004804:VA0004804004","coneyance","water_transfer","From VA0004804 to VA0004804004","VA0004804:VA0004804004","VA0004804004"
"VA0004804:VA0004804005","coneyance","water_transfer","From VA0004804 to VA0004804005","VA0004804:VA0004804005","VA0004804005"
"VA0004804:VA0004804006","coneyance","water_transfer","From VA0004804 to VA0004804006","VA0004804:VA0004804006","VA0004804006"
"VA0004804:VA0004804007","coneyance","water_transfer","From VA0004804 to VA0004804007","VA0004804:VA0004804007","VA0004804007"
"VA0004804:VA0004804012","coneyance","water_transfer","From VA0004804 to VA0004804012","VA0004804:VA0004804012","VA0004804012"
"VA0004804:VA0004804013","coneyance","water_transfer","From VA0004804 to VA0004804013","VA0004804:VA0004804013","VA0004804013"
"VA0004804:VA0004804015","coneyance","water_transfer","From VA0004804 to VA0004804015","VA0004804:VA0004804015","VA0004804015"
"VA0004804:VA0004804016","coneyance","water_transfer","From VA0004804 to VA0004804016","VA0004804:VA0004804016","VA0004804016"
"VA0004804:VA0004804017","coneyance","water_transfer","From VA0004804 to VA0004804017","VA0004804:VA0004804017","VA0004804017"
"VA0004804:VA0004804019","coneyance","water_transfer","From VA0004804 to VA0004804019","VA0004804:VA0004804019","VA0004804019"
"VA0004804:VA0004804020","coneyance","water_transfer","From VA0004804 to VA0004804020","VA0004804:VA0004804020","VA0004804020"
"VA0004804:VA0004804021","coneyance","water_transfer","From VA0004804 to VA0004804021","VA0004804:VA0004804021","VA0004804021"
"VA0004804:VA0004804022","coneyance","water_transfer","From VA0004804 to VA0004804022","VA0004804:VA0004804022","VA0004804022"
"VA0004804:VA0004804024","coneyance","water_transfer","From VA0004804 to VA0004804024","VA0004804:VA0004804024","VA0004804024"
"VA0004804:VA0004804026","coneyance","water_transfer","From VA0004804 to VA0004804026","VA0004804:VA0004804026","VA0004804026"
"VA0004804:VA0004804027","coneyance","water_transfer","From VA0004804 to VA0004804027","VA0004804:VA0004804027","VA0004804027"
"VA0004804:VA0004804030","coneyance","water_transfer","From VA0004804 to VA0004804030","VA0004804:VA0004804030","VA0004804030"
"VA0004804:VA0004804031","coneyance","water_transfer","From VA0004804 to VA0004804031","VA0004804:VA0004804031","VA0004804031"
"VA0004804:VA0004804032","coneyance","water_transfer","From VA0004804 to VA0004804032","VA0004804:VA0004804032","VA0004804032"
"VA0004804:VA0004804033","coneyance","water_transfer","From VA0004804 to VA0004804033","VA0004804:VA0004804033","VA0004804033"
"VA0004804:VA0004804034","coneyance","water_transfer","From VA0004804 to VA0004804034","VA0004804:VA0004804034","VA0004804034"
"VA0004804:VA0004804037","coneyance","water_transfer","From VA0004804 to VA0004804037","VA0004804:VA0004804037","VA0004804037"
"VA0004804:VA0004804038","coneyance","water_transfer","From VA0004804 to VA0004804038","VA0004804:VA0004804038","VA0004804038"
"VA0004804:VA0004804039","coneyance","water_transfer","From VA0004804 to VA0004804039","VA0004804:VA0004804039","VA0004804039"
"VA0004804:VA0004804040","coneyance","water_transfer","From VA0004804 to VA0004804040","VA0004804:VA0004804040","VA0004804040"
"VA0004804:VA0004804041","coneyance","water_transfer","From VA0004804 to VA0004804041","VA0004804:VA0004804041","VA0004804041"
"VA0004804:VA0004804042","coneyance","water_transfer","From VA0004804 to VA0004804042","VA0004804:VA0004804042","VA0004804042"
"VA0004804:VA0004804043","coneyance","water_transfer","From VA0004804 to VA0004804043","VA0004804:VA0004804043","VA0004804043"
"VA0004804:VA0004804044","coneyance","water_transfer","From VA0004804 to VA0004804044","VA0004804:VA0004804044","VA0004804044"
"VA0004804:VA0004804045","coneyance","water_transfer","From VA0004804 to VA0004804045","VA0004804:VA0004804045","VA0004804045"
"VA0004804:VA0004804047","coneyance","water_transfer","From VA0004804 to VA0004804047","VA0004804:VA0004804047","VA0004804047"
"VA0004804:VA0004804048","coneyance","water_transfer","From VA0004804 to VA0004804048","VA0004804:VA0004804048","VA0004804048"
"VA0004804:VA0004804049","coneyance","water_transfer","From VA0004804 to VA0004804049","VA0004804:VA0004804049","VA0004804049"
"VA0004804:VA0004804050","coneyance","water_transfer","From VA0004804 to VA0004804050","VA0004804:VA0004804050","VA0004804050"
"VA0004804:VA0004804084","coneyance","water_transfer","From VA0004804 to VA0004804084","VA0004804:VA0004804084","VA0004804084"
"VA0004804:VA0004804094","coneyance","water_transfer","From VA0004804 to VA0004804094","VA0004804:VA0004804094","VA0004804094"
"VA0004804:VA0004804112","coneyance","water_transfer","From VA0004804 to VA0004804112","VA0004804:VA0004804112","VA0004804112"
"VA0004804:VA0004804123","coneyance","water_transfer","From VA0004804 to VA0004804123","VA0004804:VA0004804123","VA0004804123"
"VA0004804:VA0004804149","coneyance","water_transfer","From VA0004804 to VA0004804149","VA0004804:VA0004804149","VA0004804149"
"VA0004804:VA0004804160","coneyance","water_transfer","From VA0004804 to VA0004804160","VA0004804:VA0004804160","VA0004804160"
"VA0004804:VA0004804162","coneyance","water_transfer","From VA0004804 to VA0004804162","VA0004804:VA0004804162","VA0004804162"
"VA0004804:VA0004804163","coneyance","water_transfer","From VA0004804 to VA0004804163","VA0004804:VA0004804163","VA0004804163"
"VA0004804:VA0004804164","coneyance","water_transfer","From VA0004804 to VA0004804164","VA0004804:VA0004804164","VA0004804164"
"VA0004804:VA0004804165","coneyance","water_transfer","From VA0004804 to VA0004804165","VA0004804:VA0004804165","VA0004804165"
"VA0004804:VA0004804166","coneyance","water_transfer","From VA0004804 to VA0004804166","VA0004804:VA0004804166","VA0004804166"
"VA0004804:VA0004804167","coneyance","water_transfer","From VA0004804 to VA0004804167","VA0004804:VA0004804167","VA0004804167"
"VA0004880:VA0004880001","coneyance","water_transfer","From VA0004880 to VA0004880001","VA0004880:VA0004880001","VA0004880001"
"VA0005215:VA0005215040","coneyance","water_transfer","From VA0005215 to VA0005215040","VA0005215:VA0005215040","VA0005215040"
"VA0005215:VA0005215056","coneyance","water_transfer","From VA0005215 to VA0005215056","VA0005215:VA0005215056","VA0005215056"
"VA0005215:VA0005215100","coneyance","water_transfer","From VA0005215 to VA0005215100","VA0005215:VA0005215100","VA0005215100"
"VA0005215:VA0005215103","coneyance","water_transfer","From VA0005215 to VA0005215103","VA0005215:VA0005215103","VA0005215103"
"VA0005215:VA0005215200","coneyance","water_transfer","From VA0005215 to VA0005215200","VA0005215:VA0005215200","VA0005215200"
"VA0005215:VA0005215400","coneyance","water_transfer","From VA0005215 to VA0005215400","VA0005215:VA0005215400","VA0005215400"
"VA0005215:VA0005215401","coneyance","water_transfer","From VA0005215 to VA0005215401","VA0005215:VA0005215401","VA0005215401"
"VA0005215:VA0005215500","coneyance","water_transfer","From VA0005215 to VA0005215500","VA0005215:VA0005215500","VA0005215500"
"VA0005291:VA0005291001","coneyance","water_transfer","From VA0005291 to VA0005291001","VA0005291:VA0005291001","VA0005291001"
"VA0005291:VA0005291002","coneyance","water_transfer","From VA0005291 to VA0005291002","VA0005291:VA0005291002","VA0005291002"
"VA0005291:VA0005291003","coneyance","water_transfer","From VA0005291 to VA0005291003","VA0005291:VA0005291003","VA0005291003"
"VA0005291:VA0005291101","coneyance","water_transfer","From VA0005291 to VA0005291101","VA0005291:VA0005291101","VA0005291101"
"VA0005291:VA0005291301","coneyance","water_transfer","From VA0005291 to VA0005291301","VA0005291:VA0005291301","VA0005291301"
"VA0005291:VA0005291401","coneyance","water_transfer","From VA0005291 to VA0005291401","VA0005291:VA0005291401","VA0005291401"
"VA0005312:VA0005312001","coneyance","water_transfer","From VA0005312 to VA0005312001","VA0005312:VA0005312001","VA0005312001"
"VA0005312:VA0005312002","coneyance","water_transfer","From VA0005312 to VA0005312002","VA0005312:VA0005312002","VA0005312002"
"VA0005312:VA0005312202","coneyance","water_transfer","From VA0005312 to VA0005312202","VA0005312:VA0005312202","VA0005312202"
"VA0005657:VA0005657001","coneyance","water_transfer","From VA0005657 to VA0005657001","VA0005657:VA0005657001","VA0005657001"
"VA0005657:VA0005657002","coneyance","water_transfer","From VA0005657 to VA0005657002","VA0005657:VA0005657002","VA0005657002"
"VA0005720:VA0005720001","coneyance","water_transfer","From VA0005720 to VA0005720001","VA0005720:VA0005720001","VA0005720001"
"VA0005720:VA0005720002","coneyance","water_transfer","From VA0005720 to VA0005720002","VA0005720:VA0005720002","VA0005720002"
"VA0005720:VA0005720003","coneyance","water_transfer","From VA0005720 to VA0005720003","VA0005720:VA0005720003","VA0005720003"
"VA0005720:VA0005720004","coneyance","water_transfer","From VA0005720 to VA0005720004","VA0005720:VA0005720004","VA0005720004"
"VA0005819:VA0005819004","coneyance","water_transfer","From VA0005819 to VA0005819004","VA0005819:VA0005819004","VA0005819004"
"VA0005819:VA0005819005","coneyance","water_transfer","From VA0005819 to VA0005819005","VA0005819:VA0005819005","VA0005819005"
"VA0005819:VA0005819101","coneyance","water_transfer","From VA0005819 to VA0005819101","VA0005819:VA0005819101","VA0005819101"
"VA0005835:VA0005835001","coneyance","water_transfer","From VA0005835 to VA0005835001","VA0005835:VA0005835001","VA0005835001"
"VA0005851:VA0005851001","coneyance","water_transfer","From VA0005851 to VA0005851001","VA0005851:VA0005851001","VA0005851001"
"VA0005851:VA0005851002","coneyance","water_transfer","From VA0005851 to VA0005851002","VA0005851:VA0005851002","VA0005851002"
"VA0005851:VA0005851003","coneyance","water_transfer","From VA0005851 to VA0005851003","VA0005851:VA0005851003","VA0005851003"
"VA0005860:VA0005860001","coneyance","water_transfer","From VA0005860 to VA0005860001","VA0005860:VA0005860001","VA0005860001"
"VA0005860:VA0005860002","coneyance","water_transfer","From VA0005860 to VA0005860002","VA0005860:VA0005860002","VA0005860002"
"VA0005975:VA0005975002","coneyance","water_transfer","From VA0005975 to VA0005975002","VA0005975:VA0005975002","VA0005975002"
"VA0006076:VA0006076001","coneyance","water_transfer","From VA0006076 to VA0006076001","VA0006076:VA0006076001","VA0006076001"
"VA0006203:VA0006203001","coneyance","water_transfer","From VA0006203 to VA0006203001","VA0006203:VA0006203001","VA0006203001"
"VA0006203:VA0006203002","coneyance","water_transfer","From VA0006203 to VA0006203002","VA0006203:VA0006203002","VA0006203002"
"VA0006203:VA0006203003","coneyance","water_transfer","From VA0006203 to VA0006203003","VA0006203:VA0006203003","VA0006203003"
"VA0006203:VA0006203004","coneyance","water_transfer","From VA0006203 to VA0006203004","VA0006203:VA0006203004","VA0006203004"
"VA0006203:VA0006203005","coneyance","water_transfer","From VA0006203 to VA0006203005","VA0006203:VA0006203005","VA0006203005"
"VA0006203:VA0006203006","coneyance","water_transfer","From VA0006203 to VA0006203006","VA0006203:VA0006203006","VA0006203006"
"VA0006254:VA0006254001","coneyance","water_transfer","From VA0006254 to VA0006254001","VA0006254:VA0006254001","VA0006254001"
"VA0006408:VA0006408001","coneyance","water_transfer","From VA0006408 to VA0006408001","VA0006408:VA0006408001","VA0006408001"
"VA0006408:VA0006408002","coneyance","water_transfer","From VA0006408 to VA0006408002","VA0006408:VA0006408002","VA0006408002"
"VA0006408:VA0006408301","coneyance","water_transfer","From VA0006408 to VA0006408301","VA0006408:VA0006408301","VA0006408301"
"VA0006483:VA0006483001","coneyance","water_transfer","From VA0006483 to VA0006483001","VA0006483:VA0006483001","VA0006483001"
"VA0006483:VA0006483002","coneyance","water_transfer","From VA0006483 to VA0006483002","VA0006483:VA0006483002","VA0006483002"
"VA0020168:VA0020168001","coneyance","water_transfer","From VA0020168 to VA0020168001","VA0020168:VA0020168001","VA0020168001"
"VA0020176:VA0020176001","coneyance","water_transfer","From VA0020176 to VA0020176001","VA0020176:VA0020176001","VA0020176001"
"VA0020184:VA0020184001","coneyance","water_transfer","From VA0020184 to VA0020184001","VA0020184:VA0020184001","VA0020184001"
"VA0020222:VA0020222001","coneyance","water_transfer","From VA0020222 to VA0020222001","VA0020222:VA0020222001","VA0020222001"
"VA0020249:VA0020249001","coneyance","water_transfer","From VA0020249 to VA0020249001","VA0020249:VA0020249001","VA0020249001"
"VA0020257:VA0020257001","coneyance","water_transfer","From VA0020257 to VA0020257001","VA0020257:VA0020257001","VA0020257001"
"VA0020281:VA0020281001","coneyance","water_transfer","From VA0020281 to VA0020281001","VA0020281:VA0020281001","VA0020281001"
"VA0020303:VA0020303001","coneyance","water_transfer","From VA0020303 to VA0020303001","VA0020303:VA0020303001","VA0020303001"
"VA0020311:VA0020311001","coneyance","water_transfer","From VA0020311 to VA0020311001","VA0020311:VA0020311001","VA0020311001"
"VA0020320:VA0020320001","coneyance","water_transfer","From VA0020320 to VA0020320001","VA0020320:VA0020320001","VA0020320001"
"VA0020346:VA0020346001","coneyance","water_transfer","From VA0020346 to VA0020346001","VA0020346:VA0020346001","VA0020346001"
"VA0020354:VA0020354001","coneyance","water_transfer","From VA0020354 to VA0020354001","VA0020354:VA0020354001","VA0020354001"
"VA0020362:VA0020362001","coneyance","water_transfer","From VA0020362 to VA0020362001","VA0020362:VA0020362001","VA0020362001"
"VA0020451:VA0020451001","coneyance","water_transfer","From VA0020451 to VA0020451001","VA0020451:VA0020451001","VA0020451001"
"VA0020460:VA0020460001","coneyance","water_transfer","From VA0020460 to VA0020460001","VA0020460:VA0020460001","VA0020460001"
"VA0020508:VA0020508001","coneyance","water_transfer","From VA0020508 to VA0020508001","VA0020508:VA0020508001","VA0020508001"
"VA0020524:VA0020524001","coneyance","water_transfer","From VA0020524 to VA0020524001","VA0020524:VA0020524001","VA0020524001"
"VA0020532:VA0020532001","coneyance","water_transfer","From VA0020532 to VA0020532001","VA0020532:VA0020532001","VA0020532001"
"VA0020532:VA0020532002","coneyance","water_transfer","From VA0020532 to VA0020532002","VA0020532:VA0020532002","VA0020532002"
"VA0020532:VA0020532999","coneyance","water_transfer","From VA0020532 to VA0020532999","VA0020532:VA0020532999","VA0020532999"
"VA0020630:VA0020630001","coneyance","water_transfer","From VA0020630 to VA0020630001","VA0020630:VA0020630001","VA0020630001"
"VA0020656:VA0020656001","coneyance","water_transfer","From VA0020656 to VA0020656001","VA0020656:VA0020656001","VA0020656001"
"VA0020664:VA0020664001","coneyance","water_transfer","From VA0020664 to VA0020664001","VA0020664:VA0020664001","VA0020664001"
"VA0020672:VA0020672001","coneyance","water_transfer","From VA0020672 to VA0020672001","VA0020672:VA0020672001","VA0020672001"
"VA0020681:VA0020681002","coneyance","water_transfer","From VA0020681 to VA0020681002","VA0020681:VA0020681002","VA0020681002"
"VA0020699:VA0020699001","coneyance","water_transfer","From VA0020699 to VA0020699001","VA0020699:VA0020699001","VA0020699001"
"VA0020702:VA0020702002","coneyance","water_transfer","From VA0020702 to VA0020702002","VA0020702:VA0020702002","VA0020702002"
"VA0020729:VA0020729001","coneyance","water_transfer","From VA0020729 to VA0020729001","VA0020729:VA0020729001","VA0020729001"
"VA0020737:VA0020737001","coneyance","water_transfer","From VA0020737 to VA0020737001","VA0020737:VA0020737001","VA0020737001"
"VA0020745:VA0020745001","coneyance","water_transfer","From VA0020745 to VA0020745001","VA0020745:VA0020745001","VA0020745001"
"VA0020761:VA0020761001","coneyance","water_transfer","From VA0020761 to VA0020761001","VA0020761:VA0020761001","VA0020761001"
"VA0020788:VA0020788001","coneyance","water_transfer","From VA0020788 to VA0020788001","VA0020788:VA0020788001","VA0020788001"
"VA0020842:VA0020842001","coneyance","water_transfer","From VA0020842 to VA0020842001","VA0020842:VA0020842001","VA0020842001"
"VA0020851:VA0020851001","coneyance","water_transfer","From VA0020851 to VA0020851001","VA0020851:VA0020851001","VA0020851001"
"VA0020877:VA0020877001","coneyance","water_transfer","From VA0020877 to VA0020877001","VA0020877:VA0020877001","VA0020877001"
"VA0020940:VA0020940001","coneyance","water_transfer","From VA0020940 to VA0020940001","VA0020940:VA0020940001","VA0020940001"
"VA0020974:VA0020974001","coneyance","water_transfer","From VA0020974 to VA0020974001","VA0020974:VA0020974001","VA0020974001"
"VA0020982:VA0020982001","coneyance","water_transfer","From VA0020982 to VA0020982001","VA0020982:VA0020982001","VA0020982001"
"VA0020991:VA0020991001","coneyance","water_transfer","From VA0020991 to VA0020991001","VA0020991:VA0020991001","VA0020991001"
"VA0020991:VA0020991002","coneyance","water_transfer","From VA0020991 to VA0020991002","VA0020991:VA0020991002","VA0020991002"
"VA0021016:VA0021016001","coneyance","water_transfer","From VA0021016 to VA0021016001","VA0021016:VA0021016001","VA0021016001"
"VA0021067:VA0021067001","coneyance","water_transfer","From VA0021067 to VA0021067001","VA0021067:VA0021067001","VA0021067001"
"VA0021083:VA0021083001","coneyance","water_transfer","From VA0021083 to VA0021083001","VA0021083:VA0021083001","VA0021083001"
"VA0021105:VA0021105001","coneyance","water_transfer","From VA0021105 to VA0021105001","VA0021105:VA0021105001","VA0021105001"
"VA0021113:VA0021113001","coneyance","water_transfer","From VA0021113 to VA0021113001","VA0021113:VA0021113001","VA0021113001"
"VA0021130:VA0021130001","coneyance","water_transfer","From VA0021130 to VA0021130001","VA0021130:VA0021130001","VA0021130001"
"VA0021148:VA0021148001","coneyance","water_transfer","From VA0021148 to VA0021148001","VA0021148:VA0021148001","VA0021148001"
"VA0021172:VA0021172001","coneyance","water_transfer","From VA0021172 to VA0021172001","VA0021172:VA0021172001","VA0021172001"
"VA0021199:VA0021199001","coneyance","water_transfer","From VA0021199 to VA0021199001","VA0021199:VA0021199001","VA0021199001"
"VA0021253:VA0021253001","coneyance","water_transfer","From VA0021253 to VA0021253001","VA0021253:VA0021253001","VA0021253001"
"VA0021261:VA0021261001","coneyance","water_transfer","From VA0021261 to VA0021261001","VA0021261:VA0021261001","VA0021261001"
"VA0021288:VA0021288001","coneyance","water_transfer","From VA0021288 to VA0021288001","VA0021288:VA0021288001","VA0021288001"
"VA0021318:VA0021318001","coneyance","water_transfer","From VA0021318 to VA0021318001","VA0021318:VA0021318001","VA0021318001"
"VA0021326:VA0021326001","coneyance","water_transfer","From VA0021326 to VA0021326001","VA0021326:VA0021326001","VA0021326001"
"VA0021342:VA0021342001","coneyance","water_transfer","From VA0021342 to VA0021342001","VA0021342:VA0021342001","VA0021342001"
"VA0021385:VA0021385001","coneyance","water_transfer","From VA0021385 to VA0021385001","VA0021385:VA0021385001","VA0021385001"
"VA0021750:VA0021750001","coneyance","water_transfer","From VA0021750 to VA0021750001","VA0021750:VA0021750001","VA0021750001"
"VA0021768:VA0021768001","coneyance","water_transfer","From VA0021768 to VA0021768001","VA0021768:VA0021768001","VA0021768001"
"VA0021776:VA0021776001","coneyance","water_transfer","From VA0021776 to VA0021776001","VA0021776:VA0021776001","VA0021776001"
"VA0021849:VA0021849001","coneyance","water_transfer","From VA0021849 to VA0021849001","VA0021849:VA0021849001","VA0021849001"
"VA0021857:VA0021857001","coneyance","water_transfer","From VA0021857 to VA0021857001","VA0021857:VA0021857001","VA0021857001"
"VA0021989:VA0021989001","coneyance","water_transfer","From VA0021989 to VA0021989001","VA0021989:VA0021989001","VA0021989001"
"VA0022012:VA0022012001","coneyance","water_transfer","From VA0022012 to VA0022012001","VA0022012:VA0022012001","VA0022012001"
"VA0022225:VA0022225001","coneyance","water_transfer","From VA0022225 to VA0022225001","VA0022225:VA0022225001","VA0022225001"
"VA0022241:VA0022241001","coneyance","water_transfer","From VA0022241 to VA0022241001","VA0022241:VA0022241001","VA0022241001"
"VA0022250:VA0022250001","coneyance","water_transfer","From VA0022250 to VA0022250001","VA0022250:VA0022250001","VA0022250001"
"VA0022322:VA0022322001","coneyance","water_transfer","From VA0022322 to VA0022322001","VA0022322:VA0022322001","VA0022322001"
"VA0022349:VA0022349001","coneyance","water_transfer","From VA0022349 to VA0022349001","VA0022349:VA0022349001","VA0022349001"
"VA0022373:VA0022373001","coneyance","water_transfer","From VA0022373 to VA0022373001","VA0022373:VA0022373001","VA0022373001"
"VA0022390:VA0022390001","coneyance","water_transfer","From VA0022390 to VA0022390001","VA0022390:VA0022390001","VA0022390001"
"VA0022691:VA0022691001","coneyance","water_transfer","From VA0022691 to VA0022691001","VA0022691:VA0022691001","VA0022691001"
"VA0022705:VA0022705001","coneyance","water_transfer","From VA0022705 to VA0022705001","VA0022705:VA0022705001","VA0022705001"
"VA0022721:VA0022721001","coneyance","water_transfer","From VA0022721 to VA0022721001","VA0022721:VA0022721001","VA0022721001"
"VA0022730:VA0022730001","coneyance","water_transfer","From VA0022730 to VA0022730001","VA0022730:VA0022730001","VA0022730001"
"VA0022748:VA0022748001","coneyance","water_transfer","From VA0022748 to VA0022748001","VA0022748:VA0022748001","VA0022748001"
"VA0022802:VA0022802002","coneyance","water_transfer","From VA0022802 to VA0022802002","VA0022802:VA0022802002","VA0022802002"
"VA0022845:VA0022845001","coneyance","water_transfer","From VA0022845 to VA0022845001","VA0022845:VA0022845001","VA0022845001"
"VA0022985:VA0022985001","coneyance","water_transfer","From VA0022985 to VA0022985001","VA0022985:VA0022985001","VA0022985001"
"VA0022993:VA0022993001","coneyance","water_transfer","From VA0022993 to VA0022993001","VA0022993:VA0022993001","VA0022993001"
"VA0023027:VA0023027001","coneyance","water_transfer","From VA0023027 to VA0023027001","VA0023027:VA0023027001","VA0023027001"
"VA0023108:VA0023108001","coneyance","water_transfer","From VA0023108 to VA0023108001","VA0023108:VA0023108001","VA0023108001"
"VA0023141:VA0023141001","coneyance","water_transfer","From VA0023141 to VA0023141001","VA0023141:VA0023141001","VA0023141001"
"VA0023183:VA0023183001","coneyance","water_transfer","From VA0023183 to VA0023183001","VA0023183:VA0023183001","VA0023183001"
"VA0023272:VA0023272001","coneyance","water_transfer","From VA0023272 to VA0023272001","VA0023272:VA0023272001","VA0023272001"
"VA0023272:VA0023272003","coneyance","water_transfer","From VA0023272 to VA0023272003","VA0023272:VA0023272003","VA0023272003"
"VA0023281:VA0023281001","coneyance","water_transfer","From VA0023281 to VA0023281001","VA0023281:VA0023281001","VA0023281001"
"VA0023299:VA0023299001","coneyance","water_transfer","From VA0023299 to VA0023299001","VA0023299:VA0023299001","VA0023299001"
"VA0023329:VA0023329001","coneyance","water_transfer","From VA0023329 to VA0023329001","VA0023329:VA0023329001","VA0023329001"
"VA0023345:VA0023345001","coneyance","water_transfer","From VA0023345 to VA0023345001","VA0023345:VA0023345001","VA0023345001"
"VA0023370:VA0023370001","coneyance","water_transfer","From VA0023370 to VA0023370001","VA0023370:VA0023370001","VA0023370001"
"VA0023400:VA0023400001","coneyance","water_transfer","From VA0023400 to VA0023400001","VA0023400:VA0023400001","VA0023400001"
"VA0023418:VA0023418001","coneyance","water_transfer","From VA0023418 to VA0023418001","VA0023418:VA0023418001","VA0023418001"
"VA0023426:VA0023426001","coneyance","water_transfer","From VA0023426 to VA0023426001","VA0023426:VA0023426001","VA0023426001"
"VA0023469:VA0023469001","coneyance","water_transfer","From VA0023469 to VA0023469001","VA0023469:VA0023469001","VA0023469001"
"VA0023477:VA0023477001","coneyance","water_transfer","From VA0023477 to VA0023477001","VA0023477:VA0023477001","VA0023477001"
"VA0023558:VA0023558001","coneyance","water_transfer","From VA0023558 to VA0023558001","VA0023558:VA0023558001","VA0023558001"
"VA0023817:VA0023817001","coneyance","water_transfer","From VA0023817 to VA0023817001","VA0023817:VA0023817001","VA0023817001"
"VA0023825:VA0023825001","coneyance","water_transfer","From VA0023825 to VA0023825001","VA0023825:VA0023825001","VA0023825001"
"VA0023892:VA0023892001","coneyance","water_transfer","From VA0023892 to VA0023892001","VA0023892:VA0023892001","VA0023892001"
"VA0023914:VA0023914001","coneyance","water_transfer","From VA0023914 to VA0023914001","VA0023914:VA0023914001","VA0023914001"
"VA0023922:VA0023922001","coneyance","water_transfer","From VA0023922 to VA0023922001","VA0023922:VA0023922001","VA0023922001"
"VA0023965:VA0023965001","coneyance","water_transfer","From VA0023965 to VA0023965001","VA0023965:VA0023965001","VA0023965001"
"VA0024031:VA0024031001","coneyance","water_transfer","From VA0024031 to VA0024031001","VA0024031:VA0024031001","VA0024031001"
"VA0024040:VA0024040001","coneyance","water_transfer","From VA0024040 to VA0024040001","VA0024040:VA0024040001","VA0024040001"
"VA0024058:VA0024058001","coneyance","water_transfer","From VA0024058 to VA0024058001","VA0024058:VA0024058001","VA0024058001"
"VA0024101:VA0024101001","coneyance","water_transfer","From VA0024101 to VA0024101001","VA0024101:VA0024101001","VA0024101001"
"VA0024121:VA0024121001","coneyance","water_transfer","From VA0024121 to VA0024121001","VA0024121:VA0024121001","VA0024121001"
"VA0024147:VA0024147002","coneyance","water_transfer","From VA0024147 to VA0024147002","VA0024147:VA0024147002","VA0024147002"
"VA0024244:VA0024244001","coneyance","water_transfer","From VA0024244 to VA0024244001","VA0024244:VA0024244001","VA0024244001"
"VA0024406:VA0024406001","coneyance","water_transfer","From VA0024406 to VA0024406001","VA0024406:VA0024406001","VA0024406001"
"VA0024414:VA0024414001","coneyance","water_transfer","From VA0024414 to VA0024414001","VA0024414:VA0024414001","VA0024414001"
"VA0024422:VA0024422001","coneyance","water_transfer","From VA0024422 to VA0024422001","VA0024422:VA0024422001","VA0024422001"
"VA0024431:VA0024431001","coneyance","water_transfer","From VA0024431 to VA0024431001","VA0024431:VA0024431001","VA0024431001"
"VA0024457:VA0024457001","coneyance","water_transfer","From VA0024457 to VA0024457001","VA0024457:VA0024457001","VA0024457001"
"VA0024481:VA0024481001","coneyance","water_transfer","From VA0024481 to VA0024481001","VA0024481:VA0024481001","VA0024481001"
"VA0024490:VA0024490001","coneyance","water_transfer","From VA0024490 to VA0024490001","VA0024490:VA0024490001","VA0024490001"
"VA0024678:VA0024678001","coneyance","water_transfer","From VA0024678 to VA0024678001","VA0024678:VA0024678001","VA0024678001"
"VA0024724:VA0024724001","coneyance","water_transfer","From VA0024724 to VA0024724001","VA0024724:VA0024724001","VA0024724001"
"VA0024732:VA0024732001","coneyance","water_transfer","From VA0024732 to VA0024732001","VA0024732:VA0024732001","VA0024732001"
"VA0024741:VA0024741003","coneyance","water_transfer","From VA0024741 to VA0024741003","VA0024741:VA0024741003","VA0024741003"
"VA0024741:VA0024741009","coneyance","water_transfer","From VA0024741 to VA0024741009","VA0024741:VA0024741009","VA0024741009"
"VA0024741:VA0024741012","coneyance","water_transfer","From VA0024741 to VA0024741012","VA0024741:VA0024741012","VA0024741012"
"VA0024759:VA0024759001","coneyance","water_transfer","From VA0024759 to VA0024759001","VA0024759:VA0024759001","VA0024759001"
"VA0024775:VA0024775001","coneyance","water_transfer","From VA0024775 to VA0024775001","VA0024775:VA0024775001","VA0024775001"
"VA0024899:VA0024899001","coneyance","water_transfer","From VA0024899 to VA0024899001","VA0024899:VA0024899001","VA0024899001"
"VA0024945:VA0024945001","coneyance","water_transfer","From VA0024945 to VA0024945001","VA0024945:VA0024945001","VA0024945001"
"VA0024970:VA0024970001","coneyance","water_transfer","From VA0024970 to VA0024970001","VA0024970:VA0024970001","VA0024970001"
"VA0024988:VA0024988001","coneyance","water_transfer","From VA0024988 to VA0024988001","VA0024988:VA0024988001","VA0024988001"
"VA0024996:VA0024996001","coneyance","water_transfer","From VA0024996 to VA0024996001","VA0024996:VA0024996001","VA0024996001"
"VA0024996:VA0024996003","coneyance","water_transfer","From VA0024996 to VA0024996003","VA0024996:VA0024996003","VA0024996003"
"VA0024996:VA0024996004","coneyance","water_transfer","From VA0024996 to VA0024996004","VA0024996:VA0024996004","VA0024996004"
"VA0025020:VA0025020001","coneyance","water_transfer","From VA0025020 to VA0025020001","VA0025020:VA0025020001","VA0025020001"
"VA0025054:VA0025054001","coneyance","water_transfer","From VA0025054 to VA0025054001","VA0025054:VA0025054001","VA0025054001"
"VA0025101:VA0025101001","coneyance","water_transfer","From VA0025101 to VA0025101001","VA0025101:VA0025101001","VA0025101001"
"VA0025127:VA0025127001","coneyance","water_transfer","From VA0025127 to VA0025127001","VA0025127:VA0025127001","VA0025127001"
"VA0025143:VA0025143001","coneyance","water_transfer","From VA0025143 to VA0025143001","VA0025143:VA0025143001","VA0025143001"
