"bundle"	"name"	"ftype"	"hydrocode"	"fstatus"	"dh_geofield"	"dh_link_facility_mps"
"transfer"	"FROM VA0025216"	"outfall"	"echo_VA0025216124"	"inactive"	"POINT (-76.5699150001416 37.1584080002222)"	"echo_VA0025216"
"transfer"	"FROM VA0025216"	"outfall"	"echo_VA0025216125"	"inactive"	"POINT (-76.5663280002626 37.1606240001804)"	"echo_VA0025216"
"transfer"	"FROM VA0025216"	"outfall"	"echo_VA0025216126"	"inactive"	"POINT (-76.566425000347 37.1601289996641)"	"echo_VA0025216"
"transfer"	"FROM VA0025216"	"outfall"	"echo_VA0025216127"	"inactive"	"POINT (-76.5689329996022 37.1594029997733)"	"echo_VA0025216"
"transfer"	"FROM VA0025216"	"outfall"	"echo_VA0025216128"	"inactive"	"POINT (-76.568473000193 37.1591909999178)"	"echo_VA0025216"
"transfer"	"FROM VA0025216"	"outfall"	"echo_VA0025216129"	"inactive"	"POINT (-76.6041388891735 37.1378055554524)"	"echo_VA0025216"
"transfer"	"FROM VA0025216"	"outfall"	"echo_VA0025216130"	"inactive"	"POINT (-76.6031388890908 37.1373055552136)"	"echo_VA0025216"
"transfer"	"FROM VA0025216"	"outfall"	"echo_VA0025216131"	"inactive"	"POINT (-76.6077799999719 37.1312929998447)"	"echo_VA0025216"
"transfer"	"FROM VA0025216"	"outfall"	"echo_VA0025216132"	"inactive"	"POINT (-76.5930555551481 37.1288333329837)"	"echo_VA0025216"
"transfer"	"FROM VA0025216"	"outfall"	"echo_VA0025216133"	"inactive"	"POINT (-76.5931944445725 37.1287499998658)"	"echo_VA0025216"
"transfer"	"FROM VA0025216"	"outfall"	"echo_VA0025216134"	"inactive"	"POINT (-76.5876000001894 37.1601679997183)"	"echo_VA0025216"
"transfer"	"FROM VA0025216"	"outfall"	"echo_VA0025216135"	"inactive"	"POINT (-76.5893459999116 37.1608309997085)"	"echo_VA0025216"
"transfer"	"FROM VA0025216"	"outfall"	"echo_VA0025216136"	"inactive"	"POINT (-76.5696320002843 37.1737259998747)"	"echo_VA0025216"
"transfer"	"FROM VA0025216"	"outfall"	"echo_VA0025216137"	"inactive"	"POINT (-76.6060833330302 37.1678333332985)"	"echo_VA0025216"
"transfer"	"FROM VA0025216"	"outfall"	"echo_VA0025216138"	"inactive"	"POINT (-76.605583333438 37.1679722225569)"	"echo_VA0025216"
"transfer"	"FROM VA0025216"	"outfall"	"echo_VA0025216139"	"inactive"	"POINT (-76.6049999998318 37.1686666664515)"	"echo_VA0025216"
"transfer"	"FROM VA0025216"	"outfall"	"echo_VA0025216140"	"inactive"	"POINT (-76.5961840001088 37.1601930000912)"	"echo_VA0025216"
"transfer"	"FROM VA0025216"	"outfall"	"echo_VA0025216141"	"inactive"	"POINT (-76.5896759996244 37.1437090001885)"	"echo_VA0025216"
"transfer"	"FROM VA0025216"	"outfall"	"echo_VA0025216142"	"inactive"	"POINT (-76.5788589999111 37.1457800001823)"	"echo_VA0025216"
"transfer"	"FROM VA0025216"	"outfall"	"echo_VA0025216143"	"inactive"	"POINT (-76.5927889998505 37.158111000043)"	"echo_VA0025216"
"transfer"	"FROM VA0025216"	"outfall"	"echo_VA0025216144"	"active"	"POINT (-76.6036944440934 37.1624999997204)"	"echo_VA0025216"
"transfer"	"FROM VA0025291"	"outfall"	"echo_VA0025291001"	"active"	"POINT (-78.996111110772 38.1280555554176)"	"echo_VA0025291"
"transfer"	"FROM VA0025305"	"outfall"	"echo_VA0025305001"	"active"	"POINT (-79.8361111110743 36.645833333508)"	"echo_VA0025305"
"transfer"	"FROM VA0025305"	"outfall"	"echo_VA0025305002"	"inactive"	"POINT (-79.835250000416 36.6463888890961)"	"echo_VA0025305"
"transfer"	"FROM VA0025305"	"outfall"	"echo_VA0025305003"	"inactive"	"POINT (-79.8371388888622 36.6456388888262)"	"echo_VA0025305"
"transfer"	"FROM VA0025364"	"outfall"	"echo_VA0025364001"	"active"	"POINT (-77.2008333334856 38.698055555649)"	"echo_VA0025364"
"transfer"	"FROM VA0025364"	"outfall"	"echo_VA0025364650"	"inactive"	"POINT (-77.2008333334856 38.698055555649)"	"echo_VA0025364"
"transfer"	"FROM VA0025437"	"outfall"	"echo_VA0025437001"	"active"	"POINT (-77.3923888890136 37.2397777774318)"	"echo_VA0025437"
"transfer"	"FROM VA0025437"	"outfall"	"echo_VA0025437S01"	"inactive"	"POINT (-77.395555555493 37.2400000002217)"	"echo_VA0025437"
"transfer"	"FROM VA0025437"	"outfall"	"echo_VA0025437SP1"	"inactive"	"POINT (-77.395555555493 37.2400000002217)"	"echo_VA0025437"
"transfer"	"FROM VA0025470"	"outfall"	"echo_VA0025470001"	"active"	"POINT (-78.4944444448356 37.7972222222622)"	"echo_VA0025470"
"transfer"	"FROM VA0025518"	"outfall"	"echo_VA0025518001"	"active"	"POINT (-78.4569444448782 38.0186111111421)"	"echo_VA0025518"
"transfer"	"FROM VA0025542"	"outfall"	"echo_VA0025542001"	"active"	"POINT (-79.9950700002491 37.7571700000568)"	"echo_VA0025542"
"transfer"	"FROM VA0025569"	"outfall"	"echo_VA0025569001"	"active"	"POINT (-77.4280555559352 37.8566666664617)"	"echo_VA0025569"
"transfer"	"FROM VA0025658"	"outfall"	"echo_VA0025658001"	"active"	"POINT (-77.413888888546 38.2555555554019)"	"echo_VA0025658"
"transfer"	"FROM VA0025992"	"outfall"	"echo_VA0025992001"	"active"	"POINT (-80.3380555603511 36.9102799999937)"	"echo_VA0025992"
"transfer"	"FROM VA0026051"	"outfall"	"echo_VA0026051001"	"active"	"POINT (-79.7366666667895 37.3844444442109)"	"echo_VA0026051"
"transfer"	"FROM VA0026051"	"outfall"	"echo_VA0026051002"	"active"	"POINT (-79.7386111115445 37.3838888892175)"	"echo_VA0026051"
"transfer"	"FROM VA0026051"	"outfall"	"echo_VA0026051101"	"active"	"POINT (-79.73694444474 37.3841666665149)"	"echo_VA0026051"
"transfer"	"FROM VA0026212"	"outfall"	"echo_VA0026212001"	"active"	"POINT (-77.7572222224271 39.1205555555742)"	"echo_VA0026212"
"transfer"	"FROM VA0026221"	"outfall"	"echo_VA0026221001"	"active"	"POINT (-82.3180555552245 36.9005555553222)"	"echo_VA0026221"
"transfer"	"FROM VA0026221"	"outfall"	"echo_VA0026221102"	"active"	"POINT (-82.3180555552245 36.9005555553222)"	"echo_VA0026221"
"transfer"	"FROM VA0026239"	"outfall"	"echo_VA0026239001"	"active"	"POINT (-78.1133333330467 36.9619444444435)"	"echo_VA0026239"
"transfer"	"FROM VA0026247"	"outfall"	"echo_VA0026247001"	"active"	"POINT (-78.3734722224149 36.6693611111722)"	"echo_VA0026247"
"transfer"	"FROM VA0026247"	"outfall"	"echo_VA0026247GW"	"inactive"	"POINT (-78.3741666668419 36.669333333129)"	"echo_VA0026247"
"transfer"	"FROM VA0026247"	"outfall"	"echo_VA0026247GW2"	"inactive"	"POINT (-78.3741666668419 36.669333333129)"	"echo_VA0026247"
"transfer"	"FROM VA0026247"	"outfall"	"echo_VA0026247GW3"	"inactive"	"POINT (-78.3741666668419 36.669333333129)"	"echo_VA0026247"
"transfer"	"FROM VA0026247"	"outfall"	"echo_VA0026247Slg"	"inactive"	"POINT (-78.373611110941 36.6686111112946)"	"echo_VA0026247"
"transfer"	"FROM VA0026263"	"outfall"	"echo_VA0026263001"	"active"	"POINT (-76.5827777781672 37.6244444447495)"	"echo_VA0026263"
"transfer"	"FROM VA0026298"	"outfall"	"echo_VA0026298001"	"active"	"POINT (-81.5577777781983 37.1255555556223)"	"echo_VA0026298"
"transfer"	"FROM VA0026379"	"outfall"	"echo_VA0026379001"	"active"	"POINT (-81.6861111113657 36.7916666667694)"	"echo_VA0026379"
"transfer"	"FROM VA0026379"	"outfall"	"echo_VA0026379S07"	"inactive"	"POINT (-81.6861111113657 36.7916666667694)"	"echo_VA0026379"
"transfer"	"FROM VA0026379"	"outfall"	"echo_VA0026379S08"	"inactive"	"POINT (-81.6861111113657 36.7916666667694)"	"echo_VA0026379"
"transfer"	"FROM VA0026379"	"outfall"	"echo_VA0026379S09"	"inactive"	"POINT (-81.6861111113657 36.7916666667694)"	"echo_VA0026379"
"transfer"	"FROM VA0026379"	"outfall"	"echo_VA0026379SP1"	"inactive"	"POINT (-81.6861111113657 36.7916666667694)"	"echo_VA0026379"
"transfer"	"FROM VA0026387"	"outfall"	"echo_VA0026387001"	"active"	"POINT (-81.9702777777292 37.0077777775919)"	"echo_VA0026387"
"transfer"	"FROM VA0026409"	"outfall"	"echo_VA0026409001"	"active"	"POINT (-76.9708349997028 38.2516669997099)"	"echo_VA0026409"
"transfer"	"FROM VA0026417"	"outfall"	"echo_VA0026417001"	"inactive"	"POINT (-77.2038888891442 36.5486111108914)"	"echo_VA0026417"
"transfer"	"FROM VA0026433"	"outfall"	"echo_VA0026433001"	"active"	"POINT (-78.6352777776894 38.4102777781144)"	"echo_VA0026433"
"transfer"	"FROM VA0026441"	"outfall"	"echo_VA0026441001"	"active"	"POINT (-78.6313888890777 38.748611111422)"	"echo_VA0026441"
"transfer"	"FROM VA0026468"	"outfall"	"echo_VA0026468001"	"active"	"POINT (-78.4800000003943 38.8861111114488)"	"echo_VA0026468"
"transfer"	"FROM VA0026484"	"outfall"	"echo_VA0026484001"	"active"	"POINT (-78.694760999835 37.78802599994)"	"echo_VA0026484"
"transfer"	"FROM VA0026514"	"outfall"	"echo_VA0026514001"	"active"	"POINT (-77.0572222220255 38.3441666669944)"	"echo_VA0026514"
"transfer"	"FROM VA0026531"	"outfall"	"echo_VA0026531001"	"active"	"POINT (-81.9808333335588 36.6858333333256)"	"echo_VA0026531"
"transfer"	"FROM VA0026531"	"outfall"	"echo_VA0026531S01"	"inactive"	"POINT (-81.9808333335588 36.6858333333256)"	"echo_VA0026531"
"transfer"	"FROM VA0026531"	"outfall"	"echo_VA0026531SP1"	"inactive"	"POINT (-81.9808333335588 36.6858333333256)"	"echo_VA0026531"
"transfer"	"FROM VA0026557"	"outfall"	"echo_VA0026557001"	"active"	"POINT (-77.2822222226679 37.3402777778429)"	"echo_VA0026557"
"transfer"	"FROM VA0026565"	"outfall"	"echo_VA0026565001"	"active"	"POINT (-82.4175000004076 37.1536111110959)"	"echo_VA0026565"
"transfer"	"FROM VA0026778"	"outfall"	"echo_VA0026778001"	"active"	"POINT (-81.7966666664828 36.6538888886355)"	"echo_VA0026778"
"transfer"	"FROM VA0026786"	"outfall"	"echo_VA0026786001"	"active"	"POINT (-82.270277777388 36.6372222219843)"	"echo_VA0026786"
"transfer"	"FROM VA0026808"	"outfall"	"echo_VA0026808001"	"active"	"POINT (-81.7697222223551 36.8858333334537)"	"echo_VA0026808"
"transfer"	"FROM VA0026891"	"outfall"	"echo_VA0026891002"	"active"	"POINT (-76.72305555512 37.9152777775034)"	"echo_VA0026891"
"transfer"	"FROM VA0026972"	"outfall"	"echo_VA0026972001"	"active"	"POINT (-82.0002777775154 37.3808333331319)"	"echo_VA0026972"
"transfer"	"FROM VA0026999"	"outfall"	"echo_VA0026999001"	"active"	"POINT (-81.9788888888039 37.3127777774664)"	"echo_VA0026999"
"transfer"	"FROM VA0027014"	"outfall"	"echo_VA0027014001"	"active"	"POINT (-77.7702777780144 36.8080555558112)"	"echo_VA0027014"
"transfer"	"FROM VA0027022"	"outfall"	"echo_VA0027022001"	"active"	"POINT (-77.7990850001562 36.6731500000867)"	"echo_VA0027022"
"transfer"	"FROM VA0027065"	"outfall"	"echo_VA0027065001"	"active"	"POINT (-78.4958333336896 38.136111111219)"	"echo_VA0027065"
"transfer"	"FROM VA0027197"	"outfall"	"echo_VA0027197001"	"active"	"POINT (-77.7891944446735 38.9908611111759)"	"echo_VA0027197"
"transfer"	"FROM VA0027278"	"outfall"	"echo_VA0027278001"	"active"	"POINT (-77.6772222220989 38.6527777778015)"	"echo_VA0027278"
"transfer"	"FROM VA0027294"	"outfall"	"echo_VA0027294001"	"active"	"POINT (-78.461666666443 37.5358333334885)"	"echo_VA0027294"
"transfer"	"FROM VA0027375"	"outfall"	"echo_VA0027375001"	"active"	"POINT (-77.1901944445403 36.7046944447617)"	"echo_VA0027375"
"transfer"	"FROM VA0027421"	"outfall"	"echo_VA0027421001"	"active"	"POINT (-82.3447222223 37.0672222221011)"	"echo_VA0027421"
"transfer"	"FROM VA0027464"	"outfall"	"echo_VA0027464001"	"active"	"POINT (-82.276944444606 37.1830555556153)"	"echo_VA0027464"
"transfer"	"FROM VA0027481"	"outfall"	"echo_VA0027481001"	"active"	"POINT (-80.3599999995736 37.2141666666664)"	"echo_VA0027481"
"transfer"	"FROM VA0027537"	"outfall"	"echo_VA0027537001"	"active"	"POINT (-75.8647222226631 37.4791666666394)"	"echo_VA0027537"
"transfer"	"FROM VA0027553"	"outfall"	"echo_VA0027553001"	"active"	"POINT (-79.2780555553283 37.4841666669294)"	"echo_VA0027553"
"transfer"	"FROM VA0027561"	"outfall"	"echo_VA0027561001"	"active"	"POINT (-77.4863888887031 37.270000000333)"	"echo_VA0027561"
"transfer"	"FROM VA0027618"	"outfall"	"echo_VA0027618001"	"active"	"POINT (-79.1416666669871 37.5486111108739)"	"echo_VA0027618"
"transfer"	"FROM VA0027642"	"outfall"	"echo_VA0027642001"	"active"	"POINT (-78.3080399998266 39.3127370003042)"	"echo_VA0027642"
"transfer"	"FROM VA0027685"	"outfall"	"echo_VA0027685001"	"active"	"POINT (-79.3052777774064 36.6594444447543)"	"echo_VA0027685"
"transfer"	"FROM VA0027693"	"outfall"	"echo_VA0027693001"	"active"	"POINT (-79.5297222221479 36.6694444445211)"	"echo_VA0027693"
"transfer"	"FROM VA0027707"	"outfall"	"echo_VA0027707001"	"active"	"POINT (-79.1783333330931 36.9466666664423)"	"echo_VA0027707"
"transfer"	"FROM VA0027715"	"outfall"	"echo_VA0027715001"	"active"	"POINT (-79.5447222224902 36.7702777776587)"	"echo_VA0027715"
"transfer"	"FROM VA0027839"	"outfall"	"echo_VA0027839001"	"active"	"POINT (-78.1147990000097 38.2882660003371)"	"echo_VA0027839"
"transfer"	"FROM VA0027839"	"outfall"	"echo_VA0027839002"	"active"	"POINT (-78.1180555555097 38.298055555653)"	"echo_VA0027839"
"transfer"	"FROM VA0027855"	"outfall"	"echo_VA0027855001"	"active"	"POINT (-77.2883333330867 38.6619444447548)"	"echo_VA0027855"
"transfer"	"FROM VA0027901"	"outfall"	"echo_VA0027901001"	"active"	"POINT (-78.8333333333058 38.2136111114233)"	"echo_VA0027901"
"transfer"	"FROM VA0027901"	"outfall"	"echo_VA0027901999"	"inactive"	"POINT (-78.8333333333058 38.2136111114233)"	"echo_VA0027901"
"transfer"	"FROM VA0027910"	"outfall"	"echo_VA0027910001"	"active"	"POINT (-77.7286111114949 37.6083333331131)"	"echo_VA0027910"
"transfer"	"FROM VA0027944"	"outfall"	"echo_VA0027944001"	"active"	"POINT (-79.5102777781914 37.5858333332657)"	"echo_VA0027944"
"transfer"	"FROM VA0027952"	"outfall"	"echo_VA0027952001"	"active"	"POINT (-80.2916666668769 37.4841666669294)"	"echo_VA0027952"
"transfer"	"FROM VA0027979"	"outfall"	"echo_VA0027979001"	"active"	"POINT (-79.8897777776879 37.7909444443937)"	"echo_VA0027979"
"transfer"	"FROM VA0028029"	"outfall"	"echo_VA0028029001"	"active"	"POINT (-78.1455555555384 36.581388889233)"	"echo_VA0028029"
"transfer"	"FROM VA0028037"	"outfall"	"echo_VA0028037001"	"active"	"POINT (-78.8674500003237 38.0324800002344)"	"echo_VA0028037"
"transfer"	"FROM VA0028233"	"outfall"	"echo_VA0028233001"	"active"	"POINT (-79.7977777781638 38.0497222220165)"	"echo_VA0028233"
"transfer"	"FROM VA0028258"	"outfall"	"echo_VA0028258001"	"active"	"POINT (-77.3549999998771 37.2605555557777)"	"echo_VA0028258"
"transfer"	"FROM VA0028291"	"outfall"	"echo_VA0028291001"	"active"	"POINT (-77.7302777774011 36.9444444443727)"	"echo_VA0028291"
"transfer"	"FROM VA0028363"	"outfall"	"echo_VA0028363001"	"active"	"POINT (-77.2986666663763 38.51491666695)"	"echo_VA0028363"
"transfer"	"FROM VA0028371"	"outfall"	"echo_VA0028371001"	"active"	"POINT (-77.5291666670245 38.6230555552902)"	"echo_VA0028371"
"transfer"	"FROM VA0028380"	"outfall"	"echo_VA0028380001"	"active"	"POINT (-78.7438888889498 38.8291666664319)"	"echo_VA0028380"
"transfer"	"FROM VA0028398"	"outfall"	"echo_VA0028398001"	"active"	"POINT (-78.4588470002932 38.1355329999398)"	"echo_VA0028398"
"transfer"	"FROM VA0028461"	"outfall"	"echo_VA0028461001"	"active"	"POINT (-76.6263888885433 37.5674999997045)"	"echo_VA0028461"
"transfer"	"FROM VA0028622"	"outfall"	"echo_VA0028622001"	"active"	"POINT (-77.3722222220265 37.3566666667138)"	"echo_VA0028622"
"transfer"	"FROM VA0028916"	"outfall"	"echo_VA0028916001"	"active"	"POINT (-77.5719444444475 36.5947222220825)"	"echo_VA0028916"
"transfer"	"FROM VA0029084"	"outfall"	"echo_VA0029084001"	"active"	"POINT (-82.4663888891477 36.6536111110085)"	"echo_VA0029084"
"transfer"	"FROM VA0029254"	"outfall"	"echo_VA0029254001"	"active"	"POINT (-80.0097222223206 36.9263888890748)"	"echo_VA0029254"
"transfer"	"FROM VA0029319"	"outfall"	"echo_VA0029319001"	"active"	"POINT (-78.5661099999253 36.8883299997143)"	"echo_VA0029319"
"transfer"	"FROM VA0029335"	"outfall"	"echo_VA0029335001"	"active"	"POINT (-78.7400000003381 37.0841666668947)"	"echo_VA0029335"
"transfer"	"FROM VA0029343"	"outfall"	"echo_VA0029343001"	"active"	"POINT (-76.4288888888278 37.6730555556382)"	"echo_VA0029343"
"transfer"	"FROM VA0029351"	"outfall"	"echo_VA0029351001"	"active"	"POINT (-76.432583333503 37.6655000001731)"	"echo_VA0029351"
"transfer"	"FROM VA0029416"	"outfall"	"echo_VA0029416001"	"active"	"POINT (-77.2211111112936 38.6688888887717)"	"echo_VA0029416"
"transfer"	"FROM VA0029475"	"outfall"	"echo_VA0029475001"	"active"	"POINT (-80.0972899998099 37.3860399996876)"	"echo_VA0029475"
"transfer"	"FROM VA0029513"	"outfall"	"echo_VA0029513001"	"active"	"POINT (-77.5158333334867 38.1359888885767)"	"echo_VA0029513"
"transfer"	"FROM VA0029521"	"outfall"	"echo_VA0029521001"	"inactive"	"POINT (-77.4266666670811 37.8255555558275)"	"echo_VA0029521"
"transfer"	"FROM VA0029521"	"outfall"	"echo_VA0029521101"	"inactive"	"POINT (-77.4266666670811 37.8255555558275)"	"echo_VA0029521"
"transfer"	"FROM VA0029521"	"outfall"	"echo_VA0029521201"	"inactive"	"POINT (-77.4266666670811 37.8255555558275)"	"echo_VA0029521"
"transfer"	"FROM VA0029556"	"outfall"	"echo_VA0029556001"	"active"	"POINT (-78.5886111107564 38.2641666664837)"	"echo_VA0029556"
"transfer"	"FROM VA0029564"	"outfall"	"echo_VA0029564001"	"active"	"POINT (-82.7969444444937 36.7066666667377)"	"echo_VA0029564"
"transfer"	"FROM VA0029599"	"outfall"	"echo_VA0029599001"	"active"	"POINT (-83.0102777775046 36.7572222225076)"	"echo_VA0029599"
"transfer"	"FROM VA0029599"	"outfall"	"echo_VA0029599S03"	"inactive"	"POINT (-83.1463888887936 36.7186111108887)"	"echo_VA0029599"
"transfer"	"FROM VA0029599"	"outfall"	"echo_VA0029599S04"	"inactive"	"POINT (-83.1463888887936 36.7186111108887)"	"echo_VA0029599"
"transfer"	"FROM VA0029599"	"outfall"	"echo_VA0029599S05"	"inactive"	"POINT (-83.1463888887936 36.7186111108887)"	"echo_VA0029599"
"transfer"	"FROM VA0029599"	"outfall"	"echo_VA0029599S16"	"inactive"	"POINT (-82.9344444446368 36.769722222553)"	"echo_VA0029599"
"transfer"	"FROM VA0029599"	"outfall"	"echo_VA0029599S17"	"inactive"	"POINT (-82.9344444446368 36.769722222553)"	"echo_VA0029599"
"transfer"	"FROM VA0029599"	"outfall"	"echo_VA0029599S21"	"inactive"	"POINT (-83.0272222226018 36.7233333333775)"	"echo_VA0029599"
"transfer"	"FROM VA0029599"	"outfall"	"echo_VA0029599S22"	"inactive"	"POINT (-83.0272222226018 36.7233333333775)"	"echo_VA0029599"
"transfer"	"FROM VA0029599"	"outfall"	"echo_VA0029599S23"	"inactive"	"POINT (-83.0272222226018 36.7233333333775)"	"echo_VA0029599"
"transfer"	"FROM VA0029599"	"outfall"	"echo_VA0029599S24"	"inactive"	"POINT (-83.0272222226018 36.7233333333775)"	"echo_VA0029599"
"transfer"	"FROM VA0029599"	"outfall"	"echo_VA0029599S25"	"inactive"	"POINT (-83.0272222226018 36.7233333333775)"	"echo_VA0029599"
"transfer"	"FROM VA0029599"	"outfall"	"echo_VA0029599S26"	"inactive"	"POINT (-83.0272222226018 36.7233333333775)"	"echo_VA0029599"
"transfer"	"FROM VA0029599"	"outfall"	"echo_VA0029599S27"	"inactive"	"POINT (-83.0272222226018 36.7233333333775)"	"echo_VA0029599"
"transfer"	"FROM VA0029599"	"outfall"	"echo_VA0029599SP1"	"inactive"	"POINT (-83.0102777775046 36.7572222225076)"	"echo_VA0029599"
"transfer"	"FROM VA0029688"	"outfall"	"echo_VA0029688001"	"active"	"POINT (-81.6288888886031 36.928333333402)"	"echo_VA0029688"
"transfer"	"FROM VA0029769"	"outfall"	"echo_VA0029769001"	"active"	"POINT (-77.5416666667108 38.1458333332948)"	"echo_VA0029769"
"transfer"	"FROM VA0029785"	"outfall"	"echo_VA0029785006"	"active"	"POINT (-77.4498359996178 38.2849580000889)"	"echo_VA0029785"
"transfer"	"FROM VA0029785"	"outfall"	"echo_VA0029785008"	"active"	"POINT (-77.4507360001414 38.2848499998824)"	"echo_VA0029785"
"transfer"	"FROM VA0029785"	"outfall"	"echo_VA0029785009"	"active"	"POINT (-77.4497770000665 38.2849709997308)"	"echo_VA0029785"
"transfer"	"FROM VA0030121"	"outfall"	"echo_VA0030121001"	"active"	"POINT (-78.3386111107413 39.1022222221087)"	"echo_VA0030121"
"transfer"	"FROM VA0030767"	"outfall"	"echo_VA0030767001"	"active"	"POINT (-78.2769444443643 37.8258333334827)"	"echo_VA0030767"
"transfer"	"FROM VA0031011"	"outfall"	"echo_VA0031011001"	"active"	"POINT (-78.9641666662308 37.9050000002584)"	"echo_VA0031011"
"transfer"	"FROM VA0031194"	"outfall"	"echo_VA0031194001"	"active"	"POINT (-79.174170000179 37.2855599996609)"	"echo_VA0031194"
"transfer"	"FROM VA0031321"	"outfall"	"echo_VA0031321001"	"active"	"POINT (-79.0305555559691 37.5836111108529)"	"echo_VA0031321"
"transfer"	"FROM VA0031356"	"outfall"	"echo_VA0031356001"	"active"	"POINT (-77.3594444443897 37.0708333334863)"	"echo_VA0031356"
"transfer"	"FROM VA0031763"	"outfall"	"echo_VA0031763001"	"active"	"POINT (-77.8569444446623 38.8572222225133)"	"echo_VA0031763"
"transfer"	"FROM VA0032000"	"outfall"	"echo_VA0032000001"	"active"	"POINT (-77.0461111111932 38.8652777778588)"	"echo_VA0032000"
"transfer"	"FROM VA0032000"	"outfall"	"echo_VA0032000002"	"active"	"POINT (-77.0434999997164 38.8686111114027)"	"echo_VA0032000"
"transfer"	"FROM VA0032034"	"outfall"	"echo_VA0032034001"	"active"	"POINT (-77.2780555552075 38.1044444440995)"	"echo_VA0032034"
"transfer"	"FROM VA0032115"	"outfall"	"echo_VA0032115001"	"active"	"POINT (-79.9491670001222 37.9483299997926)"	"echo_VA0032115"
"transfer"	"FROM VA0032123"	"outfall"	"echo_VA0032123001"	"active"	"POINT (-79.9816666663911 37.9802777775216)"	"echo_VA0032123"
"transfer"	"FROM VA0050032"	"outfall"	"echo_VA0050032001"	"active"	"POINT (-76.5586111108493 37.169722221949)"	"echo_VA0050032"
"transfer"	"FROM VA0050032"	"outfall"	"echo_VA0050032002"	"inactive"	"POINT (-76.5591666667502 37.1666666664792)"	"echo_VA0050032"
"transfer"	"FROM VA0050032"	"outfall"	"echo_VA0050032003"	"inactive"	"POINT (-76.5561111110917 37.1671388889046)"	"echo_VA0050032"
"transfer"	"FROM VA0050032"	"outfall"	"echo_VA0050032004"	"active"	"POINT (-76.5591666667502 37.1666666664792)"	"echo_VA0050032"
"transfer"	"FROM VA0050181"	"outfall"	"echo_VA0050181001"	"active"	"POINT (-77.6213888890885 38.7611111110197)"	"echo_VA0050181"
"transfer"	"FROM VA0050181"	"outfall"	"echo_VA0050181002"	"active"	"POINT (-77.620277778185 38.7616666666797)"	"echo_VA0050181"
"transfer"	"FROM VA0050181"	"outfall"	"echo_VA0050181902"	"active"	"POINT (-77.620277778185 38.7616666666797)"	"echo_VA0050181"
"transfer"	"FROM VA0050351"	"outfall"	"echo_VA0050351001"	"active"	"POINT (-82.0500000001069 37.2344444442008)"	"echo_VA0050351"
"transfer"	"FROM VA0050351"	"outfall"	"echo_VA0050351002"	"active"	"POINT (-82.0444444446908 37.2333333333584)"	"echo_VA0050351"
"transfer"	"FROM VA0050351"	"outfall"	"echo_VA0050351003"	"active"	"POINT (-82.0372222224701 37.2355555558326)"	"echo_VA0050351"
"transfer"	"FROM VA0051373"	"outfall"	"echo_VA0051373001"	"active"	"POINT (-78.172499999666 39.1858333334741)"	"echo_VA0051373"
"transfer"	"FROM VA0051373"	"outfall"	"echo_VA0051373003"	"active"	"POINT (-78.1580555552247 39.1944444442674)"	"echo_VA0051373"
"transfer"	"FROM VA0051446"	"outfall"	"echo_VA0051446001"	"active"	"POINT (-79.7346388889189 37.3861944445861)"	"echo_VA0051446"
"transfer"	"FROM VA0051926"	"outfall"	"echo_VA0051926001"	"inactive"	"POINT (-78.2349999998944 37.6655555554607)"	"echo_VA0051926"
"transfer"	"FROM VA0051926"	"outfall"	"echo_VA0051926002"	"inactive"	"POINT (-78.2355555557953 37.6588888886132)"	"echo_VA0051926"
"transfer"	"FROM VA0052451"	"outfall"	"echo_VA0052451001"	"active"	"POINT (-77.7286111114949 38.0083888888224)"	"echo_VA0052451"
"transfer"	"FROM VA0052451"	"outfall"	"echo_VA0052451009"	"active"	"POINT (-77.7919444446764 38.0621111109172)"	"echo_VA0052451"
"transfer"	"FROM VA0052451"	"outfall"	"echo_VA0052451013"	"active"	"POINT (-77.7901111107423 38.0621111109172)"	"echo_VA0052451"
"transfer"	"FROM VA0052451"	"outfall"	"echo_VA0052451016"	"active"	"POINT (-77.7988888889465 38.0630555556506)"	"echo_VA0052451"
"transfer"	"FROM VA0052451"	"outfall"	"echo_VA0052451020"	"active"	"POINT (-77.7901111107423 38.0621111109172)"	"echo_VA0052451"
"transfer"	"FROM VA0052451"	"outfall"	"echo_VA0052451021"	"active"	"POINT (-77.7901111107423 38.0621111109172)"	"echo_VA0052451"
"transfer"	"FROM VA0052451"	"outfall"	"echo_VA0052451028"	"active"	"POINT (-77.7825833337642 38.0608888888646)"	"echo_VA0052451"
"transfer"	"FROM VA0052451"	"outfall"	"echo_VA0052451101"	"active"	"POINT (-77.78419444426 38.0516111113546)"	"echo_VA0052451"
"transfer"	"FROM VA0052451"	"outfall"	"echo_VA0052451103"	"active"	"POINT (-77.78419444426 38.0516111113546)"	"echo_VA0052451"
"transfer"	"FROM VA0052451"	"outfall"	"echo_VA0052451104"	"active"	"POINT (-77.78419444426 38.0516111113546)"	"echo_VA0052451"
"transfer"	"FROM VA0052451"	"outfall"	"echo_VA0052451105"	"active"	"POINT (-77.78419444426 38.0516111113546)"	"echo_VA0052451"
"transfer"	"FROM VA0052451"	"outfall"	"echo_VA0052451107"	"active"	"POINT (-77.78419444426 38.0516111113546)"	"echo_VA0052451"
"transfer"	"FROM VA0052451"	"outfall"	"echo_VA0052451108"	"active"	"POINT (-77.78419444426 38.0516111113546)"	"echo_VA0052451"
