"hydrocode"	"varkey"	"tsvalue"	"tstime"	"tsendtime"	"tscode"
"echo_VA0005312001"	"dmr_mon_mgd"	6.15	"2018-04-01"	"04/30/2018"	1
"echo_VA0005312002"	"dmr_mon_mgd"	12.48	"2011-01-01"	"01/31/2011"	1
"echo_VA0005312002"	"dmr_mon_mgd"	12.16	"2011-02-01"	"02/28/2011"	1
"echo_VA0005312002"	"dmr_mon_mgd"	11.1	"2011-03-01"	"03/31/2011"	1
"echo_VA0005312002"	"dmr_mon_mgd"	12.42	"2011-04-01"	"04/30/2011"	1
"echo_VA0005312002"	"dmr_mon_mgd"	13.58	"2011-05-01"	"05/31/2011"	1
"echo_VA0005312002"	"dmr_mon_mgd"	13.23	"2011-06-01"	"06/30/2011"	1
"echo_VA0005312002"	"dmr_mon_mgd"	13.44	"2011-07-01"	"07/31/2011"	1
"echo_VA0005312002"	"dmr_mon_mgd"	13.87	"2011-08-01"	"08/31/2011"	1
"echo_VA0005312002"	"dmr_mon_mgd"	11.6	"2011-09-01"	"09/30/2011"	1
"echo_VA0005312002"	"dmr_mon_mgd"	11.6	"2011-10-01"	"10/31/2011"	1
"echo_VA0005312002"	"dmr_mon_mgd"	12.74	"2011-11-01"	"11/30/2011"	1
"echo_VA0005312002"	"dmr_mon_mgd"	12.04	"2011-12-01"	"12/31/2011"	1
"echo_VA0005312002"	"dmr_mon_mgd"	11.49	"2012-01-01"	"01/31/2012"	1
"echo_VA0005312002"	"dmr_mon_mgd"	11.94	"2012-02-01"	"02/29/2012"	1
"echo_VA0005312002"	"dmr_mon_mgd"	12.4	"2012-03-01"	"03/31/2012"	1
"echo_VA0005312002"	"dmr_mon_mgd"	13.36	"2012-04-01"	"04/30/2012"	1
"echo_VA0005312002"	"dmr_mon_mgd"	13.35	"2012-05-01"	"05/31/2012"	1
"echo_VA0005312002"	"dmr_mon_mgd"	13.16	"2012-06-01"	"06/30/2012"	1
"echo_VA0005312002"	"dmr_mon_mgd"	14	"2012-07-01"	"07/31/2012"	1
"echo_VA0005312002"	"dmr_mon_mgd"	13.5	"2012-08-01"	"08/31/2012"	1
"echo_VA0005312002"	"dmr_mon_mgd"	12.27	"2012-09-01"	"09/30/2012"	1
"echo_VA0005312002"	"dmr_mon_mgd"	11.74	"2012-10-01"	"10/31/2012"	1
"echo_VA0005312002"	"dmr_mon_mgd"	10.77	"2012-11-01"	"11/30/2012"	1
"echo_VA0005312002"	"dmr_mon_mgd"	10.79	"2012-12-01"	"12/31/2012"	1
"echo_VA0005312002"	"dmr_mon_mgd"	10.68	"2013-01-01"	"01/31/2013"	1
"echo_VA0005312002"	"dmr_mon_mgd"	9.73	"2013-02-01"	"02/28/2013"	1
"echo_VA0005312002"	"dmr_mon_mgd"	9.67	"2013-03-01"	"03/31/2013"	1
"echo_VA0005312002"	"dmr_mon_mgd"	10.53	"2013-04-01"	"04/30/2013"	1
"echo_VA0005312002"	"dmr_mon_mgd"	11.24	"2013-05-01"	"05/31/2013"	1
"echo_VA0005312002"	"dmr_mon_mgd"	13.95	"2013-06-01"	"06/30/2013"	1
"echo_VA0005312002"	"dmr_mon_mgd"	14.21	"2013-07-01"	"07/31/2013"	1
"echo_VA0005312002"	"dmr_mon_mgd"	12.6	"2013-08-01"	"08/31/2013"	1
"echo_VA0005312002"	"dmr_mon_mgd"	13.52	"2013-09-01"	"09/30/2013"	1
"echo_VA0005312002"	"dmr_mon_mgd"	13.58	"2013-10-01"	"10/31/2013"	1
"echo_VA0005312002"	"dmr_mon_mgd"	11.98	"2013-11-01"	"11/30/2013"	1
"echo_VA0005312002"	"dmr_mon_mgd"	11.05	"2013-12-01"	"12/31/2013"	1
"echo_VA0005312002"	"dmr_mon_mgd"	11.13	"2014-01-01"	"01/31/2014"	1
"echo_VA0005312002"	"dmr_mon_mgd"	11.53	"2014-02-01"	"02/28/2014"	1
"echo_VA0005312002"	"dmr_mon_mgd"	11.62	"2014-03-01"	"03/31/2014"	1
"echo_VA0005312002"	"dmr_mon_mgd"	12.25	"2014-04-01"	"04/30/2014"	1
"echo_VA0005312002"	"dmr_mon_mgd"	14.05	"2014-05-01"	"05/31/2014"	1
"echo_VA0005312002"	"dmr_mon_mgd"	14.1	"2014-06-01"	"06/30/2014"	1
"echo_VA0005312002"	"dmr_mon_mgd"	13.8	"2014-07-01"	"07/31/2014"	1
"echo_VA0005312002"	"dmr_mon_mgd"	13.16	"2014-08-01"	"08/31/2014"	1
"echo_VA0005312002"	"dmr_mon_mgd"	12.7	"2014-09-01"	"09/30/2014"	1
"echo_VA0005312002"	"dmr_mon_mgd"	12.45	"2014-10-01"	"10/31/2014"	1
"echo_VA0005312002"	"dmr_mon_mgd"	12.39	"2014-11-01"	"11/30/2014"	1
"echo_VA0005312002"	"dmr_mon_mgd"	12.61	"2014-12-01"	"12/31/2014"	1
"echo_VA0005312002"	"dmr_mon_mgd"	13.02	"2015-01-01"	"01/31/2015"	1
"echo_VA0005312002"	"dmr_mon_mgd"	11.71	"2015-02-01"	"02/28/2015"	1
"echo_VA0005312002"	"dmr_mon_mgd"	11.63	"2015-03-01"	"03/31/2015"	1
"echo_VA0005312002"	"dmr_mon_mgd"	13.89	"2015-04-01"	"04/30/2015"	1
"echo_VA0005312002"	"dmr_mon_mgd"	14.57	"2015-05-01"	"05/31/2015"	1
"echo_VA0005312002"	"dmr_mon_mgd"	14.38	"2015-06-01"	"06/30/2015"	1
"echo_VA0005312002"	"dmr_mon_mgd"	14.59	"2015-07-01"	"07/31/2015"	1
"echo_VA0005312002"	"dmr_mon_mgd"	16.14	"2015-08-01"	"08/31/2015"	1
"echo_VA0005312002"	"dmr_mon_mgd"	15.64	"2015-09-01"	"09/30/2015"	1
"echo_VA0005312002"	"dmr_mon_mgd"	15.12	"2015-10-01"	"10/31/2015"	1
"echo_VA0005312002"	"dmr_mon_mgd"	14.98	"2015-11-01"	"11/30/2015"	1
"echo_VA0005312002"	"dmr_mon_mgd"	14.14	"2015-12-01"	"12/31/2015"	1
"echo_VA0005312002"	"dmr_mon_mgd"	13.46	"2016-01-01"	"01/31/2016"	1
"echo_VA0005312002"	"dmr_mon_mgd"	14.33	"2016-02-01"	"02/29/2016"	1
"echo_VA0005312002"	"dmr_mon_mgd"	14.75	"2016-03-01"	"03/31/2016"	1
"echo_VA0005312002"	"dmr_mon_mgd"	14.13	"2016-04-01"	"04/30/2016"	1
"echo_VA0005312002"	"dmr_mon_mgd"	16.54	"2016-05-01"	"05/31/2016"	1
"echo_VA0005312002"	"dmr_mon_mgd"	16.98	"2016-06-01"	"06/30/2016"	1
"echo_VA0005312002"	"dmr_mon_mgd"	16.34	"2016-07-01"	"07/31/2016"	1
"echo_VA0005312002"	"dmr_mon_mgd"	14.75	"2016-08-01"	"08/31/2016"	1
"echo_VA0005312002"	"dmr_mon_mgd"	13.23	"2016-09-01"	"09/30/2016"	1
"echo_VA0005312002"	"dmr_mon_mgd"	11.34	"2016-10-01"	"10/31/2016"	1
"echo_VA0005312002"	"dmr_mon_mgd"	10.1	"2016-11-01"	"11/30/2016"	1
"echo_VA0005312002"	"dmr_mon_mgd"	10.64	"2016-12-01"	"12/31/2016"	1
"echo_VA0005312002"	"dmr_mon_mgd"	11.95	"2017-01-01"	"01/31/2017"	1
"echo_VA0005312002"	"dmr_mon_mgd"	12.63	"2017-02-01"	"02/28/2017"	1
"echo_VA0005312002"	"dmr_mon_mgd"	12.57	"2017-03-01"	"03/31/2017"	1
"echo_VA0005312002"	"dmr_mon_mgd"	12.62	"2017-04-01"	"04/30/2017"	1
"echo_VA0005312002"	"dmr_mon_mgd"	12.31	"2017-05-01"	"05/31/2017"	1
"echo_VA0005312002"	"dmr_mon_mgd"	13.6	"2017-06-01"	"06/30/2017"	1
"echo_VA0005312002"	"dmr_mon_mgd"	13.79	"2017-07-01"	"07/31/2017"	1
"echo_VA0005312002"	"dmr_mon_mgd"	13.45	"2017-08-01"	"08/31/2017"	1
"echo_VA0005312002"	"dmr_mon_mgd"	14.91	"2017-09-01"	"09/30/2017"	1
"echo_VA0005312002"	"dmr_mon_mgd"	13.96	"2017-10-01"	"10/31/2017"	1
"echo_VA0005312002"	"dmr_mon_mgd"	13.31	"2017-11-01"	"11/30/2017"	1
"echo_VA0005312002"	"dmr_mon_mgd"	11.69	"2017-12-01"	"12/31/2017"	1
"echo_VA0005312002"	"dmr_mon_mgd"	10.46	"2018-01-01"	"01/31/2018"	1
"echo_VA0005312002"	"dmr_mon_mgd"	11.33	"2018-02-01"	"02/28/2018"	1
"echo_VA0005312002"	"dmr_mon_mgd"	11.2	"2018-03-01"	"03/31/2018"	1
"echo_VA0005312002"	"dmr_mon_mgd"	11.68	"2018-04-01"	"04/30/2018"	1
"echo_VA0005312201"	"dmr_mon_mgd"	0	"2011-08-01"	"08/31/2011"	1
"echo_VA0005312201"	"dmr_mon_mgd"	0	"2011-09-01"	"09/30/2011"	1
"echo_VA0005312201"	"dmr_mon_mgd"	0	"2011-10-01"	"10/31/2011"	1
"echo_VA0005312201"	"dmr_mon_mgd"	0	"2011-11-01"	"11/30/2011"	1
"echo_VA0005312201"	"dmr_mon_mgd"	0	"2011-12-01"	"12/31/2011"	1
"echo_VA0005312201"	"dmr_mon_mgd"	0	"2012-01-01"	"01/31/2012"	1
"echo_VA0005312201"	"dmr_mon_mgd"	0	"2012-02-01"	"02/29/2012"	1
"echo_VA0005312201"	"dmr_mon_mgd"	0	"2012-03-01"	"03/31/2012"	1
"echo_VA0005312201"	"dmr_mon_mgd"	0	"2012-04-01"	"04/30/2012"	1
"echo_VA0005312201"	"dmr_mon_mgd"	0	"2012-05-01"	"05/31/2012"	1
"echo_VA0005312201"	"dmr_mon_mgd"	0	"2012-06-01"	"06/30/2012"	1
"echo_VA0005312201"	"dmr_mon_mgd"	0	"2012-07-01"	"07/31/2012"	1
"echo_VA0005312201"	"dmr_mon_mgd"	0	"2012-08-01"	"08/31/2012"	1
"echo_VA0005312201"	"dmr_mon_mgd"	0	"2012-09-01"	"09/30/2012"	1
"echo_VA0005312201"	"dmr_mon_mgd"	0	"2012-10-01"	"10/31/2012"	1
"echo_VA0005312201"	"dmr_mon_mgd"	0	"2012-11-01"	"11/30/2012"	1
"echo_VA0005312201"	"dmr_mon_mgd"	0	"2012-12-01"	"12/31/2012"	1
"echo_VA0005312201"	"dmr_mon_mgd"	0	"2013-01-01"	"01/31/2013"	1
"echo_VA0005312201"	"dmr_mon_mgd"	0	"2013-02-01"	"02/28/2013"	1
"echo_VA0005312201"	"dmr_mon_mgd"	0	"2013-03-01"	"03/31/2013"	1
"echo_VA0005312202"	"dmr_mon_mgd"	0.004	"2010-08-01"	"07/31/2011"	12
"echo_VA0005312202"	"dmr_mon_mgd"	0.003	"2011-08-01"	"07/31/2012"	12
"echo_VA0005312202"	"dmr_mon_mgd"	0.004	"2013-04-01"	"06/30/2013"	3
"echo_VA0005312202"	"dmr_mon_mgd"	0.003	"2013-07-01"	"09/30/2013"	3
"echo_VA0005312202"	"dmr_mon_mgd"	0.004	"2013-10-01"	"12/31/2013"	3
"echo_VA0005312202"	"dmr_mon_mgd"	0.005	"2014-01-01"	"03/31/2014"	3
"echo_VA0005312202"	"dmr_mon_mgd"	0.004	"2014-04-01"	"06/30/2014"	3
"echo_VA0005312202"	"dmr_mon_mgd"	0.004	"2014-07-01"	"09/30/2014"	3
"echo_VA0005312202"	"dmr_mon_mgd"	0.003	"2014-10-01"	"12/31/2014"	3
"echo_VA0005312202"	"dmr_mon_mgd"	0.005	"2015-01-01"	"03/31/2015"	3
"echo_VA0005312202"	"dmr_mon_mgd"	0.004	"2015-04-01"	"06/30/2015"	3
"echo_VA0005312202"	"dmr_mon_mgd"	0.004	"2015-07-01"	"09/30/2015"	3
"echo_VA0005312202"	"dmr_mon_mgd"	0.004	"2015-10-01"	"12/31/2015"	3
"echo_VA0005312202"	"dmr_mon_mgd"	0.004	"2016-01-01"	"03/31/2016"	3
"echo_VA0005312202"	"dmr_mon_mgd"	0.004	"2016-04-01"	"06/30/2016"	3
"echo_VA0005312202"	"dmr_mon_mgd"	0.004	"2016-07-01"	"09/30/2016"	3
"echo_VA0005312202"	"dmr_mon_mgd"	0.004	"2016-10-01"	"12/31/2016"	3
"echo_VA0005312202"	"dmr_mon_mgd"	0.004	"2017-01-01"	"03/31/2017"	3
"echo_VA0005312202"	"dmr_mon_mgd"	0.004	"2017-04-01"	"06/30/2017"	3
"echo_VA0005312202"	"dmr_mon_mgd"	0.004	"2017-07-01"	"09/30/2017"	3
"echo_VA0005312202"	"dmr_mon_mgd"	0.004	"2017-10-01"	"12/31/2017"	3
"echo_VA0005312202"	"dmr_mon_mgd"	0.004	"2018-01-01"	"03/31/2018"	3
"echo_VA0052655004"	"dmr_mon_mgd"	2.9	"2015-10-01"	"10/31/2015"	1
"echo_VA0052655004"	"dmr_mon_mgd"	0.7	"2015-11-01"	"11/30/2015"	1
"echo_VA0052655004"	"dmr_mon_mgd"	0.95	"2015-12-01"	"12/31/2015"	1
"echo_VA0052655004"	"dmr_mon_mgd"	1.5	"2016-01-01"	"01/31/2016"	1
"echo_VA0052655004"	"dmr_mon_mgd"	4.1	"2016-02-01"	"02/29/2016"	1
"echo_VA0052655004"	"dmr_mon_mgd"	2.1	"2016-03-01"	"03/31/2016"	1
"echo_VA0052655004"	"dmr_mon_mgd"	1.9	"2016-04-01"	"04/30/2016"	1
"echo_VA0052655004"	"dmr_mon_mgd"	1.3	"2016-05-01"	"05/31/2016"	1
"echo_VA0052655004"	"dmr_mon_mgd"	1.7	"2016-06-01"	"06/30/2016"	1
"echo_VA0052655004"	"dmr_mon_mgd"	0.6	"2016-07-01"	"07/31/2016"	1
"echo_VA0052655004"	"dmr_mon_mgd"	2.1	"2016-08-01"	"08/31/2016"	1
"echo_VA0052655004"	"dmr_mon_mgd"	0.014	"2016-09-01"	"09/30/2016"	1
"echo_VA0052655004"	"dmr_mon_mgd"	0.008	"2016-10-01"	"10/31/2016"	1
"echo_VA0052655004"	"dmr_mon_mgd"	0.2	"2016-11-01"	"11/30/2016"	1
"echo_VA0052655004"	"dmr_mon_mgd"	3.8	"2016-12-01"	"12/31/2016"	1
"echo_VA0052655004"	"dmr_mon_mgd"	6	"2017-01-01"	"01/31/2017"	1
"echo_VA0052655004"	"dmr_mon_mgd"	1.6	"2017-02-01"	"02/28/2017"	1
"echo_VA0052655004"	"dmr_mon_mgd"	2.1	"2017-03-01"	"03/31/2017"	1
"echo_VA0052655004"	"dmr_mon_mgd"	8.1	"2017-04-01"	"04/30/2017"	1
"echo_VA0052655004"	"dmr_mon_mgd"	2.1	"2017-05-01"	"05/31/2017"	1
"echo_VA0052655004"	"dmr_mon_mgd"	8.6	"2017-06-01"	"06/30/2017"	1
"echo_VA0052655004"	"dmr_mon_mgd"	1.9	"2017-07-01"	"07/31/2017"	1
"echo_VA0052655004"	"dmr_mon_mgd"	0.5	"2017-08-01"	"08/31/2017"	1
"echo_VA0052655004"	"dmr_mon_mgd"	0.55	"2017-09-01"	"09/30/2017"	1
"echo_VA0052655004"	"dmr_mon_mgd"	0.55	"2017-10-01"	"10/31/2017"	1
"echo_VA0052655004"	"dmr_mon_mgd"	1.15	"2017-11-01"	"11/30/2017"	1
"echo_VA0052655004"	"dmr_mon_mgd"	1.05	"2017-12-01"	"12/31/2017"	1
"echo_VA0052655004"	"dmr_mon_mgd"	1.15	"2018-01-01"	"01/31/2018"	1
"echo_VA0052655004"	"dmr_mon_mgd"	2.08	"2018-02-01"	"02/28/2018"	1
"echo_VA0052655004"	"dmr_mon_mgd"	3.98	"2018-03-01"	"03/31/2018"	1
"echo_VA0052655004"	"dmr_mon_mgd"	9	"2018-04-01"	"04/30/2018"	1
"echo_VA0052655401"	"dmr_mon_mgd"	0.0086	"2015-10-01"	"10/31/2015"	1
"echo_VA0052655401"	"dmr_mon_mgd"	0.0023	"2015-11-01"	"11/30/2015"	1
"echo_VA0052655401"	"dmr_mon_mgd"	0.0144	"2015-12-01"	"12/31/2015"	1
"echo_VA0052655401"	"dmr_mon_mgd"	0.0137	"2016-01-01"	"01/31/2016"	1
"echo_VA0052655401"	"dmr_mon_mgd"	0.0275	"2016-02-01"	"02/29/2016"	1
"echo_VA0052655401"	"dmr_mon_mgd"	0.0189	"2016-03-01"	"03/31/2016"	1
"echo_VA0052655401"	"dmr_mon_mgd"	0.0137	"2016-04-01"	"04/30/2016"	1
"echo_VA0052655401"	"dmr_mon_mgd"	0.0108	"2016-05-01"	"05/31/2016"	1
"echo_VA0052655401"	"dmr_mon_mgd"	0.0178	"2016-06-01"	"06/30/2016"	1
"echo_VA0052655401"	"dmr_mon_mgd"	0.0076	"2016-07-01"	"07/31/2016"	1
"echo_VA0052655401"	"dmr_mon_mgd"	0.0178	"2016-08-01"	"08/31/2016"	1
"echo_VA0052655401"	"dmr_mon_mgd"	0.0131	"2016-09-01"	"09/30/2016"	1
"echo_VA0052655401"	"dmr_mon_mgd"	0.0076	"2016-10-01"	"10/31/2016"	1
"echo_VA0052655401"	"dmr_mon_mgd"	0.0067	"2016-11-01"	"11/30/2016"	1
"echo_VA0052655401"	"dmr_mon_mgd"	0.0092	"2016-12-01"	"12/31/2016"	1
"echo_VA0052655401"	"dmr_mon_mgd"	0.0189	"2017-01-01"	"01/31/2017"	1
"echo_VA0052655401"	"dmr_mon_mgd"	0.0137	"2017-02-01"	"02/28/2017"	1
"echo_VA0052655401"	"dmr_mon_mgd"	0.0233	"2017-03-01"	"03/31/2017"	1
"echo_VA0052655401"	"dmr_mon_mgd"	0.0275	"2017-04-01"	"04/30/2017"	1
"echo_VA0052655401"	"dmr_mon_mgd"	0.0189	"2017-05-01"	"05/31/2017"	1
"echo_VA0052655401"	"dmr_mon_mgd"	0.023	"2017-06-01"	"06/30/2017"	1
"echo_VA0052655401"	"dmr_mon_mgd"	0.0121	"2017-07-01"	"07/31/2017"	1
"echo_VA0052655401"	"dmr_mon_mgd"	0.0086	"2017-08-01"	"08/31/2017"	1
"echo_VA0052655401"	"dmr_mon_mgd"	0.0084	"2017-09-01"	"09/30/2017"	1
"echo_VA0052655401"	"dmr_mon_mgd"	0.0084	"2017-10-01"	"10/31/2017"	1
"echo_VA0052655401"	"dmr_mon_mgd"	0.0092	"2017-11-01"	"11/30/2017"	1
"echo_VA0052655401"	"dmr_mon_mgd"	0.0084	"2017-12-01"	"12/31/2017"	1
"echo_VA0052655401"	"dmr_mon_mgd"	0.0089	"2018-01-01"	"01/31/2018"	1
"echo_VA0052655401"	"dmr_mon_mgd"	0.0216	"2018-02-01"	"02/28/2018"	1
"echo_VA0052655401"	"dmr_mon_mgd"	0.0252	"2018-03-01"	"03/31/2018"	1
"echo_VA0052655401"	"dmr_mon_mgd"	0.0202	"2018-04-01"	"04/30/2018"	1
"echo_VA0089133001"	"dmr_mon_mgd"	0.007	"2015-10-01"	"10/31/2015"	1
"echo_VA0089133001"	"dmr_mon_mgd"	0.005	"2015-11-01"	"11/30/2015"	1
"echo_VA0089133001"	"dmr_mon_mgd"	0.005	"2015-12-01"	"12/31/2015"	1
"echo_VA0089133001"	"dmr_mon_mgd"	0.004	"2016-01-01"	"01/31/2016"	1
"echo_VA0089133001"	"dmr_mon_mgd"	0.006	"2016-02-01"	"02/29/2016"	1
"echo_VA0089133001"	"dmr_mon_mgd"	0.003	"2016-03-01"	"03/31/2016"	1
"echo_VA0089133001"	"dmr_mon_mgd"	0.003	"2016-04-01"	"04/30/2016"	1
"echo_VA0089133001"	"dmr_mon_mgd"	0.005	"2016-05-01"	"05/31/2016"	1
"echo_VA0089133001"	"dmr_mon_mgd"	0.004	"2016-06-01"	"06/30/2016"	1
"echo_VA0089133001"	"dmr_mon_mgd"	0.003	"2016-07-01"	"07/31/2016"	1
"echo_VA0089133001"	"dmr_mon_mgd"	0.003	"2016-08-01"	"08/31/2016"	1
"echo_VA0089133001"	"dmr_mon_mgd"	0.004	"2016-09-01"	"09/30/2016"	1
"echo_VA0089133001"	"dmr_mon_mgd"	0.004	"2016-10-01"	"10/31/2016"	1
"echo_VA0089133001"	"dmr_mon_mgd"	0.003	"2016-11-01"	"11/30/2016"	1
"echo_VA0089133001"	"dmr_mon_mgd"	0.003	"2016-12-01"	"12/31/2016"	1
"echo_VA0089133001"	"dmr_mon_mgd"	0.003	"2017-01-01"	"01/31/2017"	1
"echo_VA0089133001"	"dmr_mon_mgd"	0.003	"2017-02-01"	"02/28/2017"	1
"echo_VA0089133001"	"dmr_mon_mgd"	0.003	"2017-03-01"	"03/31/2017"	1
"echo_VA0089133001"	"dmr_mon_mgd"	0.004	"2017-04-01"	"04/30/2017"	1
"echo_VA0089133001"	"dmr_mon_mgd"	0.006	"2017-05-01"	"05/31/2017"	1
"echo_VA0089133001"	"dmr_mon_mgd"	0.004	"2017-06-01"	"06/30/2017"	1
"echo_VA0089133001"	"dmr_mon_mgd"	0.005	"2017-07-01"	"07/31/2017"	1
"echo_VA0089133001"	"dmr_mon_mgd"	0.043	"2017-08-01"	"08/31/2017"	1
"echo_VA0089133001"	"dmr_mon_mgd"	0.004	"2017-09-01"	"09/30/2017"	1
"echo_VA0089133001"	"dmr_mon_mgd"	0.003	"2017-10-01"	"10/31/2017"	1
"echo_VA0089133001"	"dmr_mon_mgd"	0.003	"2017-11-01"	"11/30/2017"	1
"echo_VA0089133001"	"dmr_mon_mgd"	0.001	"2017-12-01"	"12/31/2017"	1
"echo_VA0089133001"	"dmr_mon_mgd"	0.005	"2018-01-01"	"01/31/2018"	1
"echo_VA0089133001"	"dmr_mon_mgd"	0.008	"2018-02-01"	"02/28/2018"	1
"echo_VA0089133001"	"dmr_mon_mgd"	0.002	"2018-03-01"	"03/31/2018"	1
"echo_VA0089133001"	"dmr_mon_mgd"	0.003	"2018-04-01"	"04/30/2018"	1
"echo_VA0025160001"	"dmr_mon_mgd"	31.1	"2011-01-01"	"01/31/2011"	1
"echo_VA0025160001"	"dmr_mon_mgd"	34.3	"2011-02-01"	"02/28/2011"	1
"echo_VA0025160001"	"dmr_mon_mgd"	40.6	"2011-03-01"	"03/31/2011"	1
"echo_VA0025160001"	"dmr_mon_mgd"	37	"2011-04-01"	"04/30/2011"	1
"echo_VA0025160001"	"dmr_mon_mgd"	34.4	"2011-05-01"	"05/31/2011"	1
"echo_VA0025160001"	"dmr_mon_mgd"	31.5	"2011-06-01"	"06/30/2011"	1
"echo_VA0025160001"	"dmr_mon_mgd"	31	"2011-07-01"	"07/31/2011"	1
"echo_VA0025160001"	"dmr_mon_mgd"	32.1	"2011-08-01"	"08/31/2011"	1
"echo_VA0025160001"	"dmr_mon_mgd"	45.9	"2011-09-01"	"09/30/2011"	1
"echo_VA0025160001"	"dmr_mon_mgd"	37.7	"2011-10-01"	"10/31/2011"	1
"echo_VA0025160001"	"dmr_mon_mgd"	33.4	"2011-11-01"	"11/30/2011"	1
"echo_VA0025160001"	"dmr_mon_mgd"	38.5	"2011-12-01"	"12/31/2011"	1
"echo_VA0025160001"	"dmr_mon_mgd"	35	"2012-01-01"	"01/31/2012"	1
"echo_VA0025160001"	"dmr_mon_mgd"	32.8	"2012-02-01"	"02/29/2012"	1
"echo_VA0025160001"	"dmr_mon_mgd"	33.9	"2012-03-01"	"03/31/2012"	1
"echo_VA0025160001"	"dmr_mon_mgd"	32.2	"2012-04-01"	"04/30/2012"	1
"echo_VA0025160001"	"dmr_mon_mgd"	33.4	"2012-05-01"	"05/31/2012"	1
"echo_VA0025160001"	"dmr_mon_mgd"	31	"2012-06-01"	"06/30/2012"	1
"echo_VA0025160001"	"dmr_mon_mgd"	31	"2012-07-01"	"07/31/2012"	1
"echo_VA0025160001"	"dmr_mon_mgd"	30.5	"2012-08-01"	"08/31/2012"	1
"echo_VA0025160001"	"dmr_mon_mgd"	33.8	"2012-09-01"	"09/30/2012"	1
"echo_VA0025160001"	"dmr_mon_mgd"	36.2	"2012-10-01"	"10/31/2012"	1
"echo_VA0025160001"	"dmr_mon_mgd"	34.7	"2012-11-01"	"11/30/2012"	1
"echo_VA0025160001"	"dmr_mon_mgd"	34.9	"2012-12-01"	"12/31/2012"	1
"echo_VA0025160001"	"dmr_mon_mgd"	35.6	"2013-01-01"	"01/31/2013"	1
"echo_VA0025160001"	"dmr_mon_mgd"	35.3	"2013-02-01"	"02/28/2013"	1
"echo_VA0025160001"	"dmr_mon_mgd"	37.8	"2013-03-01"	"03/31/2013"	1
"echo_VA0025160001"	"dmr_mon_mgd"	35.8	"2013-04-01"	"04/30/2013"	1
"echo_VA0025160001"	"dmr_mon_mgd"	33.8	"2013-05-01"	"05/31/2013"	1
"echo_VA0025160001"	"dmr_mon_mgd"	41.2	"2013-06-01"	"06/30/2013"	1
"echo_VA0025160001"	"dmr_mon_mgd"	37.6	"2013-07-01"	"07/31/2013"	1
"echo_VA0025160001"	"dmr_mon_mgd"	30.3	"2013-08-01"	"08/31/2013"	1
"echo_VA0025160001"	"dmr_mon_mgd"	28.2	"2013-09-01"	"09/30/2013"	1
"echo_VA0025160001"	"dmr_mon_mgd"	31.1	"2013-10-01"	"10/31/2013"	1
"echo_VA0025160001"	"dmr_mon_mgd"	30.5	"2013-11-01"	"11/30/2013"	1
"echo_VA0025160001"	"dmr_mon_mgd"	37.5	"2013-12-01"	"12/31/2013"	1
"echo_VA0025160001"	"dmr_mon_mgd"	38.5	"2014-01-01"	"01/31/2014"	1
"echo_VA0025160001"	"dmr_mon_mgd"	42.7	"2014-02-01"	"02/28/2014"	1
"echo_VA0025160001"	"dmr_mon_mgd"	40.5	"2014-03-01"	"03/31/2014"	1
"echo_VA0025160001"	"dmr_mon_mgd"	43.1	"2014-04-01"	"04/30/2014"	1
"echo_VA0025160001"	"dmr_mon_mgd"	44.1	"2014-05-01"	"05/31/2014"	1
"echo_VA0025160001"	"dmr_mon_mgd"	35.3	"2014-06-01"	"06/30/2014"	1
"echo_VA0025160001"	"dmr_mon_mgd"	31.5	"2014-07-01"	"07/31/2014"	1
"echo_VA0025160001"	"dmr_mon_mgd"	30.3	"2014-08-01"	"08/31/2014"	1
"echo_VA0025160001"	"dmr_mon_mgd"	29.7	"2014-09-01"	"09/30/2014"	1
"echo_VA0025160001"	"dmr_mon_mgd"	29.6	"2014-10-01"	"10/31/2014"	1
"echo_VA0025160001"	"dmr_mon_mgd"	30	"2014-11-01"	"11/30/2014"	1
"echo_VA0025160001"	"dmr_mon_mgd"	32.1	"2014-12-01"	"12/31/2014"	1
"echo_VA0025160001"	"dmr_mon_mgd"	34.1	"2015-01-01"	"01/31/2015"	1
"echo_VA0025160001"	"dmr_mon_mgd"	32	"2015-02-01"	"02/28/2015"	1
"echo_VA0025160001"	"dmr_mon_mgd"	39.6	"2015-03-01"	"03/31/2015"	1
"echo_VA0025160001"	"dmr_mon_mgd"	34.7	"2015-04-01"	"04/30/2015"	1
"echo_VA0025160001"	"dmr_mon_mgd"	31.7	"2015-05-01"	"05/31/2015"	1
"echo_VA0025160001"	"dmr_mon_mgd"	37.9	"2015-06-01"	"06/30/2015"	1
"echo_VA0025160001"	"dmr_mon_mgd"	36.3	"2015-07-01"	"07/31/2015"	1
"echo_VA0025160001"	"dmr_mon_mgd"	29.2	"2015-08-01"	"08/31/2015"	1
"echo_VA0025160001"	"dmr_mon_mgd"	28.5	"2015-09-01"	"09/30/2015"	1
"echo_VA0025160001"	"dmr_mon_mgd"	32.1	"2015-10-01"	"10/31/2015"	1
"echo_VA0025160001"	"dmr_mon_mgd"	32.4	"2015-11-01"	"11/30/2015"	1
"echo_VA0025160001"	"dmr_mon_mgd"	36.3	"2015-12-01"	"12/31/2015"	1
"echo_VA0025160001"	"dmr_mon_mgd"	36.9	"2016-01-01"	"01/31/2016"	1
