"bundle","name","ftype","hydrocode","fstatus","wkt_geom","dh_link_facility_mps"
"transfer","FROM VA0004669","outfall","echo_VA0088846006","inactive","POINT (37.4499999998776 -77.437499999963)","echo_VA0004669"
"transfer","FROM VA0004669","outfall","echo_VA0088846006","inactive","POINT (37.4541700002755 -77.437499999963)","echo_VA0004669"
"transfer","FROM VA0004669","outfall","echo_VA0088846006","inactive","POINT (37.4541700002755 -77.437499999963)","echo_VA0004669"
"transfer","FROM VA0004669","outfall","echo_VA0088846006","active","POINT (37.4458300002242 -77.4291699995884)","echo_VA0004669"
"transfer","FROM VA0004669","outfall","echo_VA0088846006","active","POINT (37.4541700002755 -77.4333299997528)","echo_VA0004669"
"transfer","FROM VA0004669","outfall","echo_VA0088846006","active","POINT (37.4499980001814 -77.4333349997757)","echo_VA0004669"
"transfer","FROM VA0004669","outfall","echo_VA0088846006","active","POINT (37.4469830002267 -77.4206769999056)","echo_VA0004669"
"transfer","FROM VA0004677","outfall","echo_VA0088846006","active","POINT (37.6433333332704 -79.4391666668883)","echo_VA0004677"
"transfer","FROM VA0004677","outfall","echo_VA0088846006","active","POINT (37.6433333332704 -79.4391666668883)","echo_VA0004677"
"transfer","FROM VA0004677","outfall","echo_VA0088846006","active","POINT (37.6433333332704 -79.4391666668883)","echo_VA0004677"
"transfer","FROM VA0004677","outfall","echo_VA0088846006","inactive","POINT (37.6374999999529 -79.4416666666459)","echo_VA0004677"
"transfer","FROM VA0004677","outfall","echo_VA0088846006","inactive","POINT (37.6429189997676 -79.4392340001104)","echo_VA0004677"
"transfer","FROM VA0004677","outfall","echo_VA0088846006","inactive","POINT (37.6433333332704 -79.4391666668883)","echo_VA0004677"
"transfer","FROM VA0004774","outfall","echo_VA0088846006","active","POINT (37.4124049999875 -79.0496919999541)","echo_VA0004774"
"transfer","FROM VA0004774","outfall","echo_VA0088846006","active","POINT (37.4138929999191 -79.050505000439)","echo_VA0004774"
"transfer","FROM VA0004791","outfall","echo_VA0088846006","active","POINT (37.7436111111508 -79.3661111108303)","echo_VA0004791"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","active","POINT (36.9806666666079 -76.4511944445064)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","active","POINT (36.9805555555581 -76.4372222219521)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","active","POINT (36.9825000002615 -76.4374999999026)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","active","POINT (36.9830555554774 -76.4386111108061)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","active","POINT (36.983888888947 -76.4391666667071)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","active","POINT (36.9844444447845 -76.4394444446575)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","active","POINT (36.983333333358 -76.4388333333461)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9847222218995 -76.439722222608)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9850000001529 -76.4399999996601)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9852777781097 -76.4399999996601)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9858333331331 -76.4416666664647)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","active","POINT (36.9858611113159 -76.4417777781838)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","active","POINT (36.9858333331331 -76.4416666664647)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9858333331331 -76.4250000002162)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","active","POINT (36.9861111109172 -76.4416666664647)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","active","POINT (36.9863888891222 -76.4419444444151)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","active","POINT (36.9858611113159 -76.4417777781838)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9866666663128 -76.4422222223656)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","active","POINT (36.9872222219565 -76.4427777773682)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","active","POINT (36.988611111253 -76.4447222221232)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","active","POINT (36.988611111253 -76.4447222221232)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","active","POINT (36.9900000003033 -76.4463888889277)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9905555552801 -76.4466666668782)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","active","POINT (36.9858611113159 -76.4417777781838)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9911111112216 -76.4469444448287)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","active","POINT (36.9916666666927 -76.4472222218808)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","active","POINT (36.9858611113159 -76.4417777781838)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9994444447776 -76.4529166667214)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (37.0033333332238 -76.4450000000737)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","active","POINT (36.9716666669221 -76.416666667092)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","active","POINT (36.9911111112216 -76.4469444448287)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","active","POINT (36.9911111112216 -76.4469444448287)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","active","POINT (36.9916944441804 -76.4473055558948)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","active","POINT (36.9858611113159 -76.4417777781838)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9879166665457 -76.4444444441727)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9961111114518 -76.4444444441727)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","active","POINT (36.987777777848 -76.4444444441727)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","active","POINT (36.9961111114518 -76.4444444441727)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","active","POINT (36.9879166665457 -76.4444444441727)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","active","POINT (36.9913888891057 -76.4472222218808)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","active","POINT (36.995833333596 -76.4499999995889)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","active","POINT (36.995833333596 -76.4499999995889)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","active","POINT (36.9969444446711 -76.434444444244)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","active","POINT (36.9858611113159 -76.4417777781838)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","active","POINT (36.971250000069 -76.4444444441727)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","active","POINT (36.9881944446154 -76.4447222221232)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","active","POINT (36.9879166665457 -76.4444444441727)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","active","POINT (36.971250000069 -76.4447222221232)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","active","POINT (36.9914722225601 -76.4472222218808)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9802777775824 -76.4369444440016)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9805555555581 -76.4372222219521)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9811111113375 -76.4374999999026)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9813888891413 -76.437777777853)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9819444445769 -76.437777777853)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9819444445769 -76.4380555558035)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9822222222087 -76.4380555558035)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9827777780178 -76.438333333754)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9830555554774 -76.43824999974)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9836388892187 -76.4385555553957)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9842222220752 -76.4388611110514)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9841666666553 -76.4391666667071)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9844444447845 -76.4389999995774)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9848333333226 -76.4392499998227)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9850555556819 -76.4393611115419)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9851666666182 -76.4394444446575)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9830555554774 -76.4382777774452)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9852777781097 -76.441111111462)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9876388888968 -76.4426111111369)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9874999996919 -76.4433333332692)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9883333332698 -76.4441666662223)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9883333332698 -76.4444444441727)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9911111112216 -76.4469444448287)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9919444447003 -76.4474999998313)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9919444447003 -76.4474999998313)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9922222224109 -76.4474999998313)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9922222224109 -76.4474999998313)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9806666666079 -76.4511944445064)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9924999998244 -76.4477777777817)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9924999998244 -76.4477777777817)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9927777776584 -76.4480555557322)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9927777776584 -76.4480555557322)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9927777776584 -76.4480555557322)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","active","POINT (36.9933333331527 -76.4480555557322)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9930555559129 -76.4480555557322)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9933333331527 -76.4483333336827)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9933333331527 -76.4483333336827)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.993611110813 -76.4483333336827)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9938888888936 -76.4486111107348)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9938888888936 -76.4486111107348)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9944444441636 -76.4486111107348)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9944444441636 -76.4488888886853)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","active","POINT (36.9947222220705 -76.4491666666358)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9944444441636 -76.4491666666358)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9949999996801 -76.4491666666358)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9949999996801 -76.4491666666358)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9949999996801 -76.4494444445863)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9952777777101 -76.4494444445863)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9952777777101 -76.4497222225367)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9955555554429 -76.4497222225367)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9955555554429 -76.4497222225367)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.995833333596 -76.4505555554898)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.995833333596 -76.4505555554898)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9961111114518 -76.4505555554898)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9961111114518 -76.4508333334403)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9963888890105 -76.4508333334403)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9963888890105 -76.4508333334403)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9966666669894 -76.4511111113908)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9966666669894 -76.4511111113908)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9969444446711 -76.4511111113908)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","active","POINT (36.9969444446711 -76.4513888884429)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9969444446711 -76.4513888884429)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9972222220556 -76.4513888884429)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9972222220556 -76.4513888884429)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9974999998602 -76.4516666663934)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9974999998602 -76.4516666663934)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.997777778085 -76.4516666663934)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9980555552951 -76.4519444443439)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9994444447776 -76.4527777781953)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (37.000833333283 -76.4508333334403)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (37.0013888887555 -76.4494444445863)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","active","POINT (37.0030555552078 -76.4452777780241)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.987777777848 -76.4322222224369)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9874999996919 -76.4325000003873)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9883333332698 -76.4325000003873)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9716666669221 -76.416666667092)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9716666669221 -76.416666667092)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9905555552801 -76.4338888892414)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9922222224109 -76.434444444244)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9922222224109 -76.4341666662935)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9974999998602 -76.4366666669494)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9983333336428 -76.4372222219521)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9994444447776 -76.437777777853)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (37.0041666669214 -76.4408333335116)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (37.0050000000928 -76.4416666664647)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (37.005555555248 -76.4416666664647)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (37.0061111113647 -76.4422222223656)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (37.0072222221781 -76.4427777773682)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (37.0077777775919 -76.4430555553187)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (37.0080555555696 -76.4433333332692)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (37.0086111113489 -76.4436111112196)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (37.0091666666545 -76.4438888891701)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (37.0097222222034 -76.4441666662223)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (37.0100000002485 -76.4441666662223)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (37.0100000002485 -76.4444444441727)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9980555552951 -76.4208333336541)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9980555552951 -76.4233333334117)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","active","POINT (36.9891666663287 -76.4450000000737)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (37.0052777774605 -76.4491666666358)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (37.0075000000339 -76.4488888886853)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (37.0095555557499 -76.4500277781924)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (37.0105833332059 -76.4507222226194)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9966666669894 -76.4361111110485)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9969444446711 -76.436388888999)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.997777778085 -76.4369444440016)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9980555552951 -76.4372222219521)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9988888887287 -76.4374999999026)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9991666669018 -76.437777777853)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","active","POINT (36.9821388886669 -76.4390833335914)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9830277777053 -76.4381666666243)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","active","POINT (36.9812500000074 -76.4374166667869)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","active","POINT (36.9812500000074 -76.4374166667869)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","active","POINT (36.9831388887328 -76.4381666666243)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","active","POINT (36.9831388887328 -76.4381666666243)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","active","POINT (36.9848333333226 -76.4409166666272)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","active","POINT (36.9848333333226 -76.4409166666272)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9930555559129 -76.4480555557322)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9819444445769 -76.4380555558035)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9969444446711 -76.4513888884429)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9980555552951 -76.4519444443439)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (37.0030555552078 -76.4452777780241)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9830555554774 -76.4386111108061)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.983888888947 -76.4391666667071)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9861111109172 -76.4416666664647)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9863888891222 -76.4419444444151)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.988611111253 -76.4447222221232)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9819444445769 -76.4380555558035)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9930555559129 -76.4480555557322)","echo_VA0004804"
"transfer","FROM VA0004804","outfall","echo_VA0088846006","inactive","POINT (36.9947222220705 -76.4491666666358)","echo_VA0004804"
"transfer","FROM VA0004880","outfall","echo_VA0088846006","active","POINT (37.4141666668608 -77.3969444443471)","echo_VA0004880"
"transfer","FROM VA0005215","outfall","echo_VA0088846006","inactive","POINT (36.828742000076 -76.2945109996244)","echo_VA0005215"
"transfer","FROM VA0005215","outfall","echo_VA0088846006","inactive","POINT (36.8279439997404 -76.2940999997207)","echo_VA0005215"
"transfer","FROM VA0005215","outfall","echo_VA0088846006","inactive","POINT (36.8276469998015 -76.2939399998871)","echo_VA0005215"
"transfer","FROM VA0005215","outfall","echo_VA0088846006","inactive","POINT (36.8273510003494 -76.293768000358)","echo_VA0005215"
"transfer","FROM VA0005215","outfall","echo_VA0088846006","inactive","POINT (36.8269609997846 -76.2935940002807)","echo_VA0005215"
"transfer","FROM VA0005215","outfall","echo_VA0088846006","inactive","POINT (36.8264870002385 -76.2933390000126)","echo_VA0005215"
"transfer","FROM VA0005215","outfall","echo_VA0088846006","inactive","POINT (36.826216999776 -76.2932069997681)","echo_VA0005215"
"transfer","FROM VA0005215","outfall","echo_VA0088846006","inactive","POINT (36.8255040002598 -76.2928340003975)","echo_VA0005215"
"transfer","FROM VA0005215","outfall","echo_VA0088846006","inactive","POINT (36.8248119997546 -76.2927409996128)","echo_VA0005215"
"transfer","FROM VA0005215","outfall","echo_VA0088846006","inactive","POINT (36.8246539998694 -76.2931740001561)","echo_VA0005215"
"transfer","FROM VA0005215","outfall","echo_VA0088846006","inactive","POINT (36.8245670000573 -76.2934400002949)","echo_VA0005215"
"transfer","FROM VA0005215","outfall","echo_VA0088846006","inactive","POINT (36.8239309998645 -76.2951469996591)","echo_VA0005215"
"transfer","FROM VA0005215","outfall","echo_VA0088846006","inactive","POINT (36.8235600003071 -76.2948730000227)","echo_VA0005215"
"transfer","FROM VA0005215","outfall","echo_VA0088846006","inactive","POINT (36.823574000228 -76.2947879996339)","echo_VA0005215"
"transfer","FROM VA0005215","outfall","echo_VA0088846006","inactive","POINT (36.8238319998542 -76.2940760003296)","echo_VA0005215"
"transfer","FROM VA0005215","outfall","echo_VA0088846006","inactive","POINT (36.8241629998734 -76.2931619995623)","echo_VA0005215"
"transfer","FROM VA0005215","outfall","echo_VA0088846006","inactive","POINT (36.824185000191 -76.2929649999188)","echo_VA0005215"
"transfer","FROM VA0005215","outfall","echo_VA0088846006","inactive","POINT (36.8242309998543 -76.2923020001199)","echo_VA0005215"
"transfer","FROM VA0005215","outfall","echo_VA0088846006","inactive","POINT (36.8240859997903 -76.2922729998076)","echo_VA0005215"
"transfer","FROM VA0005215","outfall","echo_VA0088846006","inactive","POINT (36.8234669998938 -76.2920820000119)","echo_VA0005215"
"transfer","FROM VA0005215","outfall","echo_VA0088846006","inactive","POINT (36.8227800002521 -76.2919049995616)","echo_VA0005215"
"transfer","FROM VA0005215","outfall","echo_VA0088846006","inactive","POINT (36.822642000001 -76.29212100037)","echo_VA0005215"
"transfer","FROM VA0005215","outfall","echo_VA0088846006","inactive","POINT (36.8226169998872 -76.2923180000135)","echo_VA0005215"
"transfer","FROM VA0005215","outfall","echo_VA0088846006","inactive","POINT (36.8224250000928 -76.2925489999921)","echo_VA0005215"
"transfer","FROM VA0005215","outfall","echo_VA0088846006","inactive","POINT (36.822395000014 -76.2929890002082)","echo_VA0005215"
