"bundle","name","ftype","hydocode","fstatus","wkt_geom","dh_link_facility_mps"
"transfer","TO VA0025101SP2","release","vahydro_VA0025101SP2","inactive","POINT (38.61623 -77.26961)","echo_VA0025101"
"transfer","TO VA0025127001","release","vahydro_VA0025127001","active","POINT (38.288972 -77.451111)","echo_VA0025127"
"transfer","TO VA0025127S01","release","vahydro_VA0025127S01","inactive","POINT (38.288972 -77.451111)","echo_VA0025127"
"transfer","TO VA0025127SP1","release","vahydro_VA0025127SP1","inactive","POINT (38.288972 -77.451111)","echo_VA0025127"
"transfer","TO VA0025143001","release","vahydro_VA0025143001","active","POINT (38.8439 -77.05692)","echo_VA0025143"
"transfer","TO VA0025143S01","release","vahydro_VA0025143S01","inactive","POINT (38.8439 -77.05692)","echo_VA0025143"
"transfer","TO VA0025143SP1","release","vahydro_VA0025143SP1","inactive","POINT (38.8439 -77.05692)","echo_VA0025143"
"transfer","TO VA0025151002","release","vahydro_VA0025151002","active","POINT (38.080536 -78.874625)","echo_VA0025151"
"transfer","TO VA0025160001","release","vahydro_VA0025160001","active","POINT (38.7989 -77.0606)","echo_VA0025160"
"transfer","TO VA0025160002","release","vahydro_VA0025160002","active","POINT (38.7989 -77.0606)","echo_VA0025160"
"transfer","TO VA0025160650","release","vahydro_VA0025160650","inactive","POINT (38.7989 -77.0606)","echo_VA0025160"
"transfer","TO VA0025160S02","release","vahydro_VA0025160S02","inactive","POINT (38.7989 -77.0606)","echo_VA0025160"
"transfer","TO VA0025160SO1","release","vahydro_VA0025160SO1","inactive","POINT (38.7989 -77.0606)","echo_VA0025160"
"transfer","TO VA0025160SP1","release","vahydro_VA0025160SP1","inactive","POINT (38.7989 -77.0606)","echo_VA0025160"
"transfer","TO VA0025160SP2","release","vahydro_VA0025160SP2","inactive","POINT (38.7989 -77.0606)","echo_VA0025160"
"transfer","TO VA0025194001","release","vahydro_VA0025194001","active","POINT (37.07953 -77.99797)","echo_VA0025194"
"transfer","TO VA0025216006","release","vahydro_VA0025216006","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216007","release","vahydro_VA0025216007","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216009","release","vahydro_VA0025216009","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216011","release","vahydro_VA0025216011","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216013","release","vahydro_VA0025216013","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216014","release","vahydro_VA0025216014","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216015","release","vahydro_VA0025216015","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216018","release","vahydro_VA0025216018","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216023","release","vahydro_VA0025216023","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216024","release","vahydro_VA0025216024","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216025","release","vahydro_VA0025216025","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216026","release","vahydro_VA0025216026","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216027","release","vahydro_VA0025216027","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216028","release","vahydro_VA0025216028","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216029","release","vahydro_VA0025216029","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216030","release","vahydro_VA0025216030","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216031","release","vahydro_VA0025216031","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216032","release","vahydro_VA0025216032","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216033","release","vahydro_VA0025216033","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216034","release","vahydro_VA0025216034","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216035","release","vahydro_VA0025216035","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216036","release","vahydro_VA0025216036","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216037","release","vahydro_VA0025216037","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216038","release","vahydro_VA0025216038","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216039","release","vahydro_VA0025216039","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216040","release","vahydro_VA0025216040","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216041","release","vahydro_VA0025216041","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216042","release","vahydro_VA0025216042","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216043","release","vahydro_VA0025216043","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216044","release","vahydro_VA0025216044","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216045","release","vahydro_VA0025216045","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216046","release","vahydro_VA0025216046","active","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216047","release","vahydro_VA0025216047","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216048","release","vahydro_VA0025216048","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216049","release","vahydro_VA0025216049","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216050","release","vahydro_VA0025216050","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216051","release","vahydro_VA0025216051","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216052","release","vahydro_VA0025216052","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216053","release","vahydro_VA0025216053","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216054","release","vahydro_VA0025216054","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216055","release","vahydro_VA0025216055","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216056","release","vahydro_VA0025216056","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216057","release","vahydro_VA0025216057","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216058","release","vahydro_VA0025216058","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216059","release","vahydro_VA0025216059","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216060","release","vahydro_VA0025216060","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216062","release","vahydro_VA0025216062","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216063","release","vahydro_VA0025216063","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216064","release","vahydro_VA0025216064","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216065","release","vahydro_VA0025216065","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216066","release","vahydro_VA0025216066","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216067","release","vahydro_VA0025216067","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216068","release","vahydro_VA0025216068","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216069","release","vahydro_VA0025216069","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216070","release","vahydro_VA0025216070","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216071","release","vahydro_VA0025216071","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216072","release","vahydro_VA0025216072","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216073","release","vahydro_VA0025216073","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216074","release","vahydro_VA0025216074","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216077","release","vahydro_VA0025216077","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216078","release","vahydro_VA0025216078","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216079","release","vahydro_VA0025216079","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216080","release","vahydro_VA0025216080","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216083","release","vahydro_VA0025216083","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216084","release","vahydro_VA0025216084","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216085","release","vahydro_VA0025216085","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216086","release","vahydro_VA0025216086","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216087","release","vahydro_VA0025216087","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216089","release","vahydro_VA0025216089","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216090","release","vahydro_VA0025216090","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216091","release","vahydro_VA0025216091","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216092","release","vahydro_VA0025216092","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216093","release","vahydro_VA0025216093","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216094","release","vahydro_VA0025216094","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216095","release","vahydro_VA0025216095","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216096","release","vahydro_VA0025216096","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216097","release","vahydro_VA0025216097","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216098","release","vahydro_VA0025216098","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216099","release","vahydro_VA0025216099","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216100","release","vahydro_VA0025216100","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216101","release","vahydro_VA0025216101","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216102","release","vahydro_VA0025216102","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216103","release","vahydro_VA0025216103","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216104","release","vahydro_VA0025216104","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216105","release","vahydro_VA0025216105","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216106","release","vahydro_VA0025216106","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216107","release","vahydro_VA0025216107","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216108","release","vahydro_VA0025216108","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216109","release","vahydro_VA0025216109","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216110","release","vahydro_VA0025216110","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216111","release","vahydro_VA0025216111","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216112","release","vahydro_VA0025216112","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216113","release","vahydro_VA0025216113","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216114","release","vahydro_VA0025216114","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216115","release","vahydro_VA0025216115","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216116","release","vahydro_VA0025216116","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216117","release","vahydro_VA0025216117","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216118","release","vahydro_VA0025216118","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216119","release","vahydro_VA0025216119","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216120","release","vahydro_VA0025216120","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216121","release","vahydro_VA0025216121","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216122","release","vahydro_VA0025216122","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216123","release","vahydro_VA0025216123","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216124","release","vahydro_VA0025216124","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216125","release","vahydro_VA0025216125","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216126","release","vahydro_VA0025216126","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216127","release","vahydro_VA0025216127","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216128","release","vahydro_VA0025216128","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216129","release","vahydro_VA0025216129","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216130","release","vahydro_VA0025216130","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216131","release","vahydro_VA0025216131","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216132","release","vahydro_VA0025216132","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216133","release","vahydro_VA0025216133","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216134","release","vahydro_VA0025216134","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216135","release","vahydro_VA0025216135","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216136","release","vahydro_VA0025216136","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216137","release","vahydro_VA0025216137","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216138","release","vahydro_VA0025216138","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216139","release","vahydro_VA0025216139","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216140","release","vahydro_VA0025216140","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216141","release","vahydro_VA0025216141","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216142","release","vahydro_VA0025216142","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216143","release","vahydro_VA0025216143","inactive","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025216144","release","vahydro_VA0025216144","active","POINT (37.121274 -76.602274)","echo_VA0025216"
"transfer","TO VA0025291001","release","vahydro_VA0025291001","active","POINT (38.1276 -78.9961)","echo_VA0025291"
"transfer","TO VA0025305001","release","vahydro_VA0025305001","active","POINT (36.645609 -79.835099)","echo_VA0025305"
"transfer","TO VA0025305002","release","vahydro_VA0025305002","inactive","POINT (36.645609 -79.835099)","echo_VA0025305"
"transfer","TO VA0025305003","release","vahydro_VA0025305003","inactive","POINT (36.645609 -79.835099)","echo_VA0025305"
"transfer","TO VA0025364001","release","vahydro_VA0025364001","active","POINT (38.704002 -77.207057)","echo_VA0025364"
"transfer","TO VA0025364650","release","vahydro_VA0025364650","inactive","POINT (38.704002 -77.207057)","echo_VA0025364"
"transfer","TO VA0025437001","release","vahydro_VA0025437001","active","POINT (37.23754 -77.39709)","echo_VA0025437"
"transfer","TO VA0025437S01","release","vahydro_VA0025437S01","inactive","POINT (37.23754 -77.39709)","echo_VA0025437"
"transfer","TO VA0025437SP1","release","vahydro_VA0025437SP1","inactive","POINT (37.23754 -77.39709)","echo_VA0025437"
"transfer","TO VA0025470001","release","vahydro_VA0025470001","active","POINT (37.797222 -78.494444)","echo_VA0025470"
"transfer","TO VA0025518001","release","vahydro_VA0025518001","active","POINT (38.017507 -78.460485)","echo_VA0025518"
"transfer","TO VA0025542001","release","vahydro_VA0025542001","active","POINT (37.759154 -79.995574)","echo_VA0025542"
"transfer","TO VA0025569001","release","vahydro_VA0025569001","active","POINT (37.849207 -77.441982)","echo_VA0025569"
"transfer","TO VA0025658001","release","vahydro_VA0025658001","active","POINT (38.24944 -77.42358)","echo_VA0025658"
"transfer","TO VA0025992001","release","vahydro_VA0025992001","active","POINT (36.91028 -80.338056)","echo_VA0025992"
"transfer","TO VA0026051001","release","vahydro_VA0026051001","active","POINT (37.382847 -79.73251)","echo_VA0026051"
"transfer","TO VA0026051002","release","vahydro_VA0026051002","active","POINT (37.382847 -79.73251)","echo_VA0026051"
"transfer","TO VA0026051101","release","vahydro_VA0026051101","active","POINT (37.382847 -79.73251)","echo_VA0026051"
"transfer","TO VA0026212001","release","vahydro_VA0026212001","active","POINT (39.120555 -77.757222)","echo_VA0026212"
"transfer","TO VA0026221001","release","vahydro_VA0026221001","active","POINT (36.90426 -82.31893)","echo_VA0026221"
"transfer","TO VA0026221102","release","vahydro_VA0026221102","active","POINT (36.90426 -82.31893)","echo_VA0026221"
"transfer","TO VA0026239001","release","vahydro_VA0026239001","active","POINT (36.9577 -78.1144)","echo_VA0026239"
"transfer","TO VA0026247001","release","vahydro_VA0026247001","active","POINT (36.66933 -78.37457)","echo_VA0026247"
"transfer","TO VA0026247GW","release","vahydro_VA0026247GW","inactive","POINT (36.66933 -78.37457)","echo_VA0026247"
"transfer","TO VA0026247GW2","release","vahydro_VA0026247GW2","inactive","POINT (36.66933 -78.37457)","echo_VA0026247"
"transfer","TO VA0026247GW3","release","vahydro_VA0026247GW3","inactive","POINT (36.66933 -78.37457)","echo_VA0026247"
"transfer","TO VA0026247Slg","release","vahydro_VA0026247Slg","inactive","POINT (36.66933 -78.37457)","echo_VA0026247"
"transfer","TO VA0026263001","release","vahydro_VA0026263001","active","POINT (37.63229 -76.58099)","echo_VA0026263"
"transfer","TO VA0026298001","release","vahydro_VA0026298001","active","POINT (37.125443 -81.556467)","echo_VA0026298"
"transfer","TO VA0026379001","release","vahydro_VA0026379001","active","POINT (36.791667 -81.686111)","echo_VA0026379"
"transfer","TO VA0026379S07","release","vahydro_VA0026379S07","inactive","POINT (36.791667 -81.686111)","echo_VA0026379"
"transfer","TO VA0026379S08","release","vahydro_VA0026379S08","inactive","POINT (36.791667 -81.686111)","echo_VA0026379"
"transfer","TO VA0026379S09","release","vahydro_VA0026379S09","inactive","POINT (36.791667 -81.686111)","echo_VA0026379"
"transfer","TO VA0026379SP1","release","vahydro_VA0026379SP1","inactive","POINT (36.791667 -81.686111)","echo_VA0026379"
"transfer","TO VA0026387001","release","vahydro_VA0026387001","active","POINT (37.007778 -81.970278)","echo_VA0026387"
"transfer","TO VA0026409001","release","vahydro_VA0026409001","active","POINT (38.24964 -76.961142)","echo_VA0026409"
"transfer","TO VA0026417001","release","vahydro_VA0026417001","inactive","POINT (36.5742 -77.1883)","echo_VA0026417"
"transfer","TO VA0026433001","release","vahydro_VA0026433001","active","POINT (38.4103 -78.6353)","echo_VA0026433"
"transfer","TO VA0026441001","release","vahydro_VA0026441001","active","POINT (38.748611 -78.631389)","echo_VA0026441"
"transfer","TO VA0026468001","release","vahydro_VA0026468001","active","POINT (38.88199 -78.48218)","echo_VA0026468"
"transfer","TO VA0026484001","release","vahydro_VA0026484001","active","POINT (37.788026 -78.694761)","echo_VA0026484"
"transfer","TO VA0026514001","release","vahydro_VA0026514001","active","POINT (38.3394 -77.057)","echo_VA0026514"
"transfer","TO VA0026531001","release","vahydro_VA0026531001","active","POINT (36.68706 -81.98219)","echo_VA0026531"
"transfer","TO VA0026531S01","release","vahydro_VA0026531S01","inactive","POINT (36.68706 -81.98219)","echo_VA0026531"
"transfer","TO VA0026531SP1","release","vahydro_VA0026531SP1","inactive","POINT (36.68706 -81.98219)","echo_VA0026531"
"transfer","TO VA0026557001","release","vahydro_VA0026557001","active","POINT (37.3404 -77.27738)","echo_VA0026557"
"transfer","TO VA0026565001","release","vahydro_VA0026565001","active","POINT (37.153611 -82.4175)","echo_VA0026565"
"transfer","TO VA0026778001","release","vahydro_VA0026778001","active","POINT (36.65491 -81.79374)","echo_VA0026778"
"transfer","TO VA0026786001","release","vahydro_VA0026786001","active","POINT (36.63267 -82.27201)","echo_VA0026786"
"transfer","TO VA0026808001","release","vahydro_VA0026808001","active","POINT (36.88801 -81.77042)","echo_VA0026808"
"transfer","TO VA0026891002","release","vahydro_VA0026891002","active","POINT (37.915278 -76.723056)","echo_VA0026891"
"transfer","TO VA0026972001","release","vahydro_VA0026972001","active","POINT (37.413333 -82.011389)","echo_VA0026972"
"transfer","TO VA0026999001","release","vahydro_VA0026999001","active","POINT (37.312778 -81.978889)","echo_VA0026999"
"transfer","TO VA0027014001","release","vahydro_VA0027014001","active","POINT (36.810657 -77.773729)","echo_VA0027014"
"transfer","TO VA0027022001","release","vahydro_VA0027022001","active","POINT (36.668549 -77.798001)","echo_VA0027022"
"transfer","TO VA0027065001","release","vahydro_VA0027065001","active","POINT (38.143504 -78.496405)","echo_VA0027065"
"transfer","TO VA0027197001","release","vahydro_VA0027197001","active","POINT (38.98913 -77.78463)","echo_VA0027197"
"transfer","TO VA0027278001","release","vahydro_VA0027278001","active","POINT (38.65065 -77.67819)","echo_VA0027278"
"transfer","TO VA0027294001","release","vahydro_VA0027294001","active","POINT (37.538908 -78.462027)","echo_VA0027294"
"transfer","TO VA0027375001","release","vahydro_VA0027375001","active","POINT (36.70542 -77.18992)","echo_VA0027375"
"transfer","TO VA0027421001","release","vahydro_VA0027421001","active","POINT (37.067702 -82.343634)","echo_VA0027421"
"transfer","TO VA0027464001","release","vahydro_VA0027464001","active","POINT (37.183056 -82.276944)","echo_VA0027464"
"transfer","TO VA0027481001","release","vahydro_VA0027481001","active","POINT (37.21461 -80.35882)","echo_VA0027481"
"transfer","TO VA0027537001","release","vahydro_VA0027537001","active","POINT (37.47444 -75.863752)","echo_VA0027537"
"transfer","TO VA0027553001","release","vahydro_VA0027553001","active","POINT (37.48153 -79.27793)","echo_VA0027553"
"transfer","TO VA0027561001","release","vahydro_VA0027561001","active","POINT (37.263258 -77.489236)","echo_VA0027561"
"transfer","TO VA0027618001","release","vahydro_VA0027618001","active","POINT (37.54935 -79.1295)","echo_VA0027618"
"transfer","TO VA0027642001","release","vahydro_VA0027642001","active","POINT (39.311667 -78.306389)","echo_VA0027642"
"transfer","TO VA0027685001","release","vahydro_VA0027685001","active","POINT (36.66182 -79.29992)","echo_VA0027685"
"transfer","TO VA0027693001","release","vahydro_VA0027693001","active","POINT (36.6694 -79.52439)","echo_VA0027693"
"transfer","TO VA0027707001","release","vahydro_VA0027707001","active","POINT (36.9451 -79.17767)","echo_VA0027707"
"transfer","TO VA0027715001","release","vahydro_VA0027715001","active","POINT (36.76974 -79.54466)","echo_VA0027715"
"transfer","TO VA0027839001","release","vahydro_VA0027839001","active","POINT (38.298056 -78.118056)","echo_VA0027839"
"transfer","TO VA0027839002","release","vahydro_VA0027839002","active","POINT (38.298056 -78.118056)","echo_VA0027839"
"transfer","TO VA0027855001","release","vahydro_VA0027855001","active","POINT (38.66344 -77.29118)","echo_VA0027855"
"transfer","TO VA0027901001","release","vahydro_VA0027901001","active","POINT (38.21094 -78.82781)","echo_VA0027901"
"transfer","TO VA0027901999","release","vahydro_VA0027901999","inactive","POINT (38.21094 -78.82781)","echo_VA0027901"
"transfer","TO VA0027910001","release","vahydro_VA0027910001","active","POINT (37.608333 -77.728611)","echo_VA0027910"
"transfer","TO VA0027944001","release","vahydro_VA0027944001","active","POINT (37.585588 -79.509633)","echo_VA0027944"
"transfer","TO VA0027952001","release","vahydro_VA0027952001","active","POINT (37.484166 -80.291666)","echo_VA0027952"
"transfer","TO VA0027979001","release","vahydro_VA0027979001","active","POINT (37.180556 -80.541111)","echo_VA0000248"
"transfer","TO VA0028029001","release","vahydro_VA0028029001","active","POINT (36.581666 -78.146111)","echo_VA0028029"
"transfer","TO VA0028037001","release","vahydro_VA0028037001","active","POINT (38.03156 -78.85838)","echo_VA0028037"
"transfer","TO VA0028233001","release","vahydro_VA0028233001","active","POINT (38.049877 -79.796685)","echo_VA0028233"
"transfer","TO VA0028258001","release","vahydro_VA0028258001","active","POINT (37.26205 -77.34854)","echo_VA0028258"
"transfer","TO VA0028291001","release","vahydro_VA0028291001","active","POINT (36.942332 -77.735223)","echo_VA0028291"
"transfer","TO VA0028363001","release","vahydro_VA0028363001","active","POINT (38.521667 -77.29)","echo_VA0028363"
"transfer","TO VA0028371001","release","vahydro_VA0028371001","active","POINT (38.521667 -77.29)","echo_VA0028371"
"transfer","TO VA0028380001","release","vahydro_VA0028380001","active","POINT (38.83274 -78.74458)","echo_VA0028380"
"transfer","TO VA0028398001","release","vahydro_VA0028398001","active","POINT (38.13537 -78.45886)","echo_VA0028398"
"transfer","TO VA0028461001","release","vahydro_VA0028461001","active","POINT (37.5634 -76.62593)","echo_VA0028461"
"transfer","TO VA0028622001","release","vahydro_VA0028622001","active","POINT (37.34979 -77.373729)","echo_VA0028622"
"transfer","TO VA0028916001","release","vahydro_VA0028916001","active","POINT (36.60473 -77.56664)","echo_VA0028916"
"transfer","TO VA0029084001","release","vahydro_VA0029084001","active","POINT (36.65472 -82.46608)","echo_VA0029084"
"transfer","TO VA0029254001","release","vahydro_VA0029254001","active","POINT (36.9268 -80.01129)","echo_VA0029254"
"transfer","TO VA0029319001","release","vahydro_VA0029319001","active","POINT (36.888117 -78.564774)","echo_VA0029319"
"transfer","TO VA0029335001","release","vahydro_VA0029335001","active","POINT (37.08532 -78.7463)","echo_VA0029335"
"transfer","TO VA0029343001","release","vahydro_VA0029343001","active","POINT (37.67089 -76.42797)","echo_VA0029343"
"transfer","TO VA0029351001","release","vahydro_VA0029351001","active","POINT (37.664082 -76.427485)","echo_VA0029351"
"transfer","TO VA0029416001","release","vahydro_VA0029416001","active","POINT (38.66924 -77.22205)","echo_VA0029416"
"transfer","TO VA0029475001","release","vahydro_VA0029475001","active","POINT (37.39169 -80.10805)","echo_VA0029475"
"transfer","TO VA0029513001","release","vahydro_VA0029513001","active","POINT (38.135989 -77.515833)","echo_VA0029513"
