"Facility.ID"	"FacilityName"	"Facility_Longitude"	"Facility_Latitude"	"OutfallID"	"Outfall_Longitude"	"Outfall_Latitude"	"DesignFlow_mgd"	"Statistic"	"Units"	"Mean_ME"	"Median_ME"	"Std_ME"	"Measured_Effluent"	"Permitted_Limit"	"MP_Begin_Date"	"MP_End_Date"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"VA0029785"	"LINCOLN TERMINAL COMPANY"	-77.451871	38.284314	"VA0029785006"	-77.4498359996178	38.2849580000889	6	"mon_ave"	"MGD"	1723.64216606061	0.01008	3274.50999938006	10080	NA	"06/01/2017"	"06/30/2017"	"dmr_flag_units_100"	NA
"VA0029785"	"LINCOLN TERMINAL COMPANY"	-77.451871	38.284314	"VA0029785006"	-77.4498359996178	38.2849580000889	6	"mon_ave"	"MGD"	1723.64216606061	0.01008	3274.50999938006	8640	NA	"12/01/2015"	"12/31/2015"	"dmr_flag_units_100"	NA
"VA0029785"	"LINCOLN TERMINAL COMPANY"	-77.451871	38.284314	"VA0029785006"	-77.4498359996178	38.2849580000889	6	"mon_ave"	"MGD"	1723.64216606061	0.01008	3274.50999938006	7920	NA	"10/01/2016"	"10/31/2016"	"dmr_flag_units_100"	NA
"VA0029785"	"LINCOLN TERMINAL COMPANY"	-77.451871	38.284314	"VA0029785006"	-77.4498359996178	38.2849580000889	6	"mon_ave"	"MGD"	1723.64216606061	0.01008	3274.50999938006	7200	NA	"08/01/2016"	"08/31/2016"	"dmr_flag_units_100"	NA
"VA0029785"	"LINCOLN TERMINAL COMPANY"	-77.451871	38.284314	"VA0029785006"	-77.4498359996178	38.2849580000889	6	"mon_ave"	"MGD"	1723.64216606061	0.01008	3274.50999938006	7200	NA	"05/01/2016"	"05/31/2016"	"dmr_flag_units_100"	NA
"VA0029785"	"LINCOLN TERMINAL COMPANY"	-77.451871	38.284314	"VA0029785006"	-77.4498359996178	38.2849580000889	6	"mon_ave"	"MGD"	1723.64216606061	0.01008	3274.50999938006	7200	NA	"11/01/2016"	"11/30/2016"	"dmr_flag_units_100"	NA
"VA0029785"	"LINCOLN TERMINAL COMPANY"	-77.451871	38.284314	"VA0029785006"	-77.4498359996178	38.2849580000889	6	"mon_ave"	"MGD"	1723.64216606061	0.01008	3274.50999938006	6480	NA	"11/01/2015"	"11/30/2015"	"dmr_flag_units_100"	NA
"VA0029785"	"LINCOLN TERMINAL COMPANY"	-77.451871	38.284314	"VA0029785008"	-77.4507360001414	38.2848499998824	6	"mon_ave"	"MGD"	254.121755294118	0.00504	1047.75284149113	4320	NA	"06/01/2017"	"06/30/2017"	"dmr_flag_units_100"	NA
"VA0029785"	"LINCOLN TERMINAL COMPANY"	-77.451871	38.284314	"VA0029785006"	-77.4498359996178	38.2849580000889	6	"mon_ave"	"MGD"	1723.64216606061	0.01008	3274.50999938006	2160	NA	"01/01/2017"	"01/31/2017"	"dmr_flag_units_100"	NA
"VA0091995"	"RESTON LAKE ANNE AIR CONDITIONING CORPORATION"	-77.34324	38.96818	"VA0091995001"	-77.3374999997773	38.9650000002033	0	"mon_ave"	"MGD"	200.966666666667	1.7	599.63811169738	1800	NA	"07/01/2017"	"09/30/2017"	"dmr_flag_units_100"	NA
"VA0057576"	"DOMINION TERMINAL ASSOCIATES LLP"	-76.415479	36.966822	"VA0057576001"	-76.4215833334915	36.9638888887878	1.01	"mon_ave"	"MGD"	21071.1132183333	0.487385	96218.3325988603	1476	NA	"08/01/2016"	"08/31/2016"	"dmr_flag_units_100"	NA
"VA0003077"	"DUPONT TEIJIN FILMS - HOPEWELL SITE"	-77.291096	37.350627	"VA0003077101"	-77.2922222225966	37.3513888887209	1	"mon_ave"	"MGD"	12.2821790123457	0.0251	110.330755347935	993	NA	"02/01/2018"	"02/28/2018"	"dmr_flag_units_100"	NA
"VA0003077"	"DUPONT TEIJIN FILMS - HOPEWELL SITE"	-77.291096	37.350627	"VA0003077001"	-77.2912800003564	37.35300000025	1	"mon_ave"	"MGD"	7.56618414634146	0.129	67.349024471961	610	NA	"10/01/2013"	"10/31/2013"	"dmr_flag_units_100"	NA
"VA0050181"	"MANASSAS CITY WATER TREATMENT PLANT"	-77.62245	38.76297	"VA0050181001"	-77.6213888890885	38.7611111110197	0.903	"mon_ave"	"MGD"	107.046625	0.3905	198.00616907701	454	NA	"01/01/2017"	"03/31/2017"	"dmr_flag_units_100"	NA
"VA0050181"	"MANASSAS CITY WATER TREATMENT PLANT"	-77.62245	38.76297	"VA0050181001"	-77.6213888890885	38.7611111110197	0.903	"mon_ave"	"MGD"	107.046625	0.3905	198.00616907701	400	NA	"10/01/2016"	"12/31/2016"	"dmr_flag_units_100"	NA
"DC0022004"	"MIRANT POTOMAC RIVER L.L.C."	-77.04167	38.81953	"DC0022004001"	NA	NA	NA	"mon_ave"	"MGD"	46.5106326530612	0	85.1623425251979	354	NA	"06/01/2010"	"06/30/2010"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"DC0022004"	"MIRANT POTOMAC RIVER L.L.C."	-77.04167	38.81953	"DC0022004001"	NA	NA	NA	"mon_ave"	"MGD"	46.5106326530612	0	85.1623425251979	260	NA	"01/01/2010"	"01/31/2010"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"DC0022004"	"MIRANT POTOMAC RIVER L.L.C."	-77.04167	38.81953	"DC0022004001"	NA	NA	NA	"mon_ave"	"MGD"	46.5106326530612	0	85.1623425251979	259	NA	"02/01/2010"	"02/28/2010"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"DC0022004"	"MIRANT POTOMAC RIVER L.L.C."	-77.04167	38.81953	"DC0022004001"	NA	NA	NA	"mon_ave"	"MGD"	46.5106326530612	0	85.1623425251979	243	NA	"07/01/2012"	"07/31/2012"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"DC0022004"	"MIRANT POTOMAC RIVER L.L.C."	-77.04167	38.81953	"DC0022004001"	NA	NA	NA	"mon_ave"	"MGD"	46.5106326530612	0	85.1623425251979	241	NA	"09/01/2012"	"09/30/2012"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"DC0022004"	"MIRANT POTOMAC RIVER L.L.C."	-77.04167	38.81953	"DC0022004001"	NA	NA	NA	"mon_ave"	"MGD"	46.5106326530612	0	85.1623425251979	240	NA	"08/01/2010"	"08/31/2010"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"DC0022004"	"MIRANT POTOMAC RIVER L.L.C."	-77.04167	38.81953	"DC0022004001"	NA	NA	NA	"mon_ave"	"MGD"	46.5106326530612	0	85.1623425251979	237	NA	"12/01/2010"	"12/31/2010"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"DC0022004"	"MIRANT POTOMAC RIVER L.L.C."	-77.04167	38.81953	"DC0022004001"	NA	NA	NA	"mon_ave"	"MGD"	46.5106326530612	0	85.1623425251979	221	NA	"01/01/2011"	"01/31/2011"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"DC0022004"	"MIRANT POTOMAC RIVER L.L.C."	-77.04167	38.81953	"DC0022004001"	NA	NA	NA	"mon_ave"	"MGD"	46.5106326530612	0	85.1623425251979	220	NA	"07/01/2011"	"07/31/2011"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"DC0022004"	"MIRANT POTOMAC RIVER L.L.C."	-77.04167	38.81953	"DC0022004001"	NA	NA	NA	"mon_ave"	"MGD"	46.5106326530612	0	85.1623425251979	220	NA	"07/01/2010"	"07/31/2010"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"VAN010121"	"MIDDLETOWN STP"	-78.288436	39.035016	"VAN010121500"	NA	NA	NA	"mon_ave"	"MGD"	11.0365263157895	0.179	47.2126059794868	206	NA	"08/01/2017"	"08/31/2017"	"dmr_flag_units_100"	NA
"DC0022004"	"MIRANT POTOMAC RIVER L.L.C."	-77.04167	38.81953	"DC0022004001"	NA	NA	NA	"mon_ave"	"MGD"	46.5106326530612	0	85.1623425251979	202	NA	"09/01/2011"	"09/30/2011"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"DC0022004"	"MIRANT POTOMAC RIVER L.L.C."	-77.04167	38.81953	"DC0022004001"	NA	NA	NA	"mon_ave"	"MGD"	46.5106326530612	0	85.1623425251979	193	NA	"05/01/2012"	"05/31/2012"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"DC0022004"	"MIRANT POTOMAC RIVER L.L.C."	-77.04167	38.81953	"DC0022004001"	NA	NA	NA	"mon_ave"	"MGD"	46.5106326530612	0	85.1623425251979	173	NA	"04/01/2012"	"04/30/2012"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"DC0022004"	"MIRANT POTOMAC RIVER L.L.C."	-77.04167	38.81953	"DC0022004001"	NA	NA	NA	"mon_ave"	"MGD"	46.5106326530612	0	85.1623425251979	160	NA	"10/01/2011"	"10/31/2011"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"DC0022004"	"MIRANT POTOMAC RIVER L.L.C."	-77.04167	38.81953	"DC0022004001"	NA	NA	NA	"mon_ave"	"MGD"	46.5106326530612	0	85.1623425251979	153	NA	"08/01/2012"	"08/31/2012"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"DC0022004"	"MIRANT POTOMAC RIVER L.L.C."	-77.04167	38.81953	"DC0022004001"	NA	NA	NA	"mon_ave"	"MGD"	46.5106326530612	0	85.1623425251979	151	NA	"02/01/2012"	"02/29/2012"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"VA0004162"	"INTERNATIONAL PAPER - FRANKLIN MILL"	-76.912272	36.678218	"VA0004162001"	-76.9136111114636	36.5533333335205	146	"mon_ave"	"MGD"	36	0	47.9982638574911	137	NA	"01/01/2016"	"01/31/2016"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"DC0022004"	"MIRANT POTOMAC RIVER L.L.C."	-77.04167	38.81953	"DC0022004001"	NA	NA	NA	"mon_ave"	"MGD"	46.5106326530612	0	85.1623425251979	136	NA	"09/01/2010"	"09/30/2010"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"DC0022004"	"MIRANT POTOMAC RIVER L.L.C."	-77.04167	38.81953	"DC0022004001"	NA	NA	NA	"mon_ave"	"MGD"	46.5106326530612	0	85.1623425251979	135	NA	"01/01/2012"	"01/31/2012"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"VA0004162"	"INTERNATIONAL PAPER - FRANKLIN MILL"	-76.912272	36.678218	"VA0004162001"	-76.9136111114636	36.5533333335205	146	"mon_ave"	"MGD"	36	0	47.9982638574911	134	NA	"01/01/2015"	"01/31/2015"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"VA0004162"	"INTERNATIONAL PAPER - FRANKLIN MILL"	-76.912272	36.678218	"VA0004162001"	-76.9136111114636	36.5533333335205	146	"mon_ave"	"MGD"	36	0	47.9982638574911	127	NA	"01/01/2017"	"01/31/2017"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"VA0004162"	"INTERNATIONAL PAPER - FRANKLIN MILL"	-76.912272	36.678218	"VA0004162001"	-76.9136111114636	36.5533333335205	146	"mon_ave"	"MGD"	36	0	47.9982638574911	125	NA	"01/01/2013"	"01/31/2013"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"VA0000370"	"APCO - GLEN LYN"	-80.8616	37.37039	"VA0000370005"	-80.8672222218245	37.3727777780881	357	"mon_ave"	"MGD"	30.8208510638298	0	44.3808404524734	122.88	NA	"07/01/2011"	"07/31/2011"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"VA0000370"	"APCO - GLEN LYN"	-80.8616	37.37039	"VA0000370005"	-80.8672222218245	37.3727777780881	357	"mon_ave"	"MGD"	30.8208510638298	0	44.3808404524734	121.73	NA	"07/01/2010"	"07/31/2010"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"VA0000370"	"APCO - GLEN LYN"	-80.8616	37.37039	"VA0000370005"	-80.8672222218245	37.3727777780881	357	"mon_ave"	"MGD"	30.8208510638298	0	44.3808404524734	121.6	NA	"08/01/2010"	"08/31/2010"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"VA0000370"	"APCO - GLEN LYN"	-80.8616	37.37039	"VA0000370005"	-80.8672222218245	37.3727777780881	357	"mon_ave"	"MGD"	30.8208510638298	0	44.3808404524734	118.21	NA	"10/01/2013"	"10/31/2013"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"DC0022004"	"MIRANT POTOMAC RIVER L.L.C."	-77.04167	38.81953	"DC0022004001"	NA	NA	NA	"mon_ave"	"MGD"	46.5106326530612	0	85.1623425251979	117	NA	"03/01/2012"	"03/31/2012"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"VA0000370"	"APCO - GLEN LYN"	-80.8616	37.37039	"VA0000370005"	-80.8672222218245	37.3727777780881	357	"mon_ave"	"MGD"	30.8208510638298	0	44.3808404524734	114.68	NA	"07/01/2012"	"07/31/2012"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"VA0004162"	"INTERNATIONAL PAPER - FRANKLIN MILL"	-76.912272	36.678218	"VA0004162001"	-76.9136111114636	36.5533333335205	146	"mon_ave"	"MGD"	36	0	47.9982638574911	112	NA	"01/01/2014"	"01/31/2014"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"VA0000370"	"APCO - GLEN LYN"	-80.8616	37.37039	"VA0000370005"	-80.8672222218245	37.3727777780881	357	"mon_ave"	"MGD"	30.8208510638298	0	44.3808404524734	109.03	NA	"11/01/2013"	"11/30/2013"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"VA0000370"	"APCO - GLEN LYN"	-80.8616	37.37039	"VA0000370005"	-80.8672222218245	37.3727777780881	357	"mon_ave"	"MGD"	30.8208510638298	0	44.3808404524734	106.74	NA	"12/01/2013"	"12/31/2013"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"VA0000370"	"APCO - GLEN LYN"	-80.8616	37.37039	"VA0000370005"	-80.8672222218245	37.3727777780881	357	"mon_ave"	"MGD"	30.8208510638298	0	44.3808404524734	105.48	NA	"02/01/2015"	"02/28/2015"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"VA0000370"	"APCO - GLEN LYN"	-80.8616	37.37039	"VA0000370005"	-80.8672222218245	37.3727777780881	357	"mon_ave"	"MGD"	30.8208510638298	0	44.3808404524734	105.18	NA	"08/01/2011"	"08/31/2011"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"DC0022004"	"MIRANT POTOMAC RIVER L.L.C."	-77.04167	38.81953	"DC0022004001"	NA	NA	NA	"mon_ave"	"MGD"	46.5106326530612	0	85.1623425251979	105	NA	"02/01/2011"	"02/28/2011"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"DC0022004"	"MIRANT POTOMAC RIVER L.L.C."	-77.04167	38.81953	"DC0022004001"	NA	NA	NA	"mon_ave"	"MGD"	46.5106326530612	0	85.1623425251979	104	NA	"05/01/2010"	"05/31/2010"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"VA0089010"	"SAN DAMIANO SPIRITUAL LIFE CENTER"	-78.1377	39.09492	"VA0089010002"	-78.1375000003646	39.0963888888124	0.0016	"mon_ave"	"MGD"	9.27290118181818	0.000201	30.7540994679107	102	NA	"01/01/2017"	"03/31/2017"	"dmr_flag_units_100"	NA
"VA0000370"	"APCO - GLEN LYN"	-80.8616	37.37039	"VA0000370005"	-80.8672222218245	37.3727777780881	357	"mon_ave"	"MGD"	30.8208510638298	0	44.3808404524734	99.12	NA	"01/01/2010"	"01/31/2010"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"VA0000370"	"APCO - GLEN LYN"	-80.8616	37.37039	"VA0000370005"	-80.8672222218245	37.3727777780881	357	"mon_ave"	"MGD"	30.8208510638298	0	44.3808404524734	97.86	NA	"07/01/2014"	"07/31/2014"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"VA0004162"	"INTERNATIONAL PAPER - FRANKLIN MILL"	-76.912272	36.678218	"VA0004162001"	-76.9136111114636	36.5533333335205	146	"mon_ave"	"MGD"	36	0	47.9982638574911	97	NA	"02/01/2014"	"02/28/2014"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"VA0000370"	"APCO - GLEN LYN"	-80.8616	37.37039	"VA0000370003"	-80.8638888891138	37.3719444443421	357	"mon_ave"	"MGD"	10.8457471264368	0	22.8141870708284	96.7	NA	"10/01/2013"	"10/31/2013"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"VA0000370"	"APCO - GLEN LYN"	-80.8616	37.37039	"VA0000370005"	-80.8672222218245	37.3727777780881	357	"mon_ave"	"MGD"	30.8208510638298	0	44.3808404524734	95.89	NA	"09/01/2010"	"09/30/2010"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"DC0022004"	"MIRANT POTOMAC RIVER L.L.C."	-77.04167	38.81953	"DC0022004001"	NA	NA	NA	"mon_ave"	"MGD"	46.5106326530612	0	85.1623425251979	94	NA	"06/01/2011"	"06/30/2011"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"VA0000370"	"APCO - GLEN LYN"	-80.8616	37.37039	"VA0000370005"	-80.8672222218245	37.3727777780881	357	"mon_ave"	"MGD"	30.8208510638298	0	44.3808404524734	93.06	NA	"03/01/2015"	"03/31/2015"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"VA0000370"	"APCO - GLEN LYN"	-80.8616	37.37039	"VA0000370005"	-80.8672222218245	37.3727777780881	357	"mon_ave"	"MGD"	30.8208510638298	0	44.3808404524734	92.51	NA	"02/01/2010"	"02/28/2010"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"VA0000370"	"APCO - GLEN LYN"	-80.8616	37.37039	"VA0000370005"	-80.8672222218245	37.3727777780881	357	"mon_ave"	"MGD"	30.8208510638298	0	44.3808404524734	90.83	NA	"12/01/2011"	"12/31/2011"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"VA0000370"	"APCO - GLEN LYN"	-80.8616	37.37039	"VA0000370005"	-80.8672222218245	37.3727777780881	357	"mon_ave"	"MGD"	30.8208510638298	0	44.3808404524734	90.15	NA	"09/01/2013"	"09/30/2013"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"VA0004162"	"INTERNATIONAL PAPER - FRANKLIN MILL"	-76.912272	36.678218	"VA0004162001"	-76.9136111114636	36.5533333335205	146	"mon_ave"	"MGD"	36	0	47.9982638574911	90	NA	"01/01/2018"	"01/31/2018"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"VA0004162"	"INTERNATIONAL PAPER - FRANKLIN MILL"	-76.912272	36.678218	"VA0004162001"	-76.9136111114636	36.5533333335205	146	"mon_ave"	"MGD"	36	0	47.9982638574911	90	NA	"02/01/2013"	"02/28/2013"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"VA0000370"	"APCO - GLEN LYN"	-80.8616	37.37039	"VA0000370005"	-80.8672222218245	37.3727777780881	357	"mon_ave"	"MGD"	30.8208510638298	0	44.3808404524734	89.9	NA	"01/01/2011"	"01/31/2011"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"VA0000370"	"APCO - GLEN LYN"	-80.8616	37.37039	"VA0000370003"	-80.8638888891138	37.3719444443421	357	"mon_ave"	"MGD"	10.8457471264368	0	22.8141870708284	89.3	NA	"02/01/2014"	"02/28/2014"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"VA0000370"	"APCO - GLEN LYN"	-80.8616	37.37039	"VA0000370005"	-80.8672222218245	37.3727777780881	357	"mon_ave"	"MGD"	30.8208510638298	0	44.3808404524734	85.6	NA	"12/01/2010"	"12/31/2010"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"VA0000370"	"APCO - GLEN LYN"	-80.8616	37.37039	"VA0000370005"	-80.8672222218245	37.3727777780881	357	"mon_ave"	"MGD"	30.8208510638298	0	44.3808404524734	85.32	NA	"04/01/2015"	"04/30/2015"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"VA0000370"	"APCO - GLEN LYN"	-80.8616	37.37039	"VA0000370005"	-80.8672222218245	37.3727777780881	357	"mon_ave"	"MGD"	30.8208510638298	0	44.3808404524734	84.48	NA	"06/01/2010"	"06/30/2010"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"VA0000370"	"APCO - GLEN LYN"	-80.8616	37.37039	"VA0000370003"	-80.8638888891138	37.3719444443421	357	"mon_ave"	"MGD"	10.8457471264368	0	22.8141870708284	83.9	NA	"02/01/2012"	"02/29/2012"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"VA0000370"	"APCO - GLEN LYN"	-80.8616	37.37039	"VA0000370005"	-80.8672222218245	37.3727777780881	357	"mon_ave"	"MGD"	30.8208510638298	0	44.3808404524734	83.8	NA	"01/01/2014"	"01/31/2014"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"VA0000370"	"APCO - GLEN LYN"	-80.8616	37.37039	"VA0000370005"	-80.8672222218245	37.3727777780881	357	"mon_ave"	"MGD"	30.8208510638298	0	44.3808404524734	81.99	NA	"03/01/2014"	"03/31/2014"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"DC0022004"	"MIRANT POTOMAC RIVER L.L.C."	-77.04167	38.81953	"DC0022004001"	NA	NA	NA	"mon_ave"	"MGD"	46.5106326530612	0	85.1623425251979	78	NA	"06/01/2012"	"06/30/2012"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"VA0004162"	"INTERNATIONAL PAPER - FRANKLIN MILL"	-76.912272	36.678218	"VA0004162001"	-76.9136111114636	36.5533333335205	146	"mon_ave"	"MGD"	36	0	47.9982638574911	78	NA	"02/01/2017"	"02/28/2017"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"VA0000370"	"APCO - GLEN LYN"	-80.8616	37.37039	"VA0000370005"	-80.8672222218245	37.3727777780881	357	"mon_ave"	"MGD"	30.8208510638298	0	44.3808404524734	77.41	NA	"08/01/2012"	"08/31/2012"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"VA0000370"	"APCO - GLEN LYN"	-80.8616	37.37039	"VA0000370005"	-80.8672222218245	37.3727777780881	357	"mon_ave"	"MGD"	30.8208510638298	0	44.3808404524734	76.52	NA	"06/01/2012"	"06/30/2012"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"VA0000370"	"APCO - GLEN LYN"	-80.8616	37.37039	"VA0000370003"	-80.8638888891138	37.3719444443421	357	"mon_ave"	"MGD"	10.8457471264368	0	22.8141870708284	76.2	NA	"09/01/2013"	"09/30/2013"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
"VA0000370"	"APCO - GLEN LYN"	-80.8616	37.37039	"VA0000370005"	-80.8672222218245	37.3727777780881	357	"mon_ave"	"MGD"	30.8208510638298	0	44.3808404524734	74.55	NA	"02/01/2011"	"02/28/2011"	"dmr_flag_units_100"	"dmr_flag_units_1000000"
